"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Carlos Carrasco",NA,"SP",13400,"CLE","@SF","68%",3.2,7.5,0.302,"21.6%",3.89,"27.7%",3.15,3.06,"R",0.285,0.284,"2%","0%","0%",22.5,20.6,20.6,9.9,31.4,22.9,1.7,16.7,1.2
"Jacob deGrom",6,"SP",12600,"NYM","STL","61%",3.53,7,0.319,"23.7%",4.53,"26.6%",3.34,3.19,"R",0.288,0.265,"2%","-2%","-1%",31.5,23.1,23.1,8.9,37.3,23.4,1.9,18.2,1.4
"Zack Greinke",2,"SP",11700,"ARI","@CIN","61%",4.17,6.5,0.315,"21.9%",4.74,"23.6%",3.53,3.44,"R",0.273,0.26,"2%","-2%","0%",22.8,23.7,23.7,13.2,34.2,19.6,1.7,4.7,0.4
"Gio Gonzalez",0,"SP",10700,"WAS","@LAA","49%",4.53,5.5,0.313,"15.8%",4.05,"22.6%",4.01,3.83,"L",0.271,0.319,"5%","-1%","0%",24.3,19.8,19.8,12.1,27.6,15.5,1.4,6,0.6
"Sonny Gray",NA,"SP",9600,"OAK","TB","51%",3.95,NA,0.329,"22.9%",4.7,"20.2%",3.96,3.76,"R",0.284,0.304,"2%","-1%","0%",20.2,17.1,17.1,6.1,28.1,17.1,1.8,20.9,2.2
"Jake Faria",NA,"SP",9400,"TB","@OAK","49%",4.05,NA,0.322,"21.5%",4.31,"22.8%",4.04,4.26,"R",NA,NA,"3%","-1%","0%",19.8,21.5,21.5,15,28,17.5,1.9,5.3,0.6
"Dan Straily",NA,"SP",9200,"MIA","PHI","64%",3.58,NA,0.298,"22.7%",3.85,"21.1%",4.51,4.85,"R",0.295,0.318,"2%","0%","1%",15.5,16.6,16.6,5.6,27.6,19.1,2.1,10.1,1.1
"Gerrit Cole",6,"SP",8900,"PIT","MIL","59%",4.06,5.5,0.303,"27.2%",4.92,"21.9%",3.74,3.59,"R",0.32,0.287,"0%","-2%","-1%",18.1,14.9,14.9,4.7,25.1,20,2.2,30.1,3.4
"Jon Gray",1,"SP",8400,"COL","SD","64%",4.83,NA,0.295,"27.7%",3.63,"24.5%",3.84,3.7,"R",0.32,0.329,"-5%","-4%","0%",8.8,8.7,8.7,-6.3,23.7,19,2.3,18.1,2.2
"Justin Verlander",2,"SP",7900,"DET","@KC","50%",5,5.5,0.321,"20.2%",4.08,"24.4%",3.91,4.16,"R",0.289,0.292,"-3%","-3%","0%",13,13.6,13.6,1.8,25.5,16.2,2.1,23.6,3
"Kenta Maeda",4,"SP",7800,"LAD","@CWS","64%",4.02,5,0.308,"22.1%",4.53,"24.6%",3.78,3.82,"R",0.314,0.268,"-2%","-2%","0%",15.8,14.4,14.4,4,24.8,16.9,2.2,15.7,2
"Charlie Morton",NA,"SP",7700,"HOU","SEA","51%",4.2,5.5,0.332,"19.9%",4.84,"20.7%",3.89,3.77,"R",0.328,0.309,"1%","0%","0%",18.4,18.3,18.3,11,25.5,15.3,2,13.4,1.7
"James Paxton",NA,"SP",7400,"SEA","@HOU","49%",4.3,6,0.34,"18.2%",5.92,"23.4%",3.79,3.62,"L",0.319,0.286,"0%","0%","0%",23.5,20.4,20.4,8.2,32.5,14.7,2,27.6,3.7
"Drew Pomeranz",0,"SP",7200,"BOS","TOR","55%",4.47,6,0.344,"17.3%",4.16,"25.4%",3.81,3.75,"L",0.282,0.299,"-3%","-3%","-2%",18.8,16.9,16.9,7,26.7,13,1.8,20.2,2.8
"Nick Pivetta",NA,"SP",7100,"PHI","@MIA","36%",4.92,NA,0.312,"21.0%",4.65,"24.1%",4.53,4.79,"R",NA,0.415,"3%","0%","1%",12.3,12.3,12.3,0.8,23.8,14.8,2.1,14.4,2
"Carlos Rodon",NA,"SP",7000,"CWS","LAD","36%",5.48,NA,0.345,"20.3%",5.15,"23.2%",4.1,4,"L",0.261,0.341,"1%","-2%","0%",14.6,14.6,14.6,0.7,28.5,12.9,1.8,0.3,0
"Alex Meyer",NA,"SP",6900,"LAA","WAS","51%",4.47,NA,0.328,"21.4%",5.66,"24.9%",4.89,4.75,"R",0.374,0.296,"2%","-1%","0%",13.6,14.4,14.4,3.2,25.5,14.6,2.1,32.5,4.7
"Zach Davies",0,"SP",6900,"MIL","@PIT","41%",4.94,4,0.303,"20.6%",4.2,"17.9%",4.37,4.21,"R",0.333,0.319,"2%","-3%","-1%",11.2,10.6,10.6,1.7,19.4,13.4,1.9,18.4,2.7
"Aaron Sanchez",0,"SP",6800,"TOR","@BOS","45%",5.03,NA,0.323,"19.4%",4.71,"18.6%",4.27,4.04,"R",0.313,0.262,"-6%","-5%","-4%",7.2,8.7,8.7,-3.3,20.6,11,1.6,0.4,0.1
"Jose Berrios",NA,"SP",6700,"MIN","NYY","50%",4.52,NA,0.321,"17.3%",5.38,"20.3%",4.69,4.97,"R",0.34,0.349,"-2%","-4%","2%",12.4,18.5,18.5,6.6,30.4,11.7,1.7,21,3.1
"Mike Leake",NA,"SP",6600,"STL","@NYM","39%",4.47,4,0.311,"20.9%",4.84,"16.0%",4.09,3.86,"R",0.328,0.297,"6%","-3%","-3%",10.9,15.1,15.1,6.5,23.7,11.8,1.8,-10.1,-1.5
"R.A. Dickey",NA,"SP",6500,"ATL","CHC","45%",5,NA,0.317,"25.5%",4.67,"15.6%",4.85,4.81,"R",0.309,0.331,"0%","-3%","0%",21.3,12.5,12.5,2.2,22.7,15.4,2.4,12.3,1.9
"Jason Hammel",0,"SP",6400,"KC","DET","50%",5,4,0.328,"20.0%",4.81,"21.4%",4.09,4.21,"R",0.314,0.313,"-3%","-5%","0%",12.5,11.1,11.1,2.7,19.4,11.2,1.7,13.3,2.1
"Jordan Montgomery",NA,"SP",6200,"NYY","@MIN","50%",4.48,NA,0.325,"22.3%",4.55,"22.4%",4.27,4.48,"L",NA,0.31,"-2%","-3%","2%",14.4,15.6,15.6,8.2,23,13.6,2.2,2.7,0.4
"Kevin Gausman",NA,"SP",6100,"BAL","TEX","55%",4.94,NA,0.33,"22.9%",4.93,"21.6%",4.06,4.06,"R",0.31,0.361,"0%","-3%","-1%",15.7,8.5,8.5,-4,21,12.6,2.1,27.9,4.6
