Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Scherzer,15,SP,12700,WAS,NYM,56%,3.49,7.5,0.311,20.1%,4.05,31.1%,2.83,3.14,R,0.299,0.232,0%,0%,0%,28.5,28.5,28.5,25.9,31.0,23.4,1.8,11.5,0.9
Jacob deGrom,2,SP,10500,NYM,@WAS,44%,4.01,,0.326,20.6%,5.86,26.1%,3.26,3.13,R,0.283,0.262,-3%,0%,0%,21.9,21.9,21.9,11.8,32.0,16.9,1.6,33.5,3.2
Carlos Carrasco,11,SP,10200,CLE,SEA,64%,3.57,,0.320,18.8%,4.86,27.5%,3.05,2.95,R,0.292,0.274,-2%,2%,0%,24.9,24.9,24.9,16.7,33.2,18.4,1.8,22.4,2.2
Jake Arrieta,4,SP,9600,CHC,@BOS,50%,4.27,5,0.330,17.4%,3.90,25.8%,3.28,3.10,R,0.252,0.244,-7%,0%,-2%,22.5,22.5,22.5,15.0,29.9,14.7,1.5,2.0,0.2
Marcus Stroman,5,SP,9100,TOR,TB,55%,4.02,,0.321,23.9%,4.43,18.8%,3.56,3.38,R,0.299,0.296,-1%,0%,0%,18.0,18.0,18.0,5.0,31.0,18.4,2.0,28.3,3.1
Jeff Samardzija,10,SP,9000,SF,SD,60%,3.33,6,0.295,24.4%,3.48,19.5%,4.10,4.07,R,0.337,0.284,1%,0%,0%,13.0,13.0,13.0,6.3,19.7,19.7,2.2,17.6,2.0
Kenta Maeda,5,SP,8700,LAD,PHI,64%,3.16,,0.297,24.7%,4.84,24.7%,3.70,3.76,R,0.331,0.263,3%,0%,0%,8.3,8.3,8.3,4.1,12.6,17.8,2.0,28.1,3.2
Jerad Eickhoff,1,SP,8600,PHI,@LAD,36%,4.34,,0.329,21.1%,4.14,21.7%,3.91,4.03,R,0.344,0.253,6%,1%,0%,18.5,18.5,18.5,14.1,22.8,16.2,1.9,1.6,0.2
Robbie Ray,2,SP,8200,ARI,COL,60%,3.98,7,0.305,25.2%,4.73,25.8%,3.76,3.66,L,0.303,0.345,-2%,0%,0%,19.9,19.9,19.9,12.1,27.7,20.7,2.5,22.2,2.7
Ian Kennedy,7,SP,8000,KC,MIN,56%,3.99,,0.322,24.5%,4.19,23.3%,3.98,4.25,R,0.327,0.320,-2%,3%,0%,18.6,18.6,18.6,7.0,30.1,19.1,2.4,17.6,2.2
Lance Lynn,5,SP,7800,STL,CIN,57%,3.67,,0.308,22.8%,4.73,22.1%,3.99,3.92,R,0.335,0.276,1%,3%,0%,17.7,17.7,17.7,7.4,28.0,16.3,2.1,20.7,2.7
Tyler Skaggs,2,SP,7700,LAA,@TEX,52%,4.65,,0.322,24.5%,4.68,22.7%,4.24,4.21,L,0.327,0.303,-6%,1%,0%,15.1,15.1,15.1,3.4,26.8,17.4,2.3,18.9,2.5
Drew Pomeranz,2,SP,7600,BOS,CHC,50%,4.23,,0.337,21.8%,5.19,25.6%,3.73,3.73,L,0.268,0.288,-3%,0%,-2%,17.3,17.3,17.3,10.8,23.8,15.4,2.0,22.7,3.0
Jameson Taillon,7,SP,7400,PIT,@MIA,45%,4.20,,0.310,21.5%,4.74,20.2%,3.67,3.48,R,0.301,0.296,3%,0%,1%,17.3,17.3,17.3,8.6,26.0,17.1,2.3,17.1,2.3
Jharel Cotton,2,SP,7300,OAK,@HOU,38%,4.80,,0.340,16.7%,4.38,18.1%,4.51,4.69,R,,,1%,0%,-4%,11.3,11.3,11.3,-1.2,23.8,11.9,1.6,5.2,0.7
