Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,4,SP,13000,LAD,CHC,60%,2.91,8,0.316,23.0%,4.91,32.1%,2.38,2.26,L,0.218,0.231,2%,0%,0%,25.4,26.6,26.6,17.9,35.3,28.3,2.2,6.0,0.5
Jon Lester,2,SP,11200,CHC,@LAD,40%,3.59,6.5,0.311,24.6%,4.94,24.9%,3.44,3.30,L,0.278,0.285,5%,-1%,0%,24.6,19.1,19.1,8.2,30.0,21.8,1.9,-3.9,-0.3
Johnny Cueto,3,SP,10800,SF,ATL,65%,3.33,6,0.302,19.8%,4.57,21.4%,3.74,3.63,R,0.272,0.283,1%,0%,0%,19.7,16.2,16.2,7.0,25.4,18.3,1.7,27.3,2.5
Lance McCullers Jr.,10,SP,10100,HOU,BAL,67%,3.42,6.5,0.331,22.1%,4.50,27.3%,3.44,3.16,R,0.288,0.312,1%,0%,-2%,23.6,21.2,21.2,12.4,30.0,20.6,2.0,25.3,2.5
Michael Pineda,7,SP,9900,NYY,OAK,61%,3.74,6.5,0.321,20.7%,4.11,26.0%,3.18,3.06,R,0.309,0.311,0%,0%,0%,20.9,21.0,21.0,11.6,30.3,19.9,2.0,19.9,2.0
Matt Shoemaker,0,SP,9400,LAA,@MIA,51%,4.18,5,0.314,22.5%,4.30,21.1%,3.97,4.12,R,0.309,0.312,1%,0%,0%,19.1,15.9,15.9,5.5,26.3,18.0,1.9,4.3,0.5
Danny Duffy,0,SP,9100,KC,@CLE,46%,4.45,5.5,0.325,17.9%,4.35,21.3%,4.09,4.23,L,0.225,0.324,-3%,0%,0%,17.8,17.3,17.3,4.5,30.0,15.1,1.7,-6.2,-0.7
Rick Porcello,3,SP,8200,BOS,SEA,65%,3.98,6,0.330,17.9%,4.33,21.2%,3.73,3.81,R,0.317,0.311,-3%,0%,2%,16.9,16.2,16.2,8.1,24.2,15.6,1.9,15.1,1.8
Joe Ross,5,SP,7800,WAS,SD,57%,3.65,5.5,0.301,26.2%,3.44,21.2%,3.91,3.79,R,0.363,0.248,0%,0%,0%,14.0,14.0,14.0,-0.6,28.5,17.8,2.3,-0.8,-0.1
German Marquez,,SP,7600,COL,STL,55%,4.94,,0.319,24.1%,4.36,17.9%,4.10,3.95,R,,,-9%,1%,0%,20.4,15.3,15.3,-0.8,31.5,15.1,2.0,17.4,2.3
Scott Feldman,0,SP,7500,CIN,@PHI,53%,4.34,,0.305,24.4%,4.17,15.4%,4.35,4.13,R,0.309,0.328,3%,0%,-2%,14.3,14.3,14.3,1.2,27.5,14.6,1.9,9.8,1.3
Alex Cobb,2,SP,7400,TB,@MIN,50%,4.76,5,0.315,22.9%,4.52,15.1%,4.48,4.30,R,0.303,0.295,-5%,0%,0%,17.3,14.1,14.1,6.5,21.8,16.0,2.2,15.9,2.1
Andrew Triggs,0,SP,7300,OAK,@NYY,39%,4.76,4.5,0.334,21.0%,5.38,21.2%,3.50,3.50,R,0.274,0.281,-5%,1%,0%,17.8,16.8,16.8,7.4,26.2,12.1,1.7,13.3,1.8
Lance Lynn,,SP,7200,STL,@COL,45%,5.56,5,0.311,21.7%,5.18,22.1%,4.04,3.99,R,0.340,0.273,-23%,2%,0%,19.8,18.9,18.9,9.1,28.7,12.1,1.7,5.1,0.7
Josh Tomlin,0,SP,7000,CLE,KC,54%,4.05,4,0.317,19.2%,3.38,17.8%,4.01,3.94,R,0.275,0.363,-3%,0%,0%,11.9,8.3,8.3,-3.5,20.2,13.3,1.9,27.1,3.9
Matt Harvey,,SP,6900,NYM,@PIT,47%,4.67,4.5,0.306,20.5%,4.00,21.8%,3.78,3.70,R,0.281,0.278,-1%,1%,0%,5.1,10.4,10.4,0.3,20.5,13.8,2.0,18.7,2.7
Patrick Corbin,0,SP,6800,ARI,@MIL,46%,4.45,,0.307,27.2%,5.04,19.5%,4.08,3.93,L,0.276,0.354,2%,0%,0%,11.0,13.1,13.1,2.3,23.8,16.0,2.4,-6.8,-1.0
Tyler Glasnow,3,SP,6700,PIT,NYM,53%,4.33,5,0.306,20.8%,5.11,21.4%,4.79,4.95,R,,0.376,1%,0%,0%,10.9,8.1,8.1,-2.6,18.8,14.5,2.2,2.4,0.4
Jimmy Nelson,0,SP,6400,MIL,ARI,54%,4.05,,0.292,23.9%,5.04,18.6%,4.50,4.46,R,0.350,0.310,-1%,0%,0%,12.7,13.2,13.2,1.5,25.0,13.0,2.0,33.5,5.2
Andrew Cashner,,SP,5900,TEX,@TOR,38%,5.08,,0.338,20.2%,4.27,19.2%,4.45,4.31,R,0.342,0.300,-1%,2%,0%,10.3,9.6,9.6,3.3,15.8,9.0,1.5,17.6,3.0
Jose Urena,,SP,5800,MIA,LAA,49%,4.32,,0.305,22.1%,4.04,13.2%,4.91,4.93,R,0.341,0.332,2%,0%,0%,11.9,11.9,11.9,5.9,17.9,12.6,2.2,19.9,3.4
Miguel Gonzalez,,SP,5600,CWS,DET,48%,4.85,,0.331,21.2%,4.72,16.8%,4.61,4.65,R,0.326,0.319,2%,0%,0%,2.7,10.7,10.7,-2.1,23.5,10.7,1.9,23.6,4.2
R.A. Dickey,1,SP,5500,ATL,@SF,35%,4.67,,0.311,20.5%,3.32,15.3%,4.83,4.76,R,0.317,0.331,2%,0%,0%,6.8,9.6,9.6,4.1,15.2,14.2,2.6,-1.1,-0.2
Jhoulys Chacin,0,SP,5400,SD,@WAS,42%,4.35,4.5,0.302,24.2%,5.70,18.6%,4.36,4.22,R,0.333,0.311,-2%,1%,0%,11.2,10.6,10.6,-5.8,27.0,12.0,2.2,9.8,1.8
Jordan Zimmermann,1,SP,4900,DET,@CWS,52%,4.65,,0.312,23.1%,4.61,17.3%,4.31,4.35,R,0.315,0.302,2%,0%,0%,10.1,8.5,8.5,1.8,15.3,12.6,2.6,-2.2,-0.4
Joe Biagini,0,SP,4800,TOR,TEX,62%,3.92,,0.324,23.3%,4.76,21.5%,3.23,3.46,R,0.286,0.276,-2%,1%,0%,10.4,10.4,10.4,2.2,18.6,11.7,2.4,18.7,3.9
Christian Bergman,,SP,4700,SEA,@BOS,35%,5.52,,0.329,19.4%,4.79,14.0%,4.40,4.52,R,0.317,0.417,-20%,1%,5%,6.0,6.0,6.0,-22.5,34.5,6.9,1.5,19.6,4.2
