"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Clayton Kershaw",5,"SP",12800,"LAD","WAS","62%",2.83,8,0.315,"22.3%",5.68,"32.2%",2.4,2.26,"L",0.22,0.228,"2%","0%","0%",25.9,26,26,15.2,36.8,26.4,2.1,32.1,2.5
"Dallas Keuchel",11,"SP",12500,"HOU","@KC","61%",3.5,6,0.318,"16.0%",3.52,"22.6%",3.2,3.03,"L",0.232,0.289,"-4%","0%","0%",23.6,25.3,25.3,18.9,31.8,15.3,1.2,0,0
"Zack Greinke",15,"SP",12400,"ARI","SD","67%",3.46,7.5,0.303,"24.0%",3.45,"23.4%",3.53,3.44,"R",0.276,0.257,"-2%","0%","0%",29.2,24.3,24.3,12.1,36.6,24,1.9,20.5,1.7
"Stephen Strasburg",5,"SP",11400,"WAS","@LAD","38%",3.67,8,0.316,"24.3%",4.83,"29.5%",3.08,3.04,"R",0.267,0.297,"4%","0%","0%",27.4,23.8,23.8,13,34.6,25.8,2.3,25.1,2.2
"Yu Darvish",3,"SP",10500,"TEX","NYM","57%",4.31,6.5,0.322,"18.8%",4.89,"29.2%",3.46,3.52,"R",0.301,0.288,"-2%","0%","0%",18.5,20.2,20.2,10.5,29.9,17.2,1.6,25.5,2.4
"Jimmy Nelson",12,"SP",7900,"MIL","SF","53%",4.35,5.5,0.319,"18.2%",3.56,"19.3%",4.37,4.32,"R",0.343,0.31,"0%","1%","0%",25.1,17.2,17.2,3.4,31,15.7,2,18.1,2.3
"Mike Foltynewicz",5,"SP",7700,"ATL","PHI","56%",4.21,NA,0.303,"23.4%",4.18,"20.4%",4.19,4.28,"R",0.367,0.333,"0%","1%","0%",16.2,13.9,13.9,1.7,26.1,16.5,2.1,24.1,3.1
"Francisco Liriano",2,"SP",7600,"TOR","@OAK","53%",4.35,5,0.332,"21.7%",4.18,"24.5%",3.98,3.77,"L",0.302,0.319,"5%","0%","0%",7.1,9.5,9.5,-6.4,25.3,16.2,2.1,11.1,1.5
"CC Sabathia",2,"SP",7500,"NYY","BOS","52%",4.41,4,0.336,"21.1%",4.84,"19.4%",4.25,4.17,"L",0.268,0.339,"-1%","2%","0%",20.1,14.7,14.7,3.6,25.8,14.4,1.9,29,3.9
"John Lackey",8,"SP",7400,"CHC","MIA","65%",3.75,5.5,0.305,"22.4%",4.45,"21.9%",3.88,3.81,"R",0.321,0.276,"1%","0%","0%",15.8,15.2,15.2,5.4,25.1,17,2.3,10.7,1.4
