"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Rick Porcello",NA,"SP",7300,"BOS","@NYY","48%",4.59,5.5,0.338,"22.5%",5.44,"21.0%",3.77,3.84,"R",0.315,0.313,"3%","2%","0%",13.1,15.7,15.7,8.3,23.1,16.9,2.3,8.3,1.1
"Zack Wheeler",0,"SP",7200,"NYM","@TEX","42%",5.19,4.5,0.322,"24.2%",4.68,"21.6%",4.24,3.91,"R",0.33,0.309,"-7%","0%","0%",16.3,14.6,14.6,9.6,19.7,15.8,2.2,18.4,2.6
"Wade Miley",1,"SP",6900,"BAL","PIT","60%",4.02,4.5,0.34,"17.3%",4.16,"18.7%",4.27,4.06,"L",0.302,0.341,"0%","2%","0%",10.4,14.7,14.7,3.6,25.8,12.7,1.8,0,0
"Lance Lynn",2,"SP",6800,"STL","@CIN","52%",4.65,5,0.311,"22.2%",5,"22.3%",4.06,4.02,"R",0.336,0.258,"-1%","2%","0%",15,17.4,17.4,7.7,27.1,15.2,2.2,14.3,2.1
"Ty Blach",1,"SP",6700,"SF","@MIL","47%",4.65,NA,0.306,"27.7%",4.93,"11.2%",4.9,4.58,"L",NA,0.293,"-3%","2%","0%",20.7,13.8,13.8,-0.6,28.1,16.4,2.4,4.1,0.6
"Trevor Bauer",NA,"SP",6600,"CLE","@COL","49%",5.55,6,0.323,"23.6%",5.08,"22.8%",4.11,4.06,"R",0.318,0.318,"-15%","-2%","0%",21.1,16.1,16.1,3.6,28.5,13.7,2.1,-0.5,-0.1
"Jharel Cotton",2,"SP",6500,"OAK","TOR","47%",4.65,NA,0.335,"20.5%",4.34,"20.3%",4.49,4.77,"R",0.272,0.322,"2%","0%","0%",13.2,12.4,12.4,2.3,22.5,15.1,2.3,8.7,1.3
"Adalberto Mejia",1,"SP",6400,"MIN","@SEA","50%",4.77,NA,0.326,"17.8%",4.64,"",NA,NA,"L",NA,NA,"8%","-2%","0%",13.5,10.7,10.7,3.1,18.4,12.2,1.9,11.7,1.8
"Jason Vargas",NA,"SP",6100,"KC","HOU","39%",4.5,4,0.33,"18.1%",5.5,"18.3%",4.4,4.5,"L",0.327,0.26,"-3%","0%","0%",16.2,19.9,19.9,8.7,31.1,11.6,1.9,16.5,2.7
"Alex Meyer",2,"SP",6000,"LAA","@DET","44%",5.31,NA,0.334,"20.7%",4.95,"24.3%",4.87,4.99,"R",NA,0.333,"-2%","0%","0%",14.2,13,13,2.9,23.1,15.1,2.5,26.7,4.5
"Luis Perdomo",NA,"SP",5900,"SD","@ARI","33%",5.04,NA,0.305,"23.7%",4.8,"17.2%",3.88,3.89,"R",0.365,0.341,"-10%","0%","0%",11.2,11.6,11.6,1,22.2,11.5,1.9,-4.4,-0.7
"Jerad Eickhoff",1,"SP",5800,"PHI","@ATL","44%",4.79,NA,0.301,"22.8%",4.53,"20.9%",4.08,4.16,"R",0.352,0.266,"-1%","1%","0%",5.5,10.3,10.3,0.6,20,12.6,2.2,10.3,1.8
"Yovani Gallardo",NA,"SP",5700,"SEA","MIN","50%",4.73,NA,0.325,"24.7%",4.64,"15.7%",4.92,4.67,"R",0.319,0.337,"3%","-2%","0%",3.3,7.8,7.8,-2.5,18,11.3,2,12.9,2.3
"Chad Kuhl",NA,"SP",5600,"PIT","@BAL","40%",4.98,3.5,0.335,"20.6%",4.44,"17.8%",4.64,4.72,"R",0.399,0.287,"-1%","2%","0%",7,7.4,7.4,-4.1,18.8,10.3,1.8,12.4,2.2
"Mike Pelfrey",0,"SP",5500,"CWS","@TB","37%",4.85,NA,0.322,"25.3%",4.61,"11.6%",4.89,4.73,"R",0.362,0.323,"4%","0%","0%",13.9,10.1,10.1,1,19.1,9.9,1.8,10,1.8
"Kyle Freeland",NA,"SP",5300,"COL","CLE","51%",5.45,NA,0.303,"20.2%",4.51,"14.2%",4.98,4.85,"L",NA,0.31,"-14%","-4%","0%",12.2,12.9,12.9,5.4,20.3,9.1,1.7,22.6,4.3
"Jose Urena",NA,"SP",4900,"MIA","@CHC","35%",5.25,NA,0.322,"23.8%",4.61,"13.4%",5.01,5.08,"R",0.336,0.349,"0%","0%","0%",8.7,10.5,10.5,1.3,19.7,10.8,2.2,15.7,3.2
"Bronson Arroyo",1,"SP",4500,"CIN","STL","48%",4.85,3.5,0.315,"24.1%",4.09,"14.2%",5.3,5.61,"R",0.323,0.392,"0%","3%","0%",5.5,7.6,7.6,-1.3,16.5,11.2,2.5,6.8,1.5
"Buck Farmer",2,"RP",4000,"DET","LAA","56%",4.69,NA,0.304,"16.6%",4.05,"18.2%",4.72,5.04,"R",0.421,0.331,"0%","0%","0%",37.3,37.3,37.3,37.3,37.3,12.1,3,26.6,6.7
