Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Carlos Carrasco,13,SP,10900,CLE,@CWS,68%,3.17,6.5,0.309,24.0%,3.77,27.5%,3.07,2.97,R,0.294,0.276,2%,2%,0%,21.4,21.4,21.4,16.3,26.5,23.1,2.1,35.6,3.3
Jake Arrieta,3,SP,10600,CHC,@CIN,62%,3.23,6,0.302,22.0%,5.14,25.7%,3.30,3.12,R,0.251,0.243,-1%,3%,0%,23.1,23.1,23.1,14.1,32.1,19.6,1.8,20.7,2.0
Michael Pineda,4,SP,10100,NYY,@PIT,52%,3.41,5.5,0.312,20.0%,3.50,25.8%,3.19,3.08,R,0.313,0.309,1%,2%,-1%,23.7,23.7,23.7,7.4,40.0,19.3,1.9,13.1,1.3
Jacob deGrom,2,SP,9900,NYM,WAS,51%,3.45,6,0.321,20.5%,6.15,25.9%,3.24,3.12,R,0.280,0.262,2%,2%,0%,23.1,23.1,23.1,11.0,35.1,19.7,2.0,18.4,1.9
Gio Gonzalez,6,SP,9500,WAS,@NYM,49%,3.55,5,0.293,24.7%,5.14,22.1%,3.87,3.71,L,0.273,0.314,3%,2%,0%,19.8,19.8,19.8,12.6,27.0,19.9,2.1,25.3,2.7
Jameson Taillon,1,SP,9200,PIT,NYY,48%,3.59,5.5,0.290,23.7%,5.50,20.3%,3.62,3.43,R,0.306,0.287,0%,2%,-1%,20.9,20.9,20.9,14.7,27.1,19.5,2.1,6.6,0.7
Kenta Maeda,2,SP,9000,LAD,@ARI,52%,4.40,5,0.309,24.3%,5.27,24.9%,3.69,3.72,R,0.320,0.255,-7%,-2%,0%,10.0,10.0,10.0,6.9,13.2,16.1,1.8,3.3,0.4
Robbie Ray,8,SP,8600,ARI,LAD,48%,4.60,7,0.319,24.6%,4.60,25.6%,3.79,3.70,L,0.306,0.341,-2%,-1%,0%,22.7,22.7,22.7,16.1,29.3,20.0,2.3,11.4,1.3
Blake Snell,0,SP,8300,TB,HOU,48%,4.35,5,0.337,18.7%,4.79,23.2%,4.71,4.56,L,,0.319,1%,0%,0%,11.0,11.0,11.0,8.5,13.5,15.3,1.8,8.4,1.0
Jerad Eickhoff,6,SP,8300,PHI,ATL,52%,3.65,5,0.310,21.1%,4.38,21.4%,3.94,4.06,R,0.348,0.254,2%,4%,0%,17.7,17.7,17.7,12.7,22.6,16.7,2.0,20.9,2.5
Tyler Skaggs,7,SP,8200,LAA,TOR,59%,4.06,5.5,0.323,18.2%,3.46,23.4%,4.21,4.20,L,0.326,0.304,2%,0%,0%,14.0,14.0,14.0,0.0,28.0,15.4,1.9,18.4,2.2
Jharel Cotton,0,SP,7800,OAK,SEA,54%,3.84,5.5,0.323,21.7%,5.00,20.8%,4.05,4.24,R,,,2%,0%,-1%,11.0,11.0,11.0,-4.3,26.4,16.3,2.1,12.1,1.6
Dan Straily,7,SP,7800,MIA,@SD,54%,3.83,4.5,0.295,22.5%,3.47,20.1%,4.71,5.04,R,0.312,0.330,1%,0%,0%,9.8,9.8,9.8,-5.0,24.6,15.1,1.9,37.4,4.8
Ian Kennedy,1,SP,7500,KC,@TEX,53%,4.38,5.5,0.333,21.7%,5.21,23.5%,3.96,4.23,R,0.328,0.319,-3%,6%,0%,19.6,19.6,19.6,5.7,33.5,16.8,2.2,15.6,2.1
Charlie Morton,0,SP,7400,HOU,@TB,52%,4.15,5.5,0.322,23.9%,5.33,18.3%,3.87,3.81,R,0.349,0.298,2%,0%,0%,13.9,13.9,13.9,10.9,16.8,17.3,2.3,7.3,1.0
Ariel Miranda,0,SP,7200,SEA,@OAK,46%,4.16,4,0.321,21.4%,4.86,18.9%,4.72,5.03,L,,0.293,3%,0%,-1%,14.2,14.2,14.2,6.2,22.1,14.2,2.0,0.5,0.1
Jaime Garcia,2,SP,6800,ATL,@PHI,48%,3.85,4.5,0.297,25.1%,5.54,19.3%,3.78,3.65,L,0.315,0.307,2%,3%,0%,7.3,7.3,7.3,0.9,13.7,17.9,2.6,17.9,2.6
Jered Weaver,0,SP,6400,SD,MIA,46%,4.17,3.5,0.299,21.3%,5.00,13.5%,5.15,5.36,R,0.325,0.325,2%,0%,0%,10.3,10.3,10.3,2.3,18.3,12.0,1.9,12.5,2.0
Cody Reed,,SP,6300,CIN,CHC,38%,4.27,,0.304,31.0%,4.71,19.8%,4.19,4.14,L,,0.401,0%,3%,0%,0.0,0.0,0.0,0.0,0.0,19.2,3.0,-8.9,-1.4
Steven Wright,0,SP,6200,BOS,@BAL,49%,4.29,4,0.322,22.0%,5.00,18.3%,4.58,4.69,R,0.295,0.323,4%,5%,0%,3.2,3.2,3.2,-14.4,20.7,14.2,2.3,-5.1,-0.8
Matt Boyd,2,SP,6100,DET,@MIN,48%,4.62,4,0.335,24.2%,4.29,18.7%,4.57,4.92,L,0.365,0.353,-3%,1%,0%,12.6,12.6,12.6,-4.7,29.8,12.7,2.1,7.0,1.1
Lance Lynn,9,SP,6000,STL,@MIL,49%,4.55,5.5,0.299,28.4%,5.53,21.9%,4.04,3.95,R,0.334,0.279,-2%,3%,0%,14.8,14.8,14.8,4.4,25.2,19.1,3.2,26.5,4.4
Matt Moore,1,SP,5800,SF,@COL,51%,5.21,4,0.302,23.0%,3.60,19.7%,4.45,4.62,L,0.296,0.324,-16%,5%,0%,12.9,12.9,12.9,0.1,25.6,15.6,2.7,-1.0,-0.2
Adalberto Mejia,,SP,5800,MIN,DET,52%,4.38,,0.340,18.8%,4.85,,,,L,,,-2%,1%,0%,4.9,4.9,4.9,-6.6,16.4,10.6,1.8,7.2,1.2
Chase Anderson,3,SP,5700,MIL,STL,51%,4.45,4.5,0.309,21.9%,3.79,18.1%,4.45,4.44,R,0.308,0.356,-1%,5%,0%,21.2,21.2,21.2,13.0,29.5,15.0,2.6,20.7,3.6
Casey Lawrence,,RP,4500,TOR,@LAA,41%,4.94,,NaN,NaN%,3.80,,,,,,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.0,2.7,7.7,1.7
Antonio Senzatela,1,SP,4100,COL,SF,49%,5.29,,0.315,18.2%,4.07,,,,R,,,-13%,8%,0%,19.1,19.1,19.1,15.8,22.4,10.7,2.6,20.8,5.1
Nick Martinez,,SP,4000,TEX,KC,47%,4.62,,0.306,18.4%,3.15,12.6%,5.15,5.28,R,0.348,0.358,-5%,12%,0%,0.0,0.0,0.0,0.0,0.0,12.3,3.1,16.8,4.2
Jayson Aquino,0,SP,4000,BAL,BOS,51%,4.21,,0.322,20.5%,4.93,,,,L,,,0%,6%,0%,0.0,0.0,0.0,0.0,0.0,12.1,3.0,12.1,3.0
