"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Anthony Rizzo",1,"1B",4900,"CHC","@STL",3.61,"Martinez",0.328,"2%","R","L",0.388,"3%",0.255,11,"3","3","0","-1%","1%","0%",3.9,8.4,8.4,1,15.9,9.5,1.9,4,0.8
"Trevor Story",0,"SS",4900,"COL","LAD",4.76,"Wood",0.307,"-3%","L","R",0.42,"7%",0.356,14,"x","x","-","0%","0%","0%",7.3,7,7,0.9,13.1,0,0,0,0
"Ryan Zimmerman",1,"1B",4900,"WAS","PHI",4.84,"Pivetta",NA,"-1%","R","R",0.32,"-6%",0.186,-11,"4","x","0","0%","-8%","-5%",12.6,13.4,13.4,4.1,22.7,6.5,1.3,12,2.4
"DJ LeMahieu",3,"2B",4900,"COL","LAD",4.76,"Wood",0.307,"-3%","L","R",0.338,"1%",0.092,-9,"1","2","1","12%","0%","2%",7,6.6,6.6,0.3,12.8,9,1.8,9,1.8
"Xander Bogaerts",4,"SS",4900,"BOS","TB",4.54,"Snell",0.331,"3%","L","R",0.371,"12%",0.141,15,"3","1","0","4%","-4%","-3%",11.1,8.3,8.3,2.7,13.9,8.6,1.8,2,0.4
"Jose Altuve",NA,"2B",4900,"HOU","@NYY",3.58,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","-3%","-7%","-2%",9.4,9.3,9.3,1.3,17.4,0,0,0,0
"Manny Machado",4,"3B",4800,"BAL","@KC",4.26,"Karns",0.334,"3%","R","R",0.364,"2%",0.225,8,"3","3","0","0%","0%","0%",9.3,8.5,8.5,0.6,16.4,9.8,2,3,0.6
"Eric Thames",6,"1B",4800,"MIL","NYM",4.71,"Gsellman",0.29,"0%","R","L",0.457,"7%",0.361,18,"2","2","0","9%","-2%","0%",8.8,12.3,12.3,2.5,22,10.3,2.1,6,1.3
"Jay Bruce",8,"1B/OF",4800,"NYM","@MIL",4.79,"Davies",0.317,"0%","R","L",0.336,"5%",0.232,9,"3","3","0","23%","-2%","0%",10.7,9.9,9.9,-0.6,20.4,10.3,2.1,3,0.6
"Michael Brantley",1,"OF",4800,"CLE","MIN",5,"Berrios",0.368,"7%","R","L",0.387,"6%",0.19,19,"3","3","0","4%","-2%","0%",5.2,8.6,8.6,1.5,15.6,9.4,2,6,1.3
"A.J. Pollock",5,"OF",4700,"ARI","PIT",5.84,"Williams",NA,"-1%","R","R",0.364,"0%",0.169,-8,"x","x","-","0%","0%","0%",7.9,9.9,9.9,2.1,17.8,0,0,0,0
"Jose Abreu",NA,"1B",4700,"CWS","SD",4.18,"Cahill",0.296,"-5%","R","R",0.372,"0%",0.213,-1,"4","3","-1","0%","0%","0%",8.1,7.4,7.4,-0.5,15.3,7.6,1.6,7,1.5
"Andrew Benintendi",1,"OF",4700,"BOS","TB",4.54,"Snell",NA,"-3%","L","L",0.252,"-9%",0.02,-29,"4","2","0","5%","-4%","-3%",9.4,9,9,1.2,16.8,7.2,1.5,2,0.4
"Francisco Lindor",5,"SS",4700,"CLE","MIN",5,"Berrios",0.368,"7%","R","S",0.355,"1%",0.167,2,"2","2","0","4%","-2%","0%",5.6,9.3,9.3,0.3,18.2,9.3,2,2,0.4
"Jake Lamb",8,"3B",4700,"ARI","PIT",5.84,"Williams",NA,"1%","R","L",0.351,"5%",0.215,7,"4","4","0","5%","4%","0%",7.4,9.2,9.2,2.1,16.3,9.8,2.1,5,1.1
"Giancarlo Stanton",1,"OF",4700,"MIA","ATL",4.71,"Teheran",0.252,"-15%","R","R",0.362,"-6%",0.255,-10,"5","5","-1","-4%","3%","0%",11.2,9.6,9.6,0.4,18.9,8.1,1.7,0,0
"Yasmani Grandal",1,"C",4700,"LAD","@COL",5.24,"Anderson",0.349,"6%","L","S",0.305,"-5%",0.111,-26,"x","x","-","0%","0%","0%",8.5,7,7,-0.4,14.5,0,0,0,0
"Gary Sanchez",NA,"C",4600,"NYY","HOU",4.42,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","0%","-9%","-4%",8.3,6.9,6.9,-0.7,14.5,0,0,0,0
"Robinson Cano",2,"2B",4600,"SEA","@TOR",3.87,"Stroman",0.301,"-4%","R","L",0.376,"6%",0.207,17,"x","x","-","0%","0%","0%",13,9.4,9.4,0.9,17.9,0,0,0,0
"Yoenis Cespedes",NA,"OF",4600,"NYM","@MIL",4.79,"Davies",0.327,"1%","R","R",0.358,"0%",0.231,-1,"x","x","-","0%","0%","0%",12.8,9.8,9.8,-3.1,22.7,0,0,0,0
"Chase Utley",1,"2B",4600,"LAD","@COL",5.24,"Anderson",0.303,"-2%","L","L",0.286,"-6%",0.132,-5,"x","x","-","0%","0%","0%",5.9,4.4,4.4,-1.1,9.8,0,0,0,0
"Franklin Gutierrez",5,"OF",4600,"LAD","@COL",5.24,"Anderson",0.349,"6%","L","R",0.377,"5%",0.249,2,"4","4","0","33%","0%","2%",6.8,6.8,6.8,0,13.6,9.7,2.1,5,1.1
"Edwin Encarnacion",3,"1B",4600,"CLE","MIN",5,"Berrios",0.368,"6%","R","R",0.384,"1%",0.281,6,"4","4","0","2%","-3%","0%",6.4,6.6,6.6,0.5,12.7,9.1,2,0,0
"George Springer",NA,"OF",4600,"HOU","@NYY",3.58,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","-1%","-8%","-3%",7.6,8.5,8.5,1.7,15.4,0,0,0,0
"Michael Conforto",8,"OF",4600,"NYM","@MIL",4.79,"Davies",0.317,"0%","R","L",0.366,"6%",0.246,10,"1","1","0","22%","-2%","0%",10.6,10.9,10.9,1.2,20.6,11,2.4,8,1.7
"Adrian Gonzalez",NA,"1B",4600,"LAD","@COL",5.24,"Anderson",0.303,"-2%","L","L",0.297,"-13%",0.118,-34,"x","x","-","0%","0%","0%",4.2,4.9,4.9,0.5,9.2,0,0,0,0
"Hanley Ramirez",1,"1B/OF",4600,"BOS","TB",4.54,"Snell",0.331,"3%","L","R",0.395,"11%",0.265,33,"x","x","-","0%","0%","0%",10.5,7.6,7.6,0.9,14.2,0,0,0,0
"David Dahl",NA,"OF",4500,"COL","LAD",4.76,"Wood",0.274,"-10%","L","L",0.32,"-7%",0.063,-26,"x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Kennys Vargas",1,"1B",4500,"MIN","@CLE",4,"Clevinger",NA,"5%","R","S",0.313,"-3%",0.204,8,"5","5","-1","8%","-3%","0%",10.2,9.5,9.5,1.3,17.6,7.8,1.7,2,0.4
"Billy Hamilton",0,"OF",4500,"CIN","@SF",4.14,"Moore",0.326,"1%","L","S",0.272,"-2%",0.108,21,"x","x","-","0%","0%","0%",15.2,10.1,10.1,0.9,19.3,0,0,0,0
"Joey Gallo",3,"3B",4500,"TEX","OAK",4.7,"Gray",0.286,"-7%","R","L",0.339,"4%",0.281,16,"8","7","-1","2%","-2%","0%",10,9.3,9.3,0.5,18.1,7,1.6,8,1.8
"Starlin Castro",NA,"2B",4500,"NYY","HOU",4.42,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","-1%","-8%","-3%",8.3,9,9,1.8,16.1,0,0,0,0
"Jayson Werth",3,"OF",4500,"WAS","PHI",4.84,"Pivetta",NA,"-1%","R","R",0.325,"-7%",0.146,-17,"2","2","0","1%","-6%","-4%",11.2,8.7,8.7,-0.2,17.6,6.3,1.4,9,2
"Carlos Santana",2,"1B",4500,"CLE","MIN",5,"Berrios",0.368,"7%","R","S",0.354,"1%",0.225,15,"1","1","0","4%","-2%","0%",6.8,7.8,7.8,0.6,14.9,9.7,2.2,10,2.2
"Wil Myers",3,"1B",4500,"SD","@CWS",4.82,"Covey",NA,"-1%","R","R",0.331,"1%",0.186,7,"3","3","0","2%","0%","0%",7.7,9.4,9.4,1.2,17.5,9.8,2.2,16,3.6
"Chris Taylor",7,"2B",4500,"LAD","@COL",5.24,"Anderson",0.349,"6%","L","R",0.324,"5%",0.096,2,"1","1","4","35%","0%","2%",9.2,8.9,8.9,1.1,16.7,12.2,2.7,5,1.1
"Matt Carpenter",1,"1B",4400,"STL","CHC",3.89,"Lester",0.279,"-9%","L","L",0.339,"-7%",0.162,-15,"3","3","0","-1%","1%","0%",12.9,9.5,9.5,1.9,17.1,6.7,1.5,0,0
"Khris Davis",3,"OF",4400,"OAK","@TEX",4.8,"Martinez",0.356,"8%","R","R",0.348,"0%",0.26,0,"4","4","-1","7%","-2%","0%",3,8.1,8.1,-0.4,16.6,10,2.3,0,0
"Nelson Cruz",0,"OF",4400,"SEA","@TOR",3.87,"Stroman",0.299,"-5%","R","R",0.367,"-4%",0.244,-5,"3","4","1","8%","0%","0%",10.3,9.8,9.8,1.8,17.7,8.5,1.9,6,1.4
"Rajai Davis",1,"OF",4400,"OAK","@TEX",4.8,"Martinez",0.356,"8%","R","R",0.298,"-6%",0.122,-15,"1","1","0","6%","-2%","0%",6.2,6.2,6.2,0,12.4,9.3,2.1,5,1.1
"Carlos Gonzalez",2,"OF",4400,"COL","LAD",4.76,"Wood",0.274,"-10%","L","L",0.3,"-14%",0.173,-22,"5","6","0","11%","0%","2%",4.9,5.6,5.6,0.7,10.4,7.6,1.7,3,0.7
"Brett Gardner",NA,"OF",4400,"NYY","HOU",4.42,"TBA",NA,"%","","L",NA,"%",NA,NA,"x","x","-","2%","-6%","-3%",12.3,9.9,9.9,0.2,19.5,0,0,0,0
"Rougned Odor",4,"2B",4400,"TEX","OAK",4.7,"Gray",0.286,"-7%","R","L",0.328,"2%",0.219,11,"5","2","-1","2%","-2%","0%",8.4,6.5,6.5,-0.8,13.7,7.7,1.8,5,1.1
"Anthony Rendon",2,"3B",4400,"WAS","PHI",4.84,"Pivetta",NA,"-1%","R","R",0.341,"-2%",0.173,3,"6","5","-1","1%","-6%","-4%",16.4,8.6,8.6,-4.2,21.5,6.5,1.5,0,0
"Jean Segura",2,"SS",4400,"SEA","@TOR",3.87,"Stroman",0.299,"-5%","R","R",0.32,"1%",0.123,-1,"1","1","0","6%","0%","0%",12.5,10.8,10.8,3.1,18.5,8.1,1.8,8,1.8
"Yonder Alonso",7,"1B",4400,"OAK","@TEX",4.8,"Martinez",0.347,"6%","R","L",0.322,"2%",0.141,4,"5","3","-1","6%","-2%","0%",13.8,10,10,0.9,19.2,8.6,2,19,4.3
"Joey Votto",2,"1B",4400,"CIN","@SF",4.14,"Moore",0.31,"-2%","L","L",0.393,"-3%",0.212,-4,"3","3","0","-8%","0%","0%",13.1,10.6,10.6,2.9,18.3,7.8,1.8,3,0.7
"Asdrubal Cabrera",6,"SS",4300,"NYM","@MIL",4.79,"Davies",0.317,"0%","R","S",0.326,"2%",0.173,7,"2","2","0","19%","-2%","0%",8,7.9,7.9,0.7,15.1,9,2.1,2,0.5
"Matt Kemp",2,"OF",4300,"ATL","@MIA",4.29,"Volquez",0.311,"-2%","R","R",0.341,"-1%",0.207,-2,"4","4","0","-5%","3%","0%",7.7,10.4,10.4,-0.3,21,7.9,1.8,3,0.7
"Adrian Beltre",NA,"3B",4300,"TEX","OAK",4.7,"Gray",0.298,"-5%","R","R",0.345,"-6%",0.168,-11,"x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Justin Smoak",3,"1B",4300,"TOR","SEA",4.63,"TBA",NA,"%","","S",NA,"%",NA,NA,"5","6","0","2%","0%","0%",7.9,7.5,7.5,-1,15.9,7.3,1.7,3,0.7
"Jose Ramirez",1,"2B/3B",4300,"CLE","MIN",5,"Berrios",0.368,"7%","R","S",0.33,"1%",0.144,5,"6","6","-1","4%","-2%","0%",4.9,8.6,8.6,-0.3,17.4,8.5,2,0,0
"Jonathan Villar",1,"2B",4300,"MIL","NYM",4.71,"Gsellman",0.29,"0%","R","S",0.317,"-1%",0.143,-6,"1","1","0","6%","-2%","0%",6.9,7.7,7.7,-0.1,15.5,9.1,2.1,15,3.5
"Buster Posey",3,"1B/C",4300,"SF","CIN",4.36,"Bonilla",NA,"-1%","R","R",0.352,"-3%",0.143,-10,"x","x","-","0%","0%","0%",12.4,8.8,8.8,2.6,15,0,0,0,0
"Mark Trumbo",1,"OF",4300,"BAL","@KC",4.26,"Karns",0.334,"3%","R","R",0.337,"0%",0.216,-4,"5","5","0","0%","0%","0%",8.2,6.8,6.8,0,13.6,8.2,1.9,0,0
"Max Kepler",2,"OF",4300,"MIN","@CLE",4,"Clevinger",NA,"5%","R","L",0.339,"7%",0.206,13,"6","4","-2","7%","-2%","0%",6,7.3,7.3,1,13.6,8.1,1.9,16,3.7
"Keon Broxton",2,"OF",4300,"MIL","NYM",4.71,"Gsellman",0.354,"2%","R","R",0.317,"-2%",0.169,0,"7","7","-1","-1%","-2%","0%",12.1,8.5,8.5,-1.3,18.3,6.8,1.6,15,3.5
"Carlos Gomez",NA,"OF",4300,"TEX","OAK",4.7,"Gray",0.298,"-5%","R","R",0.338,"0%",0.178,-2,"7","5","-2","2%","-2%","0%",6.1,7.3,7.3,-0.5,15.2,6.9,1.6,5,1.2
"Jason Kipnis",3,"2B",4300,"CLE","MIN",5,"Berrios",0.368,"7%","R","L",0.352,"6%",0.159,8,"5","5","0","4%","-2%","0%",4.8,3.9,3.9,-1.3,9,8.2,1.9,0,0
"Yasmany Tomas",2,"OF",4300,"ARI","PIT",5.84,"Williams",NA,"-1%","R","R",0.31,"-6%",0.175,-10,"5","5","0","3%","5%","0%",7.3,8.7,8.7,0.3,17.1,8.6,2,2,0.5
"Elvis Andrus",3,"SS",4200,"TEX","OAK",4.7,"Gray",0.298,"-5%","R","R",0.297,"-4%",0.1,-4,"2","4","1","2%","-1%","0%",6.1,7.7,7.7,0.6,14.8,7.5,1.8,19,4.5
"David Peralta",12,"OF",4200,"ARI","PIT",5.84,"Williams",NA,"1%","R","L",0.373,"6%",0.203,9,"2","2","0","5%","4%","0%",9.5,8.9,8.9,-0.2,17.9,10.4,2.5,3,0.7
"Shin-soo Choo",4,"OF",4200,"TEX","OAK",4.7,"Gray",0.286,"-7%","R","L",0.35,"4%",0.168,16,"1","9","4","1%","-2%","0%",7.5,7.4,7.4,-0.8,15.6,8,1.9,4,1
"Kevin Pillar",3,"OF",4200,"TOR","SEA",4.63,"TBA",NA,"%","","R",NA,"%",NA,NA,"1","1","0","1%","0%","0%",8.2,8.2,8.2,0.7,15.7,8.2,2,22,5.2
"Miguel Cabrera",4,"1B",4200,"DET","@LAA",3.97,"Nolasco",0.349,"6%","R","R",0.396,"-2%",0.219,-4,"3","3","0","-6%","-2%","0%",7.1,7.3,7.3,0.5,14.1,8,1.9,0,0
"Trayce Thompson",NA,"OF",4200,"LAD","@COL",5.24,"Anderson",0.349,"6%","L","R",0.338,"3%",0.238,11,"x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Matt Holliday",NA,"1B/OF",4200,"NYY","HOU",4.42,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","-1%","-8%","-3%",12.6,9.4,9.4,0.4,18.3,0,0,0,0
"Dustin Pedroia",4,"2B",4200,"BOS","TB",4.54,"Snell",0.331,"3%","L","R",0.364,"5%",0.146,17,"2","6","0","4%","-4%","-3%",10.2,6.8,6.8,1.4,12.2,7.8,1.9,5,1.2
"Neil Walker",8,"2B",4200,"NYM","@MIL",4.79,"Davies",0.317,"0%","R","S",0.34,"2%",0.186,10,"4","4","0","21%","-2%","0%",10.1,7,7,0.3,13.8,9.3,2.2,17,4
"Gregory Polanco",4,"OF",4100,"PIT","@ARI",4.66,"Walker",0.311,"-2%","R","L",0.327,"5%",0.157,5,"4","4","0","9%","4%","0%",7.3,6.8,6.8,0.8,12.8,9.8,2.4,5,1.2
"Jose Bautista",2,"OF",4100,"TOR","SEA",4.63,"TBA",NA,"%","","R",NA,"%",NA,NA,"3","3","0","2%","0%","0%",6.8,6.6,6.6,0.1,13.1,8.9,2.2,23,5.6
"Kendrys Morales",0,"1B",4100,"TOR","SEA",4.63,"TBA",NA,"%","","S",NA,"%",NA,NA,"4","4","0","2%","0%","0%",8.1,7.1,7.1,-1.3,15.5,8.2,2,14,3.4
"Steve Pearce",NA,"OF",4100,"TOR","SEA",4.63,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","0%","0%","0%",8.8,5.4,5.4,-3.2,14,0,0,0,0
"Eddie Rosario",1,"OF",4100,"MIN","@CLE",4,"Clevinger",NA,"5%","R","L",0.315,"1%",0.187,9,"x","x","-","0%","0%","0%",6.6,6,6,0.9,11.1,0,0,0,0
"Chris Davis",3,"1B",4100,"BAL","@KC",4.26,"Karns",0.308,"-3%","R","L",0.361,"4%",0.273,10,"4","4","0","-6%","0%","0%",6.1,6.4,6.4,-0.1,12.9,7.7,1.9,14,3.4
"Chris Owings",1,"OF/SS",4100,"ARI","PIT",5.84,"Williams",NA,"-1%","R","R",0.288,"-1%",0.12,-5,"x","x","-","0%","0%","0%",6.1,9.3,9.3,-0.1,18.7,0,0,0,0
"Christian Yelich",5,"OF",4100,"MIA","ATL",4.71,"Teheran",0.345,"5%","R","L",0.356,"4%",0.155,13,"3","3","0","-4%","2%","0%",7.9,8.8,8.8,1.7,15.9,9,2.2,3,0.7
"Travis Shaw",2,"3B",4100,"MIL","NYM",4.71,"Gsellman",0.29,"0%","R","L",0.323,"-1%",0.192,-6,"4","4","0","8%","-2%","0%",9.1,9,9,0.7,17.2,7.7,1.9,28,6.8
"Justin Upton",3,"OF",4100,"DET","@LAA",3.97,"Nolasco",0.349,"6%","R","R",0.349,"-1%",0.216,-2,"5","6","0","-6%","-2%","0%",8.1,9,9,1.6,16.4,7.4,1.8,16,3.9
"Ender Inciarte",3,"OF",4100,"ATL","@MIA",4.29,"Volquez",0.337,"4%","R","L",0.33,"4%",0.116,16,"1","1","0","-1%","2%","0%",9.3,9,9,1,17,8.4,2,0,0
"Austin Barnes",7,"C",4100,"LAD","@COL",5.24,"Anderson",0.349,"6%","L","R",0.343,"4%",0.19,10,"7","8","1","36%","0%","2%",8.6,8.6,8.6,2.4,14.8,10.4,2.5,16,3.9
"Starling Marte",NA,"OF",4100,"PIT","@ARI",4.66,"Walker",0.316,"-1%","R","R",0.354,"1%",0.16,3,"x","x","-","0%","0%","0%",8.2,7.8,7.8,-1.9,17.4,0,0,0,0
"J.D. Martinez",2,"OF",4100,"DET","@LAA",3.97,"Nolasco",0.349,"6%","R","R",0.378,"1%",0.232,-1,"6","5","0","-6%","-2%","0%",3,3,3,3,3,7.3,1.8,33,8
"Andrew Toles",NA,"OF",4100,"LAD","@COL",5.24,"Anderson",0.303,"-2%","L","L",NA,"-7%",NA,-22,"x","x","-","0%","0%","0%",9.8,7,7,0.4,13.7,0,0,0,0
"Adam Eaton",NA,"OF",4100,"WAS","PHI",4.84,"Pivetta",NA,"1%","R","L",0.357,"4%",0.158,20,"x","x","-","0%","0%","0%",10.9,10.6,10.6,3,18.2,0,0,0,0
"Dee Gordon",1,"2B",4100,"MIA","ATL",4.71,"Teheran",0.345,"5%","R","L",0.313,"0%",0.082,2,"9","9","-5","-1%","2%","0%",9,8.1,8.1,1.5,14.7,7.1,1.7,0,0
"Marcus Semien",NA,"SS",4100,"OAK","@TEX",4.8,"Martinez",0.356,"8%","R","R",0.295,"-5%",0.151,-8,"x","x","-","0%","0%","0%",7.2,6.9,6.9,0.9,12.9,0,0,0,0
"Jedd Gyorko",1,"2B/3B",4100,"STL","CHC",3.89,"Lester",0.284,"-8%","L","R",0.335,"5%",0.179,-6,"4","4","0","-1%","1%","0%",10.4,9.8,9.8,0.9,18.7,7,1.7,14,3.4
"Lorenzo Cain",NA,"OF",4100,"KC","BAL",4.74,"Tillman",0.321,"0%","R","R",0.321,"-4%",0.108,-17,"3","3","0","2%","0%","0%",9.7,8.1,8.1,3.1,13,8.9,2.2,7,1.7
"Robbie Grossman",0,"OF",4100,"MIN","@CLE",4,"Clevinger",NA,"5%","R","S",0.323,"-2%",0.123,-3,"2","x","0","9%","-2%","0%",5.2,7.1,7.1,1.4,12.9,7.5,1.8,4,1
"Gerardo Parra",0,"OF",4000,"COL","LAD",4.76,"Wood",0.274,"-10%","L","L",0.262,"-13%",0.07,-44,"7","x","-2","11%","0%","2%",4.9,6.6,6.6,-0.1,13.2,6.3,1.6,3,0.8
"Mike Napoli",NA,"1B",4000,"TEX","OAK",4.7,"Gray",0.298,"-5%","R","R",0.314,"-7%",0.19,-5,"6","8","0","2%","-2%","0%",7.6,6.3,6.3,-1.5,14.1,6.7,1.7,3,0.8
"Todd Frazier",NA,"3B",4000,"CWS","SD",4.18,"Cahill",0.296,"-5%","R","R",0.333,"-1%",0.209,-6,"6","5","-1","1%","0%","0%",5.3,6.5,6.5,-0.5,13.4,7.1,1.8,11,2.8
"Jose Reyes",NA,"3B/SS",4000,"NYM","@MIL",4.79,"Davies",0.317,"0%","R","S",0.304,"-2%",0.115,-8,"x","x","-","0%","0%","0%",8.3,6.5,6.5,0,13.1,0,0,0,0
"Evan Gattis",NA,"C",4000,"HOU","@NYY",3.58,"TBA",NA,"%","","R",NA,"%",NA,NA,"x","x","-","0%","0%","0%",7.8,7.4,7.4,1.2,13.6,0,0,0,0
"Marcell Ozuna",2,"OF",4000,"MIA","ATL",4.71,"Teheran",0.252,"-15%","R","R",0.322,"-3%",0.164,-7,"4","4","0","-3%","3%","0%",11.5,9.9,9.9,0.3,19.5,7.2,1.8,5,1.3
"Aledmys Diaz",1,"SS",4000,"STL","CHC",3.89,"Lester",0.284,"-8%","L","R",0.309,"-2%",0.133,-4,"2","6","4","0%","1%","0%",9.2,7.4,7.4,-1.5,16.3,7.4,1.9,0,0
