"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Justin Verlander",2,"SP",9900,"DET","@HOU","48%",4.86,5.5,0.335,"18.1%",4.93,"25.2%",3.72,4.03,"R",0.287,0.314,"3%","-1%","-3%",20.2,16.5,16.5,4.9,28.2,17.3,1.7,1.6,0.2
"Jeff Samardzija",5,"SP",9800,"SF","@CHC","48%",3.84,6.5,0.319,"22.7%",5.02,"20.1%",4.01,3.99,"R",0.336,0.283,"1%","1%","0%",25.1,19.7,19.7,9.7,29.8,20.6,2.1,21.6,2.2
"Gio Gonzalez",1,"SP",9100,"WAS","SEA","56%",4.42,5,0.317,"20.3%",4.5,"22.0%",3.99,3.82,"L",0.274,0.315,"0%","2%","0%",12.7,16.5,16.5,7.6,25.3,15.3,1.7,19.8,2.2
"Kenta Maeda",9,"SP",8800,"LAD","STL","57%",3.42,5.5,0.318,"21.4%",4.45,"24.9%",3.67,3.69,"R",0.321,0.259,"3%","2%","-1%",17.4,15.6,15.6,5.9,25.2,18.1,2.1,11.3,1.3
"Tyler Anderson",5,"SP",8700,"COL","@PHI","50%",4.27,6,0.304,"23.5%",4.33,"21.3%",3.88,3.66,"L",0.296,0.352,"9%","2%","0%",16.1,12.4,12.4,0.9,24,18.4,2.1,22.9,2.6
"Robbie Ray",14,"SP",8600,"ARI","@MIL","50%",4.27,7,0.322,"25.4%",5.24,"26.1%",3.78,3.68,"L",0.306,0.345,"2%","2%","0%",17.8,18.7,18.7,8.5,29,21.2,2.5,36,4.2
"Michael Wacha",2,"SP",8200,"STL","@LAD","42%",4.08,5,0.322,"23.1%",5,"19.9%",4.11,3.91,"R",0.28,0.323,"6%","2%","-2%",16.8,18,18,13.7,22.3,16.3,2,1.6,0.2
"Vince Velasquez",4,"SP",7900,"PHI","COL","50%",4.23,5.5,0.312,"23.5%",5.13,"26.3%",3.74,3.88,"R",0.332,0.324,"1%","2%","0%",13.5,12.5,12.5,8.5,16.4,18.8,2.4,17.9,2.3
"Ivan Nova",1,"SP",7700,"PIT","@ATL","48%",4.6,4,0.3,"20.5%",4.63,"17.0%",4.04,3.97,"R",0.343,0.311,"-1%","3%","0%",16.8,17.6,17.6,5.8,29.3,15.6,2,10.2,1.3
"Drew Pomeranz",12,"SP",7600,"BOS","TEX","65%",3.74,6,0.311,"24.2%",4.8,"25.4%",3.77,3.77,"L",0.276,0.292,"-2%","3%","2%",12,14,14,4.2,23.8,15.7,2.1,32.5,4.3
"Matt Andriese",6,"SP",7500,"TB","LAA","59%",4.03,5,0.321,"19.4%",4.15,"20.0%",3.98,4.03,"R",0.304,0.315,"2%","0%","0%",17.7,15.6,15.6,7.7,23.5,15.7,2.1,26.6,3.5
"Zach Davies",1,"SP",7200,"MIL","ARI","50%",4.23,5,0.301,"24.5%",5.02,"19.1%",4.22,4.09,"R",0.32,0.328,"-1%","4%","0%",14.7,10.5,10.5,1,20,14.3,2,6.1,0.8
"Bartolo Colon",NA,"SP",6800,"ATL","PIT","52%",4.4,4,0.299,"21.1%",3.78,"16.4%",4.23,4.12,"R",0.314,0.316,"0%","2%","0%",3.3,7.9,7.9,-4.3,20,12,1.8,-8.6,-1.3
"Ariel Miranda",NA,"SP",6700,"SEA","@WAS","44%",5.08,4,0.322,"22.2%",5.82,"20.0%",4.49,4.8,"L",NA,0.31,"-4%","3%","0%",16.9,14.2,14.2,0.9,27.5,12.6,1.9,15.7,2.3
"Mike Fiers",NA,"SP",6500,"HOU","DET","52%",4.64,4.5,0.325,"18.7%",4.73,"21.1%",4.08,4.1,"R",0.304,0.338,"2%","-2%","-5%",11.7,10.8,10.8,6.4,15.2,11.1,1.7,-0.7,-0.1
"Eddie Butler",0,"SP",5700,"CHC","SF","52%",3.66,NA,0.311,"21.5%",3.43,"14.0%",4.98,4.85,"R",0.428,0.37,"1%","1%","0%",14.2,14.2,14.2,-0.3,28.8,11.4,2,11.7,2.1
"Nick Martinez",NA,"SP",5700,"TEX","@BOS","35%",5.26,NA,0.328,"18.8%",4.7,"12.5%",5.1,5.21,"R",0.348,0.356,"-9%","9%","5%",8.8,10.1,10.1,-0.3,20.5,8.9,1.6,5.8,1
"Dinelson Lamet",4,"SP",5300,"SD","@NYM","41%",4.69,NA,0.312,"20.5%",5.09,"",NA,NA,"R",NA,NA,"3%","3%","1%",0,0,0,0,0,14.2,2.7,26.3,5
"Rafael Montero",3,"SP",5200,"NYM","SD","59%",3.81,NA,0.287,"24.2%",3.43,"21.6%",4.87,4.93,"R",0.425,0.337,"2%","2%","1%",-0.3,-0.3,-0.3,-0.3,-0.3,16.6,3.2,4,0.8
"Daniel Wright",NA,"SP",4900,"LAA","@TB","41%",4.97,NA,0.316,"23.7%",4.54,"12.0%",5.11,5.34,"R",NA,0.389,"2%","0%","0%",14.3,14.3,14.3,14.3,14.3,12.6,2.6,9,1.8
