"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Madison Bumgarner",4,"SP",12700,"SF","@MIA","50%",3.75,6.5,0.306,"19.4%",4.66,"26.7%",3.26,3.36,"L",0.238,0.274,"2%","0%","1%",20.9,20.4,20.4,14.7,26,20.9,1.6,0,0
"Jacob deGrom",6,"SP",12600,"NYM","@NYY","42%",4.35,7.5,0.336,"19.9%",5.16,"26.8%",3.33,3.2,"R",0.287,0.266,"-3%","0%","0%",24.9,23.5,23.5,10.6,36.4,17.9,1.4,0,0
"Danny Salazar",4,"SP",12200,"CLE","@MIN","60%",4.21,7.5,0.324,"23.8%",4.68,"27.8%",3.57,3.54,"R",0.311,0.294,"0%","0%","1%",23.6,19.4,19.4,10.3,28.5,21.6,1.8,0,0
"Justin Verlander",1,"SP",11800,"DET","@TEX","51%",5.19,6.5,0.329,"22.4%",4.91,"24.7%",3.89,4.15,"R",0.287,0.288,"-4%","-1%","0%",27,16.4,16.4,4.4,28.4,19.1,1.6,0,0
"Gio Gonzalez",1,"SP",11500,"WAS","LAA","51%",4.21,5.5,0.3,"21.2%",4.29,"22.4%",4.03,3.86,"L",0.268,0.315,"0%","0%","0%",23,20,20,12.1,28,17.7,1.5,0,0
"Sonny Gray",2,"SP",10700,"NYY","NYM","57%",3.65,5.5,0.327,"18.5%",4.71,"20.5%",3.95,3.73,"R",0.282,0.303,"0%","0%","0%",21.6,17.8,17.8,7.9,27.8,15.1,1.4,0,0
"Alex Wood",10,"SP",9600,"LAD","CWS","76%",2.96,6.5,0.298,"24.1%",4.34,"21.5%",3.78,3.54,"L",0.271,0.304,"2%","1%","-1%",13.6,21.4,21.4,11.2,31.5,22.8,2.4,0,0
"Brad Peacock",NA,"SP",9300,"HOU","@ARI","54%",4.56,5.5,0.316,"24.4%",4.95,"27.6%",4.04,4.22,"R",0.339,0.253,"-7%","0%","0%",17.9,18.9,18.9,8.8,29,16.1,1.7,0,0
"Dinelson Lamet",13,"SP",8500,"SD","PHI","60%",3.56,NA,0.3,"22.3%",3.97,"29.1%",3.78,4.13,"R",0.388,0.225,"1%","1%","0%",18.2,16.9,16.9,5,28.8,19.4,2.3,0,0
"Luis Castillo",3,"SP",8100,"CIN","@CHC","40%",4.46,NA,0.311,"21.2%",4.72,"23.7%",4.2,4.02,"R",NA,0.331,"3%","-1%","2%",14.1,16.6,16.6,7.6,25.6,16.3,2,0,0
"Zach Davies",2,"SP",7900,"MIL","PIT","55%",4.24,NA,0.299,"20.0%",4.19,"17.7%",4.4,4.22,"R",0.321,0.315,"-1%","1%","0%",17.7,12.1,12.1,2.3,21.8,15.2,1.9,0,0
"Rick Porcello",2,"SP",7800,"BOS","STL","57%",4.55,5.5,0.342,"22.5%",4.66,"20.9%",3.86,3.95,"R",0.316,0.318,"-3%","-1%","-3%",18,15.2,15.2,7.4,23,15.1,1.9,0,0
"Kyle Hendricks",3,"SP",7700,"CHC","CIN","60%",3.54,NA,0.315,"21.0%",4.68,"22.2%",3.68,3.53,"R",0.298,0.259,"1%","-1%","2%",11.3,14,14,8,20,14.3,1.9,0,0
"Marco Estrada",2,"SP",7400,"TOR","TB","53%",4.61,5.5,0.324,"21.5%",4.34,"21.4%",4.47,4.8,"R",0.288,0.309,"-2%","-1%","0%",15.9,14.3,14.3,2.3,26.3,14.9,2,0,0
"Wade Miley",NA,"SP",6900,"BAL","@SEA","49%",4.55,4.5,0.323,"19.8%",4.7,"18.7%",4.41,4.19,"L",0.302,0.35,"6%","0%","0%",13.5,10.3,10.3,-1.9,22.5,13,1.9,0,0
"Mark Leiter Jr.",4,"SP",6800,"PHI","@SD","40%",4.44,NA,0.301,"24.4%",3.82,"22.7%",4.07,4.22,"R",NA,NA,"1%","1%","0%",16.1,16.1,16.1,8,24.1,20.2,3,0,0
"Sean Newcomb",2,"SP",6700,"ATL","@COL","36%",6.34,NA,0.314,"22.6%",5.18,"23.2%",4.78,4.71,"L",NA,0.312,"-19%","0%","1%",13.7,13.2,13.2,2.6,23.8,12.7,1.9,0,0
"Jason Hammel",0,"SP",6600,"KC","@OAK","54%",4.32,4.5,0.322,"24.8%",4.4,"21.2%",4.09,4.21,"R",0.311,0.308,"7%","2%","-1%",14.7,11.9,11.9,4.1,19.6,17.1,2.6,0,0
"Dan Straily",3,"SP",6500,"MIA","SF","50%",3.75,4.5,0.308,"21.4%",3.97,"20.8%",4.54,4.86,"R",0.301,0.32,"2%","0%","1%",9.1,15,15,4.1,26,15.4,2.4,0,0
"Ivan Nova",NA,"SP",6400,"PIT","@MIL","45%",4.76,NA,0.32,"24.2%",4.62,"16.6%",4.17,4.04,"R",0.364,0.302,"-2%","1%","0%",9.8,14.4,14.4,4.8,23.9,13.5,2.1,0,0
"Kyle Freeland",NA,"SP",6200,"COL","ATL","64%",4.66,NA,0.292,"24.1%",4.56,"14.6%",4.85,4.72,"L",NA,0.333,"-12%","0%","1%",12.9,12.1,12.1,2.4,21.8,11,1.8,0,0
"Tyler Skaggs",2,"SP",6200,"LAA","@WAS","49%",4.29,NA,0.314,"21.2%",5.41,"22.7%",4.33,4.19,"L",0.314,0.324,"-3%","0%","0%",18.2,14.7,14.7,5,24.3,13.7,2.2,0,0
"Mike Leake",1,"SP",6000,"STL","@BOS","42%",5.45,3.5,0.337,"18.3%",4.79,"16.0%",4.09,3.86,"R",0.33,0.299,"-12%","-2%","-5%",8.5,13.7,13.7,3.6,23.7,7.7,1.3,0,0
"A.J. Griffin",NA,"SP",5900,"TEX","DET","49%",5.31,NA,0.319,"20.8%",4.85,"20.8%",4.73,5.21,"R",0.382,0.318,"-4%","-3%","0%",3.1,12.5,12.5,-2.8,27.8,10.1,1.7,0,0
"Bartolo Colon",NA,"SP",5800,"MIN","CLE","40%",5.29,3.5,0.332,"19.7%",4.77,"15.8%",4.36,4.24,"R",0.323,0.322,"-3%","-1%","2%",11.6,6.1,6.1,-5.6,17.8,8.7,1.5,0,0
"Blake Snell",1,"SP",5500,"TB","@TOR","47%",4.89,NA,0.344,"16.3%",4.3,"22.2%",4.83,4.69,"L",0.282,0.341,"-5%","-1%","0%",11.8,10.4,10.4,5.4,15.4,11.6,2.1,0,0
"Anthony Banda",NA,"SP",5200,"ARI","HOU","46%",4.94,NA,0.314,"20.4%",5.75,"",NA,NA,"L",NA,NA,"-4%","0%","0%",14.2,14.2,14.2,5,23.4,12.2,2.3,0,0
"Chris Smith",NA,"SP",5100,"OAK","KC","46%",4.68,NA,0.32,"18.8%",4.44,"19.4%",4.68,4.81,"R",NA,0.322,"3%","2%","-1%",9.2,9.2,9.2,3.3,15.2,12.7,2.5,0,0
"Miguel Gonzalez",NA,"SP",5000,"CWS","@LAD","24%",5.54,NA,0.335,"24.3%",5.11,"16.8%",4.61,4.65,"R",0.326,0.319,"13%","2%","-3%",10.4,9.2,9.2,-3.9,22.2,10.7,2.1,0,0
