Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,17,SP,13900,LAD,SF,69%,2.34,7.5,0.307,21.0%,3.40,32.8%,2.30,2.18,L,0.212,0.230,1%,0%,0%,27.7,27.7,27.7,19.0,36.5,28.3,2.0,12.7,0.9
Johnny Cueto,1,SP,11500,SF,@LAD,31%,3.66,5,0.334,21.1%,4.28,21.2%,3.74,3.63,R,0.270,0.284,6%,0%,0%,12.7,12.7,12.7,1.7,23.8,16.0,1.4,21.6,1.9
Lance McCullers,13,SP,10700,HOU,TEX,67%,3.44,7.5,0.328,22.5%,4.67,27.3%,3.47,3.21,R,0.289,0.318,1%,0%,-2%,18.8,18.8,18.8,6.7,30.8,20.0,1.9,25.5,2.4
Rick Porcello,2,SP,9500,BOS,BAL,56%,3.96,5.5,0.323,21.8%,4.27,20.8%,3.75,3.82,R,0.320,0.306,-3%,4%,0%,15.4,15.4,15.4,5.1,25.8,17.0,1.8,20.5,2.2
Vincent Velasquez,1,SP,8700,PHI,@CHC,40%,5.84,,0.320,23.1%,5.22,26.9%,3.67,3.83,R,0.334,0.324,1%,3%,-8%,11.4,11.4,11.4,7.2,15.6,15.8,1.8,17.7,2.0
Julio Teheran,3,SP,8500,ATL,NYM,51%,4.21,4.5,0.311,20.1%,4.26,21.0%,4.12,4.20,R,0.343,0.253,0%,2%,0%,14.2,14.2,14.2,3.3,25.0,15.0,1.8,6.1,0.7
Marco Estrada,1,SP,8300,TOR,@NYY,37%,4.30,5,0.321,19.5%,5.64,20.7%,4.43,4.76,R,0.284,0.305,1%,2%,1%,18.8,18.8,18.8,9.9,27.7,13.3,1.6,23.6,2.8
Gerrit Cole,1,SP,8100,PIT,@CIN,51%,4.21,5.5,0.304,20.6%,4.74,22.2%,3.63,3.50,R,0.309,0.289,-1%,3%,0%,16.1,16.1,16.1,4.6,27.6,17.2,2.1,19.9,2.5
Luis Severino,20,SP,8000,NYY,TOR,63%,3.20,6.5,0.313,21.3%,3.58,23.2%,3.69,3.61,R,0.307,0.334,0%,1%,1%,26.0,26.0,26.0,15.8,36.3,19.9,2.5,2.8,0.3
Trevor Bauer,1,SP,7800,CLE,@DET,56%,3.96,5.5,0.314,20.6%,4.83,22.0%,4.19,4.16,R,0.316,0.321,3%,3%,0%,16.3,16.3,16.3,7.8,24.7,16.1,2.1,-6.2,-0.8
Jake Odorizzi,1,SP,7700,TB,@MIA,43%,4.30,,0.305,21.0%,4.27,21.3%,4.08,4.23,R,0.282,0.330,2%,0%,1%,9.6,9.6,9.6,0.8,18.4,15.0,1.9,19.5,2.5
Jason Vargas,8,SP,7400,KC,CWS,64%,3.60,,0.320,21.4%,4.32,20.1%,3.91,3.92,L,0.321,0.305,-2%,4%,0%,26.0,26.0,26.0,14.6,37.3,16.5,2.2,12.7,1.7
Michael Wacha,8,SP,7200,STL,MIL,59%,3.59,5.5,0.298,28.5%,5.24,19.7%,4.14,3.95,R,0.277,0.326,1%,5%,-1%,19.7,19.7,19.7,15.9,23.5,19.6,2.7,10.7,1.5
Dylan Bundy,,SP,7000,BAL,@BOS,44%,4.54,,0.330,18.5%,3.78,21.7%,4.13,4.40,R,0.311,0.315,-8%,5%,0%,20.1,20.1,20.1,10.8,29.3,14.4,2.1,13.8,2.0
Zach Davies,,SP,6900,MIL,@STL,41%,4.41,4.5,0.314,21.7%,4.13,19.1%,4.18,4.02,R,0.320,0.320,3%,6%,-1%,8.8,8.8,8.8,-2.4,19.9,13.5,2.0,7.3,1.1
Daniel Norris,1,SP,6700,DET,CLE,44%,4.54,4,0.333,17.6%,4.57,20.2%,4.29,4.36,L,0.328,0.317,0%,3%,0%,9.3,9.3,9.3,-0.6,19.1,12.4,1.9,26.1,3.9
Wei-Yin Chen,3,SP,6600,MIA,TB,56%,3.70,,0.302,28.0%,4.40,19.1%,4.06,4.11,L,0.287,0.336,2%,0%,1%,10.8,10.8,10.8,-1.8,23.3,17.3,2.6,19.9,3.0
Robert Gsellman,,SP,6500,NYM,@ATL,49%,4.29,,0.307,21.6%,4.59,23.5%,3.56,3.28,R,,0.331,-3%,2%,0%,6.9,6.9,6.9,-4.3,18.1,12.8,2.0,0.5,0.1
Brett Anderson,3,SP,6400,CHC,PHI,60%,4.66,,0.297,23.7%,4.68,15.1%,3.63,3.59,L,0.343,0.321,1%,4%,-9%,11.6,11.6,11.6,4.8,18.4,12.0,1.9,-13.8,-2.2
Andrew Cashner,,SP,6200,TEX,@HOU,33%,5.06,,0.338,16.0%,4.38,19.6%,4.35,4.21,R,0.341,0.301,13%,-1%,-6%,8.3,8.3,8.3,2.2,14.4,7.3,1.2,8.7,1.4
Amir Garrett,4,SP,5500,CIN,PIT,49%,4.29,,0.314,19.4%,3.78,,,,L,,,0%,3%,0%,14.9,14.9,14.9,-5.9,35.8,15.1,2.7,16.1,2.9
Dylan Covey,0,SP,4600,CWS,@KC,36%,4.90,,0.316,18.5%,2.64,,,,R,,,-6%,6%,0%,2.0,2.0,2.0,-8.4,12.4,10.1,2.2,0.4,0.1
