"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",0,"SP",13800,"WAS","MIL","73%",3.13,10,0.305,"24.7%",4.85,"32.2%",2.8,3.11,"R",0.303,0.209,"0%","-1%","0%",27.7,30,30,19.7,40.4,28.5,2.1,29.9,2.2
"Jon Lester",10,"SP",11900,"CHC","@CWS","70%",3.84,6,0.324,"20.7%",4.39,"24.9%",3.49,3.33,"L",0.267,0.295,"0%","-1%","0%",16,17.1,17.1,4.1,30.1,17.2,1.4,20.8,1.7
"Marcus Stroman",-1,"SP",11500,"TOR","OAK","64%",3.58,6.5,0.323,"24.4%",4.27,"19.6%",3.64,3.45,"R",0.298,0.307,"-1%","-1%","0%",22,17.7,17.7,7.4,28,19.4,1.7,5.3,0.5
"Chris Archer",6,"SP",11100,"TB","@NYY","45%",4.76,8,0.34,"21.4%",5.32,"28.5%",3.34,3.26,"R",0.289,0.29,"-2%","0%","0%",21.3,21.3,21.3,12.2,30.4,19.1,1.7,22.1,2
"Zack Godley",8,"SP",8400,"ARI","@STL","53%",4.37,NA,0.318,"25.5%",4.54,"22.1%",3.91,3.76,"R",0.318,0.303,"4%","-1%","0%",20,19.3,19.3,13.7,24.9,19.2,2.3,30.1,3.6
"Trevor Bauer",2,"SP",7700,"CLE","LAA","59%",4.3,5.5,0.325,"17.8%",4.1,"22.6%",4.19,4.11,"R",0.319,0.321,"-2%","-2%","0%",10.1,14.1,14.1,2.4,25.7,12.8,1.7,27.2,3.5
"CC Sabathia",0,"SP",7700,"NYY","TB","55%",4.24,NA,0.319,"23.0%",4.59,"19.3%",4.31,4.22,"L",0.267,0.334,"0%","0%","0%",15.6,15,15,4,26,14.5,1.9,4.2,0.5
"Sean Manaea",0,"SP",6700,"OAK","@TOR","36%",4.92,5.5,0.351,"17.0%",4.09,"21.9%",4.1,4.05,"L",0.233,0.32,"-6%","-1%","0%",14.4,16.6,16.6,7.5,25.8,12.3,1.8,19.6,2.9
"Chris Flexen",6,"SP",6500,"NYM","@SD","52%",4.41,NA,0.295,"27.1%",3.79,"",NA,NA,"R",NA,NA,"0%","0%","0%",0,0,0,0,0,21.5,3.3,-1.3,-0.2
"Luke Weaver",2,"SP",6400,"STL","ARI","47%",4.63,NA,0.321,"23.5%",5.05,"26.3%",3.61,3.43,"R",NA,NA,"1%","-1%","0%",0,0,0,0,0,16.9,2.6,9.1,1.4
"Luis Perdomo",0,"SP",6300,"SD","NYM","48%",4.59,NA,0.312,"23.7%",4.82,"16.7%",4.05,4,"R",0.371,0.342,"2%","-1%","0%",11,10.7,10.7,0,21.4,12.3,2,10.4,1.7
"J.C. Ramirez",NA,"SP",5900,"LAA","@CLE","41%",5.2,NA,0.327,"18.3%",4.87,"18.1%",4.21,4.3,"R",0.333,0.31,"-12%","-4%","0%",11.9,13.6,13.6,4.5,22.7,9,1.5,12.4,2.1
"Chris O'Grady",2,"RP",5700,"MIA","CIN","56%",4.43,NA,0.292,"23.2%",4.59,"",NA,NA,"L",NA,NA,"2%","0%","1%",12.5,12.5,12.5,10.7,14.2,13.8,2.4,25,4.4
"Mike Pelfrey",NA,"SP",4900,"CWS","CHC","30%",6.16,NA,0.338,"20.0%",4.68,"12.1%",5,4.85,"R",0.37,0.322,"2%","-3%","0%",6.5,9.2,9.2,1.1,17.3,6.2,1.3,2.5,0.5
"Robert Stephenson",NA,"SP",4600,"CIN","@MIA","44%",5.07,NA,0.306,"21.4%",4.56,"19.9%",4.88,5.28,"R",NA,0.39,"4%","0%","1%",6,6,6,6,6,15.4,3.3,1.1,0.2
"Michael Blazek",NA,"RP",4000,"MIL","@WAS","27%",5.37,NA,0.318,"21.0%",5.51,"19.3%",4.26,4.57,"R",0.305,0.313,"1%","-3%","0%",0,0,0,0,0,11,2.8,-7.5,-1.9
