Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Yu Darvish,6,SP,11900,TEX,LAA,60%,3.78,6.5,0.316,17.6%,3.54,30.0%,3.24,3.26,R,0.297,0.275,-2%,2%,0%,20.2,20.2,20.2,7.9,32.5,20.7,1.7,31.3,2.6
Stephen Strasburg,2,SP,11600,WAS,NYM,62%,3.46,6.5,0.311,20.1%,4.10,29.8%,2.99,2.94,R,0.272,0.302,0%,-1%,0%,23.4,23.4,23.4,17.9,28.9,21.7,1.9,10.2,0.9
Michael Fulmer,2,SP,10500,DET,CWS,59%,3.37,,0.306,21.5%,4.10,20.8%,3.94,3.86,R,0.260,0.307,0%,3%,-1%,19.7,19.7,19.7,13.6,25.7,17.5,1.7,8.7,0.8
Michael Pineda,3,SP,10100,NYY,BAL,62%,3.88,6,0.332,20.7%,3.95,25.9%,3.19,3.08,R,0.313,0.310,0%,-1%,-3%,21.0,21.0,21.0,6.7,35.4,18.5,1.8,28.4,2.8
Zack Greinke,2,SP,10100,ARI,COL,56%,3.91,5.5,0.326,22.5%,4.74,22.0%,3.65,3.55,R,0.287,0.275,-3%,1%,0%,20.0,20.0,20.0,6.8,33.1,16.4,1.6,20.1,2.0
Danny Salazar,2,SP,9800,CLE,SEA,62%,3.48,6.5,0.324,19.9%,4.74,27.2%,3.53,3.54,R,0.296,0.312,-2%,4%,1%,20.9,20.9,20.9,15.0,26.7,18.3,1.9,20.6,2.1
Dan Straily,4,SP,9200,MIA,PIT,56%,3.50,,0.308,19.6%,3.38,21.0%,4.55,4.88,R,0.309,0.329,2%,0%,1%,16.7,16.7,16.7,-1.7,35.0,15.6,1.7,11.8,1.3
Brandon McCarthy,9,SP,8900,LAD,PHI,67%,3.24,,0.302,23.1%,4.75,26.7%,3.85,3.72,R,0.318,0.320,3%,0%,0%,20.6,20.6,20.6,17.9,23.3,18.1,2.0,3.9,0.4
Francisco Liriano,1,SP,8400,TOR,TB,52%,3.89,5.5,0.320,25.1%,4.43,25.0%,3.85,3.64,L,0.270,0.303,-1%,0%,0%,11.6,11.6,11.6,-6.4,29.6,16.8,2.0,20.4,2.4
Ivan Nova,5,SP,8100,PIT,@MIA,44%,4.00,,0.305,21.0%,4.60,17.1%,4.03,3.98,R,0.342,0.313,4%,0%,2%,18.6,18.6,18.6,8.5,28.6,14.5,1.8,41.5,5.1
