"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Ervin Santana",0,"SP",9900,"MIN","HOU","48%",4.6,4.5,0.338,"17.0%",4.88,"19.3%",4.37,4.32,"R",0.307,0.29,"-2%","4%","0%",20,23.2,23.2,10.7,35.8,13,1.3,21.6,2.2
"Marcus Stroman",5,"SP",9800,"TOR","CIN","66%",3.9,5,0.328,"19.9%",5.04,"19.2%",3.6,3.41,"R",0.302,0.299,"-2%","1%","0%",13.9,17,17,5.5,28.5,13.3,1.4,19.9,2
"Kyle Hendricks",5,"SP",9600,"CHC","@SD","67%",3.44,5.5,0.297,"26.3%",3.37,"22.5%",3.6,3.47,"R",0.297,0.26,"1%","1%","0%",19,16.2,16.2,10.4,22.1,20.6,2.1,7.1,0.7
"David Price",0,"SP",9400,"BOS","@CWS","62%",4.13,NA,0.326,"21.7%",4.54,"24.6%",3.44,3.38,"L",0.283,0.285,"4%","-1%","0%",0,0,0,0,0,20.9,2.2,9.7,1
"Carlos Carrasco",9,"SP",9300,"CLE","OAK","71%",3.43,6.5,0.32,"19.0%",4.06,"27.4%",3.06,2.95,"R",0.29,0.272,"-2%","0%","-1%",18.1,21.2,21.2,11.6,30.8,18.2,2,26.1,2.8
"Julio Teheran",7,"SP",8900,"ATL","@LAA","50%",4.02,4,0.311,"18.0%",4.06,"20.6%",4.2,4.28,"R",0.344,0.252,"4%","1%","0%",8,11.1,11.1,-1.6,23.8,13,1.5,17.4,2
"Tanner Roark",0,"SP",8800,"WAS","@SF","49%",4.3,4.5,0.311,"21.5%",3.37,"18.6%",4.25,4.16,"R",0.308,0.277,"2%","1%","0%",13.9,14.4,14.4,5.5,23.2,15.5,1.8,27,3.1
"Dylan Bundy",NA,"SP",8700,"BAL","NYY","50%",4.74,NA,0.335,"22.4%",5.33,"20.8%",4.29,4.55,"R",0.317,0.304,"0%","1%","0%",14,17.1,17.1,8,26.1,13.9,1.6,16.4,1.9
"Daniel Norris",3,"SP",8500,"DET","@KC","50%",4.5,4.5,0.321,"18.3%",3.42,"20.2%",4.34,4.41,"L",0.333,0.325,"-3%","0%","0%",14.6,12.2,12.2,3.4,21,14.1,1.7,8.4,1
"Ricky Nolasco",9,"SP",8400,"LAA","ATL","50%",3.98,NA,0.319,"20.9%",4.53,"18.6%",4.28,4.33,"R",0.336,0.35,"2%","2%","0%",14.4,13.9,13.9,7.6,20.2,14.7,1.7,1.2,0.1
"Mike Leake",1,"SP",8100,"STL","LAD","50%",4.23,4.5,0.322,"22.9%",4.94,"16.1%",4.04,3.82,"R",0.322,0.296,"1%","-2%","-1%",18.1,20.2,20.2,13.9,26.5,14.6,1.8,15.6,1.9
"Rich Hill",1,"SP",7900,"LAD","@STL","50%",4.27,5,0.32,"22.6%",4.33,"29.8%",3.19,3.27,"L",0.27,0.248,"-1%","-1%","0%",10.1,10.1,10.1,0,20.1,17,2.2,18.9,2.4
"Matt Moore",0,"SP",7300,"SF","WAS","51%",4.2,5,0.33,"22.7%",5.65,"19.9%",4.47,4.64,"L",0.315,0.324,"1%","1%","0%",9.9,11.4,11.4,-1.3,24.1,14.7,2,18.1,2.5
"Jason Hammel",0,"SP",7100,"KC","DET","50%",4.5,4.5,0.324,"20.9%",4.61,"22.1%",3.94,4.02,"R",0.333,0.307,"-3%","0%","0%",9.4,8.2,8.2,-0.2,16.6,12.5,1.8,0.9,0.1
"Jeremy Hellickson",0,"SP",6900,"PHI","@MIA","40%",5,NA,0.317,"22.5%",4.26,"18.5%",4.27,4.23,"R",0.321,0.329,"3%","0%","1%",3.5,9.5,9.5,-0.2,19.3,11.4,1.7,4.1,0.6
"Tyler Chatwood",0,"SP",6800,"COL","SEA","57%",5.04,NA,0.31,"22.7%",4.24,"17.8%",4.56,4.24,"R",0.32,0.325,"-9%","1%","0%",15.5,14.6,14.6,2.7,26.5,13.4,2,-2.8,-0.4
"Martin Perez",1,"SP",6700,"TEX","TB","55%",4.49,NA,0.325,"25.0%",4.52,"12.9%",4.87,4.57,"L",0.294,0.337,"-3%","1%","0%",13.1,11.7,11.7,2.7,20.7,13.9,2.1,7.3,1.1
