"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Stephen Strasburg",18,"SP",12700,"WAS","ATL","69%",3.34,8,0.302,"22.2%",4.46,"29.6%",3.08,3.03,"R",0.267,0.294,"0%","-1%","0%",29.4,23.9,23.9,13.6,34.2,24.7,1.9,14.4,1.1
"Jacob deGrom",12,"SP",10200,"NYM","CHC","54%",4.32,7.5,0.312,"22.3%",4.56,"26.5%",3.32,3.17,"R",0.293,0.271,"2%","-2%","0%",14.6,18.9,18.9,4,33.9,19.9,2,31.4,3.1
"Yu Darvish",6,"SP",8800,"TEX","@HOU","48%",4.32,6,0.34,"15.8%",5.46,"29.4%",3.44,3.52,"R",0.3,0.286,"6%","0%","-4%",20.6,20.6,20.6,11.3,30,15.3,1.7,23.4,2.7
"Rick Porcello",10,"SP",8600,"BOS","PHI","69%",4.32,5.5,0.319,"21.6%",3.95,"21.0%",3.79,3.87,"R",0.315,0.315,"-3%","-3%","-2%",11.5,15.1,15.1,7.8,22.5,17,2,4.9,0.6
"Kyle Freeland",NA,"SP",8100,"COL","@PIT","50%",4.51,NA,0.322,"20.8%",4.24,"14.8%",4.84,4.71,"L",NA,0.32,"14%","-2%","0%",13.8,13.7,13.7,6,21.3,12.8,1.6,3.6,0.4
"Masahiro Tanaka",6,"SP",7800,"NYY","@LAA","56%",3.96,4.5,0.309,"18.1%",4.14,"21.2%",3.7,3.59,"R",0.294,0.3,"4%","1%","0%",4.6,11.3,11.3,-4.4,27.1,12.3,1.6,25.4,3.3
"John Lackey",0,"SP",7700,"CHC","@NYM","46%",4.68,5,0.315,"21.4%",4.95,"21.9%",3.88,3.82,"R",0.321,0.278,"4%","-3%","0%",10.7,14.9,14.9,5.3,24.4,14.9,1.9,0.5,0.1
"Joe Musgrove",1,"SP",7600,"HOU","TEX","52%",4.18,NA,0.332,"20.6%",4.77,"20.2%",4.24,4.27,"R",0.337,0.337,"1%","0%","-4%",13.3,11.8,11.8,1.8,21.7,13.3,1.8,6.9,0.9
"Wade Miley",NA,"SP",7300,"BAL","@CWS","51%",5.2,4.5,0.326,"21.5%",4.43,"18.8%",4.27,4.06,"L",0.3,0.343,"2%","-3%","0%",8.1,13.5,13.5,2,24.9,12.9,1.8,-11.6,-1.6
"Jameson Taillon",4,"SP",6800,"PIT","COL","50%",4.49,NA,0.331,"23.5%",5.27,"20.3%",3.75,3.54,"R",0.303,0.309,"1%","-2%","0%",13.7,15.3,15.3,6.9,23.6,16.8,2.5,21.1,3.1
"Mike Foltynewicz",NA,"SP",6600,"ATL","@WAS","31%",5.16,NA,0.323,"21.9%",5.44,"20.3%",4.21,4.28,"R",0.364,0.33,"0%","-3%","0%",17.1,14.8,14.8,2.9,26.8,13.1,2,-16.3,-2.5
"Adalberto Mejia",1,"SP",6500,"MIN","SEA","54%",5,NA,0.337,"21.2%",4.67,"19.1%",5.07,5.3,"L",NA,0.364,"-1%","-1%","0%",13.2,10.8,10.8,3.8,17.9,12.6,1.9,-6.3,-1
"Alex Meyer",3,"SP",6400,"LAA","NYY","44%",4.54,NA,0.327,"22.1%",5.75,"25.3%",4.78,4.78,"R",NA,0.316,"2%","1%","0%",20,14.9,14.9,4.3,25.5,16.7,2.6,10.5,1.6
"Luis Perdomo",0,"SP",6300,"SD","CIN","52%",4.17,NA,0.311,"21.4%",5.08,"16.9%",3.95,3.96,"R",0.368,0.343,"2%","2%","0%",7.3,10,10,-1.2,21.2,11.4,1.8,15.6,2.5
"Yovani Gallardo",NA,"SP",5800,"SEA","@MIN","46%",5.5,NA,0.322,"25.5%",4.53,"15.8%",4.91,4.66,"R",0.318,0.338,"-6%","-1%","0%",5.2,8.2,8.2,-1.7,18.1,11.6,2,16.7,2.9
"Mike Pelfrey",2,"SP",5500,"CWS","BAL","49%",5.3,NA,0.336,"22.5%",4.42,"11.7%",4.9,4.74,"R",0.362,0.322,"1%","-4%","0%",15,10.1,10.1,1.6,18.5,8.8,1.6,1.1,0.2
"Jerad Eickhoff",NA,"SP",5000,"PHI","@BOS","31%",6.68,4,0.335,"18.8%",4.8,"20.9%",4.09,4.17,"R",0.351,0.266,"-12%","-6%","-4%",8.4,10.3,10.3,1,19.6,8.5,1.7,14.1,2.8
"Bronson Arroyo",1,"SP",4900,"CIN","@SD","48%",4.33,NA,0.293,"24.9%",3.51,"14.3%",5.32,5.61,"R",0.329,0.383,"4%","1%","0%",4.6,7.5,7.5,-1,16,12.8,2.6,-11.9,-2.4
