"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",9,"SP",13200,"WAS","@MIA","68%",3.2,9.5,0.31,"19.6%",4.72,"32.2%",2.81,3.12,"R",0.304,0.208,"2%","0%","0%",28.6,30,30,19.9,40.2,24.8,1.9,2.3,0.2
"Chris Sale",7,"SP",13000,"BOS","CLE","60%",3.1,9.5,0.34,"16.2%",4.87,"30.7%",2.85,2.99,"L",0.242,0.273,"-2%","-1%","0%",35.2,31,31,24.3,37.8,19.6,1.5,1.8,0.1
"Marcus Stroman",2,"SP",11000,"TOR","@CWS","67%",3.83,5.5,0.299,"23.1%",4.36,"19.6%",3.68,3.48,"R",0.3,0.307,"3%","-1%","0%",16.3,17.1,17.1,6.7,27.5,19.7,1.8,16.4,1.5
"Carlos Carrasco",4,"SP",9800,"CLE","@BOS","40%",3.9,6,0.326,"18.0%",4.66,"27.5%",3.18,3.09,"R",0.29,0.282,"-3%","-2%","0%",22.3,20.2,20.2,9.9,30.4,16.2,1.7,-9.6,-1
"Chris Archer",2,"SP",9600,"TB","@HOU","50%",4.27,6.5,0.338,"17.9%",5.93,"28.6%",3.33,3.25,"R",0.289,0.29,"1%","0%","0%",23.3,21.3,21.3,12.5,30.2,17.2,1.8,15.9,1.7
"Jon Lester",3,"SP",9500,"CHC","ARI","63%",3.63,6,0.319,"23.8%",5.03,"24.8%",3.51,3.36,"L",0.267,0.294,"1%","-1%","0%",15.8,17.3,17.3,4.6,30,18.5,1.9,15.6,1.6
"Aaron Nola",10,"SP",9100,"PHI","@LAA","44%",4.26,NA,0.322,"17.3%",4.17,"24.5%",3.52,3.35,"R",0.319,0.279,"2%","-1%","0%",29.1,20.6,20.6,10.1,31.1,17.7,1.9,10.1,1.1
"Carlos Martinez",5,"SP",8800,"STL","@MIL","50%",4.23,6.5,0.312,"25.2%",4.74,"23.7%",3.76,3.58,"R",0.335,0.254,"-1%","-1%","0%",9.7,20.1,20.1,8.5,31.7,20.1,2.3,13.8,1.6
"Mike Fiers",-1,"SP",8500,"HOU","TB","50%",4.23,6.5,0.317,"20.5%",4.59,"21.8%",4.08,4.11,"R",0.294,0.343,"2%","0%","0%",22.2,16.1,16.1,6.7,25.6,14.6,1.7,-1,-0.1
"Jeff Samardzija",4,"SP",8400,"SF","@OAK","44%",4.27,6.5,0.324,"22.9%",4.29,"20.7%",3.93,3.9,"R",0.333,0.289,"3%","0%","0%",14.3,17.7,17.7,7.1,28.3,18.4,2.2,21.2,2.5
"Jameson Taillon",2,"SP",8000,"PIT","CIN","61%",3.95,NA,0.308,"21.5%",4.55,"21.1%",3.77,3.53,"R",0.322,0.31,"0%","-1%","0%",13.1,14.6,14.6,2.8,26.3,15.8,2,-9,-1.1
"Sean Manaea",2,"SP",7900,"OAK","SF","56%",3.73,NA,0.332,"18.0%",3.92,"22.0%",4.08,4.05,"L",0.232,0.321,"2%","0%","0%",15.6,16.8,16.8,7.9,25.7,16.6,2.1,-1.2,-0.2
"Jimmy Nelson",2,"SP",7800,"MIL","STL","50%",4.27,6,0.318,"24.4%",4.47,"20.6%",4.21,4.13,"R",0.344,0.302,"0%","-1%","0%",22.4,19.8,19.8,6.8,32.7,17.9,2.3,23.3,3
"Jose Berrios",5,"SP",7700,"MIN","@SD","50%",4,NA,0.294,"24.5%",3.81,"20.1%",4.7,4.95,"R",0.342,0.346,"3%","0%","0%",8,17.5,17.5,5.7,29.3,18.9,2.5,19.4,2.5
"CC Sabathia",NA,"SP",7500,"NYY","DET","62%",4.31,4.5,0.344,"20.7%",4.87,"19.2%",4.31,4.22,"L",0.264,0.335,"-1%","-2%","0%",10.6,14.3,14.3,3.4,25.3,11.1,1.5,7.3,1
"Jhoulys Chacin",3,"SP",7300,"SD","MIN","50%",4,NA,0.302,"26.4%",4.55,"19.3%",4.39,4.22,"R",0.347,0.284,"1%","0%","0%",18.6,14.3,14.3,2.2,26.5,18,2.5,22.8,3.1
"Kenta Maeda",3,"SP",7200,"LAD","@ATL","62%",4.11,5,0.308,"22.5%",4.62,"24.3%",3.82,3.84,"R",0.317,0.263,"-3%","-1%","0%",15.2,14.7,14.7,4.9,24.4,15.8,2.2,30,4.2
"Patrick Corbin",0,"SP",7100,"ARI","@CHC","37%",4.87,5,0.328,"22.8%",4.65,"20.1%",4.07,3.91,"L",0.294,0.359,"5%","-1%","0%",18.9,14.1,14.1,4.4,23.9,14.6,2.1,-7.8,-1.1
"Ian Kennedy",0,"SP",6500,"KC","@BAL","48%",5.08,5,0.337,"23.7%",4.62,"22.9%",4.12,4.4,"R",0.32,0.317,"2%","-1%","0%",17.1,13.3,13.3,3.1,23.5,15.2,2.3,-1,-0.2
"Dylan Bundy",NA,"SP",6200,"BAL","KC","52%",4.92,4,0.323,"18.6%",4.38,"20.2%",4.58,4.94,"R",0.341,0.317,"0%","-1%","0%",11,13.7,13.7,4.2,23.2,12,1.9,29.6,4.8
"Ricky Nolasco",1,"SP",6000,"LAA","PHI","56%",3.74,NA,0.327,"21.9%",4.09,"18.4%",4.41,4.43,"R",0.346,0.352,"2%","-1%","0%",10.9,12.1,12.1,0.4,23.8,14.1,2.4,20.7,3.4
"Steven Matz",NA,"SP",5500,"NYM","@COL","48%",6.4,4.5,0.31,"22.8%",5.32,"21.8%",3.78,3.61,"L",0.311,0.312,"-23%","-5%","0%",2,9,9,-3.9,21.9,9.4,1.7,4.5,0.8
"Jeff Hoffman",NA,"SP",5400,"COL","NYM","52%",6.1,NA,0.312,"21.2%",4.76,"17.8%",4.91,5.01,"R",0.311,0.375,"-12%","-4%","0%",3.8,12.1,12.1,-3.4,27.6,10.3,1.9,14.7,2.7
"Anibal Sanchez",1,"SP",4900,"DET","@NYY","38%",5.69,5,0.341,"22.9%",5.36,"20.6%",4.22,4.38,"R",0.303,0.374,"-1%","-2%","0%",12.4,13.1,13.1,4.9,21.4,11.1,2.3,16.2,3.3
"Erasmo Ramirez",NA,"SP",4800,"SEA","@TEX","50%",5.5,NA,0.332,"22.6%",4.91,"18.4%",4,4.08,"R",0.31,0.307,"-10%","-1%","0%",5.3,9.6,9.6,-1.5,20.7,11.2,2.3,10.5,2.2
"Mike Pelfrey",1,"SP",4700,"CWS","TOR","33%",5.67,NA,0.328,"20.1%",4.19,"12.2%",5,4.86,"R",0.372,0.322,"2%","-2%","0%",5.5,8.8,8.8,0.8,16.8,7.1,1.5,-1.8,-0.4
"Lucas Sims",-1,"SP",4600,"ATL","LAD","38%",5.39,NA,0.333,"24.6%",5.1,"",NA,NA,"R",NA,NA,"0%","0%","0%",0,0,0,0,0,20.5,4.5,9.3,2
"Chris O'Grady",NA,"RP",4500,"MIA","WAS","32%",4.8,NA,0.319,"19.9%",5.53,"",NA,NA,"L",NA,NA,"4%","0%","0%",15.6,15.6,15.6,9.2,22,9.8,2.2,-4.6,-1
"Homer Bailey",NA,"SP",4200,"CIN","@PIT","39%",5.05,NA,0.31,"20.8%",4.25,"15.3%",4.7,4.51,"R",0.361,0.394,"2%","-2%","0%",7.9,2.7,2.7,-10.1,15.6,12.5,3,17.3,4.1
"Nick Martinez",1,"SP",4000,"TEX","SEA","50%",5.5,NA,0.322,"22.7%",4.73,"12.6%",5.17,5.25,"R",0.353,0.356,"-5%","-1%","0%",8.3,9.3,9.3,1,17.6,9.3,2.3,-8.6,-2.1
