Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Yu Darvish,4,SP,11200,TEX,@SEA,53%,3.63,6.5,0.326,17.9%,4.68,30.5%,3.28,3.30,R,0.296,0.274,6%,2%,0%,24.7,22.1,22.1,10.2,33.9,20.7,1.8,17.8,1.6
Stephen Strasburg,14,SP,10600,WAS,@PHI,60%,3.55,7.5,0.296,24.8%,4.73,29.3%,3.04,3.00,R,0.272,0.302,2%,1%,-1%,20.8,20.8,20.8,13.2,28.4,25.0,2.4,21.4,2.0
Michael Pineda,,SP,10500,NYY,@CHC,44%,3.45,6.5,0.324,22.4%,5.07,26.0%,3.18,3.07,R,0.310,0.310,2%,3%,2%,22.5,22.5,22.5,9.7,35.3,20.3,1.9,19.1,1.8
Dallas Keuchel,12,SP,10400,HOU,@LAA,56%,3.52,5.5,0.326,18.0%,3.86,22.3%,3.25,3.09,L,0.259,0.293,3%,2%,0%,27.2,26.8,26.8,22.1,31.5,20.1,1.9,12.6,1.2
Danny Salazar,9,SP,10000,CLE,@KC,61%,3.50,5.5,0.317,19.1%,2.88,27.1%,3.56,3.57,R,0.298,0.311,-1%,1%,0%,20.8,20.8,20.8,15.7,25.9,19.8,2.0,14.5,1.4
Kyle Hendricks,,SP,10000,CHC,NYY,56%,3.05,5.5,0.308,24.7%,5.69,22.5%,3.61,3.49,R,0.299,0.257,1%,4%,3%,13.7,13.7,13.7,7.0,20.4,16.4,1.6,17.2,1.7
Kenta Maeda,2,SP,9800,LAD,@SD,62%,3.23,,0.298,24.2%,3.83,24.9%,3.68,3.72,R,0.327,0.261,0%,1%,0%,12.3,12.3,12.3,2.7,21.9,19.1,1.9,21.6,2.2
Chris Archer,12,SP,9600,TB,TOR,57%,3.40,6.5,0.327,20.6%,3.82,27.7%,3.36,3.29,R,0.296,0.296,1%,0%,0%,17.8,18.3,18.3,12.5,24.2,21.7,2.3,26.5,2.8
Francisco Liriano,1,SP,8200,TOR,@TB,42%,4.10,6.5,0.327,25.7%,4.28,24.8%,3.90,3.69,L,0.268,0.304,4%,0%,0%,13.4,13.4,13.4,-2.7,29.5,15.9,1.9,5.7,0.7
Michael Fulmer,6,SP,8000,DET,@OAK,46%,3.91,5,0.319,19.6%,3.56,20.5%,4.02,3.94,R,0.258,0.310,4%,1%,-1%,17.5,17.5,17.5,10.3,24.6,17.2,2.1,32.0,4.0
Lance Lynn,1,SP,7800,STL,@ATL,48%,4.34,4.5,0.307,21.6%,4.73,22.0%,4.02,3.94,R,0.336,0.275,-1%,6%,0%,18.3,18.3,18.3,9.3,27.3,16.1,2.1,24.7,3.2
Zack Greinke,,SP,7700,ARI,@COL,49%,5.56,6,0.314,24.1%,4.71,22.5%,3.60,3.51,R,0.287,0.276,-13%,0%,0%,21.7,20.0,20.0,8.2,31.8,16.2,2.1,26.1,3.4
Eduardo Rodriguez,3,SP,7600,BOS,@MIN,59%,4.07,,0.322,23.4%,4.68,21.3%,4.23,4.33,L,0.337,0.301,1%,1%,0%,20.2,20.2,20.2,11.6,28.9,16.6,2.2,14.1,1.9
Wade Miley,1,SP,7500,BAL,CWS,63%,3.65,,0.318,21.3%,4.08,19.3%,4.20,4.03,L,0.304,0.337,0%,1%,0%,22.0,22.0,22.0,12.6,31.3,16.6,2.2,-0.3,-0.0
Matt Cain,,SP,7500,SF,@CIN,47%,4.66,4,0.308,22.4%,4.74,17.3%,4.65,4.78,R,0.334,0.330,-2%,8%,0%,16.1,16.1,16.1,8.1,24.0,12.5,1.7,-16.1,-2.1
Mike Foltynewicz,3,SP,7400,ATL,STL,52%,4.16,,0.309,21.4%,4.08,20.5%,4.18,4.33,R,0.363,0.332,0%,5%,0%,15.5,15.5,15.5,3.4,27.5,16.8,2.3,-3.6,-0.5
Jason Hammel,,SP,7000,KC,CLE,39%,4.50,,0.344,17.0%,4.56,22.2%,3.94,4.01,R,0.334,0.302,-3%,3%,0%,5.7,5.7,5.7,1.1,10.2,8.5,1.2,24.5,3.5
Yovani Gallardo,,SP,6900,SEA,TEX,47%,3.87,,0.328,22.5%,4.43,15.9%,4.85,4.60,R,0.322,0.325,3%,3%,0%,11.1,11.1,11.1,0.8,21.3,13.7,2.0,13.9,2.0
