Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacob deGrom,10,SP,12700,NYM,@PHI,60%,3.76,7.5,0.297,23.7%,4.02,26.6%,3.36,3.22,R,0.289,0.266,0%,0%,-1%,25.8,23.0,23.0,10.0,35.9,25.4,2.0,34.6,2.7
James Paxton,9,SP,12300,SEA,LAA,63%,3.40,6.5,0.321,19.1%,4.25,24.1%,3.67,3.49,L,0.307,0.281,2%,-1%,0%,29.3,22.3,22.3,10.7,33.9,18.8,1.5,16.6,1.3
Gerrit Cole,1,SP,12000,PIT,@DET,60%,4.21,5,0.309,20.4%,4.75,22.1%,3.75,3.61,R,0.317,0.290,-1%,-2%,0%,20.1,16.0,16.0,5.8,26.2,16.7,1.4,25.8,2.1
Danny Salazar,13,SP,11700,CLE,@TB,56%,3.73,7.5,0.323,21.5%,4.45,27.8%,3.56,3.53,R,0.310,0.295,4%,0%,0%,23.8,19.4,19.4,9.9,28.9,20.4,1.7,19.4,1.7
Yu Darvish,7,SP,11400,LAD,@ARI,61%,3.93,8,0.323,23.2%,5.00,28.9%,3.48,3.51,R,0.306,0.275,-7%,0%,0%,19.9,19.4,19.4,7.3,31.5,21.0,1.8,27.1,2.4
Sonny Gray,3,SP,10900,NYY,@TOR,59%,3.84,5.5,0.328,20.5%,4.27,20.5%,3.93,3.72,R,0.282,0.303,-2%,-1%,0%,22.3,17.9,17.9,7.6,28.2,15.9,1.5,16.7,1.5
Brad Peacock,14,SP,9500,HOU,@CWS,61%,3.97,,0.302,25.2%,4.30,28.1%,4.04,4.20,R,0.338,0.256,0%,-1%,0%,18.4,19.0,19.0,8.4,29.6,19.6,2.1,17.4,1.8
Luis Castillo,2,SP,9400,CIN,SD,56%,3.90,,0.298,23.1%,3.84,24.8%,4.05,3.87,R,,,0%,-1%,0%,15.1,17.3,17.3,8.1,26.6,19.2,2.0,10.1,1.1
Dinelson Lamet,2,SP,8900,SD,@CIN,43%,4.60,,0.317,22.7%,4.55,29.5%,3.67,3.95,R,,0.220,-2%,-1%,0%,16.2,17.2,17.2,4.9,29.5,16.6,1.9,13.1,1.5
Zach Davies,1,SP,8400,MIL,MIN,60%,4.22,4,0.323,24.0%,4.56,17.9%,4.38,4.20,R,0.320,0.313,-1%,0%,0%,20.1,12.6,12.6,3.1,22.2,15.8,1.9,-1.0,-0.1
Lance Lynn,6,SP,7800,STL,KC,59%,4.04,5,0.300,19.8%,4.35,21.8%,4.24,4.20,R,0.333,0.264,1%,-1%,-1%,18.6,16.6,16.6,7.5,25.6,15.8,2.0,8.9,1.1
Vince Velasquez,1,SP,7700,PHI,NYM,40%,4.74,,0.309,20.5%,4.70,25.4%,3.93,4.01,R,0.333,0.330,2%,0%,-2%,8.8,11.5,11.5,4.3,18.8,14.7,1.9,-4.1,-0.5
Tanner Roark,0,SP,7500,WAS,MIA,57%,4.08,5,0.303,21.7%,4.71,18.8%,4.33,4.22,R,0.315,0.288,0%,0%,0%,17.9,13.6,13.6,2.4,24.8,15.2,2.0,12.1,1.6
