Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Carlos Rodon,2,SP,7000,CWS,HOU,39%,5.03,,0.332,18.8%,5.90,24.0%,4.02,3.92,L,0.266,0.345,1%,-1%,0%,15.7,17.0,17.0,4.2,29.8,13.4,1.9,16.0,2.3
Dan Straily,0,SP,6600,MIA,@WAS,42%,4.92,5,0.319,21.0%,5.44,21.0%,4.52,4.86,R,0.303,0.319,-3%,0%,0%,8.0,15.3,15.3,4.2,26.4,11.9,1.8,9.8,1.5
Marco Estrada,,SP,6500,TOR,NYY,41%,4.66,5.5,0.336,19.3%,5.18,21.4%,4.47,4.80,R,0.290,0.307,-2%,-1%,0%,11.5,13.8,13.8,1.8,25.7,11.6,1.8,26.9,4.1
Wade Miley,1,SP,6300,BAL,@OAK,50%,4.73,4.5,0.328,21.9%,4.38,18.6%,4.42,4.20,L,0.303,0.353,5%,1%,-1%,6.8,9.5,9.5,-2.2,21.2,13.2,2.1,30.1,4.8
Tyler Skaggs,1,SP,6200,LAA,@SEA,37%,4.60,,0.329,19.4%,4.74,22.8%,4.30,4.20,L,0.322,0.321,3%,-2%,0%,15.2,13.9,13.9,3.6,24.2,12.7,2.0,19.4,3.1
Chris Smith,0,SP,6000,OAK,BAL,50%,4.77,,0.335,22.4%,4.69,20.3%,4.61,4.58,R,,0.278,3%,1%,-1%,10.4,10.4,10.4,4.1,16.6,14.2,2.4,4.7,0.8
Jason Hammel,2,SP,5800,KC,@STL,41%,4.96,4.5,0.321,22.7%,4.58,21.1%,4.11,4.22,R,0.311,0.309,5%,-2%,-1%,13.3,11.6,11.6,3.8,19.4,14.2,2.4,18.3,3.2
Anthony Banda,2,SP,5600,ARI,LAD,39%,5.07,,0.321,24.4%,5.11,,,,L,,,-3%,0%,0%,17.6,17.6,17.6,7.6,27.6,15.4,2.8,7.4,1.3
Blake Snell,,SP,5300,TB,CLE,44%,4.27,4.5,0.337,17.9%,4.85,22.4%,4.83,4.68,L,0.277,0.345,2%,0%,0%,11.8,10.0,10.0,5.1,14.8,12.7,2.4,16.6,3.1
Drew VerHagen,,SP,4800,DET,PIT,40%,5.29,,0.320,19.2%,4.26,11.6%,4.42,4.66,R,,0.313,0%,-5%,0%,9.7,9.7,9.7,9.7,9.7,8.3,1.7,-7.7,-1.6
