Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Noah Syndergaard,5,SP,11400,NYM,@WAS,52%,3.67,6.5,0.315,22.1%,6.26,28.6%,2.88,2.71,R,0.296,0.255,-2%,-1%,0%,24.5,24.5,24.5,17.6,31.4,20.5,1.8,-7.2,-0.6
Chris Archer,7,SP,10500,TB,@TOR,50%,3.73,6.5,0.322,19.9%,3.57,28.1%,3.29,3.19,R,0.294,0.297,-3%,0%,0%,17.8,17.8,17.8,11.4,24.2,20.2,1.9,20.9,2.0
Kyle Hendricks,1,SP,9700,CHC,@BOS,48%,4.34,3.5,0.330,17.4%,3.77,22.5%,3.57,3.45,R,0.303,0.256,-8%,5%,0%,12.7,12.7,12.7,5.4,19.9,13.2,1.4,17.9,1.8
Dallas Keuchel,14,SP,9400,HOU,OAK,65%,3.14,5.5,0.329,21.8%,3.78,22.3%,3.22,3.07,L,0.258,0.295,1%,0%,0%,25.3,25.3,25.3,22.1,28.6,21.5,2.3,34.3,3.6
Hyun-Jin Ryu,7,SP,9200,LAD,PHI,66%,3.50,,0.296,23.6%,4.67,,,,L,0.318,0.309,3%,-2%,-1%,11.9,11.9,11.9,8.6,15.1,15.8,1.7,28.4,3.1
Wade Miley,2,SP,8200,BAL,@NYY,47%,4.14,,0.324,20.8%,5.33,19.1%,4.16,4.00,L,0.306,0.336,-1%,4%,1%,24.6,24.6,24.6,16.2,32.9,14.3,1.7,11.4,1.4
Patrick Corbin,1,SP,8200,ARI,COL,53%,5.06,,0.315,24.6%,4.67,19.4%,4.08,3.94,L,0.277,0.355,-3%,0%,0%,15.1,15.1,15.1,4.1,26.1,14.8,1.8,23.9,2.9
Aaron Sanchez,1,SP,8000,TOR,TB,50%,3.77,,0.321,22.7%,4.54,18.9%,4.16,3.94,R,0.316,0.234,-2%,0%,0%,12.4,12.4,12.4,-0.6,25.4,15.8,2.0,3.6,0.5
Mike Leake,4,SP,7900,STL,CIN,61%,3.72,,0.301,21.5%,4.74,16.1%,4.00,3.79,R,0.323,0.295,1%,3%,0%,22.8,22.8,22.8,15.7,29.9,14.8,1.9,16.1,2.0
Eduardo Rodriguez,1,SP,7800,BOS,CHC,52%,4.16,5.5,0.337,21.1%,5.14,21.0%,4.27,4.36,L,0.343,0.300,-4%,6%,0%,18.5,18.5,18.5,8.8,28.3,13.7,1.8,25.3,3.2
