"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jacob deGrom",11,"SP",12700,"NYM","MIA","63%",3.65,7,0.31,"19.4%",4.7,"26.6%",3.37,3.23,"R",0.287,0.269,"2%","-1%","0%",22.8,22.8,22.8,9.8,35.8,21.4,1.7,0,0
"Madison Bumgarner",1,"SP",12400,"SF","PHI","69%",3.14,7,0.304,"18.6%",3.92,"26.6%",3.28,3.38,"L",0.239,0.276,"1%","0%","0%",20.8,19.6,19.6,13.6,25.6,21.3,1.7,0,0
"Gio Gonzalez",5,"SP",12000,"WAS","@SD","50%",3.5,7,0.303,"25.3%",3.83,"22.4%",4.04,3.87,"L",0.266,0.313,"2%","0%","0%",21.3,20.1,20.1,12.4,27.9,21,1.8,0,0
"Danny Salazar",6,"SP",11800,"CLE","@KC","61%",3.93,6,0.322,"17.6%",4.48,"28.0%",3.54,3.51,"R",0.309,0.293,"-1%","-2%","0%",29.3,20.5,20.5,10.7,30.3,17.7,1.5,0,0
"Sonny Gray",2,"SP",9600,"NYY","@BOS","51%",4.69,5.5,0.335,"18.5%",4.85,"20.5%",3.95,3.74,"R",0.282,0.303,"-7%","-3%","0%",20.3,17.9,17.9,8.2,27.6,12.8,1.3,0,0
"Kenta Maeda",3,"SP",9400,"LAD","@DET","57%",4.11,5,0.318,"20.7%",4.83,"24.6%",3.78,3.8,"R",0.316,0.256,"-3%","-3%","0%",20.8,16.1,16.1,6.4,25.8,14.3,1.5,0,0
"Brad Peacock",8,"SP",9200,"HOU","OAK","69%",3.71,7.5,0.314,"25.2%",4.41,"28.1%",3.95,4.1,"R",0.338,0.26,"1%","0%","0%",17.1,18.7,18.7,8.9,28.4,17.9,1.9,0,0
"Justin Verlander",6,"SP",8700,"DET","LAD","42%",4.89,6.5,0.346,"18.9%",5.14,"24.7%",3.88,4.13,"R",0.287,0.291,"0%","-3%","0%",25.2,16.4,16.4,4.6,28.1,15.5,1.8,0,0
"Luis Castillo",4,"SP",8400,"CIN","@ATL","50%",4.73,NA,0.309,"21.2%",4.53,"24.4%",4.15,3.91,"R",0.26,0.321,"0%","-2%","0%",15.8,17.4,17.4,8.5,26.3,16,1.9,0,0
"Dinelson Lamet",4,"SP",8200,"SD","WAS","50%",3.5,6.5,0.305,"21.9%",5.35,"29.0%",3.75,4.14,"R",0.368,0.231,"2%","0%","0%",21.9,17.6,17.6,5.9,29.3,18,2.2,0,0
"Rick Porcello",NA,"SP",7900,"BOS","NYY","49%",4.81,6,0.336,"22.9%",5.17,"20.9%",3.87,3.95,"R",0.317,0.317,"-4%","-3%","0%",18.4,15.4,15.4,7.7,23.1,15.2,1.9,0,0
"Sean Newcomb",2,"SP",7700,"ATL","CIN","50%",4.77,NA,0.294,"23.1%",4.74,"23.9%",4.75,4.65,"L",NA,0.328,"0%","-2%","0%",16.3,13.6,13.6,3.4,23.8,18.2,2.4,0,0
"Chase Anderson",NA,"SP",7600,"MIL","@COL","47%",6.44,4.5,0.322,"22.9%",5.25,"19.2%",4.41,4.43,"R",0.302,0.348,"-24%","-6%","0%",19.3,17.3,17.3,5.4,29.2,9.4,1.2,0,0
"Kyle Hendricks",5,"SP",7500,"CHC","TOR","62%",3.92,5.5,0.309,"21.5%",4.27,"22.2%",3.7,3.55,"R",0.298,0.259,"1%","-3%","0%",14.8,14.4,14.4,8.4,20.3,14.7,2,0,0
"Ivan Nova",NA,"SP",6900,"PIT","STL","50%",4.75,4.5,0.319,"23.8%",4.75,"16.6%",4.19,4.06,"R",0.362,0.3,"1%","-1%","0%",9.4,14.4,14.4,5,23.7,13.4,1.9,0,0
"Parker Bridwell",1,"SP",6800,"LAA","@BAL","48%",5.34,NA,0.343,"22.9%",4.79,"15.5%",4.93,4.87,"R",0.356,0.264,"-4%","-2%","0%",17.4,15.9,15.9,8.1,23.7,11.1,1.6,0,0
"Marco Estrada",0,"SP",6700,"TOR","@CHC","38%",5.08,5.5,0.303,"21.9%",4.85,"21.3%",4.51,4.84,"R",0.289,0.314,"4%","-3%","0%",14.7,13.6,13.6,1.2,25.9,16.1,2.4,0,0
"Chris Tillman",NA,"SP",6600,"BAL","LAA","52%",5.16,NA,0.325,"16.9%",4.28,"17.5%",4.78,4.7,"R",0.32,0.351,"0%","-3%","0%",5.7,3.5,3.5,-6.8,13.9,9.1,1.4,0,0
