Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Daniel Murphy,9,2B/3B,4600,WAS,STL,4.41,Wainwright,0.303,-4%,R,L,0.361,5%,0.187,16,4,4,0,-1%,-2%,0%,11.5,11.5,11.5,3.4,19.6,8.0,1.7,3.0,0.7
Stephen Cardullo,,1B,4600,COL,SD,6.56,Cosart,0.318,0%,R,R,,-2%,,7,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Votto,6,1B,4600,CIN,@PIT,3.96,Glasnow,,1%,R,L,0.411,2%,0.219,4,3,3,0,0%,-1%,0%,8.2,8.2,8.2,1.4,14.9,9.0,2.0,4.0,0.9
Starling Marte,6,OF,4500,PIT,CIN,4.54,Finnegan,0.324,1%,L,R,0.356,0%,0.149,-4,2,2,0,-2%,-1%,0%,10.6,10.6,10.6,0.3,20.9,8.8,2.0,3.0,0.7
Ian Kinsler,1,2B,4500,DET,BOS,3.76,Sale,0.282,-8%,L,R,0.353,5%,0.161,6,1,1,0,1%,0%,0%,10.6,10.6,10.6,1.4,19.8,7.7,1.7,16.0,3.6
Hunter Renfroe,9,OF,4400,SD,@COL,4.94,Chatwood,0.320,0%,R,R,,0%,,8,6,6,-1,33%,-7%,0%,6.1,6.1,6.1,-0.9,13.2,8.8,2.0,19.0,4.3
Jose Altuve,1,2B,4400,HOU,@SEA,3.52,Paxton,0.288,-7%,L,R,0.386,6%,0.157,6,3,3,0,-9%,0%,0%,3.6,3.6,3.6,-0.8,8.0,7.9,1.8,4.0,0.9
Nelson Cruz,1,OF,4400,SEA,HOU,3.98,Morton,0.295,-5%,R,R,0.364,-5%,0.243,-6,4,4,0,-5%,0%,0%,2.9,2.9,2.9,0.5,5.2,7.0,1.6,15.0,3.4
Alex Dickerson,,OF,4400,SD,@COL,4.94,Chatwood,0.315,-1%,R,L,0.341,3%,0.216,13,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Longoria,2,3B,4400,TB,@NYY,3.77,Pineda,0.313,-2%,R,R,0.323,-4%,0.185,-6,3,3,0,3%,0%,0%,8.9,8.9,8.9,0.5,17.2,7.8,1.8,5.0,1.1
Yoenis Cespedes,3,OF,4400,NYM,@PHI,4.35,Eickhoff,0.257,-14%,R,R,0.358,1%,0.231,0,3,3,0,9%,-2%,3%,6.5,6.5,6.5,2.2,10.8,8.1,1.8,0.0,0.0
Kyle Schwarber,1,C/OF,4400,CHC,LAD,4.13,Wood,0.276,-10%,L,L,0.217,-10%,0.125,-21,1,1,0,-3%,-5%,0%,10.0,10.0,10.0,1.9,18.1,6.7,1.5,8.0,1.8
Carlos Correa,1,SS,4300,HOU,@SEA,3.52,Paxton,0.288,-7%,L,R,0.345,-2%,0.210,4,4,4,0,-10%,0%,0%,6.1,6.1,6.1,1.3,11.0,7.1,1.7,9.0,2.1
Paul Goldschmidt,6,1B,4300,ARI,@SF,3.78,Moore,0.323,1%,L,R,0.444,9%,0.252,7,3,3,0,-10%,0%,0%,13.3,13.3,13.3,8.6,18.0,9.4,2.2,0.0,0.0
Justin Upton,,OF,4300,DET,BOS,3.76,Sale,0.282,-8%,L,R,0.357,2%,0.232,5,x,x,-,0%,0%,0%,5.0,5.0,5.0,1.8,8.2,0.0,0.0,0.0,0.0
Cory Spangenberg,,2B/3B,4300,SD,@COL,4.94,Chatwood,0.315,-1%,R,L,0.310,-1%,0.149,10,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew McCutchen,7,OF,4300,PIT,CIN,4.54,Finnegan,0.324,1%,L,R,0.397,4%,0.214,6,3,3,0,-3%,-1%,0%,3.0,3.0,3.0,-2.7,8.7,8.4,2.0,5.0,1.2
Jean Segura,0,2B/SS,4300,SEA,HOU,3.98,Morton,0.295,-5%,R,R,0.314,0%,0.120,-2,1,1,0,-5%,0%,0%,10.6,10.6,10.6,4.0,17.1,7.2,1.7,0.0,0.0
Robinson Cano,3,2B,4300,SEA,HOU,3.98,Morton,0.350,7%,R,L,0.376,6%,0.204,16,3,3,0,-2%,0%,0%,6.9,6.9,6.9,-2.2,15.9,8.8,2.0,11.0,2.6
Hanley Ramirez,,1B/OF,4300,BOS,@DET,3.74,Verlander,0.315,-1%,R,R,0.339,-5%,0.170,-15,x,x,-,0%,0%,0%,4.0,4.0,4.0,2.6,5.4,0.0,0.0,0.0,0.0
Chris Carter,,1B,4200,NYY,TB,4.23,Cobb,0.297,-5%,R,R,0.333,-2%,0.257,1,4,x,0,0%,0%,0%,3.5,3.5,3.5,-1.4,8.4,7.2,1.7,12.0,2.9
Gregory Polanco,,OF,4200,PIT,CIN,4.54,Finnegan,0.301,-5%,L,L,0.259,-14%,0.127,-18,4,4,0,1%,-1%,0%,6.6,6.6,6.6,-3.9,17.1,6.6,1.6,3.0,0.7
Dexter Fowler,2,OF,4200,STL,@WAS,4.09,Roark,0.306,-3%,R,S,0.337,-4%,0.152,1,1,1,0,-1%,-2%,0%,4.3,4.3,4.3,0.4,8.3,7.3,1.7,9.0,2.1
Gerardo Parra,7,OF,4200,COL,SD,6.56,Cosart,0.298,-5%,R,L,0.318,5%,0.150,19,5,6,0,11%,-6%,0%,10.0,10.0,10.0,2.8,17.2,7.9,1.9,5.0,1.2
Adam Eaton,7,OF,4200,WAS,STL,4.41,Wainwright,0.303,-4%,R,L,0.354,3%,0.158,21,1,1,1,-1%,-2%,0%,10.7,10.7,10.7,4.7,16.6,7.8,1.9,23.0,5.5
Ben Zobrist,5,2B/OF,4100,CHC,LAD,4.13,Wood,0.311,-2%,L,S,0.352,3%,0.135,-9,4,4,0,0%,-4%,0%,10.8,10.8,10.8,3.4,18.2,7.2,1.8,0.0,0.0
Xander Bogaerts,,3B/SS,4100,BOS,@DET,3.74,Verlander,0.315,-1%,R,R,0.316,-4%,0.119,-5,x,x,-,0%,0%,0%,8.0,8.0,8.0,-3.3,19.3,0.0,0.0,0.0,0.0
Corey Seager,3,SS,4100,LAD,@CHC,3.37,Lester,0.283,-8%,L,L,0.327,-11%,0.165,-19,2,x,0,-2%,-4%,0%,10.7,10.7,10.7,0.2,21.2,6.5,1.6,7.0,1.7
Matt Carpenter,5,1B/3B,4100,STL,@WAS,4.09,Roark,0.306,-3%,R,L,0.373,4%,0.200,8,3,3,0,-1%,-2%,0%,3.8,3.8,3.8,1.4,6.3,7.9,1.9,8.0,2.0
Mallex Smith,,OF,4000,TB,@NYY,3.77,Pineda,0.312,-2%,R,L,0.353,6%,0.158,6,8,8,0,1%,0%,0%,7.8,7.8,7.8,-3.2,18.8,7.5,1.9,0.0,0.0
Anthony Rendon,1,2B/3B,4000,WAS,STL,4.41,Wainwright,0.275,-10%,R,R,0.341,-1%,0.175,5,2,2,4,0%,-2%,0%,2.6,2.6,2.6,-0.2,5.4,7.2,1.8,2.0,0.5
Maikel Franco,2,3B,4000,PHI,NYM,3.65,deGrom,0.262,-13%,R,R,0.317,-1%,0.171,-5,4,4,0,1%,-2%,3%,4.2,4.2,4.2,-0.1,8.4,6.7,1.7,8.0,2.0
Travis Jankowski,10,OF,4000,SD,@COL,4.94,Chatwood,0.315,-1%,R,L,0.310,8%,0.093,12,2,2,2,25%,-4%,0%,6.0,6.0,6.0,1.9,10.1,9.6,2.4,0.0,0.0
George Springer,2,OF,4000,HOU,@SEA,3.52,Paxton,0.288,-7%,L,R,0.390,9%,0.251,20,1,1,0,-9%,0%,0%,12.1,12.1,12.1,2.6,21.7,8.4,2.1,0.0,0.0
Matt Holliday,,1B/OF,4000,NYY,TB,4.23,Cobb,0.297,-5%,R,R,0.339,-3%,0.153,-9,3,4,1,-1%,0%,0%,8.8,8.8,8.8,0.1,17.6,7.4,1.9,12.0,3.0
Kyle Seager,4,3B,4000,SEA,HOU,3.98,Morton,0.350,7%,R,L,0.363,5%,0.206,5,5,5,0,-2%,0%,0%,4.4,4.4,4.4,1.7,7.2,8.3,2.1,10.0,2.5
Pete Kozma,,2B/SS,4000,NYY,TB,4.23,Cobb,0.297,-5%,R,R,0.218,-5%,0.023,-13,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Reyes,3,3B/SS,4000,NYM,@PHI,4.35,Eickhoff,0.348,6%,R,S,0.308,-2%,0.113,-8,1,1,0,-1%,-2%,2%,1.8,1.8,1.8,-0.7,4.3,7.8,1.9,0.0,0.0
Stephen Piscotty,1,OF,3900,STL,@WAS,4.09,Roark,0.281,-9%,R,R,0.334,-5%,0.169,-9,4,4,1,1%,-2%,0%,3.8,3.8,3.8,-0.1,7.6,6.6,1.7,10.0,2.6
Nick Castellanos,1,3B,3900,DET,BOS,3.76,Sale,0.282,-8%,L,R,0.327,2%,0.179,9,2,2,0,1%,0%,0%,11.6,11.6,11.6,3.2,20.0,7.3,1.9,5.0,1.3
Aledmys Diaz,5,SS,3900,STL,@WAS,4.09,Roark,0.281,-9%,R,R,0.393,4%,0.237,10,2,2,0,1%,-2%,0%,11.7,11.7,11.7,-2.7,26.0,7.9,2.0,0.0,0.0
Curtis Granderson,7,OF,3900,NYM,@PHI,4.35,Eickhoff,0.348,6%,R,L,0.351,3%,0.208,6,5,4,-1,-2%,-2%,3%,3.6,3.6,3.6,-0.6,7.8,8.0,2.1,3.0,0.8
Adam Duvall,2,1B/OF,3900,CIN,@PIT,3.96,Glasnow,,-1%,R,R,0.332,2%,0.266,6,4,4,0,-8%,-1%,0%,10.3,10.3,10.3,-0.5,21.2,7.2,1.8,16.0,4.1
Brad Miller,4,SS,3900,TB,@NYY,3.77,Pineda,0.312,-2%,R,L,0.335,6%,0.208,18,4,4,1,8%,0%,0%,6.1,6.1,6.1,1.5,10.7,8.5,2.2,0.0,0.0
Lorenzo Cain,0,OF,3900,KC,OAK,4.32,Cotton,,-1%,R,R,0.318,-5%,0.109,-18,3,3,0,2%,-2%,0%,7.0,7.0,7.0,3.4,10.6,7.2,1.8,12.0,3.1
Jackie Bradley Jr.,,OF,3900,BOS,@DET,3.74,Verlander,0.285,-8%,R,L,0.321,2%,0.194,13,x,x,-,0%,0%,0%,9.0,9.0,9.0,3.3,14.7,0.0,0.0,0.0,0.0
Brett Gardner,2,OF,3900,NYY,TB,4.23,Cobb,0.296,-5%,R,L,0.331,2%,0.152,9,1,1,0,2%,0%,0%,9.3,9.3,9.3,0.1,18.6,7.7,2.0,17.0,4.4
Jacoby Ellsbury,0,OF,3800,NYY,TB,4.23,Cobb,0.296,-5%,R,L,0.312,1%,0.122,9,2,2,3,2%,0%,0%,8.0,8.0,8.0,0.6,15.4,7.4,1.9,7.0,1.8
Aaron Judge,,OF,3800,NYY,TB,4.23,Cobb,0.297,-5%,R,R,0.291,-2%,0.203,6,7,7,1,0%,0%,0%,7.4,7.4,7.4,-1.7,16.5,6.6,1.7,17.0,4.5
Khris Davis,4,OF,3800,OAK,@KC,4.18,Kennedy,0.322,0%,R,R,0.345,0%,0.253,-1,4,4,0,3%,-3%,0%,11.1,11.1,11.1,1.6,20.7,8.4,2.2,16.0,4.2
Dustin Pedroia,1,2B,3800,BOS,@DET,3.74,Verlander,0.315,-1%,R,R,0.340,-3%,0.116,-9,1,1,0,-4%,0%,0%,5.2,5.2,5.2,3.7,6.7,7.4,1.9,3.0,0.8
Steven Souza,1,OF,3800,TB,@NYY,3.77,Pineda,0.313,-2%,R,R,0.309,-1%,0.165,-3,5,5,-1,3%,0%,0%,10.4,10.4,10.4,3.2,17.7,7.3,1.9,0.0,0.0
Dustin Garneau,,C,3800,COL,SD,6.56,Cosart,0.318,0%,R,R,0.255,-3%,0.161,3,x,x,-,0%,0%,0%,6.5,6.5,6.5,-0.1,13.1,0.0,0.0,0.0,0.0
Eric Hosmer,,1B,3800,KC,OAK,4.32,Cotton,,1%,R,L,0.349,4%,0.167,12,4,4,0,0%,-3%,0%,4.7,4.7,4.7,-1.0,10.3,7.9,2.1,2.0,0.5
Billy Hamilton,4,OF,3800,CIN,@PIT,3.96,Glasnow,,1%,R,S,0.279,0%,0.078,-9,1,1,0,1%,-1%,0%,8.0,8.0,8.0,4.3,11.7,8.8,2.3,23.0,6.1
Odubel Herrera,3,2B/OF,3800,PHI,NYM,3.65,deGrom,0.284,-8%,R,L,0.350,5%,0.149,17,3,3,0,-2%,-2%,2%,8.8,8.8,8.8,5.6,12.0,7.0,1.8,5.0,1.3
Victor Martinez,3,1B,3800,DET,BOS,3.76,Sale,0.282,-8%,L,S,0.371,6%,0.183,4,4,4,0,0%,0%,0%,4.8,4.8,4.8,1.4,8.2,7.3,1.9,3.0,0.8
Wilson Ramos,,C,3700,TB,@NYY,3.77,Pineda,0.313,-2%,R,R,0.303,-3%,0.140,-6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asdrubal Cabrera,7,SS,3700,NYM,@PHI,4.35,Eickhoff,0.348,6%,R,S,0.325,2%,0.176,7,2,2,0,-2%,-2%,3%,6.3,6.3,6.3,0.5,12.2,8.1,2.2,9.0,2.4
Javier Baez,3,2B/3B,3700,CHC,LAD,4.13,Wood,0.311,-2%,L,R,0.342,9%,0.179,14,8,7,0,0%,-5%,0%,5.3,5.3,5.3,-2.0,12.5,6.8,1.8,2.0,0.5
Jayson Werth,2,OF,3700,WAS,STL,4.41,Wainwright,0.275,-10%,R,R,0.322,-8%,0.144,-19,6,6,0,1%,-2%,0%,9.5,9.5,9.5,2.5,16.5,5.7,1.5,12.0,3.2
Hunter Pence,1,OF,3700,SF,ARI,4.22,Walker,0.319,0%,R,R,0.348,-1%,0.172,-9,3,3,0,-4%,0%,0%,8.5,8.5,8.5,2.0,15.0,7.2,1.9,10.0,2.7
Kevin Kiermaier,3,OF,3700,TB,@NYY,3.77,Pineda,0.312,-2%,R,L,0.332,4%,0.182,9,2,2,0,4%,0%,0%,8.4,8.4,8.4,0.6,16.3,8.6,2.3,0.0,0.0
Andrew Benintendi,1,OF,3700,BOS,@DET,3.74,Verlander,0.285,-8%,R,L,0.416,6%,0.247,15,2,2,0,-12%,0%,0%,8.4,8.4,8.4,1.6,15.2,7.3,2.0,2.0,0.5
David Wright,,3B,3700,NYM,@PHI,4.35,Eickhoff,0.257,-14%,R,R,0.305,-11%,0.117,-21,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Addison Russell,7,2B/SS,3600,CHC,LAD,4.13,Wood,0.311,-2%,L,R,0.297,0%,0.198,16,5,5,0,0%,-5%,0%,8.7,8.7,8.7,1.6,15.7,6.6,1.8,5.0,1.4
Tommy Joseph,,1B,3600,PHI,NYM,3.65,deGrom,0.262,-13%,R,R,0.325,-3%,0.235,3,x,x,-,0%,0%,0%,4.2,4.2,4.2,-1.4,9.8,0.0,0.0,0.0,0.0
Christian Bethancourt,,C,3600,SD,@COL,4.94,Chatwood,0.320,0%,R,R,0.243,-3%,0.103,5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajai Davis,0,OF,3600,OAK,@KC,4.18,Kennedy,0.322,0%,R,R,0.298,-6%,0.120,-15,9,1,-6,5%,-2%,0%,5.0,5.0,5.0,-2.4,12.4,6.7,1.9,8.0,2.2
Jay Bruce,9,OF,3600,NYM,@PHI,4.35,Eickhoff,0.348,6%,R,L,0.326,5%,0.222,8,4,6,2,-2%,-2%,3%,9.5,9.5,9.5,1.4,17.6,8.5,2.4,34.0,9.4
Lucas Duda,6,1B,3600,NYM,@PHI,4.35,Eickhoff,0.348,6%,R,L,0.368,5%,0.246,10,7,7,0,-2%,-2%,3%,8.8,8.8,8.8,3.0,14.5,8.1,2.3,4.0,1.1
Colby Rasmus,,OF,3600,TB,@NYY,3.77,Pineda,0.312,-2%,R,L,0.319,1%,0.213,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Bregman,1,3B,3600,HOU,@SEA,3.52,Paxton,0.288,-7%,L,R,0.314,3%,0.179,7,2,2,0,-10%,0%,0%,4.5,4.5,4.5,-0.1,9.1,7.0,1.9,3.0,0.8
Eduardo Nunez,1,3B/SS,3600,SF,ARI,4.22,Walker,0.319,0%,R,R,0.329,5%,0.131,-8,6,6,0,-3%,0%,0%,9.3,9.3,9.3,1.4,17.2,7.4,2.1,3.0,0.8
Adrian Gonzalez,,1B,3600,LAD,@CHC,3.37,Lester,0.283,-8%,L,L,0.299,-13%,0.123,-34,6,x,-1,-2%,-4%,0%,8.5,8.5,8.5,4.6,12.4,5.3,1.5,0.0,0.0
Willson Contreras,8,C/OF,3600,CHC,LAD,4.13,Wood,0.311,-2%,L,R,0.365,4%,0.189,7,6,6,0,0%,-4%,0%,10.5,10.5,10.5,2.8,18.2,6.7,1.9,3.0,0.8
Buster Posey,0,1B/C,3600,SF,ARI,4.22,Walker,0.319,0%,R,R,0.351,-3%,0.146,-10,4,4,0,-4%,0%,0%,9.0,9.0,9.0,2.0,16.0,7.3,2.0,2.0,0.6
Brandon Belt,5,1B,3600,SF,ARI,4.22,Walker,0.307,-3%,R,L,0.361,1%,0.203,4,2,2,0,-3%,0%,0%,13.1,13.1,13.1,1.7,24.6,7.6,2.1,4.0,1.1
Neil Walker,6,2B,3600,NYM,@PHI,4.35,Eickhoff,0.348,6%,R,S,0.345,2%,0.191,11,6,5,-1,-2%,-2%,3%,3.7,3.7,3.7,-0.1,7.4,7.8,2.2,4.0,1.1
Yasiel Puig,4,OF,3600,LAD,@CHC,3.37,Lester,0.279,-9%,L,R,0.366,0%,0.194,2,5,4,1,6%,-5%,0%,11.6,11.6,11.6,-3.6,26.8,7.7,2.1,2.0,0.6
Michael Taylor,,OF,3600,WAS,STL,4.41,Wainwright,0.275,-10%,R,R,0.267,-4%,0.126,-7,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randal Grichuk,1,OF,3600,STL,@WAS,4.09,Roark,0.281,-9%,R,R,0.339,0%,0.242,1,7,7,0,1%,-2%,0%,6.0,6.0,6.0,-2.6,14.6,6.6,1.8,0.0,0.0
Corey Dickerson,6,OF,3600,TB,@NYY,3.77,Pineda,0.312,-2%,R,L,0.378,6%,0.272,17,1,1,0,10%,0%,0%,10.8,10.8,10.8,5.3,16.3,9.3,2.6,0.0,0.0
Tom Murphy,,C,3600,COL,SD,6.56,Cosart,0.318,0%,R,R,0.505,4%,0.500,19,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Hedges,,C,3600,SD,@COL,4.94,Chatwood,0.320,0%,R,R,0.189,-10%,0.054,-14,x,x,-,0%,0%,0%,1.3,1.3,1.3,0.3,2.4,0.0,0.0,0.0,0.0
Alex Gordon,0,OF,3600,KC,OAK,4.32,Cotton,,1%,R,L,0.333,-2%,0.160,-4,1,1,0,0%,-2%,0%,6.0,6.0,6.0,0.5,11.5,7.4,2.1,0.0,0.0
Didi Gregorius,,SS,3500,NYY,TB,4.23,Cobb,0.296,-5%,R,L,0.308,2%,0.151,15,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Haniger,1,OF,3500,SEA,HOU,3.98,Morton,0.295,-5%,R,R,0.323,1%,0.188,10,2,2,0,-5%,0%,0%,11.4,11.4,11.4,4.3,18.6,6.8,1.9,12.0,3.4
Matt Duffy,,2B/3B,3500,TB,@NYY,3.77,Pineda,0.313,-2%,R,R,0.317,1%,0.125,9,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Harrison,,2B,3500,PIT,CIN,4.54,Finnegan,0.324,1%,L,R,0.359,7%,0.143,8,x,x,-,0%,0%,0%,4.8,4.8,4.8,3.3,6.3,0.0,0.0,0.0,0.0
Pablo Sandoval,,3B,3500,BOS,@DET,3.74,Verlander,0.285,-8%,R,S,0.340,12%,0.150,24,5,6,2,-13%,0%,0%,6.8,6.8,6.8,-2.7,16.3,6.6,1.9,2.0,0.6
Ryan Zimmerman,4,1B/3B,3500,WAS,STL,4.41,Wainwright,0.275,-10%,R,R,0.295,-6%,0.158,-12,5,5,0,0%,-2%,0%,9.6,9.6,9.6,1.3,17.9,6.3,1.8,22.0,6.3
Jose Peraza,2,2B/SS,3500,CIN,@PIT,3.96,Glasnow,,-1%,R,R,0.317,-2%,0.071,-18,2,2,0,0%,-1%,0%,5.0,5.0,5.0,0.2,9.8,7.5,2.1,13.0,3.7
Brandon Moss,,1B/OF,3500,KC,OAK,4.32,Cotton,,1%,R,L,0.329,1%,0.233,10,6,6,0,-1%,-3%,0%,6.0,6.0,6.0,-0.3,12.3,7.1,2.0,2.0,0.6
Logan Morrison,1,1B,3500,TB,@NYY,3.77,Pineda,0.312,-2%,R,L,0.318,4%,0.185,18,6,6,0,10%,0%,0%,7.5,7.5,7.5,-1.3,16.3,7.9,2.3,14.0,4.0
Logan Forsythe,2,2B,3500,LAD,@CHC,3.37,Lester,0.279,-9%,L,R,0.344,7%,0.216,38,1,1,2,4%,-5%,0%,6.7,6.7,6.7,-0.9,14.2,7.6,2.2,8.0,2.3
Starlin Castro,1,2B/SS,3500,NYY,TB,4.23,Cobb,0.297,-5%,R,R,0.314,1%,0.146,5,5,5,1,-2%,0%,0%,5.3,5.3,5.3,0.9,9.8,6.5,1.9,16.0,4.6
A.J. Pollock,6,OF,3500,ARI,@SF,3.78,Moore,0.323,1%,L,R,0.366,2%,0.208,14,1,1,0,-9%,0%,0%,10.3,10.3,10.3,0.9,19.8,8.4,2.4,0.0,0.0
Joc Pederson,,OF,3500,LAD,@CHC,3.37,Lester,0.283,-8%,L,L,0.265,-14%,0.146,-28,8,8,-2,-3%,-4%,0%,7.2,7.2,7.2,-0.5,14.8,5.4,1.5,5.0,1.4
Jorge Soler,,OF,3500,KC,OAK,4.32,Cotton,,-1%,R,R,0.329,0%,0.182,4,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denard Span,0,OF,3500,SF,ARI,4.22,Walker,0.307,-3%,R,L,0.352,9%,0.135,23,1,1,0,-1%,0%,0%,4.3,4.3,4.3,2.3,6.4,7.8,2.2,5.0,1.4
Evan Gattis,2,C,3500,HOU,@SEA,3.52,Paxton,0.288,-7%,L,R,0.340,2%,0.229,-2,6,7,1,-10%,0%,0%,8.8,8.8,8.8,1.5,16.0,6.5,1.9,0.0,0.0
