Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,19,SP,11200,BOS,PIT,60%,3.33,6.5,0.349,18.0%,3.00,28.8%,2.98,3.11,L,0.222,0.282,-3%,6%,0%,0.0,0.0,0.0,0.0,0.0,19.4,1.7,27.4,2.4
Rich Hill,23,SP,10800,LAD,SD,70%,2.90,6.5,0.291,25.3%,3.50,30.3%,3.09,3.18,L,0.272,0.238,2%,1%,0%,0.0,0.0,0.0,0.0,0.0,24.3,2.3,20.3,1.9
Jacob deGrom,18,SP,10600,NYM,ATL,65%,2.90,6.5,0.308,18.7%,,25.7%,3.29,3.16,R,0.284,0.262,2%,3%,0%,0.0,0.0,0.0,0.0,0.0,18.5,1.7,23.7,2.2
Cole Hamels,3,SP,8700,TEX,CLE,48%,4.09,5.5,0.337,17.8%,6.00,24.0%,3.71,3.62,L,0.292,0.299,-3%,5%,0%,0.0,0.0,0.0,0.0,0.0,14.8,1.7,11.3,1.3
Ian Kennedy,0,SP,8600,KC,@MIN,49%,4.30,5.5,0.321,25.4%,7.00,23.4%,3.95,4.22,R,0.330,0.322,0%,3%,0%,0.0,0.0,0.0,0.0,0.0,18.5,2.2,10.4,1.2
Michael Pineda,21,SP,8400,NYY,@TB,54%,3.57,6.5,0.324,23.5%,3.50,25.5%,3.25,3.14,R,0.312,0.313,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,20.4,2.4,6.7,0.8
Tanner Roark,4,SP,8200,WAS,MIA,60%,3.78,4.5,0.302,22.2%,2.00,18.3%,4.26,4.17,R,0.306,0.281,0%,2%,0%,0.0,0.0,0.0,0.0,0.0,16.0,2.0,21.3,2.6
Danny Salazar,6,SP,8100,CLE,@TEX,52%,3.91,6.5,0.334,22.1%,4.00,26.6%,3.59,3.59,R,0.294,0.313,-2%,3%,0%,0.0,0.0,0.0,0.0,0.0,18.6,2.3,16.6,2.0
Jharel Cotton,4,SP,7800,OAK,LAA,48%,4.09,,0.321,18.8%,4.50,,,,R,,,2%,1%,0%,0.0,0.0,0.0,0.0,0.0,14.8,1.9,1.0,0.1
Alex Cobb,0,SP,7600,TB,NYY,46%,3.93,4.5,0.321,20.4%,4.00,,,,R,0.296,0.297,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,13.9,1.8,19.0,2.5
