Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,11,SP,14200,LAD,@SD,68%,2.58,8.5,0.292,23.0%,3.77,32.7%,2.33,2.21,L,0.211,0.230,0%,1%,0%,23.8,25.2,25.2,15.3,35.2,28.6,2.0,31.1,2.2
Lance McCullers Jr.,6,SP,11400,HOU,@LAA,53%,3.63,6.5,0.322,17.8%,3.83,27.2%,3.51,3.25,R,0.297,0.315,2%,2%,0%,18.8,19.9,19.9,8.8,31.0,19.0,1.7,21.4,1.9
Rick Porcello,,SP,11000,BOS,@MIN,56%,4.39,5.5,0.322,23.8%,4.69,21.0%,3.76,3.83,R,0.320,0.306,1%,1%,0%,15.9,16.3,16.3,6.9,25.7,17.7,1.6,25.6,2.3
Marco Estrada,2,SP,10000,TOR,@TB,42%,4.33,5.5,0.323,24.5%,4.30,20.9%,4.40,4.73,R,0.284,0.305,4%,0%,0%,20.8,19.6,19.6,11.4,27.8,18.8,1.9,12.7,1.3
Gerrit Cole,10,SP,9600,PIT,MIL,61%,3.52,,0.298,27.3%,5.10,22.4%,3.61,3.48,R,0.306,0.287,0%,4%,-1%,20.0,16.7,16.7,6.3,27.1,22.2,2.3,27.4,2.9
Julio Teheran,1,SP,8600,ATL,STL,55%,4.03,5,0.315,23.1%,4.07,20.9%,4.16,4.24,R,0.342,0.253,0%,2%,0%,11.1,12.8,12.8,2.6,23.0,16.7,1.9,2.7,0.3
Dylan Bundy,3,SP,8400,BAL,CWS,66%,3.68,,0.306,21.3%,4.22,21.3%,4.22,4.49,R,0.308,0.318,0%,5%,0%,16.5,19.0,19.0,10.3,27.7,17.0,2.0,13.3,1.6
Mike Leake,0,SP,8200,STL,@ATL,45%,4.47,,0.310,20.8%,4.73,16.2%,4.00,3.79,R,0.324,0.295,-1%,3%,0%,21.4,21.4,21.4,14.6,28.3,14.4,1.8,14.8,1.8
Vince Velasquez,0,SP,8100,PHI,WAS,55%,4.27,,0.309,22.3%,6.39,26.5%,3.73,3.88,R,0.332,0.327,2%,4%,0%,12.7,12.7,12.7,8.0,17.3,15.8,2.0,15.6,1.9
Jake Odorizzi,1,SP,7900,TB,TOR,57%,3.67,,0.307,20.6%,3.82,21.3%,4.08,4.24,R,0.282,0.329,1%,0%,0%,12.1,12.1,12.1,3.4,20.8,15.3,1.9,27.9,3.5
Josh Tomlin,1,SP,7700,CLE,@KC,49%,4.30,,0.319,20.0%,2.89,17.7%,4.03,3.97,R,0.279,0.366,-1%,0%,0%,4.7,4.7,4.7,-7.3,16.6,11.7,1.5,17.9,2.3
Jason Vargas,1,SP,7600,KC,CLE,51%,4.20,,0.338,17.1%,4.56,20.2%,3.91,3.92,L,0.321,0.306,-3%,0%,0%,23.3,23.3,23.3,11.8,34.8,12.8,1.7,21.3,2.8
Jesse Hahn,2,SP,7600,OAK,DET,54%,4.05,,0.323,20.7%,4.89,15.3%,4.40,4.21,R,0.324,0.262,3%,1%,-1%,20.2,20.2,20.2,14.7,25.8,13.0,1.7,4.3,0.6
Amir Garrett,6,SP,7100,CIN,SF,55%,4.26,,0.311,19.7%,3.45,,,,L,,,0%,3%,0%,15.2,15.2,15.2,-2.9,33.2,16.0,2.3,12.1,1.7
Jordan Montgomery,0,SP,7000,NYY,@CHC,45%,3.97,,0.322,21.7%,5.07,,,,L,,,3%,4%,2%,14.7,14.7,14.7,14.0,15.5,14.8,2.1,16.8,2.4
Brett Anderson,3,SP,6900,CHC,NYY,55%,3.53,,0.306,25.0%,5.69,14.9%,3.72,3.66,L,0.341,0.322,2%,5%,3%,6.5,6.5,6.5,-6.3,19.4,10.7,1.6,-10.8,-1.6
J.C. Ramirez,1,SP,6800,LAA,HOU,47%,3.87,,0.333,17.4%,4.83,19.2%,3.93,4.15,R,0.311,0.323,3%,4%,0%,19.3,19.3,19.3,8.3,30.3,12.2,1.8,8.9,1.3
Martin Perez,,SP,6700,TEX,@SEA,47%,4.37,,0.337,15.8%,4.90,12.8%,4.92,4.61,L,0.294,0.339,15%,4%,0%,8.2,8.5,8.5,-0.1,17.1,9.0,1.3,14.7,2.2
Robert Gsellman,0,SP,6600,NYM,MIA,56%,3.93,,0.297,20.2%,4.37,22.2%,3.72,3.40,R,0.270,0.341,3%,3%,-3%,5.6,5.6,5.6,-4.5,15.8,12.3,1.9,7.8,1.2
Matt Garza,,SP,6400,MIL,@PIT,39%,4.48,,0.308,19.8%,3.89,15.8%,4.61,4.45,R,0.334,0.312,2%,7%,-1%,17.1,17.1,17.1,8.2,26.0,12.4,1.9,16.9,2.6
