Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jordan Zimmermann,1,SP,6300,DET,@OAK,46%,4.45,,0.316,20.5%,3.71,17.5%,4.27,4.30,R,0.311,0.302,5%,1%,-1%,8.0,8.0,8.0,0.6,15.5,12.9,2.0,9.2,1.5
Chase De Jong,,SP,6200,SEA,TEX,53%,4.13,,0.324,23.6%,4.62,,,,R,,,3%,3%,0%,-10.6,-10.6,-10.6,-10.6,-10.6,12.8,2.1,15.1,2.4
Clayton Richard,3,SP,6100,SD,LAD,32%,3.92,,0.310,24.3%,4.45,13.5%,3.96,3.93,L,0.268,0.361,2%,3%,0%,8.0,11.3,11.3,-2.4,25.1,12.6,2.1,3.5,0.6
Ty Blach,,SP,5800,SF,@CIN,45%,4.74,,0.313,21.2%,4.71,11.5%,5.13,4.84,L,,,-2%,5%,0%,11.5,11.5,11.5,6.9,16.1,11.7,2.0,-16.5,-2.8
A.J. Cole,6,SP,5400,WAS,@PHI,45%,4.73,,0.297,24.0%,4.70,22.6%,4.09,4.74,R,,,4%,4%,0%,0.0,0.0,0.0,0.0,0.0,14.8,2.7,13.5,2.5
Patrick Corbin,,SP,5200,ARI,@COL,45%,6.06,,0.309,22.3%,4.66,19.7%,4.06,3.91,L,0.272,0.351,-17%,1%,0%,19.5,16.5,16.5,6.1,27.0,13.0,2.5,-7.0,-1.3
Nick Tepesch,,SP,5000,MIN,BOS,43%,5.11,,0.326,18.7%,3.82,,,,R,0.339,0.373,-2%,1%,0%,0.0,0.0,0.0,0.0,0.0,10.5,2.1,1.5,0.3
Tyler Anderson,0,SP,5000,COL,ARI,55%,5.44,,0.324,22.1%,5.00,20.0%,4.04,3.85,L,0.312,0.350,-10%,1%,0%,4.3,6.5,6.5,-1.8,14.8,10.9,2.2,31.3,6.3
Dylan Covey,,SP,4500,CWS,@BAL,34%,5.32,,0.322,21.9%,4.37,,,,R,,,-2%,10%,0%,1.6,1.6,1.6,-6.9,10.1,8.9,2.0,-3.6,-0.8
Odrisamer Despaigne,,RP,4400,MIA,@NYM,43%,4.57,,0.306,20.9%,4.93,12.6%,4.65,4.61,R,0.336,0.321,4%,4%,-4%,0.0,0.0,0.0,0.0,0.0,12.7,2.9,6.5,1.5
