"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",6,"SP",13100,"BOS","TB","69%",2.96,9.5,0.323,"24.8%",4.35,"29.7%",2.89,3.02,"L",0.221,0.277,"-2%","1%","1%",33.9,32.4,32.4,26.1,38.6,30.6,2.3,35.4,2.7
"Jon Lester",1,"SP",10700,"CHC","@STL","47%",3.89,5.5,0.314,"23.4%",4.64,"24.7%",3.44,3.31,"L",0.279,0.284,"1%","-1%","0%",14.5,16.1,16.1,7.3,24.9,19.2,1.8,18.8,1.8
"Carlos Martinez",3,"SP",10200,"STL","CHC","53%",3.61,6.5,0.309,"24.3%",4.88,"23.3%",3.69,3.54,"R",0.328,0.266,"1%","-1%","0%",19.6,19.2,19.2,8.6,29.8,19.1,1.9,21.6,2.1
"Chris Tillman",3,"SP",9900,"BAL","@KC","45%",4.74,4,0.316,"19.7%",3.03,"17.9%",4.66,4.57,"R",0.312,0.321,"-4%","0%","0%",19.6,19.6,19.6,19.6,19.6,13.3,1.3,5.8,0.6
"Marcus Stroman",1,"SP",9500,"TOR","SEA","57%",3.87,4.5,0.316,"20.1%",5.09,"19.1%",3.57,3.4,"R",0.301,0.299,"-2%","0%","0%",13.4,15.8,15.8,2.2,29.3,14.5,1.5,21.5,2.3
"Trevor Cahill",19,"SP",9300,"SD","@CWS","56%",4.18,6,0.308,"21.5%",4.03,"23.4%",3.56,3.55,"R",0.341,0.296,"0%","0%","0%",21.5,20.8,20.8,14.3,27.4,17.6,1.9,16.1,1.7
"Tanner Roark",11,"SP",9100,"WAS","PHI","62%",3.66,5,0.297,"24.8%",4.75,"18.5%",4.25,4.15,"R",0.308,0.276,"0%","4%","1%",15.9,16,16,12.1,19.8,17.3,1.9,7.1,0.8
"Taijuan Walker",6,"SP",9000,"ARI","PIT","60%",4.66,NA,0.307,"20.5%",3.54,"21.8%",3.86,4,"R",0.311,0.316,"-2%","-2%","0%",18.4,16.6,16.6,5.6,27.6,15.9,1.8,6.9,0.8
"Julio Teheran",1,"SP",8600,"ATL","@MIA","46%",4.71,4.5,0.317,"22.6%",4.52,"20.7%",4.19,4.27,"R",0.345,0.252,"4%","-1%","0%",7.7,11.4,11.4,1.3,21.5,14.6,1.7,22.5,2.6
"Daniel Norris",2,"SP",8400,"DET","@LAA","44%",4.53,NA,0.327,"19.1%",3.7,"20.3%",4.31,4.38,"L",0.335,0.324,"4%","1%","0%",12.3,11.3,11.3,0.6,22,13.8,1.6,10.8,1.3
