Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jake Arrieta,16,SP,10900,CHC,PHI,68%,2.57,6.5,0.300,23.8%,4.83,25.7%,3.31,3.11,R,0.255,0.247,1%,3%,1%,18.4,18.4,18.4,7.1,29.6,19.5,1.8,21.3,2.0
Carlos Carrasco,14,SP,10700,CLE,@DET,59%,3.61,6.5,0.330,19.8%,5.00,27.5%,3.07,2.97,R,0.294,0.273,2%,3%,0%,24.4,24.4,24.4,17.2,31.7,21.7,2.0,19.9,1.9
Jacob deGrom,13,SP,10400,NYM,@ATL,56%,3.95,6.5,0.305,22.2%,4.54,26.4%,3.24,3.12,R,0.284,0.262,-2%,0%,0%,24.2,24.2,24.2,14.0,34.4,21.3,2.0,7.5,0.7
Marcus Stroman,0,SP,10000,TOR,@NYY,53%,3.87,5,0.305,23.5%,5.38,19.2%,3.54,3.36,R,0.298,0.295,1%,3%,0%,20.1,20.1,20.1,7.9,32.2,20.5,2.1,-4.6,-0.5
Gio Gonzalez,2,SP,8800,WAS,ARI,57%,3.63,5.5,0.312,22.8%,5.22,22.1%,3.91,3.74,L,0.273,0.313,0%,3%,0%,20.7,20.7,20.7,15.0,26.4,18.3,2.1,19.3,2.2
Jeff Samardzija,2,SP,8700,SF,@LAD,39%,4.20,5.5,0.334,21.1%,4.26,19.5%,4.11,4.09,R,0.337,0.283,6%,0%,0%,13.9,13.9,13.9,7.8,20.0,17.1,2.0,38.2,4.4
Julio Urias,8,SP,8500,LAD,SF,61%,3.30,,0.311,18.8%,3.37,24.5%,4.00,3.77,L,,0.316,2%,0%,0%,13.9,13.9,13.9,13.9,13.9,17.9,2.1,8.4,1.0
Robbie Ray,1,SP,8300,ARI,@WAS,42%,4.37,6.5,0.331,22.5%,6.80,25.9%,3.77,3.66,L,0.302,0.345,3%,3%,0%,20.3,20.3,20.3,13.5,27.2,18.3,2.2,26.5,3.2
Jameson Taillon,2,SP,8200,PIT,@CIN,49%,4.30,,0.308,22.4%,4.72,20.1%,3.72,3.51,R,0.300,0.297,-1%,3%,0%,17.3,17.3,17.3,9.7,24.8,17.3,2.1,5.3,0.6
Drew Pomeranz,12,SP,8100,BOS,BAL,56%,4.18,6.5,0.314,21.6%,4.42,25.6%,3.73,3.72,L,0.264,0.291,-2%,3%,0%,18.6,18.6,18.6,12.7,24.6,17.4,2.1,21.8,2.7
Jerad Eickhoff,,SP,8000,PHI,@CHC,32%,3.93,,0.318,23.1%,4.96,21.4%,3.97,4.09,R,0.345,0.254,1%,5%,1%,15.1,15.1,15.1,6.6,23.5,16.5,2.1,10.6,1.3
Ricky Nolasco,,SP,7900,LAA,@SEA,47%,4.11,,0.325,20.2%,4.58,18.1%,4.33,4.36,R,0.335,0.348,3%,0%,0%,13.3,13.3,13.3,9.2,17.5,13.2,1.7,7.8,1.0
Hisashi Iwakuma,0,SP,7700,SEA,LAA,53%,3.89,,0.320,16.7%,3.67,18.5%,4.15,4.10,R,0.303,0.291,3%,0%,0%,7.6,7.6,7.6,-0.8,16.0,10.9,1.4,9.1,1.2
Hector Santiago,,SP,7500,MIN,OAK,54%,4.05,,0.325,22.4%,3.64,19.5%,4.75,5.21,L,0.303,0.323,-1%,3%,0%,16.5,16.5,16.5,11.0,22.0,15.4,2.1,11.3,1.5
Kendall Graveman,,SP,7200,OAK,@MIN,46%,4.45,,0.320,25.5%,4.39,14.6%,4.51,4.34,R,0.320,0.317,-6%,4%,0%,16.8,16.8,16.8,7.1,26.4,13.7,1.9,-3.9,-0.5
Bartolo Colon,,SP,7100,ATL,NYM,43%,4.55,4,0.305,21.1%,4.40,16.6%,4.19,4.06,R,0.310,0.316,0%,1%,0%,11.3,11.3,11.3,-2.4,24.9,13.1,1.8,-7.0,-1.0
CC Sabathia,,SP,7000,NYY,TOR,47%,4.13,4.5,0.324,18.1%,3.69,19.1%,4.26,4.20,L,0.274,0.350,0%,3%,0%,12.1,12.1,12.1,2.1,22.2,13.7,2.0,0.4,0.1
Charlie Morton,11,SP,6900,HOU,TEX,63%,3.63,,0.322,23.2%,4.46,19.2%,3.77,3.71,R,0.342,0.310,1%,0%,-2%,16.1,16.1,16.1,6.7,25.4,17.6,2.6,27.3,4.0
Nate Karns,3,SP,6800,KC,CWS,60%,3.33,,0.306,21.3%,4.12,23.3%,4.05,4.04,R,0.310,0.341,-2%,5%,0%,10.7,10.7,10.7,7.2,14.2,15.9,2.3,30.3,4.5
Blake Snell,,SP,6700,TB,MIA,53%,4.09,,0.333,18.9%,4.42,22.4%,4.82,4.63,L,,0.326,1%,0%,0%,9.8,9.8,9.8,7.5,12.2,14.9,2.2,19.9,3.0
Jered Weaver,1,SP,6600,SD,COL,49%,4.06,,0.309,21.5%,4.58,13.4%,5.14,5.34,R,0.323,0.330,3%,1%,0%,8.7,8.7,8.7,1.1,16.2,11.1,1.7,-3.0,-0.5
Matthew Boyd,0,SP,6500,DET,CLE,41%,4.39,,0.338,17.1%,4.72,18.6%,4.61,4.94,L,0.366,0.353,0%,5%,0%,11.8,11.8,11.8,-0.7,24.3,10.1,1.6,14.4,2.2
Kevin Gausman,,SP,6400,BAL,@BOS,43%,4.82,,0.328,17.4%,3.80,21.6%,3.93,3.95,R,0.302,0.347,-7%,4%,0%,3.0,4.3,4.3,-5.9,14.4,11.4,1.8,-1.0,-0.2
Adam Conley,1,SP,6300,MIA,@TB,47%,4.41,,0.315,24.5%,4.26,20.9%,4.47,4.69,L,0.335,0.316,1%,0%,0%,7.9,7.9,7.9,-8.9,24.8,13.8,2.2,17.2,2.7
Antonio Senzatela,8,SP,6200,COL,@SD,51%,3.94,,0.296,24.1%,3.78,14.3%,4.52,4.49,R,,,12%,1%,0%,15.8,15.8,15.8,7.1,24.5,17.4,2.8,13.3,2.1
Nick Martinez,1,SP,5600,TEX,@HOU,37%,4.87,,0.335,17.1%,4.54,13.1%,5.04,5.16,R,0.344,0.352,9%,0%,-4%,17.6,17.6,17.6,16.4,18.9,11.8,2.1,-7.2,-1.3
Mike Pelfrey,,SP,5200,CWS,@KC,40%,4.17,,0.317,19.1%,2.88,11.2%,4.93,4.77,R,0.355,0.352,-6%,8%,0%,3.3,3.3,3.3,2.2,4.5,10.4,2.0,4.4,0.8
Rookie Davis,,SP,5000,CIN,PIT,51%,4.20,,0.307,19.9%,3.72,,,,R,,,0%,4%,0%,0.2,0.2,0.2,-10.2,10.7,11.1,2.2,14.4,2.9
