Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,19,SP,13400,LAD,STL,69%,2.76,7,0.325,21.1%,4.54,32.1%,2.38,2.26,L,0.218,0.231,2%,0%,0%,23.6,25.5,25.5,17.0,34.0,26.0,1.9,36.5,2.7
Jon Lester,4,SP,11100,CHC,SF,61%,3.08,,0.310,20.2%,3.42,24.9%,3.44,3.30,L,0.278,0.285,1%,1%,0%,17.2,16.5,16.5,8.9,24.2,18.8,1.7,42.4,3.8
Johnny Cueto,,SP,10400,SF,@CHC,39%,3.92,5.5,0.324,22.9%,5.07,21.4%,3.74,3.63,R,0.272,0.283,1%,2%,0%,18.5,16.0,16.0,6.2,25.8,18.4,1.8,17.9,1.7
Lance McCullers Jr.,14,SP,10200,HOU,DET,67%,3.62,7,0.323,21.4%,4.90,27.3%,3.44,3.16,R,0.288,0.312,1%,0%,0%,20.1,21.0,21.0,11.7,30.3,20.2,2.0,22.9,2.2
Carlos Carrasco,8,SP,9900,CLE,@CIN,63%,3.87,6.5,0.310,21.5%,5.07,27.4%,3.06,2.95,R,0.290,0.272,2%,1%,0%,22.9,22.3,22.3,12.8,31.9,20.1,2.0,11.7,1.2
Matt Shoemaker,6,SP,9200,LAA,@TB,49%,4.29,6.5,0.322,24.9%,4.70,21.1%,3.97,4.12,R,0.309,0.312,1%,0%,0%,17.7,14.9,14.9,4.4,25.5,18.0,2.0,24.6,2.7
Danny Duffy,,SP,8800,KC,@NYY,44%,4.53,5.5,0.324,20.1%,5.66,21.3%,4.09,4.23,L,0.225,0.324,1%,2%,0%,12.0,16.5,16.5,3.2,29.8,14.8,1.7,24.4,2.8
Rick Porcello,5,SP,8500,BOS,TEX,64%,4.00,6,0.325,22.2%,4.78,21.2%,3.73,3.81,R,0.317,0.311,-3%,1%,0%,19.2,16.6,16.6,8.2,25.0,17.4,2.0,11.8,1.4
Ervin Santana,,SP,8100,MIN,@BAL,46%,4.96,5,0.333,22.0%,4.69,19.3%,4.37,4.32,R,0.307,0.290,1%,3%,0%,17.5,21.5,21.5,9.5,33.4,15.6,1.9,38.9,4.8
Alex Cobb,1,SP,7900,TB,LAA,51%,4.21,4.5,0.317,20.1%,4.17,15.1%,4.48,4.30,R,0.303,0.295,2%,0%,0%,16.3,14.3,14.3,6.2,22.5,15.3,1.9,12.5,1.6
