Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
David Price,3,SP,12300,BOS,@LAA,55%,3.78,6,0.320,16.8%,4.07,24.4%,3.53,3.50,L,0.292,0.290,6%,-1%,0%,23.8,18.1,18.1,7.1,29.1,18.8,1.5,4.7,0.4
Jon Lester,1,SP,12200,CHC,STL,60%,3.77,5.5,0.322,23.7%,4.49,24.7%,3.51,3.35,L,0.268,0.296,1%,-2%,0%,12.7,16.2,16.2,3.6,28.8,17.9,1.5,35.6,2.9
Rich Hill,8,SP,11700,LAD,ATL,70%,3.29,6,0.302,22.9%,4.64,29.7%,3.37,3.53,L,0.284,0.245,3%,-1%,-1%,28.3,17.5,17.5,5.1,29.9,21.1,1.8,24.9,2.1
Chris Archer,10,SP,11100,TB,TEX,62%,3.68,7.5,0.331,21.7%,4.88,28.4%,3.35,3.26,R,0.290,0.290,1%,0%,0%,16.6,20.7,20.7,11.8,29.7,21.1,1.9,32.8,3.0
Masahiro Tanaka,4,SP,9400,NYY,@SEA,56%,3.99,5.5,0.335,20.8%,4.76,22.0%,3.63,3.53,R,0.294,0.299,5%,-2%,0%,22.0,15.0,15.0,0.6,29.4,17.4,1.9,12.7,1.4
Adam Wainwright,1,SP,9200,STL,@CHC,40%,4.73,5,0.321,22.1%,4.71,19.3%,4.25,3.99,R,0.323,0.314,1%,-3%,0%,20.3,13.1,13.1,-0.5,26.6,14.3,1.6,16.9,1.8
Marcus Stroman,,SP,9000,TOR,@CLE,48%,4.57,5,0.326,18.4%,4.70,19.6%,3.63,3.44,R,0.298,0.309,-4%,-2%,1%,17.3,17.4,17.4,6.9,28.0,13.3,1.5,23.3,2.6
Jason Vargas,1,SP,8000,KC,CWS,62%,4.76,,0.323,19.9%,4.45,17.7%,4.63,4.78,L,0.318,0.291,-2%,-5%,0%,9.2,17.1,17.1,5.7,28.4,12.0,1.5,6.5,0.8
Collin McHugh,0,SP,7500,HOU,@BAL,53%,5.56,,0.341,22.2%,4.60,21.0%,3.97,4.00,R,0.302,0.329,-2%,-2%,-1%,0.0,0.0,0.0,0.0,0.0,12.9,1.7,6.3,0.8
Julio Teheran,1,SP,7400,ATL,@LAD,30%,5.21,4.5,0.326,24.6%,5.12,20.1%,4.32,4.39,R,0.338,0.263,9%,-2%,-2%,13.3,11.9,11.9,0.7,23.2,14.8,2.0,12.3,1.7
Matt Moore,2,SP,7200,SF,SD,52%,4.15,,0.296,27.0%,3.68,19.4%,4.61,4.79,L,0.355,0.327,1%,-1%,0%,9.7,9.5,9.5,-2.1,21.2,19.3,2.7,15.3,2.1
Danny Salazar,4,SP,7100,CLE,TOR,52%,4.43,,0.329,20.1%,4.17,27.2%,3.61,3.59,R,0.312,0.304,-2%,-1%,0%,11.3,16.1,16.1,8.0,24.1,17.4,2.5,31.1,4.4
