Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Corey Kluber,21,SP,10800,CLE,@CWS,60%,3.13,6.5,0.315,20.1%,3.50,26.8%,3.26,3.30,R,0.310,0.255,3%,3%,0%,13.2,13.2,13.2,10.1,16.3,21.1,2.0,44.3,4.1
Jon Lester,8,SP,10600,CHC,@CIN,62%,3.70,,0.299,20.5%,4.73,24.9%,3.40,3.28,L,0.283,0.278,-1%,2%,0%,19.5,19.5,19.5,16.9,22.1,19.5,1.8,4.2,0.4
Justin Verlander,15,SP,10300,DET,@MIN,56%,3.95,,0.323,26.3%,4.14,25.4%,3.61,3.92,R,0.289,0.312,-1%,2%,0%,14.0,14.0,14.0,-5.7,33.7,22.8,2.2,5.9,0.6
Cole Hamels,4,SP,9300,TEX,KC,57%,3.88,5,0.322,18.7%,2.93,23.6%,3.75,3.68,L,0.290,0.300,-3%,1%,0%,11.2,11.2,11.2,3.9,18.4,14.9,1.6,22.4,2.4
Johnny Cueto,0,SP,8100,SF,@COL,54%,4.56,5.5,0.315,22.0%,3.38,21.5%,3.71,3.61,R,0.268,0.282,-17%,8%,1%,18.8,18.8,18.8,12.8,24.8,16.1,2.0,-4.8,-0.6
Tanner Roark,2,SP,8000,WAS,@NYM,47%,3.61,,0.298,20.9%,4.53,18.2%,4.22,4.15,R,0.303,0.279,5%,4%,0%,15.9,15.9,15.9,10.8,21.0,16.1,2.0,13.0,1.6
Taijuan Walker,0,SP,7900,ARI,LAD,43%,5.09,,0.333,22.0%,4.31,21.6%,3.89,4.03,R,0.306,0.321,-3%,-1%,0%,16.1,16.1,16.1,6.3,25.8,13.7,1.7,11.9,1.5
Matt Harvey,2,SP,7900,NYM,WAS,53%,3.39,,0.323,21.2%,5.50,22.7%,3.58,3.50,R,0.275,0.267,2%,3%,0%,19.5,19.5,19.5,16.6,22.4,17.0,2.2,9.6,1.2
Sean Manaea,4,SP,7800,OAK,SEA,52%,3.91,,0.340,15.8%,4.31,21.7%,3.97,3.94,L,0.235,0.315,3%,1%,0%,14.7,14.7,14.7,9.5,19.9,12.5,1.6,18.7,2.4
Jose Quintana,1,SP,7700,CWS,CLE,40%,3.87,,0.341,17.0%,4.93,20.9%,3.88,3.84,L,0.297,0.308,1%,5%,0%,7.9,7.9,7.9,-3.6,19.3,14.5,1.9,14.7,1.9
Hisashi Iwakuma,1,SP,7500,SEA,@OAK,48%,4.09,,0.322,20.2%,3.93,18.7%,4.10,4.04,R,0.301,0.292,3%,1%,-1%,5.3,5.3,5.3,-4.7,15.2,12.5,1.7,6.6,0.9
CC Sabathia,2,SP,7400,NYY,@PIT,50%,3.75,4.5,0.327,20.0%,3.27,19.1%,4.24,4.16,L,0.275,0.345,2%,3%,-1%,17.8,17.8,17.8,8.7,26.8,14.2,1.9,3.8,0.5
Jeremy Hellickson,2,SP,7300,PHI,ATL,50%,4.02,4.5,0.310,21.1%,3.93,19.0%,4.20,4.13,R,0.320,0.324,2%,3%,0%,13.8,13.8,13.8,10.6,16.9,14.3,2.0,23.4,3.2
Mike Fiers,1,SP,7200,HOU,@TB,52%,4.16,,0.322,23.9%,4.50,21.0%,4.07,4.08,R,0.303,0.327,2%,0%,0%,8.8,8.8,8.8,3.2,14.3,15.6,2.2,10.4,1.4
