Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,19,SP,13800,LAD,COL,69%,2.54,9,0.295,22.4%,3.43,32.7%,2.31,2.19,L,0.213,0.229,1%,1%,0%,26.3,26.3,26.3,14.5,38.2,27.7,2.0,32.1,2.3
Madison Bumgarner,7,SP,11700,SF,@KC,54%,3.81,6.5,0.324,16.3%,3.17,27.3%,3.16,3.27,L,0.226,0.284,-4%,1%,0%,22.9,22.9,22.9,18.2,27.5,17.8,1.5,14.7,1.3
Rick Porcello,1,SP,10900,BOS,@TOR,52%,4.15,5.5,0.324,18.6%,2.83,20.9%,3.75,3.82,R,0.321,0.308,0%,4%,0%,10.7,10.7,10.7,-0.5,21.9,15.3,1.4,21.6,2.0
Felix Hernandez,6,SP,10400,SEA,MIA,57%,3.67,5.5,0.311,18.8%,4.62,21.1%,3.87,3.76,R,0.282,0.291,2%,0%,0%,15.3,15.3,15.3,13.7,17.0,16.2,1.6,11.9,1.1
Kyle Hendricks,7,SP,10200,CHC,MIL,65%,2.91,5.5,0.285,26.7%,4.64,22.6%,3.55,3.44,R,0.302,0.255,1%,2%,1%,12.2,12.2,12.2,4.1,20.3,19.7,1.9,6.5,0.6
Dallas Keuchel,7,SP,9900,HOU,LAA,62%,3.70,4.5,0.324,19.2%,3.57,22.2%,3.24,3.09,L,0.258,0.294,1%,0%,-2%,24.3,24.3,24.3,20.2,28.4,16.6,1.7,26.4,2.7
Chris Archer,14,SP,9700,TB,DET,64%,3.18,6.5,0.314,17.1%,4.50,27.9%,3.30,3.21,R,0.294,0.296,1%,0%,0%,21.8,21.8,21.8,19.4,24.1,18.6,1.9,15.8,1.6
Vincent Velasquez,3,SP,9400,PHI,@NYM,44%,3.75,,0.314,21.3%,4.69,27.5%,3.61,3.79,R,0.331,0.327,2%,3%,-2%,12.7,12.7,12.7,7.8,17.6,18.6,2.0,6.7,0.7
Masahiro Tanaka,9,SP,9000,NYY,CWS,68%,2.97,5,0.299,22.1%,3.67,21.4%,3.65,3.53,R,0.291,0.287,0%,4%,0%,7.3,7.3,7.3,-3.9,18.5,18.4,2.0,25.0,2.8
Gerrit Cole,6,SP,8900,PIT,@STL,46%,4.19,4.5,0.306,21.0%,3.38,22.0%,3.64,3.51,R,0.308,0.289,1%,-1%,0%,9.8,9.8,9.8,0.3,19.2,16.7,1.9,20.7,2.3
Zack Greinke,11,SP,8700,ARI,@SD,54%,3.35,6,0.295,22.5%,3.21,22.0%,3.65,3.55,R,0.287,0.276,5%,1%,0%,13.0,13.0,13.0,0.7,25.4,18.5,2.1,26.9,3.1
Julio Teheran,2,SP,8500,ATL,WAS,49%,4.06,,0.329,20.3%,5.00,21.1%,4.10,4.17,R,0.340,0.254,0%,1%,0%,19.4,19.4,19.4,17.5,21.4,15.3,1.8,-5.0,-0.6
Edinson Volquez,0,SP,8300,MIA,@SEA,42%,4.33,4,0.325,20.3%,4.21,17.6%,4.50,4.37,R,0.334,0.309,3%,0%,0%,15.3,15.3,15.3,10.7,20.0,13.4,1.6,-0.7,-0.1
Francisco Liriano,1,SP,8000,TOR,BOS,48%,4.35,5,0.329,18.6%,4.38,25.0%,3.87,3.66,L,0.270,0.304,-2%,3%,0%,7.7,7.7,7.7,-19.4,34.7,14.7,1.8,25.0,3.1
Joe Ross,1,SP,7400,WAS,@ATL,51%,3.94,,0.302,20.3%,4.17,21.3%,3.89,3.76,R,0.354,0.240,0%,1%,0%,0.0,0.0,0.0,0.0,0.0,14.9,2.0,23.6,3.2
Michael Wacha,5,SP,7200,STL,PIT,54%,3.81,5,0.304,19.8%,3.62,19.8%,4.12,3.93,R,0.275,0.329,1%,-1%,-1%,21.0,21.0,21.0,15.2,26.8,14.5,2.0,19.4,2.7
Tyler Anderson,1,SP,7000,COL,@LAD,31%,3.96,,0.318,23.7%,4.43,20.4%,3.93,3.72,L,0.304,0.338,15%,1%,0%,6.2,6.2,6.2,-3.5,15.9,16.9,2.4,13.1,1.9
Martin Perez,,SP,7000,TEX,@OAK,47%,4.39,,0.325,20.4%,3.54,13.0%,4.83,4.54,L,0.287,0.339,10%,0%,-1%,14.7,14.7,14.7,7.7,21.6,12.2,1.7,-0.5,-0.1
