"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Corey Kluber",5,"SP",12600,"CLE","MIN","72%",3.55,8,0.309,"23.2%",4.64,"27.5%",3.22,3.24,"R",0.304,0.253,"-2%","-1%","0%",27.1,24.6,24.6,9.1,40.1,24.4,1.9,38.8,3.1
"Clayton Kershaw",11,"SP",12500,"LAD","COL","70%",2.71,8,0.319,"23.6%",5.27,"32.1%",2.48,2.34,"L",0.225,0.231,"2%","0%","-1%",23.8,25.7,25.7,15.7,35.6,26.1,2.1,30.5,2.4
"Robbie Ray",7,"SP",12300,"ARI","PHI","69%",3.71,7.5,0.321,"20.0%",3.87,"26.9%",3.75,3.67,"L",0.3,0.323,"-2%","0%","0%",33.7,24.1,24.1,10.8,37.3,21.8,1.8,17.6,1.4
"Jacob deGrom",7,"SP",11400,"NYM","@SF","51%",3.71,6,0.317,"18.8%",3.8,"26.2%",3.39,3.24,"R",0.29,0.268,"0%","0%","0%",17.7,20.7,20.7,6.2,35.1,20.2,1.8,31,2.7
"Lance McCullers Jr.",3,"SP",10800,"HOU","@SEA","57%",4.31,6,0.331,"18.1%",4.87,"27.4%",3.47,3.17,"R",0.279,0.306,"3%","-2%","0%",21.9,21.5,21.5,13.4,29.6,16.9,1.6,26.9,2.5
"Jon Lester",3,"SP",10200,"CHC","@MIA","60%",3.99,6,0.318,"22.0%",4.68,"24.9%",3.49,3.35,"L",0.273,0.291,"2%","0%","1%",13.9,17.4,17.4,5.5,29.2,18.5,1.8,18.8,1.8
"Jacob Faria",6,"SP",8900,"TB","BAL","61%",3.93,NA,0.333,"21.7%",4.49,"",NA,NA,"R",NA,NA,"1%","0%","0%",27.6,27.6,27.6,23.4,31.8,17.6,2,16.7,1.9
"Johnny Cueto",3,"SP",8600,"SF","NYM","49%",3.79,5.5,0.31,"20.8%",4.75,"21.6%",3.77,3.64,"R",0.279,0.297,"1%","0%","0%",15.7,16,16,7.2,24.8,17,2,14.9,1.7
"Jason Vargas",1,"SP",8300,"KC","TOR","50%",4.52,NA,0.344,"18.1%",4.31,"18.2%",4.51,4.67,"L",0.322,0.267,"-2%","0%","0%",18.9,19.5,19.5,9.2,29.8,12.7,1.5,14.9,1.8
"Gerrit Cole",3,"SP",8000,"PIT","@STL","47%",4.38,5.5,0.312,"25.8%",4.34,"21.8%",3.75,3.59,"R",0.32,0.284,"1%","1%","0%",10.8,14.5,14.5,3.6,25.3,19,2.4,21.3,2.7
