Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,23,SP,13400,BOS,@CWS,61%,3.30,9.5,0.322,20.9%,4.59,29.9%,2.88,3.01,L,0.226,0.275,3%,0%,0%,29.4,31.2,31.2,24.9,37.4,26.5,2.0,16.1,1.2
Justin Verlander,10,SP,10700,DET,@KC,56%,4.22,5.5,0.320,20.2%,3.37,25.2%,3.72,4.03,R,0.287,0.314,-2%,0%,0%,15.0,15.0,15.0,3.1,27.0,19.7,1.8,19.6,1.8
Luis Severino,9,SP,10200,NYY,@BAL,60%,3.78,6,0.332,23.3%,4.44,22.9%,3.74,3.64,R,0.307,0.332,0%,1%,0%,16.0,20.5,20.5,6.7,34.3,18.4,1.8,29.0,2.8
Robbie Ray,12,SP,9600,ARI,@PIT,46%,4.43,6.5,0.331,18.9%,3.98,26.1%,3.78,3.68,L,0.306,0.345,3%,0%,0%,20.6,20.5,20.5,9.4,31.5,18.4,1.9,46.9,4.9
Kenta Maeda,5,SP,8900,LAD,@STL,53%,3.87,5,0.318,21.5%,4.32,24.9%,3.67,3.69,R,0.321,0.259,-1%,0%,0%,18.0,15.0,15.0,5.9,24.1,16.9,1.9,2.8,0.3
Jose Quintana,2,SP,8700,CWS,BOS,39%,4.20,5.5,0.336,19.2%,4.71,21.1%,3.90,3.87,L,0.297,0.307,1%,1%,0%,16.4,15.2,15.2,2.4,27.9,16.1,1.9,-2.2,-0.3
Jeff Samardzija,12,SP,8600,SF,WAS,53%,3.61,6.5,0.317,22.1%,5.59,20.1%,4.01,3.99,R,0.336,0.283,1%,1%,0%,25.9,19.9,19.9,10.4,29.4,19.8,2.3,7.6,0.9
Gio Gonzalez,5,SP,8200,WAS,@SF,47%,3.89,5,0.306,20.2%,3.44,22.0%,3.99,3.82,L,0.274,0.315,1%,1%,0%,12.9,16.8,16.8,8.4,25.2,16.1,2.0,19.1,2.3
J.A. Happ,1,SP,8200,TOR,CIN,65%,4.18,,0.332,18.0%,5.10,21.1%,3.98,3.88,L,0.325,0.307,-2%,0%,0%,16.4,16.4,16.4,9.1,23.7,12.4,1.5,7.4,0.9
Vince Velasquez,7,SP,8100,PHI,@MIA,47%,4.38,,0.316,21.1%,4.35,26.3%,3.74,3.88,R,0.332,0.324,2%,-1%,1%,14.4,13.1,13.1,9.0,17.2,17.0,2.1,3.3,0.4
Tyler Anderson,0,SP,8000,COL,SEA,57%,5.01,,0.310,20.3%,4.25,21.3%,3.88,3.66,L,0.296,0.352,-8%,0%,0%,18.6,13.5,13.5,2.1,24.9,14.3,1.8,-2.5,-0.3
Matt Andriese,1,SP,7600,TB,@TEX,51%,4.95,,0.329,21.8%,4.65,20.0%,3.98,4.03,R,0.304,0.315,-7%,0%,0%,20.4,16.7,16.7,8.4,25.0,14.9,2.0,5.7,0.8
Jose Berrios,4,SP,7300,MIN,HOU,51%,4.47,,0.339,17.4%,4.94,17.2%,5.29,5.63,R,0.344,0.368,-1%,4%,0%,29.3,29.3,29.3,19.7,38.8,13.8,1.9,7.3,1.0
Zach Davies,,SP,7100,MIL,@NYM,44%,4.78,,0.315,21.8%,5.12,19.1%,4.22,4.09,R,0.320,0.328,7%,3%,-3%,11.3,10.0,10.0,1.0,19.1,13.3,1.9,4.5,0.6
Michael Wacha,3,SP,6900,STL,LAD,47%,4.13,5.5,0.308,24.6%,5.02,19.9%,4.11,3.91,R,0.280,0.323,1%,0%,0%,13.2,15.9,15.9,8.9,23.0,16.1,2.3,4.0,0.6
Chris Tillman,,SP,6700,BAL,NYY,40%,4.72,4,0.332,20.7%,5.40,17.9%,4.66,4.57,R,0.312,0.322,0%,3%,0%,9.7,9.7,9.7,2.3,17.1,9.8,1.5,-3.6,-0.5
Ivan Nova,3,SP,6400,PIT,ARI,54%,4.07,,0.315,24.8%,4.96,17.0%,4.04,3.97,R,0.343,0.311,1%,0%,0%,10.5,16.8,16.8,5.5,28.1,16.1,2.5,11.6,1.8
Dinelson Lamet,12,SP,6100,SD,CHC,44%,4.55,,0.319,22.1%,4.80,,,,R,,,1%,1%,0%,26.3,26.3,26.3,26.3,26.3,17.9,2.9,23.1,3.8
Bartolo Colon,1,SP,6000,ATL,@LAA,47%,4.39,3.5,0.308,17.9%,4.02,16.4%,4.23,4.12,R,0.314,0.316,5%,2%,0%,1.2,6.2,6.2,-6.4,18.8,10.7,1.8,2.0,0.3
Mike Fiers,2,SP,5700,HOU,@MIN,49%,4.53,,0.320,22.0%,4.57,21.1%,4.08,4.10,R,0.304,0.338,-5%,4%,0%,10.2,9.5,9.5,3.9,15.1,13.0,2.3,24.7,4.3
Ariel Miranda,,SP,5500,SEA,@COL,42%,5.99,,0.314,23.2%,5.13,20.0%,4.49,4.80,L,,0.310,-27%,-1%,0%,14.9,14.3,14.3,1.8,26.9,10.1,1.8,9.1,1.7
Eddie Butler,5,SP,5400,CHC,@SD,56%,3.95,,0.293,24.5%,3.40,14.0%,4.98,4.85,R,0.428,0.370,2%,2%,0%,13.4,13.4,13.4,3.0,23.7,12.7,2.4,3.3,0.6
Nick Martinez,,SP,5300,TEX,TB,49%,5.05,,0.320,24.4%,4.58,12.5%,5.10,5.21,R,0.348,0.356,-4%,0%,0%,6.2,9.5,9.5,-0.1,19.1,10.3,1.9,2.5,0.5
Justin Nicolino,,SP,4900,MIA,PHI,53%,4.12,,0.305,23.3%,4.17,9.6%,5.33,5.13,L,0.305,0.342,3%,-2%,2%,7.3,7.3,7.3,-3.6,18.1,11.2,2.3,8.8,1.8
Asher Wojciechowski,,SP,4500,CIN,@TOR,35%,5.82,,0.339,20.6%,4.18,,,,R,,,-3%,0%,0%,0.0,0.0,0.0,0.0,0.0,14.3,3.2,3.4,0.8
Eric Skoglund,0,SP,4200,KC,DET,44%,4.78,,NaN,NaN%,4.58,,,,,,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.0,2.9,28.0,6.7
Tyler Pill,0,RP,4200,NYM,MIL,56%,4.22,,0.300,26.4%,5.14,,,,R,,,4%,4%,-3%,0.0,0.0,0.0,0.0,0.0,11.7,2.8,13.5,3.2
