"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Gerardo Parra",5,"OF",5000,"COL","PHI",5.53,"Nola",0.316,"-1%","R","L",0.335,"8%",0.174,"30%","2","4","2","11%","0%","0%",8.8,9.2,9.2,1.7,16.6,9.7,1.9,0,0
"Aaron Judge",1,"OF",4900,"NYY","@CLE",3.73,"Carrasco",0.284,"-8%","R","R",0.408,"1%",0.302,"2%","4","3","-1","4%","2%","0%",6.1,10.7,11,1.6,20.5,8.9,1.8,22,4.5
"Dexter Fowler",NA,"OF",4900,"STL","@CIN",4.51,"Bailey",0.362,"10%","R","S",0.341,"-3%",0.181,"7%","x","x","-","0%","0%","0%",5.1,7.9,7.9,0.2,15.5,0,0,0,0
"Leury Garcia",4,"OF",4900,"CWS","@BOS",4.27,"Fister",0.354,"7%","R","S",0.339,"7%",0.201,"27%","1","1","2","11%","2%","0%",6.9,7.7,7.7,1.2,14.2,10,2,3,0.6
"Brian Dozier",2,"2B",4900,"MIN","TEX",5.61,"Martinez",0.36,"9%","R","R",0.331,"-5%",0.221,"-4%","1","1","0","2%","1%","0%",7.6,8.7,8.6,1.5,15.8,9.7,2,16,3.3
"Chris Taylor",3,"2B/OF",4900,"LAD","@NYM",5.07,"Matz",0.315,"-1%","L","R",0.35,"3%",0.16,"2%","1","1","0","-4%","-1%","0%",11.6,9.9,9.8,1,18.7,8.1,1.7,10,2
"Dee Gordon",1,"2B",4900,"MIA","@ATL",4.64,"Sims",NA,"1%","R","L",0.316,"1%",0.078,"5%","x","x","-","0%","0%","0%",11.3,9.2,8.8,1.5,16,0,0,0,0
"Tim Beckham",2,"SS",4900,"BAL","DET",5.73,"Sanchez",0.372,"11%","R","R",0.317,"-1%",0.189,"2%","6","6","0","0%","1%","0%",10.6,7.7,7.2,-0.3,14.8,7.7,1.6,7,1.4
"Javier Baez",1,"2B/SS",4900,"CHC","WAS",5.51,"Fedde",NA,"-1%","R","R",0.298,"-5%",0.156,"-11%","8","8","0","1%","2%","0%",8.8,7.7,7.7,-0.6,15.9,6.9,1.4,9,1.8
"Joey Gallo",2,"1B/3B",4900,"TEX","@MIN",4.89,"Berrios",0.337,"4%","R","L",0.344,"2%",0.305,"3%","7","7","1","-3%","1%","0%",9.1,8.3,8.3,-0.5,17.1,8.4,1.7,16,3.3
"Marcell Ozuna",NA,"OF",4900,"MIA","@ATL",4.64,"Sims",NA,"-1%","R","R",0.329,"-2%",0.178,"-3%","4","4","0","3%","2%","0%",10.7,9.2,9.2,0.2,18.2,9,1.8,18,3.7
"Mitch Moreland",3,"1B",4900,"BOS","CWS",6.23,"Pelfrey",0.372,"11%","R","L",0.332,"3%",0.205,"9%","7","7","0","3%","2%","0%",7.9,6.7,7,0.3,13.7,8.9,1.8,0,0
"Melky Cabrera",1,"OF",4900,"KC","SEA",4.63,"Gonzales",NA,"2%","L","S",0.313,"-3%",0.139,"1%","4","4","-1","2%","-1%","0%",4.9,7.9,7.5,0.4,14.5,7.2,1.5,7,1.4
"Alex Presley",NA,"OF",4900,"DET","@BAL",4.77,"Jimenez",0.354,"7%","R","L",0.285,"-1%",0.098,"2%","x","x","-","0%","0%","0%",7.2,7.2,7.2,0.3,14,0,0,0,0
"Jose Abreu",NA,"1B",4800,"CWS","@BOS",4.27,"Fister",0.302,"-4%","R","R",0.358,"-2%",0.202,"-4%","3","3","0","9%","3%","0%",9.6,8.9,8.6,1.2,16.1,9,1.9,0,0
"Logan Morrison",1,"1B",4800,"TB","MIL",4.2,"Nelson",0.344,"5%","R","L",0.342,"5%",0.23,"20%","4","4","0","1%","0%","0%",6.8,9.2,8.9,0.7,17,8.8,1.8,5,1
"Cameron Rupp",NA,"C",4800,"PHI","@COL",5.47,"Hoffman",0.372,"6%","R","R",0.287,"-7%",0.159,"-10%","8","x","0","27%","0%","0%",9,6.3,6.3,-0.8,13.4,7.8,1.6,17,3.5
"Kurt Suzuki",NA,"C",4800,"ATL","MIA",4.86,"Urena",0.321,"0%","R","R",0.286,"-6%",0.115,"-10%","x","x","-","0%","0%","0%",11.2,8.6,8.6,-0.2,17.4,0,0,0,0
"Steven Souza Jr.",NA,"OF",4800,"TB","MIL",4.2,"Nelson",0.3,"-4%","R","R",0.342,"2%",0.213,"9%","5","5","-1","-4%","0%","0%",10.2,8.9,9.1,0.6,17.7,7.1,1.5,17,3.5
"Jose Ramirez",NA,"2B/3B",4800,"CLE","NYY",3.77,"Severino",0.299,"-5%","R","S",0.326,"1%",0.142,"5%","4","5","0","4%","2%","0%",9,9.5,9.5,0.5,18.5,8.6,1.8,0,0
"Joey Votto",4,"1B",4800,"CIN","STL",4.49,"Wainwright",0.321,"0%","R","L",0.424,"3%",0.247,"5%","3","3","0","2%","1%","-2%",11.1,9.6,9.8,2.8,16.9,9.6,2,20,4.2
"Daniel Murphy",NA,"2B",4800,"WAS","@CHC",3.99,"Lester",0.266,"-12%","L","L",0.317,"-12%",0.119,"-37%","5","5","0","-3%","2%","0%",7.5,10.1,9.8,1.1,18.6,6.3,1.3,14,2.9
"Nelson Cruz",4,"OF",4800,"SEA","@KC",4.37,"Duffy",0.331,"2%","L","R",0.41,"7%",0.274,"8%","4","4","0","4%","-1%","0%",7.8,8.8,8.7,1.1,16.3,10.5,2.2,35,7.3
"Ian Desmond",NA,"1B/OF",4800,"COL","PHI",5.53,"Nola",0.282,"-8%","R","R",0.307,"-4%",0.143,"-4%","x","x","-","0%","0%","0%",8.9,7.7,7.7,0.8,14.6,0,0,0,0
"Lorenzo Cain",3,"OF",4700,"KC","SEA",4.63,"Gonzales",NA,"2%","L","R",0.357,"6%",0.177,"23%","2","2","0","2%","-1%","0%",10.8,8.2,8,0.7,15.4,8.9,1.9,17,3.6
"Carlos Correa",NA,"SS",4700,"HOU","TOR",4.51,"Stroman",0.31,"-2%","R","R",0.368,"0%",0.21,"-1%","x","x","-","0%","0%","0%",13.9,10.3,10.1,1.7,18.5,0,0,0,0
"Yadier Molina",2,"C",4700,"STL","@CIN",4.51,"Bailey",0.375,"10%","R","R",0.314,"-2%",0.112,"-7%","5","5","0","2%","1%","-2%",9.7,7.4,7.2,0.6,13.8,7.4,1.6,10,2.1
"Billy Hamilton",1,"OF",4700,"CIN","STL",4.49,"Wainwright",0.321,"0%","R","S",0.284,"2%",0.07,"-12%","1","1","0","-1%","1%","-1%",6.6,9.1,8.7,1.1,16.3,8.3,1.8,5,1.1
"Christian Vazquez",NA,"C",4700,"BOS","CWS",6.23,"Pelfrey",0.325,"1%","R","R",0.275,"-2%",0.082,"-10%","x","x","-","0%","0%","0%",9.5,6.3,6.3,-1.3,13.9,0,0,0,0
"Aaron Altherr",NA,"OF",4700,"PHI","@COL",5.47,"Hoffman",0.372,"6%","R","R",0.345,"2%",0.197,"-2%","x","x","-","0%","0%","0%",11.5,9.3,9.3,1,17.5,0,0,0,0
"Miguel Andujar",NA,"3B",4700,"NYY","@CLE",3.73,"Carrasco",0.284,"-8%","R","R",NA,"-1%",NA,"2%","x","x","-","0%","0%","0%",26,26,26,26,26,0,0,0,0
"Elvis Andrus",2,"SS",4700,"TEX","@MIN",4.89,"Berrios",0.337,"3%","R","R",0.32,"-2%",0.13,"3%","2","2","0","2%","1%","0%",9.5,9.3,9.1,0.8,17.3,8.8,1.9,13,2.8
"Tommy Pham",4,"OF",4700,"STL","@CIN",4.51,"Bailey",0.375,"10%","R","R",0.367,"1%",0.202,"-2%","2","2","0","3%","1%","-2%",7.9,10.1,10.1,1.2,18.9,10,2.1,9,1.9
"Josh Donaldson",2,"3B",4700,"TOR","@HOU",4.49,"Fiers",0.345,"5%","R","R",0.392,"-2%",0.258,"-5%","3","3","0","-1%","0%","5%",11,8,8,0.6,15.4,10,2.1,6,1.3
"Odubel Herrera",4,"OF",4700,"PHI","@COL",5.47,"Hoffman",0.31,"2%","R","L",0.34,"2%",0.152,"10%","5","5","0","27%","0%","0%",7.4,7.3,7.3,0.5,14,10.1,2.1,5,1.1
"Mike Tauchman",NA,"OF",4700,"COL","PHI",5.53,"Nola",0.316,"-1%","R","L",NA,"2%",NA,"6%","x","x","-","0%","0%","0%",6,6,6,1.8,10.2,0,0,0,0
"Corey Dickerson",2,"OF",4600,"TB","MIL",4.2,"Nelson",0.344,"5%","R","L",0.358,"5%",0.259,"18%","1","1","1","0%","0%","0%",8.6,8.8,8.9,1,16.8,9,2,0,0
"Andrelton Simmons",2,"SS",4600,"LAA","OAK",4.76,"Manaea",0.325,"1%","L","R",0.3,"-3%",0.122,"11%","5","5","0","-3%","1%","0%",9.7,8.5,8,1.5,14.5,6.6,1.4,13,2.8
"Aledmys Diaz",NA,"SS",4600,"STL","@CIN",4.51,"Bailey",0.375,"10%","R","R",0.354,"4%",0.202,"12%","x","x","-","0%","0%","0%",3.5,6.2,6.2,-0.9,13.4,0,0,0,0
"Manny Machado",5,"3B",4600,"BAL","DET",5.73,"Sanchez",0.372,"11%","R","R",0.359,"2%",0.23,"11%","2","2","0","1%","2%","0%",7.9,7.8,7.9,-0.3,16.1,11.1,2.4,35,7.6
"Yuli Gurriel",2,"1B",4600,"HOU","TOR",4.51,"Stroman",0.31,"-2%","R","R",0.348,"5%",0.191,"7%","4","5","0","0%","0%","5%",7,8.2,7.8,-0.2,15.7,8.9,1.9,10,2.2
"Carlos Gomez",1,"OF",4600,"TEX","@MIN",4.89,"Berrios",0.337,"3%","R","R",0.325,"-1%",0.186,"0%","8","8","-1","2%","1%","0%",8.8,8.2,8.2,0,16.4,7.9,1.7,0,0
"Gregor Blanco",NA,"OF",4600,"ARI","@SF",4.04,"Samardzija",0.333,"3%","R","L",0.32,"2%",0.119,"11%","2","x","3","-3%","0%","0%",9.3,8.8,8.8,1.1,16.5,8.6,1.9,0,0
"David Dahl",NA,"OF",4600,"COL","PHI",5.53,"Nola",0.316,"-1%","R","L",0.38,"5%",0.218,"15%","x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Francisco Lindor",1,"SS",4600,"CLE","NYY",3.77,"Severino",0.299,"-5%","R","S",0.337,"-2%",0.159,"-3%","2","2","-1","4%","2%","0%",10.8,7.8,8.4,0.8,15.9,8.4,1.8,2,0.4
"Nick Williams",5,"OF",4600,"PHI","@COL",5.47,"Hoffman",0.31,"2%","R","L",0.376,"4%",0.233,"12%","4","3","1","30%","0%","0%",8,8.9,8.9,0.6,17.2,11.1,2.4,0,0
"Matt Davidson",NA,"1B/3B",4600,"CWS","@BOS",4.27,"Fister",0.302,"-4%","R","R",0.326,"0%",0.285,"15%","x","x","-","0%","0%","0%",8.2,7.6,7.6,-0.9,16,0,0,0,0
"Jonathan Schoop",4,"2B",4600,"BAL","DET",5.73,"Sanchez",0.372,"11%","R","R",0.352,"6%",0.218,"11%","3","3","0","1%","2%","0%",11.4,9.5,9,1.5,16.4,10.2,2.2,18,3.9
"Gary Sanchez",1,"C",4600,"NYY","@CLE",3.73,"Carrasco",0.284,"-8%","R","R",0.392,"2%",0.271,"-2%","x","x","-","0%","0%","0%",9.3,9,9,0.3,17.8,0,0,0,0
"Paul DeJong",4,"2B/SS",4600,"STL","@CIN",4.51,"Bailey",0.375,"10%","R","R",0.335,"-1%",0.241,"8%","3","3","0","4%","1%","-2%",7.6,7.8,7.8,0.3,15.4,9,2,11,2.4
"Garrett Cooper",NA,"1B",4500,"NYY","@CLE",3.73,"Carrasco",0.284,"-8%","R","R",NA,"-1%",NA,"2%","x","x","-","0%","0%","0%",4.6,4.6,4.6,-1.6,10.8,0,0,0,0
"Clint Frazier",1,"OF",4500,"NYY","@CLE",3.73,"Carrasco",0.284,"-8%","R","R",0.301,"-2%",0.231,"8%","2","2","0","5%","2%","0%",6.4,7.7,7.7,-0.2,15.5,8,1.8,11,2.4
"Ronald Guzman",NA,"1B",4500,"TEX","@MIN",4.89,"Berrios",0.337,"4%","R","L",NA,"2%",NA,"6%","x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Steve Pearce",NA,"OF",4500,"TOR","@HOU",4.49,"Fiers",0.345,"5%","R","R",0.338,"-4%",0.188,"-14%","x","x","-","0%","0%","0%",9.9,6.9,6.9,-0.9,14.7,0,0,0,0
"Brett Gardner",3,"OF",4500,"NYY","@CLE",3.73,"Carrasco",0.293,"-6%","R","L",0.338,"4%",0.154,"10%","1","1","0","5%","2%","0%",10.6,10.2,9.7,1.5,17.8,8.9,2,5,1.1
"Daniel Nava",4,"OF",4500,"PHI","@COL",5.47,"Hoffman",0.31,"2%","R","S",0.307,"6%",0.086,"16%","3","x","2","25%","0%","0%",8.8,7.7,7.7,0.6,14.9,10.1,2.2,7,1.6
"Cody Bellinger",1,"1B/OF",4500,"LAD","@NYM",5.07,"Matz",0.308,"-5%","L","L",0.353,"-6%",0.271,"-18%","4","4","0","-2%","-1%","0%",7.9,10.4,10.2,0,20.5,8,1.8,25,5.6
"Mark Trumbo",NA,"OF",4500,"BAL","DET",5.73,"Sanchez",0.372,"11%","R","R",0.343,"1%",0.223,"-2%","x","x","-","0%","0%","0%",4.7,7.6,7.3,-0.4,14.9,0,0,0,0
"Bryce Harper",NA,"OF",4500,"WAS","@CHC",3.99,"Lester",0.266,"-12%","L","L",0.347,"-13%",0.179,"-29%","3","3","0","-3%","2%","0%",8.2,10.5,11.2,1.1,21.3,8.1,1.8,5,1.1
"Albert Pujols",1,"1B",4500,"LAA","OAK",4.76,"Manaea",0.325,"1%","L","R",0.311,"-2%",0.198,"1%","3","3","0","-3%","2%","0%",7.9,7,6.9,-0.6,14.4,7.7,1.7,0,0
"Ji-Man Choi",NA,"1B/OF",4500,"NYY","@CLE",3.73,"Carrasco",0.293,"-6%","R","L",0.292,"-1%",0.213,"11%","x","x","-","0%","0%","0%",11.5,11.5,11.5,4.3,18.7,0,0,0,0
"Tommy Joseph",NA,"1B",4400,"PHI","@COL",5.47,"Hoffman",0.372,"6%","R","R",0.322,"-3%",0.198,"-10%","x","x","-","0%","0%","0%",7.8,7.3,7,-0.2,14.1,0,0,0,0
"Rafael Devers",6,"3B",4400,"BOS","CWS",6.23,"Pelfrey",0.372,"11%","R","L",NA,"2%",NA,"6%","5","5","1","4%","2%","0%",10.5,10.5,10.5,4.3,16.7,9.8,2.2,10,2.3
"Ian Happ",2,"2B/OF",4400,"CHC","WAS",5.51,"Fedde",NA,"1%","R","S",0.341,"2%",0.265,"15%","6","6","1","-2%","2%","0%",6,8.5,8.5,-0.1,17.1,7.8,1.8,10,2.3
"Welington Castillo",NA,"C",4400,"BAL","DET",5.73,"Sanchez",0.372,"11%","R","R",0.31,"-4%",0.166,"-5%","x","x","-","0%","0%","0%",9.3,7.2,7.2,-0.3,14.7,0,0,0,0
"Starling Marte",3,"OF",4400,"PIT","SD",4.85,"Richard",0.371,"11%","L","R",0.342,"-1%",0.139,"-3%","1","1","0","-2%","0%","0%",5.7,7.9,7.9,-0.3,16.1,9.9,2.3,15,3.4
"Corey Seager",3,"SS",4400,"LAD","@NYM",5.07,"Matz",0.308,"-5%","L","L",0.361,"-6%",0.199,"-9%","2","2","0","-2%","-1%","0%",11.4,9.3,9.3,0.7,17.8,7.8,1.8,10,2.3
"Robinson Cano",NA,"2B",4400,"SEA","@KC",4.37,"Duffy",0.215,"-22%","L","L",0.322,"-7%",0.137,"-24%","3","3","0","1%","-1%","0%",7.4,8.7,8.5,0,16.9,6.4,1.5,2,0.5
"Michael Conforto",1,"OF",4400,"NYM","LAD",3.93,"Ryu",0.353,"3%","L","L",0.269,"-13%",0.145,"-27%","1","1","0","-2%","-1%","0%",9.7,10.3,10.3,1,19.6,7.8,1.8,0,0
"Marwin Gonzalez",2,"3B/OF",4400,"HOU","TOR",4.51,"Stroman",0.298,"-5%","R","S",0.337,"1%",0.176,"0%","5","6","0","1%","0%","5%",8.3,9.3,9.5,1.9,17,7.9,1.8,8,1.8
"Jonathan Lucroy",1,"C",4400,"COL","PHI",5.53,"Nola",0.282,"-8%","R","R",0.335,"0%",0.153,"-3%","x","x","-","0%","0%","0%",5.1,5.6,5.6,0,11.1,0,0,2,0.5
"David Washington",NA,"1B",4400,"BAL","DET",5.73,"Sanchez",0.303,"-4%","R","L",NA,"2%",NA,"6%","x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Ryan Zimmerman",3,"1B",4400,"WAS","@CHC",3.99,"Lester",0.295,"-5%","L","R",0.37,"11%",0.249,"20%","4","4","0","2%","2%","0%",9.2,9.5,9.5,0.3,18.7,9.2,2.1,9,2
"Kris Bryant",5,"3B",4400,"CHC","WAS",5.51,"Fedde",NA,"-1%","R","R",0.377,"-2%",0.227,"-4%","2","2","0","1%","2%","0%",7.5,8.9,9.1,0.4,17.8,9.5,2.2,5,1.1
"Brandon Belt",NA,"1B/OF",4400,"SF","ARI",3.96,"Corbin",0.304,"-2%","L","L",0.344,"-4%",0.185,"-8%","x","x","-","0%","0%","0%",9.8,8.4,8.4,1.1,15.8,0,0,0,0
"George Springer",NA,"OF",4400,"HOU","TOR",4.51,"Stroman",0.31,"-2%","R","R",0.35,"-5%",0.188,"-12%","x","x","-","0%","0%","0%",8.8,10.9,10.9,1.2,20.6,0,0,0,0
"Jean Segura",2,"SS",4400,"SEA","@KC",4.37,"Duffy",0.331,"2%","L","R",0.314,"-4%",0.125,"-4%","1","1","1","10%","-1%","0%",8.5,8.8,8.8,1.9,15.7,8.9,2,8,1.8
"Bradley Zimmer",1,"OF",4400,"CLE","NYY",3.77,"Severino",0.299,"-5%","R","L",0.351,"4%",0.209,"13%","7","1","-4","3%","2%","0%",13.3,8.6,8.6,0.7,16.5,7.8,1.8,0,0
"Miguel Sano",1,"3B",4400,"MIN","TEX",5.61,"Martinez",0.36,"9%","R","R",0.355,"-2%",0.237,"-3%","x","x","-","0%","0%","0%",7.2,9,9.1,1,17.2,0,0,0,0
"Maikel Franco",2,"3B",4300,"PHI","@COL",5.47,"Hoffman",0.372,"6%","R","R",0.308,"-1%",0.168,"-6%","6","6","0","30%","0%","0%",6.7,6.5,6.7,-0.3,13.6,10.9,2.5,19,4.4
"Robbie Grossman",0,"OF",4300,"MIN","TEX",5.61,"Martinez",0.352,"7%","R","S",0.326,"-3%",0.137,"3%","5","7","0","0%","1%","0%",7.4,7.3,7.3,0.9,13.7,7.4,1.7,10,2.3
"Christian Yelich",3,"OF",4300,"MIA","@ATL",4.64,"Sims",NA,"1%","R","L",0.365,"5%",0.173,"17%","3","3","0","-1%","2%","0%",10.6,8.4,8.5,0.7,16.3,9.4,2.2,6,1.4
"Kyle Schwarber",2,"OF",4300,"CHC","WAS",5.51,"Fedde",NA,"1%","R","L",0.354,"5%",0.257,"10%","5","5","0","-3%","2%","0%",8.8,7.2,7.2,-0.3,14.7,8.5,2,16,3.7
"Howie Kendrick",2,"2B/OF",4300,"WAS","@CHC",3.99,"Lester",0.295,"-5%","L","R",0.339,"2%",0.128,"2%","2","2","1","1%","2%","0%",7.4,8.7,8.7,0.5,16.8,8.8,2,0,0
"Matt Kemp",NA,"OF",4300,"ATL","MIA",4.86,"Urena",0.321,"0%","R","R",0.327,"-2%",0.194,"-2%","x","x","-","0%","0%","0%",6.2,7.7,7.8,0.1,15.5,0,0,0,0
"Seth Smith",1,"OF",4300,"BAL","DET",5.73,"Sanchez",0.303,"-4%","R","L",0.341,"3%",0.189,"8%","7","7","0","3%","1%","0%",9.4,7.8,7.8,0.6,14.9,7.3,1.7,2,0.5
"Shin-soo Choo",4,"OF",4300,"TEX","@MIN",4.89,"Berrios",0.337,"4%","R","L",0.359,"6%",0.183,"23%","1","1","0","-2%","1%","0%",8,8.8,8.3,1.1,15.5,9.8,2.3,8,1.9
"Dustin Pedroia",NA,"2B",4300,"BOS","CWS",6.23,"Pelfrey",0.325,"1%","R","R",0.347,"-2%",0.126,"-6%","x","x","-","0%","0%","0%",9.3,8,7.9,1.6,14.1,0,0,0,0
"Yasiel Puig",NA,"OF",4300,"LAD","@NYM",5.07,"Matz",0.315,"-1%","L","R",0.34,"1%",0.171,"-5%","8","8","0","-4%","-1%","0%",11.1,8.3,8.4,-0.2,17,7.8,1.8,4,0.9
"Andrew Benintendi",5,"OF",4300,"BOS","CWS",6.23,"Pelfrey",0.372,"11%","R","L",0.353,"6%",0.183,"19%","3","2","0","4%","2%","0%",8.2,8,8.2,-0.9,17.2,10.9,2.5,16,3.7
"Adam Duvall",NA,"OF",4300,"CIN","STL",4.49,"Wainwright",0.311,"-2%","R","R",0.333,"-1%",0.255,"1%","4","4","0","1%","1%","-2%",10.3,8.7,9,1,16.9,7.8,1.8,5,1.2
"Jake Marisnick",1,"OF",4200,"HOU","TOR",4.51,"Stroman",0.31,"-2%","R","R",0.288,"-1%",0.143,"-6%","9","9","0","0%","0%","5%",8.7,7.9,7.9,-1.5,17.2,6.8,1.6,7,1.7
"Ian Kinsler",2,"2B",4200,"DET","@BAL",4.77,"Jimenez",0.321,"0%","R","R",0.331,"-2%",0.148,"-5%","1","1","0","1%","1%","0%",5.3,7.6,7.7,0.5,14.8,8.4,2,15,3.6
"Russell Martin",3,"C",4200,"TOR","@HOU",4.49,"Fiers",0.345,"5%","R","R",0.33,"1%",0.189,"11%","2","2","0","-1%","0%","5%",7.6,7.1,7.1,0.4,13.9,9,2.1,9,2.1
"Manuel Margot",NA,"OF",4200,"SD","@PIT",3.65,"Taillon",0.314,"-1%","R","R",0.307,"-2%",0.15,"-1%","1","1","0","0%","0%","0%",11.7,7.4,7.4,-0.3,15.1,7.7,1.8,11,2.6
"Jason Kipnis",1,"2B",4200,"CLE","NYY",3.77,"Severino",0.299,"-5%","R","L",0.358,"7%",0.18,"13%","1","x","0","4%","2%","0%",6.7,7.1,7.1,-0.8,15.1,8.5,2,0,0
"Evan Longoria",NA,"3B",4200,"TB","MIL",4.2,"Nelson",0.3,"-4%","R","R",0.334,"-3%",0.203,"-2%","3","3","0","-4%","0%","0%",8.1,8.3,7.9,0.3,15.6,7.2,1.7,7,1.7
"Anthony Rendon",4,"3B",4200,"WAS","@CHC",3.99,"Lester",0.295,"-5%","L","R",0.375,"5%",0.171,"-5%","6","6","-1","2%","2%","0%",6.9,10.5,9.5,-0.9,20,8.5,2,15,3.6
"Avisail Garcia",NA,"OF",4200,"CWS","@BOS",4.27,"Fister",0.302,"-4%","R","R",0.304,"-3%",0.139,"-3%","x","x","-","0%","0%","0%",7.8,8,8.2,-0.8,17.1,0,0,0,0
"Trey Mancini",5,"1B/OF",4200,"BAL","DET",5.73,"Sanchez",0.372,"11%","R","R",0.397,"4%",0.257,"9%","5","5","0","1%","1%","0%",7.7,7.6,7.9,-0.5,16.3,9.3,2.2,22,5.2
