"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Luis Severino",11,"SP",11900,"NYY","DET","67%",3.46,6.5,0.315,"20.6%",4.8,"24.6%",3.63,3.5,"R",0.302,0.302,"0%","-1%","0%",23,21.7,21.7,10.2,33.2,19.9,1.7,24.5,2.1
"Gio Gonzalez",6,"SP",11200,"WAS","@MIA","56%",4.21,5.5,0.303,"21.1%",4.77,"22.5%",4.02,3.85,"L",0.271,0.317,"4%","0%","2%",20.9,19.4,19.4,11.4,27.4,19,1.7,29,2.6
"Charlie Morton",10,"SP",10600,"HOU","TB","59%",4.06,6,0.329,"21.3%",4.56,"21.0%",3.85,3.75,"R",0.323,0.307,"1%","0%","0%",21.4,19.1,19.1,11,27.1,17.3,1.6,20.5,1.9
"Mike Foltynewicz",0,"SP",9200,"ATL","@PHI","52%",4.15,5.5,0.307,"23.2%",4.08,"20.5%",4.29,4.42,"R",0.368,0.325,"3%","-1%","0%",21.1,15.3,15.3,2.4,28.2,17.4,1.9,-1.6,-0.2
"Danny Duffy",4,"SP",8900,"KC","@BAL","51%",4.69,5,0.316,"21.4%",4.59,"21.3%",4.13,4.28,"L",0.216,0.332,"2%","-1%","0%",17.6,15.9,15.9,4.1,27.7,17,1.9,20.9,2.3
"Felix Hernandez",1,"SP",8500,"SEA","@TEX","49%",5.32,5.5,0.33,"23.4%",4.91,"21.3%",3.94,3.81,"R",0.288,0.305,"-7%","-1%","0%",18.9,14.9,14.9,5.7,24.1,15.1,1.8,7.4,0.9
"Cole Hamels",1,"SP",8400,"TEX","SEA","51%",5.18,5,0.335,"17.9%",4.68,"22.7%",3.89,3.81,"L",0.28,0.306,"-3%","-1%","0%",18.2,13.3,13.3,0.8,25.9,12.6,1.5,16.7,2
"Michael Fulmer",NA,"SP",8100,"DET","@NYY","33%",5.04,5,0.336,"22.0%",5.36,"19.1%",4.15,4.01,"R",0.276,0.279,"-1%","-2%","0%",14.2,17.1,17.1,7.1,27.2,13.9,1.7,4.9,0.6
"Mike Clevinger",3,"SP",7800,"CLE","@BOS","55%",4.72,NA,0.326,"18.0%",4.67,"24.6%",4.51,4.48,"R",0.284,0.33,"-4%","-2%","-2%",20.5,17.6,17.6,8.4,26.9,11.7,1.5,-5.8,-0.7
"Alex Cobb",1,"SP",7300,"TB","@HOU","41%",4.94,4,0.327,"18.9%",5.9,"15.9%",4.65,4.46,"R",0.297,0.304,"2%","0%","0%",18.9,15.2,15.2,5.7,24.7,12,1.6,-15.8,-2.2
"Marco Estrada",10,"SP",6500,"TOR","@CWS","63%",4.48,5.5,0.309,"26.6%",4.35,"21.4%",4.47,4.79,"R",0.29,0.311,"3%","-1%","0%",5.3,13.2,13.2,0.8,25.5,18.5,2.8,20.8,3.2
"Nick Pivetta",NA,"SP",6400,"PHI","ATL","48%",4.35,NA,0.306,"19.7%",4.64,"24.1%",4.39,4.53,"R",0.28,0.422,"2%","-2%","0%",14.4,12.5,12.5,1.9,23.2,15.3,2.4,23.1,3.6
"Ubaldo Jimenez",1,"SP",5800,"BAL","KC","49%",4.81,NA,0.323,"18.6%",4.4,"20.3%",4.41,4.32,"R",0.354,0.323,"0%","-2%","0%",7.7,7.4,7.4,-6.3,21,10.3,1.8,21.6,3.7
"James Shields",1,"SP",5700,"CWS","TOR","37%",6.02,NA,0.327,"20.1%",4.11,"20.3%",4.54,4.62,"R",0.358,0.333,"1%","-2%","0%",3.6,8,8,-0.7,16.8,10.4,1.8,7.5,1.3
"Jose Urena",1,"SP",5600,"MIA","WAS","44%",4.79,NA,0.319,"21.1%",5.59,"14.5%",5.03,5.15,"R",0.342,0.326,"4%","0%","3%",11.2,12.4,12.4,4.4,20.4,9.3,1.7,25.6,4.6
"Matt Cain",2,"SP",5100,"SF","@OAK","42%",5.17,NA,0.323,"23.1%",4.24,"15.3%",5.04,5.01,"R",0.366,0.355,"5%","0%","-1%",4.1,7.2,7.2,-3.8,18.2,10.8,2.1,3.3,0.6
"Doug Fister",NA,"SP",4500,"BOS","CLE","45%",5.28,NA,0.333,"19.1%",4.93,"14.7%",4.86,4.83,"R",0.354,0.307,"-6%","-4%","-4%",5.5,5.5,5.5,-2.3,13.2,7.3,1.6,23.1,5.1
