Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Scherzer,14,SP,13300,WAS,@SF,63%,3.19,7.5,0.311,18.6%,3.38,31.4%,2.83,3.15,R,0.305,0.217,1%,0%,0%,28.7,26.9,26.9,16.6,37.2,24.9,1.9,43.8,3.3
Jacob deGrom,8,SP,12000,NYM,MIL,62%,3.23,8,0.297,23.9%,5.08,26.8%,3.25,3.11,R,0.282,0.271,2%,0%,-1%,23.3,23.7,23.7,13.1,34.4,23.4,1.9,-0.8,-0.1
Chris Archer,5,SP,11300,TB,@TEX,55%,4.47,7.5,0.331,20.7%,4.71,28.4%,3.30,3.22,R,0.288,0.284,-5%,0%,0%,26.9,22.2,22.2,11.6,32.8,21.0,1.9,16.4,1.5
Carlos Martinez,5,SP,10900,STL,LAD,55%,3.76,6,0.318,24.1%,5.02,23.4%,3.70,3.54,R,0.329,0.259,1%,0%,0%,24.1,20.8,20.8,11.6,30.0,22.6,2.1,33.8,3.1
Jake Arrieta,1,SP,9900,CHC,@SD,63%,3.21,6.5,0.301,24.1%,3.43,25.7%,3.34,3.16,R,0.257,0.252,1%,1%,-1%,14.7,16.6,16.6,5.7,27.4,19.4,2.0,21.3,2.2
Dan Straily,6,SP,9000,MIA,PHI,55%,3.76,,0.304,23.6%,4.10,21.1%,4.59,4.94,R,0.295,0.319,2%,0%,1%,16.1,15.9,15.9,4.2,27.6,16.9,1.9,34.8,3.9
Zack Godley,8,SP,8700,ARI,@PIT,48%,4.57,,0.303,19.9%,3.98,19.8%,4.08,3.97,R,0.322,0.324,4%,0%,0%,18.7,18.7,18.7,10.6,26.8,16.4,1.9,14.7,1.7
Drew Pomeranz,3,SP,8600,BOS,@CWS,59%,4.26,5.5,0.322,20.9%,4.60,25.9%,3.72,3.71,L,0.282,0.298,4%,0%,0%,14.0,16.0,16.0,5.0,27.1,14.6,1.7,29.6,3.4
James Paxton,9,SP,8200,SEA,COL,62%,3.45,,0.335,22.4%,5.13,22.8%,3.75,3.60,L,0.328,0.282,2%,0%,0%,26.2,25.4,25.4,14.1,36.8,18.4,2.2,27.7,3.4
Masahiro Tanaka,5,SP,8100,NYY,@BAL,52%,4.41,5,0.333,22.1%,4.41,21.5%,3.64,3.53,R,0.290,0.298,0%,0%,0%,10.8,13.4,13.4,-3.1,29.9,14.2,1.8,3.9,0.5
Aaron Nola,3,SP,8000,PHI,@MIA,45%,4.24,,0.303,19.5%,4.35,23.2%,3.52,3.37,R,0.326,0.291,2%,0%,1%,14.1,14.1,14.1,7.1,21.1,17.2,2.1,3.1,0.4
Antonio Senzatela,0,SP,7800,COL,@SEA,38%,4.55,,0.330,20.0%,4.29,14.7%,4.76,4.55,R,0.316,0.286,20%,0%,0%,14.7,15.3,15.3,7.9,22.6,13.3,1.7,13.1,1.7
Mike Clevinger,0,SP,7700,CLE,OAK,56%,4.14,,0.326,21.4%,4.06,23.3%,4.59,4.51,R,0.259,0.360,-2%,0%,0%,19.0,19.0,19.0,7.2,30.7,14.9,1.9,22.6,2.9
Jaime Garcia,6,SP,7600,ATL,@LAA,45%,4.24,,0.303,19.3%,4.00,19.2%,3.88,3.73,L,0.298,0.306,4%,2%,0%,16.4,13.5,13.5,4.6,22.5,15.9,2.1,14.9,2.0
Sean Manaea,1,SP,7200,OAK,@CLE,43%,4.86,,0.336,17.2%,4.43,22.0%,3.98,3.94,L,0.218,0.317,-9%,0%,0%,15.4,15.1,15.1,5.3,24.9,12.2,1.7,33.3,4.6
Jesse Chavez,1,SP,6900,LAA,ATL,55%,3.76,,0.316,18.3%,4.49,20.4%,3.97,4.04,R,0.330,0.304,2%,2%,0%,10.8,12.6,12.6,3.1,22.1,14.3,2.1,18.1,2.6
Hyun-Jin Ryu,0,SP,6700,LAD,@STL,45%,4.24,,0.325,21.8%,4.25,20.9%,4.19,4.12,L,0.336,0.363,-1%,0%,0%,13.4,12.3,12.3,3.2,21.4,15.5,2.3,17.1,2.6
Ian Kennedy,1,SP,6600,KC,DET,54%,4.32,4.5,0.327,21.4%,4.69,23.1%,4.04,4.32,R,0.318,0.325,-2%,1%,0%,7.5,12.0,12.0,-0.3,24.3,13.8,2.1,0.5,0.1
Matt Cain,,SP,6300,SF,WAS,37%,4.31,3.5,0.306,23.2%,5.54,16.4%,4.84,4.91,R,0.365,0.341,2%,1%,0%,4.7,10.4,10.4,-2.9,23.6,10.3,1.6,7.8,1.2
Luis Perdomo,,SP,6200,SD,CHC,37%,4.29,,0.322,22.9%,4.74,17.2%,3.85,3.83,R,0.378,0.339,2%,2%,-2%,11.0,10.8,10.8,-0.2,21.9,12.3,2.0,17.6,2.8
Matthew Boyd,,SP,6100,DET,@KC,46%,4.68,3.5,0.320,18.4%,3.44,17.9%,4.67,4.90,L,0.353,0.366,-4%,1%,0%,4.3,8.0,8.0,-3.7,19.7,11.3,1.9,1.2,0.2
Tim Adleman,1,SP,6000,CIN,@TOR,41%,5.48,,0.320,22.0%,4.43,17.9%,4.66,4.92,R,0.334,0.324,-4%,0%,0%,11.4,11.3,11.3,-1.4,23.9,10.3,1.7,12.7,2.1
Junior Guerra,1,SP,5900,MIL,@NYM,38%,4.27,,0.308,22.4%,5.10,20.6%,4.35,4.26,R,0.267,0.290,6%,1%,-2%,13.3,13.3,13.3,8.0,18.7,14.0,2.4,21.3,3.6
Kevin Gausman,,SP,5600,BAL,NYY,48%,4.59,4.5,0.319,20.1%,5.33,21.3%,3.97,3.99,R,0.297,0.365,0%,0%,-1%,9.4,6.6,6.6,-4.4,17.6,10.9,1.9,13.7,2.4
Hector Santiago,1,SP,5400,MIN,HOU,,,,0.339,17.3%,5.15,19.2%,4.83,5.27,L,0.323,0.317,-2%,0%,0%,8.1,12.3,12.3,2.3,22.3,8.4,1.6,1.5,0.3
Mike Pelfrey,,SP,5300,CWS,BOS,41%,5.24,,0.324,20.4%,4.70,11.4%,4.91,4.74,R,0.363,0.327,2%,1%,0%,11.0,8.8,8.8,-0.1,17.7,8.0,1.5,18.9,3.6
Mike Bolsinger,1,SP,4900,TOR,CIN,59%,4.52,,0.329,19.0%,5.04,19.9%,4.35,4.20,R,0.347,0.330,-2%,0%,0%,5.8,5.8,5.8,0.0,11.6,12.2,2.5,16.7,3.4
Chad Kuhl,0,SP,4800,PIT,ARI,52%,4.43,,0.300,23.5%,4.92,17.7%,4.60,4.70,R,0.395,0.296,1%,0%,0%,6.6,6.9,6.9,-5.1,18.9,10.7,2.2,11.7,2.4
Austin Bibens-Dirkx,,SP,4300,TEX,TB,45%,5.03,,0.321,25.4%,4.69,,,,R,,,-3%,0%,0%,0.0,0.0,0.0,0.0,0.0,14.0,3.3,7.5,1.7
David Paulino,1,RP,4000,HOU,@MIN,,,,0.314,22.7%,4.64,,,,R,,,-4%,0%,0%,0.0,0.0,0.0,0.0,0.0,14.2,3.5,17.4,4.3
