"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",9,"SP",13000,"WAS","@LAD","53%",3.63,7.5,0.316,"24.3%",4.88,"31.4%",2.83,3.15,"R",0.304,0.216,"4%","1%","-1%",30.1,28.4,28.4,17.4,39.5,30,2.3,44.8,3.4
"Robbie Ray",12,"SP",11900,"ARI","SD","61%",3.75,6.5,0.288,"21.6%",3.45,"26.3%",3.74,3.66,"L",0.305,0.323,"-2%","0%","0%",24.7,22.9,22.9,9.7,36,23.2,1.9,36,3
"Jacob deGrom",3,"SP",10900,"NYM","@TEX","56%",4.45,7,0.328,"20.4%",4.68,"26.7%",3.29,3.15,"R",0.288,0.271,"-5%","0%","0%",21.6,21.5,21.5,9,34.1,18.8,1.7,-9.6,-0.9
"Chris Archer",19,"SP",10600,"TB","CWS","63%",3.22,7.5,0.313,"22.7%",4.51,"28.4%",3.31,3.23,"R",0.287,0.286,"1%","0%","0%",24.9,21.7,21.7,11.5,32,25.1,2.4,30.1,2.8
"Marco Estrada",6,"SP",9200,"TOR","@OAK","55%",3.8,6,0.325,"21.8%",4.16,"21.6%",4.3,4.62,"R",0.284,0.295,"5%","1%","0%",19.6,19,19,7,31,18.1,2,15.9,1.7
"Jake Arrieta",13,"SP",9000,"CHC","MIA","66%",3.08,6,0.299,"22.0%",4.51,"25.7%",3.35,3.17,"R",0.258,0.252,"1%","0%","2%",14.7,17,17,6.6,27.3,17.7,2,20.5,2.3
"James Paxton",15,"SP",8800,"SEA","MIN","64%",3.57,NA,0.323,"23.9%",4.64,"22.9%",3.72,3.57,"L",0.329,0.277,"2%","-1%","0%",25,25.5,25.5,15.2,35.9,19.6,2.2,12.4,1.4
"Jose Quintana",5,"SP",8200,"CWS","@TB","37%",4.28,6,0.317,"24.4%",4.61,"21.4%",3.88,3.85,"L",0.29,0.318,"2%","0%","0%",8.7,13.2,13.2,-0.4,26.9,16.7,2,19.2,2.3
"Adam Wainwright",1,"SP",8100,"STL","@CIN","56%",4.4,4.5,0.306,"20.1%",5.02,"19.1%",4.23,3.96,"R",0.318,0.309,"-2%","0%","0%",21,14.8,14.8,3.7,25.9,14.5,1.8,-12.4,-1.5
"Chase Anderson",3,"SP",7900,"MIL","SF","54%",4.31,5,0.319,"18.2%",3.5,"18.7%",4.44,4.44,"R",0.308,0.354,"0%","2%","0%",16.4,16.4,16.4,3.1,29.7,13.7,1.7,25.1,3.2
"Brandon McCarthy",2,"SP",7800,"LAD","WAS","47%",3.87,5,0.322,"22.4%",5.71,"25.5%",3.86,3.69,"R",0.318,0.313,"4%","2%","-2%",14.3,17.1,17.1,8.9,25.4,15.2,1.9,16.8,2.2
"Drew Pomeranz",1,"SP",7600,"BOS","@NYY","47%",4.37,5.5,0.335,"23.7%",5.44,"25.9%",3.7,3.68,"L",0.282,0.296,"2%","3%","1%",15.5,17.4,17.4,6.1,28.7,16.1,2.1,22.5,3
"Masahiro Tanaka",1,"SP",7500,"NYY","BOS","53%",4.13,4.5,0.328,"19.5%",4.84,"21.3%",3.67,3.56,"R",0.292,0.3,"0%","4%","1%",8.1,12.2,12.2,-4,28.4,13,1.7,1.7,0.2
"Jaime Garcia",4,"SP",7300,"ATL","PHI","50%",4.25,4.5,0.301,"22.3%",4.06,"19.0%",3.9,3.75,"L",0.3,0.304,"0%","1%","0%",16.6,13.7,13.7,5.3,22.1,18,2.5,14.4,2
"Kevin Gausman",1,"SP",6900,"BAL","PIT","54%",4.31,NA,0.325,"18.0%",4.16,"21.1%",4.02,4.02,"R",0.298,0.365,"0%","0%","0%",12.1,7.1,7.1,-3.6,17.7,13.3,1.9,11.6,1.7
"Dinelson Lamet",1,"SP",6800,"SD","@ARI","39%",4.75,NA,0.315,"23.6%",4.8,"",NA,NA,"R",NA,NA,"-7%","0%","0%",24.6,24.6,24.6,22.4,26.9,16.6,2.4,-7.8,-1.1
"Daniel Norris",1,"SP",6700,"DET","LAA","59%",4.29,4.5,0.305,"17.4%",4.05,"20.4%",4.32,4.41,"L",0.324,0.33,"0%","1%","-2%",11,11.8,11.8,3.4,20.2,13.4,2,16.7,2.5
