Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jordy Mercer,1,SS,4000,PIT,CHC,4.71,Butler,0.365,11%,R,R,0.289,-7%,0.098,-18%,8,8,0,-2%,1%,0%,8.0,6.5,6.5,0.6,12.4,6.3,1.6,3.0,0.8
Mark Trumbo,0,OF,4000,BAL,STL,4.19,Martinez,0.255,-14%,R,R,0.349,2%,0.224,-2%,4,4,0,1%,1%,0%,5.6,7.3,7.3,-0.2,14.7,7.3,1.8,2.0,0.5
Brett Gardner,,OF,4000,NYY,@OAK,4.20,Manaea,0.218,-14%,L,L,0.313,-4%,0.125,-9%,x,x,-,0%,0%,0%,8.7,10.0,10.0,1.6,18.4,0.0,0.0,0.0,0.0
Gerardo Parra,0,OF,3900,COL,SF,5.94,Samardzija,0.330,2%,R,L,0.328,8%,0.168,30%,x,x,-,0%,0%,0%,12.6,8.1,8.1,0.6,15.7,0.0,0.0,0.0,0.0
Hunter Pence,4,OF,3900,SF,@COL,5.56,Senzatela,0.289,-3%,R,R,0.336,-2%,0.143,-18%,4,5,2,36%,7%,0%,4.8,6.0,6.0,0.1,11.8,10.5,2.7,10.0,2.6
Joc Pederson,3,OF,3900,LAD,@CIN,5.29,Adleman,0.336,3%,R,L,0.357,6%,0.233,10%,7,7,1,7%,4%,0%,5.0,5.5,5.5,-0.4,11.4,9.2,2.4,23.0,5.9
Kyle Schwarber,8,OF,3900,CHC,@PIT,4.79,Williams,,3%,R,L,0.358,7%,0.260,13%,3,6,3,5%,1%,0%,8.4,7.2,7.2,0.1,14.2,9.8,2.5,2.0,0.5
Delino DeShields,1,OF,3900,TEX,SEA,4.89,Paxton,0.285,-8%,L,R,0.312,3%,0.104,5%,1,9,2,2%,2%,0%,8.9,7.2,7.2,0.6,13.9,7.4,1.9,17.0,4.4
Khris Davis,2,OF,3900,OAK,NYY,3.80,Severino,0.310,-2%,R,R,0.355,1%,0.277,3%,4,4,0,-3%,4%,1%,8.8,8.5,8.5,0.7,16.4,8.0,2.1,4.0,1.0
Derek Dietrich,,3B,3900,MIA,@ATL,4.52,Newcomb,,-5%,L,L,0.293,-9%,0.129,-21%,x,x,-,0%,0%,0%,7.8,5.9,5.9,-0.5,12.3,0.0,0.0,0.0,0.0
Eugenio Suarez,,3B,3900,CIN,LAD,4.21,Wood,0.309,-2%,L,R,0.353,7%,0.194,14%,5,5,0,1%,4%,0%,7.7,8.5,8.5,0.7,16.3,8.1,2.1,7.0,1.8
Mike Napoli,2,1B,3900,TEX,SEA,4.89,Paxton,0.285,-8%,L,R,0.382,13%,0.230,9%,8,x,0,2%,3%,0%,7.8,6.8,6.8,-1.2,14.7,7.5,1.9,3.0,0.8
Max Kepler,,OF,3900,MIN,CLE,4.49,Carrasco,0.282,-8%,R,L,0.343,8%,0.215,16%,5,5,0,0%,1%,0%,5.0,8.0,8.0,0.3,15.6,7.7,2.0,0.0,0.0
Dustin Pedroia,5,2B,3900,BOS,@HOU,4.23,Fiers,0.352,7%,R,R,0.348,-2%,0.126,-7%,2,2,0,-5%,0%,5%,7.5,7.1,7.1,2.0,12.2,8.2,2.1,11.0,2.8
Ryan Schimpf,,3B,3900,SD,@MIL,4.45,Guerra,0.266,-9%,R,L,0.352,3%,0.303,3%,x,x,-,0%,0%,0%,7.5,6.9,6.9,-0.4,14.2,0.0,0.0,0.0,0.0
Mike Zunino,1,C,3900,SEA,@TEX,5.11,Ross,0.264,-11%,R,R,0.278,-3%,0.189,8%,8,8,-1,9%,3%,0%,14.4,6.8,6.8,-1.5,15.1,6.5,1.7,6.0,1.5
Carlos Gomez,1,OF,3900,TEX,SEA,4.89,Paxton,0.285,-8%,L,R,0.332,2%,0.187,5%,5,x,0,2%,2%,0%,6.5,7.6,7.6,-0.3,15.4,7.3,1.9,25.0,6.4
Cesar Hernandez,,2B,3900,PHI,ARI,4.37,Corbin,0.365,10%,L,S,0.322,1%,0.079,-12%,x,x,-,0%,0%,0%,5.1,7.7,7.7,1.2,14.3,0.0,0.0,0.0,0.0
Eduardo Escobar,0,3B/SS,3900,MIN,CLE,4.49,Carrasco,0.282,-8%,R,S,0.301,-4%,0.139,-10%,x,x,-,0%,0%,0%,11.1,7.9,7.9,-0.8,16.7,0.0,0.0,0.0,0.0
Adrian Beltre,6,3B,3900,TEX,SEA,4.89,Paxton,0.285,-8%,L,R,0.408,11%,0.230,17%,4,4,0,2%,3%,0%,7.9,7.4,7.4,0.9,13.9,8.7,2.2,17.0,4.4
Yasiel Puig,1,OF,3900,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,0.318,-4%,0.161,-4%,8,8,1,5%,4%,0%,8.6,7.7,7.7,-1.1,16.6,8.2,2.1,4.0,1.0
Rougned Odor,1,2B,3900,TEX,SEA,4.89,Paxton,0.326,-6%,L,L,0.298,-7%,0.139,-31%,6,6,0,2%,3%,0%,10.2,6.8,6.8,-0.5,14.2,7.3,1.9,9.0,2.3
Brandon Phillips,1,2B,3900,ATL,MIA,4.48,Straily,0.325,1%,R,R,0.325,3%,0.121,3%,2,2,0,0%,1%,0%,9.1,7.7,7.7,0.5,15.0,7.4,1.9,0.0,0.0
Cory Spangenberg,1,3B/OF,3900,SD,@MIL,4.45,Guerra,0.266,-9%,R,L,0.310,1%,0.132,11%,6,6,0,15%,0%,-2%,7.9,6.1,6.1,0.1,12.2,6.7,1.7,0.0,0.0
David Freese,1,3B,3900,PIT,CHC,4.71,Butler,0.365,11%,R,R,0.324,-4%,0.141,-10%,4,4,0,-3%,1%,0%,9.0,7.3,7.3,1.1,13.4,7.3,1.9,4.0,1.0
Aaron Altherr,4,OF,3900,PHI,ARI,4.37,Corbin,0.365,10%,L,R,0.331,2%,0.235,13%,3,3,0,1%,-1%,0%,9.3,9.3,9.3,1.0,17.6,8.2,2.1,2.0,0.5
Wil Myers,0,1B,3800,SD,@MIL,4.45,Guerra,0.301,-6%,R,R,0.334,1%,0.205,12%,3,3,0,1%,0%,-3%,6.1,8.2,8.2,0.9,15.5,7.9,2.1,20.0,5.3
Brandon Crawford,10,SS,3800,SF,@COL,5.56,Senzatela,0.333,1%,R,L,0.326,1%,0.188,15%,5,4,0,28%,6%,0%,6.2,7.0,7.0,0.9,13.2,10.1,2.7,0.0,0.0
Ian Kinsler,4,2B,3800,DET,TB,5.23,Ramirez,0.315,-1%,R,R,0.334,-2%,0.148,-4%,1,1,0,0%,3%,0%,8.0,7.4,7.4,0.8,14.1,8.1,2.1,14.0,3.7
Tim Beckham,1,SS,3800,TB,@DET,4.77,Norris,0.329,2%,L,R,0.312,1%,0.162,-3%,5,5,1,8%,3%,0%,8.8,7.3,7.3,-0.4,15.1,7.9,2.1,13.0,3.4
Adam Eaton,,OF,3800,WAS,@NYM,4.10,Matz,0.300,-8%,L,L,0.313,-9%,0.063,-53%,x,x,-,0%,0%,0%,10.9,10.6,10.6,3.0,18.2,0.0,0.0,0.0,0.0
Jose Pirela,3,2B,3800,SD,@MIL,4.45,Guerra,0.301,-6%,R,R,0.255,-5%,0.134,0%,1,1,0,-1%,0%,-2%,12.1,12.1,12.1,3.3,20.9,6.9,1.8,9.0,2.4
Jonathan Lucroy,3,C,3800,TEX,SEA,4.89,Paxton,0.285,-8%,L,R,0.339,-1%,0.170,3%,7,5,-1,2%,2%,0%,6.5,6.0,6.0,-0.3,12.2,6.6,1.7,10.0,2.6
Franklin Gutierrez,,OF,3800,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,0.311,-5%,0.234,1%,x,x,-,0%,0%,0%,5.7,5.5,5.5,0.1,10.8,0.0,0.0,0.0,0.0
Jarrett Parker,1,OF,3800,SF,@COL,5.56,Senzatela,0.333,1%,R,L,0.381,6%,0.221,11%,x,x,-,0%,0%,0%,3.0,3.0,3.0,-3.2,9.2,0.0,0.0,0.0,0.0
Tommy Pham,2,OF,3800,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.346,-1%,0.209,4%,7,6,-2,2%,1%,0%,6.6,9.1,9.1,-0.2,18.3,8.2,2.2,21.0,5.5
Bradley Zimmer,,OF,3800,CLE,@MIN,5.51,Turley,,-5%,L,L,,-7%,,-22%,x,x,-,0%,0%,0%,7.2,8.3,8.3,1.5,15.1,0.0,0.0,0.0,0.0
Curtis Granderson,1,OF,3800,NYM,WAS,3.40,Scherzer,0.303,-4%,R,L,0.363,6%,0.230,12%,x,x,-,0%,0%,0%,9.0,6.5,6.5,-0.2,13.1,0.0,0.0,0.0,0.0
Miguel Cabrera,11,1B,3800,DET,TB,5.23,Ramirez,0.315,-1%,R,R,0.393,-3%,0.216,-6%,3,3,0,0%,3%,0%,7.6,7.7,7.7,0.9,14.5,9.2,2.4,11.0,2.9
Whit Merrifield,3,2B,3800,KC,@LAA,4.43,Chavez,0.308,-3%,R,R,0.300,-6%,0.124,-5%,1,1,0,-8%,0%,0%,8.4,8.0,8.0,0.7,15.3,6.6,1.7,3.0,0.8
Randal Grichuk,,OF,3800,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.334,1%,0.238,2%,x,x,-,0%,0%,0%,5.5,6.8,6.8,-0.2,13.9,0.0,0.0,0.0,0.0
Stephen Piscotty,3,OF,3800,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.338,-3%,0.166,-7%,3,3,0,2%,1%,0%,6.7,6.6,6.6,0.4,12.9,8.7,2.3,2.0,0.5
Josh Bell,3,1B,3800,PIT,CHC,4.71,Butler,0.423,21%,R,S,0.345,4%,0.184,5%,5,5,0,0%,1%,0%,6.9,7.2,7.2,0.3,14.1,9.4,2.5,28.0,7.4
Yadier Molina,2,C,3800,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.316,-1%,0.111,-4%,5,5,0,1%,1%,0%,6.2,6.8,6.8,0.7,12.8,8.0,2.1,3.0,0.8
Lonnie Chisenhall,1,OF,3800,CLE,@MIN,5.51,Turley,,-5%,L,L,0.291,-7%,0.106,-26%,8,x,-1,-4%,1%,0%,10.4,8.7,8.7,0.3,17.1,6.0,1.6,12.0,3.2
Trevor Story,1,SS,3800,COL,SF,5.94,Samardzija,0.286,-7%,R,R,0.337,-5%,0.237,-8%,x,x,-,0%,0%,0%,5.7,6.9,6.9,1.0,12.8,0.0,0.0,14.0,3.7
Jed Lowrie,2,2B,3800,OAK,NYY,3.80,Severino,0.304,-3%,R,S,0.313,0%,0.141,15%,3,3,0,-3%,3%,1%,10.0,8.3,8.3,0.6,16.1,6.7,1.8,0.0,0.0
Kole Calhoun,4,OF,3800,LAA,KC,4.57,Kennedy,0.320,0%,R,L,0.327,0%,0.160,-1%,2,2,0,-5%,0%,0%,9.4,7.0,7.0,0.3,13.7,7.2,1.9,2.0,0.5
Phillip Ervin,,OF,3700,CIN,LAD,4.21,Wood,0.309,-2%,L,R,,3%,,8%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Valaika,,SS,3700,COL,SF,5.94,Samardzija,0.286,-7%,R,R,0.308,-1%,0.280,8%,x,x,-,0%,0%,0%,6.7,6.6,6.6,-2.1,15.3,0.0,0.0,0.0,0.0
Tommy Joseph,5,1B,3700,PHI,ARI,4.37,Corbin,0.365,10%,L,R,0.363,5%,0.301,16%,4,4,0,2%,-1%,0%,6.3,7.0,7.0,0.0,14.0,8.4,2.3,3.0,0.8
Danny Valencia,1,1B,3700,SEA,@TEX,5.11,Ross,0.264,-11%,R,R,0.337,-5%,0.180,-2%,6,6,0,11%,3%,0%,7.0,7.1,7.1,-0.9,15.2,6.8,1.8,0.0,0.0
Carlos Gonzalez,10,OF,3700,COL,SF,5.94,Samardzija,0.330,2%,R,L,0.376,9%,0.245,14%,4,5,1,11%,7%,0%,5.8,6.2,6.2,-0.2,12.6,11.4,3.1,5.0,1.4
Billy Hamilton,,OF,3700,CIN,LAD,4.21,Wood,0.309,-2%,L,S,0.262,-3%,0.099,32%,1,1,0,-1%,2%,0%,3.0,8.6,8.6,0.9,16.4,8.3,2.2,5.0,1.4
Aledmys Diaz,7,SS,3700,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.357,3%,0.212,12%,6,7,0,1%,1%,0%,8.3,6.7,6.7,-0.8,14.2,8.7,2.4,5.0,1.4
Eric Sogard,8,2B/SS,3700,MIL,SD,5.55,Diaz,,1%,R,L,0.301,2%,0.074,-1%,1,1,1,5%,0%,-2%,9.1,10.6,10.6,2.7,18.5,8.0,2.2,3.0,0.8
Chase Utley,5,1B/2B,3700,LAD,@CIN,5.29,Adleman,0.336,3%,R,L,0.318,4%,0.155,7%,1,1,0,4%,3%,0%,6.0,6.5,6.5,-0.9,13.9,8.1,2.2,2.0,0.5
Kyle Seager,10,3B,3700,SEA,@TEX,5.11,Ross,0.309,-2%,R,L,0.350,5%,0.192,5%,5,5,0,5%,3%,0%,9.8,7.1,7.1,0.7,13.4,9.0,2.4,0.0,0.0
Christian Arroyo,,3B/SS,3700,SF,@COL,5.56,Senzatela,0.289,-3%,R,R,0.233,-5%,0.135,1%,x,x,-,0%,0%,0%,4.0,5.4,5.4,0.3,10.5,0.0,0.0,0.0,0.0
Daniel Nava,1,OF,3700,PHI,ARI,4.37,Corbin,0.365,10%,L,S,0.268,-2%,0.058,-10%,x,x,-,0%,0%,0%,6.9,8.4,8.4,1.4,15.4,0.0,0.0,0.0,0.0
Nick Markakis,4,OF,3700,ATL,MIA,4.48,Straily,0.295,-5%,R,L,0.343,7%,0.118,28%,3,3,0,-2%,1%,0%,9.4,7.2,7.2,1.6,12.9,6.8,1.8,0.0,0.0
Leury Garcia,0,OF,3700,CWS,@TOR,3.72,Biagini,0.292,-8%,R,S,0.346,7%,0.195,24%,x,x,-,0%,0%,0%,8.1,7.6,7.6,0.9,14.3,0.0,0.0,0.0,0.0
Franchy Cordero,3,OF,3700,SD,@MIL,4.45,Guerra,0.266,-9%,R,L,0.433,5%,0.289,13%,2,2,1,16%,0%,-2%,10.6,9.9,9.9,0.7,19.1,7.8,2.1,6.0,1.6
Tyler Flowers,4,C,3700,ATL,MIA,4.48,Straily,0.325,1%,R,R,0.325,2%,0.135,-1%,4,6,2,0%,1%,0%,7.6,7.7,7.7,1.5,14.0,7.0,1.9,3.0,0.8
Melky Cabrera,1,OF,3700,CWS,@TOR,3.72,Biagini,0.292,-8%,R,S,0.326,2%,0.132,-1%,2,2,0,4%,2%,0%,7.5,7.1,7.1,1.0,13.1,7.6,2.1,33.0,8.9
Jedd Gyorko,3,3B,3700,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.325,-1%,0.211,7%,4,4,0,3%,1%,0%,4.5,7.9,7.9,0.5,15.4,9.0,2.4,16.0,4.3
Austin Barnes,,C,3700,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,0.286,-3%,0.080,-7%,x,x,-,0%,0%,0%,7.5,7.9,7.9,1.4,14.4,0.0,0.0,0.0,0.0
Seth Smith,2,OF,3700,BAL,STL,4.19,Martinez,0.324,1%,R,L,0.339,3%,0.185,9%,1,1,0,2%,1%,0%,8.3,7.9,7.9,0.6,15.2,8.4,2.3,7.0,1.9
Neil Walker,,2B,3700,NYM,WAS,3.40,Scherzer,0.303,-4%,R,S,0.340,3%,0.184,14%,x,x,-,0%,0%,0%,9.5,8.2,8.2,0.6,15.8,0.0,0.0,0.0,0.0
Chris Iannetta,,C,3700,ARI,@PHI,4.13,Nola,0.287,-7%,R,R,0.259,-17%,0.143,-16%,x,x,-,0%,0%,0%,10.7,8.0,8.0,-0.9,16.9,0.0,0.0,0.0,0.0
Kendrys Morales,4,1B,3700,TOR,CWS,5.28,Quintana,0.316,-1%,L,S,0.343,0%,0.160,-17%,4,4,0,1%,2%,0%,6.2,7.8,7.8,-0.5,16.1,8.1,2.2,14.0,3.8
Gorkys Hernandez,,OF,3600,SF,@COL,5.56,Senzatela,0.289,-3%,R,R,0.249,-4%,0.086,-5%,x,x,-,0%,0%,0%,5.0,4.5,4.5,-0.1,9.2,0.0,0.0,10.0,2.8
Kolten Wong,2,2B,3600,STL,@BAL,4.81,Gausman,0.299,-5%,R,L,0.328,5%,0.147,17%,x,x,-,0%,0%,0%,8.3,7.7,7.7,2.4,13.1,0.0,0.0,0.0,0.0
Martin Prado,1,3B,3600,MIA,@ATL,4.52,Newcomb,,2%,L,R,0.399,18%,0.166,32%,x,x,-,0%,0%,0%,5.8,6.6,6.6,1.7,11.5,0.0,0.0,0.0,0.0
Albert Almora Jr.,1,OF,3600,CHC,@PIT,4.79,Williams,0.350,2%,R,R,0.286,-5%,0.094,-11%,9,x,-1,-3%,1%,0%,6.1,6.6,6.6,0.9,12.2,5.8,1.6,0.0,0.0
Manuel Margot,,OF,3600,SD,@MIL,4.45,Guerra,0.301,-6%,R,R,0.289,-3%,0.140,0%,x,x,-,0%,0%,0%,3.0,6.6,6.6,-0.1,13.4,0.0,0.0,0.0,0.0
Jesus Aguilar,,1B,3600,MIL,SD,5.55,Diaz,,-1%,R,R,0.336,-1%,0.232,9%,x,x,-,0%,0%,0%,8.6,8.3,8.3,0.8,15.7,0.0,0.0,0.0,0.0
Devon Travis,,2B,3600,TOR,CWS,5.28,Quintana,0.316,-1%,L,R,0.339,2%,0.185,9%,x,x,-,0%,0%,0%,9.8,7.0,7.0,-0.2,14.3,0.0,0.0,0.0,0.0
Yasmani Grandal,13,C,3600,LAD,@CIN,5.29,Adleman,0.336,3%,R,S,0.342,3%,0.219,17%,6,5,0,7%,4%,0%,4.6,6.6,6.6,0.2,13.0,8.9,2.5,0.0,0.0
Evan Gattis,2,C,3600,HOU,BOS,4.77,Pomeranz,0.300,-4%,L,R,0.337,1%,0.229,1%,4,4,2,1%,0%,5%,7.7,7.0,7.0,0.2,13.7,8.3,2.3,0.0,0.0
Kike Hernandez,,OF/SS,3600,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,5.2,7.0,7.0,0.7,13.2,0.0,0.0,0.0,0.0
Jose Peraza,0,2B,3600,CIN,LAD,4.21,Wood,0.309,-2%,L,R,0.296,2%,0.099,9%,7,8,-2,-1%,3%,0%,4.9,7.0,7.0,0.3,13.6,6.8,1.9,3.0,0.8
Trayce Thompson,,OF,3600,LAD,@CIN,5.29,Adleman,0.314,-1%,R,R,0.331,-1%,0.204,1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Young Jr.,,OF,3600,LAA,KC,4.57,Kennedy,0.320,0%,R,S,0.288,1%,0.157,18%,x,x,-,0%,0%,0%,10.8,10.4,10.4,2.0,18.8,0.0,0.0,0.0,0.0
Stephen Cardullo,,OF,3600,COL,SF,5.94,Samardzija,0.286,-7%,R,R,0.256,-2%,0.235,6%,x,x,-,0%,0%,0%,2.8,2.8,2.8,-0.8,6.3,0.0,0.0,0.0,0.0
Welington Castillo,,C,3600,BAL,STL,4.19,Martinez,0.255,-14%,R,R,0.310,-5%,0.166,-7%,7,7,0,1%,1%,0%,6.5,7.8,7.8,-0.3,15.9,5.6,1.6,0.0,0.0
Josh Reddick,0,OF,3600,HOU,BOS,4.77,Pomeranz,0.283,-8%,L,L,0.260,-19%,0.090,-39%,x,x,-,0%,0%,0%,8.0,7.8,7.8,1.2,14.5,0.0,0.0,0.0,0.0
Leonys Martin,,OF,3600,SEA,@TEX,5.11,Ross,0.309,-2%,R,L,0.272,0%,0.115,17%,x,x,-,0%,0%,0%,4.6,4.1,4.1,-0.5,8.8,0.0,0.0,0.0,0.0
Addison Russell,,SS,3600,CHC,@PIT,4.79,Williams,0.350,2%,R,R,0.308,1%,0.154,-5%,4,x,3,-6%,1%,0%,6.8,6.9,6.9,0.2,13.6,7.5,2.1,11.0,3.1
Austin Hedges,0,C,3600,SD,@MIL,4.45,Guerra,0.301,-6%,R,R,0.261,-2%,0.163,6%,7,8,-1,1%,0%,-3%,9.9,6.6,6.6,-1.1,14.3,5.3,1.5,2.0,0.6
Raimel Tapia,2,OF,3600,COL,SF,5.94,Samardzija,0.330,2%,R,L,0.280,0%,0.038,-3%,6,x,1,11%,5%,0%,6.0,6.0,6.0,-1.4,13.4,9.0,2.5,8.0,2.2
Yonder Alonso,1,1B,3600,OAK,NYY,3.80,Severino,0.304,-3%,R,L,0.338,4%,0.151,7%,5,5,0,-3%,3%,1%,8.2,9.8,9.8,1.2,18.5,6.8,1.9,8.0,2.2
Hunter Renfroe,1,OF,3600,SD,@MIL,4.45,Guerra,0.301,-6%,R,R,0.285,-6%,0.224,3%,5,5,0,1%,0%,-3%,8.1,7.1,7.1,-0.4,14.5,6.3,1.8,17.0,4.7
Jason Heyward,1,OF,3500,CHC,@PIT,4.79,Williams,,3%,R,L,0.322,4%,0.136,11%,5,4,0,3%,1%,0%,6.8,7.1,7.1,0.9,13.3,8.6,2.5,11.0,3.1
Keon Broxton,4,OF,3500,MIL,SD,5.55,Diaz,,-1%,R,R,0.305,-5%,0.179,-4%,6,7,1,-1%,0%,-2%,8.0,8.2,8.2,-0.3,16.8,7.0,2.0,18.0,5.1
Aaron Hill,2,2B/OF,3500,SF,@COL,5.56,Senzatela,0.289,-3%,R,R,0.292,-4%,0.124,-4%,7,6,-1,33%,6%,0%,3.5,4.6,4.6,-0.2,9.4,8.1,2.3,0.0,0.0
Dustin Garneau,,C,3500,COL,SF,5.94,Samardzija,0.286,-7%,R,R,0.263,-4%,0.142,0%,x,x,-,0%,0%,0%,5.8,4.7,4.7,-0.4,9.7,0.0,0.0,0.0,0.0
Jhonny Peralta,,3B,3500,STL,@BAL,4.81,Gausman,0.371,11%,R,R,0.326,-1%,0.120,-19%,x,x,-,0%,0%,0%,3.0,2.6,2.6,-0.2,5.4,0.0,0.0,0.0,0.0
Rajai Davis,,OF,3500,OAK,NYY,3.80,Severino,0.310,-2%,R,R,0.301,-6%,0.140,-10%,x,x,-,0%,0%,0%,7.5,6.3,6.3,0.2,12.4,0.0,0.0,4.0,1.1
Anthony Rendon,1,3B,3500,WAS,@NYM,4.10,Matz,0.291,-6%,L,R,0.368,7%,0.162,-2%,6,6,-1,-8%,-2%,0%,6.2,8.9,8.9,-2.3,20.0,7.3,2.1,23.0,6.6
Adam Lind,,1B,3500,WAS,@NYM,4.10,Matz,0.300,-8%,L,L,0.242,-19%,0.090,-40%,x,x,-,0%,0%,0%,10.8,8.2,8.2,0.8,15.5,0.0,0.0,2.0,0.6
Lucas Duda,1,1B,3500,NYM,WAS,3.40,Scherzer,0.303,-4%,R,L,0.358,7%,0.243,14%,5,5,0,-1%,-3%,0%,5.7,8.7,8.7,-0.2,17.6,7.6,2.2,2.0,0.6
Brad Miller,,2B,3500,TB,@DET,4.77,Norris,0.336,0%,L,L,0.271,-14%,0.105,-40%,x,x,-,0%,0%,0%,6.3,6.8,6.8,0.3,13.2,0.0,0.0,0.0,0.0
Kennys Vargas,1,1B,3500,MIN,CLE,4.49,Carrasco,0.282,-8%,R,S,0.288,-3%,0.186,8%,x,x,-,0%,0%,0%,7.3,7.4,7.4,0.3,14.6,0.0,0.0,0.0,0.0
Alex Dickerson,,OF,3500,SD,@MIL,4.45,Guerra,0.266,-9%,R,L,0.341,3%,0.216,13%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Moore,,1B/OF,3500,MIA,@ATL,4.52,Newcomb,,2%,L,R,0.263,-1%,0.138,-2%,x,x,-,0%,0%,0%,11.9,9.4,9.4,-1.8,20.6,0.0,0.0,0.0,0.0
Jorge Bonifacio,6,OF,3500,KC,@LAA,4.43,Chavez,0.308,-3%,R,R,0.378,3%,0.254,13%,2,2,0,-7%,0%,0%,6.9,7.6,7.6,0.8,14.4,6.7,1.9,5.0,1.4
Todd Frazier,,3B,3500,CWS,@TOR,3.72,Biagini,0.264,-11%,R,R,0.325,-2%,0.216,-6%,5,5,0,3%,2%,0%,7.3,7.3,7.3,0.2,14.4,7.3,2.1,2.0,0.6
Joe Mauer,2,1B,3500,MIN,CLE,4.49,Carrasco,0.282,-8%,R,L,0.330,2%,0.126,9%,3,3,-1,0%,1%,0%,5.3,7.3,7.3,1.0,13.7,6.9,2.0,0.0,0.0
Chase Headley,,3B,3500,NYY,@OAK,4.20,Manaea,0.312,-2%,L,S,0.309,-1%,0.126,-2%,6,8,2,-2%,3%,1%,9.5,7.4,7.4,1.2,13.5,7.0,2.0,3.0,0.9
Chris Herrmann,1,C/OF,3500,ARI,@PHI,4.13,Nola,0.327,1%,R,L,0.310,4%,0.210,15%,x,x,-,0%,0%,0%,4.9,6.5,6.5,-1.4,14.5,0.0,0.0,0.0,0.0
Yoan Moncada,,2B/3B,3500,CWS,@TOR,3.72,Biagini,0.292,-8%,R,S,,2%,,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Arcia,3,SS,3400,MIL,SD,5.55,Diaz,,-1%,R,R,0.261,-6%,0.116,-5%,8,8,0,-2%,0%,-2%,6.5,5.9,5.9,0.2,11.5,5.8,1.7,3.0,0.9
Austin Slater,3,OF,3400,SF,@COL,5.56,Senzatela,0.289,-3%,R,R,,-1%,,2%,8,8,0,33%,7%,0%,9.1,9.1,9.1,0.5,17.7,8.8,2.6,9.0,2.6
Byron Buxton,1,OF,3400,MIN,CLE,4.49,Carrasco,0.280,-9%,R,R,0.289,2%,0.164,3%,8,8,0,2%,1%,0%,8.5,5.8,5.8,-1.0,12.5,6.3,1.9,0.0,0.0
Andrew Toles,,OF,3400,LAD,@CIN,5.29,Adleman,0.336,3%,R,L,0.350,3%,0.186,8%,x,x,-,0%,0%,0%,9.8,7.0,7.0,0.4,13.7,0.0,0.0,0.0,0.0
Ben Zobrist,1,2B/OF,3400,CHC,@PIT,4.79,Williams,,3%,R,S,0.341,-1%,0.173,10%,x,x,-,0%,0%,0%,4.2,6.7,6.7,0.4,13.1,0.0,0.0,0.0,0.0
Arismendy Alcantara,,2B/OF,3400,CIN,LAD,4.21,Wood,0.309,-2%,L,S,0.288,1%,0.128,5%,x,x,-,0%,0%,0%,4.7,4.1,4.1,-1.7,9.8,0.0,0.0,0.0,0.0
Alex Bregman,1,3B,3400,HOU,BOS,4.77,Pomeranz,0.300,-4%,L,R,0.352,5%,0.200,9%,7,8,1,0%,0%,5%,5.2,6.6,6.6,0.4,12.8,7.6,2.2,0.0,0.0
Michael A. Taylor,0,OF,3400,WAS,@NYM,4.10,Matz,0.291,-6%,L,R,0.313,6%,0.158,8%,8,8,-1,-7%,-2%,0%,6.5,7.4,7.4,0.2,14.5,6.2,1.8,24.0,7.1
Nick Franklin,,OF,3400,MIL,SD,5.55,Diaz,,1%,R,S,0.297,6%,0.168,21%,x,x,-,0%,0%,0%,3.3,3.8,3.8,-1.7,9.2,0.0,0.0,0.0,0.0
Kevin Pillar,5,OF,3400,TOR,CWS,5.28,Quintana,0.316,-1%,L,R,0.320,5%,0.133,6%,1,1,0,1%,2%,0%,7.7,8.0,8.0,0.8,15.3,8.7,2.6,5.0,1.5
John Jaso,,1B/OF,3400,PIT,CHC,4.71,Butler,0.423,21%,R,L,0.348,4%,0.167,13%,x,x,-,0%,0%,0%,6.9,5.4,5.4,-0.1,10.8,0.0,0.0,0.0,0.0
