"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jake Lamb",14,"3B",5600,"ARI","CWS",5.6,"Gonzalez",0.326,"1%","R","L",0.352,"6%",0.213,8,"4","4","1","5%","5%","0%",13.5,10.4,10.4,2,18.8,9.9,1.8,12,2.1
"Paul Goldschmidt",11,"1B",5500,"ARI","CWS",5.6,"Gonzalez",0.319,"0%","R","R",0.391,"-3%",0.23,-2,"3","3","0","2%","5%","0%",11.8,11.5,11.5,3,20.1,10.8,2,19,3.5
"Mike Trout",8,"OF",5500,"LAA","@TB",4.15,"Odorizzi",0.325,"1%","R","R",0.416,"0%",0.282,5,"2","x","1","-4%","0%","0%",16.6,12.9,12.9,5.6,20.2,10.8,2,4,0.7
"Charlie Blackmon",8,"OF",5400,"COL","@PHI",4.2,"Eickhoff",0.35,"7%","R","L",0.372,"3%",0.208,11,"1","1","0","-15%","-3%","0%",9.8,10.7,10.7,2.7,18.6,8.2,1.5,23,4.3
"J.D. Martinez",5,"OF",5200,"DET","@HOU",3.95,"Peacock",0.33,"3%","R","R",0.381,"1%",0.236,0,"5","5","-1","1%","0%","0%",15.4,15.4,15.4,0.1,30.8,8.4,1.6,0,0
"Kris Bryant",15,"3B",5100,"CHC","SF",5.83,"Blach",NA,"2%","L","R",0.415,"6%",0.292,18,"3","x","-1","1%","-1%","18%",10.8,10.8,10.8,1.7,20,12.8,2.5,0,0
"Nolan Arenado",1,"3B",5000,"COL","@PHI",4.2,"Eickhoff",0.254,"-14%","R","R",0.373,"-1%",0.268,3,"3","3","0","-9%","-4%","0%",10.6,9.6,9.6,1.2,18,7.1,1.4,16,3.2
"A.J. Pollock",1,"OF",5000,"ARI","CWS",5.6,"Gonzalez",0.319,"0%","R","R",0.364,"0%",0.169,-7,"x","x","-","0%","0%","0%",6.9,9.6,9.6,1.8,17.4,0,0,0,0
"Aaron Judge",10,"OF",5000,"NYY","KC",4.63,"Vargas",0.299,"-5%","L","R",0.378,"4%",0.289,10,"5","x","0","0%","-5%","0%",10.1,12.1,12.1,1.6,22.5,7.5,1.5,4,0.8
"Joey Votto",6,"1B",4900,"CIN","CLE",4.34,"Tomlin",0.275,"-10%","R","L",0.412,"2%",0.224,3,"3","3","0","2%","-3%","0%",9.6,10.5,10.5,3,18.1,8,1.6,5,1
"Anthony Rizzo",5,"1B",4800,"CHC","SF",5.83,"Blach",NA,"-5%","L","L",0.354,"-6%",0.184,-20,"4","x","-1","-3%","-1%","17%",8,8.7,8.7,1.3,16.1,10.8,2.3,2,0.4
"Michael Brantley",7,"OF",4800,"CLE","@CIN",4.66,"Feldman",0.309,"-2%","R","L",0.387,"6%",0.188,19,"3","x","0","-2%","-3%","0%",6.4,8.2,8.2,1.8,14.7,8.6,1.8,5,1
"Manny Machado",10,"3B",4800,"BAL","MIN",5.25,"Gibson",0.311,"-2%","R","R",0.363,"2%",0.225,9,"3","x","0","1%","-2%","0%",6.7,8.2,8.2,0.3,16,9.7,2,9,1.9
"Jose Altuve",5,"2B",4800,"HOU","DET",4.55,"Fulmer",0.304,"-5%","R","R",0.351,"-3%",0.141,-5,"3","x","0","0%","0%","0%",10.6,9.8,9.8,1.5,18.2,8.3,1.7,7,1.5
"Miguel Cabrera",6,"1B",4700,"DET","@HOU",3.95,"Peacock",0.33,"3%","R","R",0.391,"-2%",0.215,-5,"3","3","0","1%","0%","0%",7.5,7.7,7.7,0.6,14.7,8.7,1.9,2,0.4
"Miguel Sano",11,"3B",4700,"MIN","@BAL",4.75,"Jimenez",0.316,"-1%","R","R",0.369,"-1%",0.254,-1,"4","x","-1","-1%","-2%","0%",8.9,10.3,10.3,2.1,18.6,8.6,1.8,31,6.6
"Corey Dickerson",10,"OF",4700,"TB","LAA",4.35,"Ramirez",0.314,"0%","R","L",0.379,"5%",0.268,15,"1","x","0","0%","0%","0%",16.3,10.4,10.4,2,18.7,8.4,1.8,14,3
