Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacob deGrom,17,SP,13400,NYM,@SD,60%,3.32,7.5,0.290,25.6%,3.77,26.3%,3.36,3.22,R,0.288,0.265,0%,0%,0%,28.9,22.8,22.8,9.0,36.7,29.2,2.2,29.8,2.2
Zack Greinke,9,SP,11900,ARI,ATL,67%,3.63,6.5,0.311,22.7%,4.69,23.5%,3.56,3.46,R,0.275,0.261,-2%,0%,0%,20.4,22.7,22.7,11.6,33.8,19.5,1.6,27.0,2.3
Brad Peacock,4,SP,11500,HOU,@PHI,61%,3.95,,0.300,23.2%,3.99,28.4%,4.04,4.16,R,0.330,0.253,1%,0%,0%,24.5,20.9,20.9,10.3,31.5,21.1,1.8,10.3,0.9
James Paxton,8,SP,10500,SEA,BOS,57%,3.65,6,0.332,19.9%,4.73,23.5%,3.79,3.62,L,0.316,0.286,2%,-1%,0%,25.9,20.8,20.8,8.9,32.7,18.7,1.8,37.4,3.6
Gerrit Cole,6,SP,9900,PIT,@SF,57%,3.63,5,0.313,18.9%,3.93,22.1%,3.71,3.55,R,0.319,0.286,1%,1%,0%,19.2,15.6,15.6,5.1,26.2,17.0,1.7,15.5,1.6
Justin Verlander,10,SP,8700,DET,KC,56%,4.21,5.5,0.322,20.2%,4.25,24.5%,3.90,4.15,R,0.290,0.291,0%,0%,-1%,12.6,14.1,14.1,2.4,25.9,17.2,2.0,23.6,2.7
Josh Tomlin,,SP,8100,CLE,CIN,63%,4.04,4.5,0.325,19.7%,4.63,17.8%,4.11,4.07,R,0.292,0.357,-4%,0%,2%,12.3,10.5,10.5,-0.9,21.9,11.7,1.4,22.5,2.8
Eduardo Rodriguez,3,SP,7800,BOS,@SEA,42%,4.35,5.5,0.337,20.2%,4.74,21.7%,4.22,4.33,L,0.338,0.302,9%,-1%,0%,17.4,18.3,18.3,11.2,25.5,14.1,1.8,10.6,1.4
Hyun-Jin Ryu,8,SP,7700,LAD,MIN,70%,3.46,,0.306,25.1%,4.55,21.5%,4.14,4.07,L,0.355,0.332,3%,0%,-1%,13.4,13.1,13.1,5.8,20.5,18.9,2.5,12.4,1.6
Kyle Hendricks,2,SP,7600,CHC,CWS,71%,3.03,,0.296,26.6%,4.44,22.3%,3.66,3.52,R,0.298,0.257,1%,-1%,2%,14.0,14.2,14.2,7.2,21.2,19.1,2.5,12.9,1.7
Kevin Gausman,6,SP,7300,BAL,@TB,50%,4.50,,0.324,22.1%,4.63,21.7%,4.04,4.03,R,0.311,0.358,4%,0%,0%,17.3,9.4,9.4,-3.5,22.3,14.1,1.9,28.7,3.9
Jason Hammel,1,SP,6900,KC,@DET,44%,4.79,4,0.323,21.3%,4.84,21.2%,4.11,4.23,R,0.312,0.312,3%,-1%,-2%,11.4,11.2,11.2,3.1,19.3,11.9,1.7,11.2,1.6
