Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jon Lester,6,SP,11300,CHC,PIT,61%,3.53,6,0.334,19.8%,3.20,24.9%,3.39,3.26,L,0.283,0.280,1%,0%,-4%,20.2,20.2,20.2,16.9,23.5,17.7,1.6,18.1,1.6
Cole Hamels,4,SP,10000,TEX,@SEA,51%,3.71,5,0.335,16.8%,3.64,23.9%,3.72,3.63,L,0.292,0.298,8%,1%,0%,14.8,14.8,14.8,9.8,19.8,15.3,1.5,3.9,0.4
Rich Hill,7,SP,9800,LAD,ARI,64%,3.16,6,0.317,25.0%,5.09,30.2%,3.12,3.21,L,0.268,0.242,2%,0%,-1%,20.3,20.3,20.3,20.3,20.3,21.7,2.2,2.5,0.3
Michael Pineda,6,SP,9100,NYY,STL,57%,3.65,6.5,0.344,19.8%,3.70,25.6%,3.23,3.11,R,0.316,0.312,0%,1%,-2%,23.8,23.8,23.8,0.7,46.8,17.7,1.9,23.6,2.6
Carlos Carrasco,17,SP,8800,CLE,DET,67%,3.63,6.5,0.322,19.1%,4.40,27.6%,3.04,2.95,R,0.295,0.276,-2%,0%,-2%,24.3,24.3,24.3,22.7,25.8,18.1,2.1,15.6,1.8
Jeff Samardzija,2,SP,8600,SF,COL,55%,3.53,6,0.316,22.9%,3.25,19.2%,4.13,4.12,R,0.334,0.286,1%,1%,0%,14.5,14.5,14.5,11.0,18.0,17.5,2.0,18.9,2.2
Taijuan Walker,,SP,8400,ARI,@LAD,36%,4.34,4.5,0.333,22.0%,4.64,21.7%,3.86,4.00,R,0.308,0.321,11%,0%,-1%,12.0,12.0,12.0,2.5,21.5,15.1,1.8,24.3,2.9
J.A. Happ,6,SP,8300,TOR,BAL,50%,3.98,5.5,0.321,21.6%,4.56,21.0%,4.02,3.92,L,0.325,0.306,-2%,2%,0%,18.9,18.9,18.9,10.7,27.2,15.8,1.9,11.3,1.4
Jerad Eickhoff,,SP,8200,PHI,@WAS,38%,5.10,4.5,0.333,19.7%,5.20,21.4%,3.93,4.02,R,0.347,0.257,-2%,-3%,0%,20.5,20.5,20.5,19.0,22.0,13.3,1.6,12.1,1.5
Ian Kennedy,1,SP,8100,KC,LAA,51%,4.18,4.5,0.322,18.7%,4.36,23.4%,3.98,4.25,R,0.330,0.321,-2%,2%,0%,11.6,11.6,11.6,10.0,13.2,14.3,1.8,35.6,4.4
Gio Gonzalez,11,SP,8000,WAS,PHI,62%,3.90,5.5,0.290,24.0%,4.80,22.4%,3.84,3.67,L,0.275,0.314,0%,-2%,0%,23.8,23.8,23.8,21.4,26.3,17.9,2.2,11.7,1.5
Dylan Bundy,7,SP,7900,BAL,@TOR,50%,4.02,,0.330,19.0%,2.80,22.4%,4.10,4.46,R,0.320,0.319,-4%,3%,0%,20.1,20.1,20.1,4.2,36.0,13.1,1.7,25.9,3.3
Matt Harvey,5,SP,7800,NYM,@MIA,50%,4.23,5.5,0.303,22.3%,5.00,22.7%,3.59,3.53,R,0.275,0.264,1%,-1%,1%,21.2,21.2,21.2,21.1,21.2,17.2,2.2,16.1,2.1
Jameson Taillon,3,SP,7700,PIT,@CHC,39%,4.47,5,0.318,25.0%,3.90,20.5%,3.60,3.41,R,0.308,0.287,1%,0%,-4%,18.4,18.4,18.4,12.0,24.8,17.5,2.3,25.8,3.4
Drew Pomeranz,15,SP,7500,BOS,TB,62%,4.11,6.5,0.321,23.6%,4.55,25.3%,3.77,3.77,L,0.257,0.291,-2%,-2%,-2%,24.5,24.5,24.5,24.5,24.5,17.6,2.3,15.6,2.1
Tyler Skaggs,,SP,7400,LAA,@KC,49%,4.32,4.5,0.323,16.4%,3.40,22.6%,4.41,4.38,L,0.326,0.303,-7%,2%,0%,5.9,5.9,5.9,4.1,7.7,12.5,1.7,30.1,4.1
Dan Straily,1,SP,7300,MIA,NYM,50%,4.27,4.5,0.310,20.4%,5.00,19.9%,4.71,5.05,R,0.312,0.335,2%,-1%,2%,5.2,5.2,5.2,-12.5,22.8,14.0,1.9,19.0,2.6
