"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Dallas Keuchel",5,"SP",11000,"HOU","@NYY","45%",3.95,5.5,0.333,"21.6%",5.81,"22.2%",3.26,3.1,"L",0.257,0.294,"-3%","4%","1%",25.7,24.8,24.8,17.9,31.6,19.4,1.8,31.9,2.9
"Zack Greinke",17,"SP",10800,"ARI","PIT","55%",4.02,6.5,0.305,"20.5%",3.67,"22.6%",3.58,3.48,"R",0.287,0.276,"-2%","-1%","0%",21.7,20.9,20.9,9.9,31.9,17.8,1.6,40.8,3.8
"Michael Fulmer",8,"SP",10500,"DET","@LAA","47%",3.85,5.5,0.315,"16.4%",3.86,"20.8%",3.99,3.91,"R",0.257,0.31,"4%","2%","0%",20.4,19.9,19.9,11.2,28.6,16.6,1.6,28.1,2.7
"Jake Odorizzi",5,"SP",9700,"TB","KC","53%",3.61,5,0.314,"18.9%",3,"21.4%",4.04,4.18,"R",0.283,0.324,"1%","0%","0%",15.3,15.3,15.3,4.9,25.6,15.4,1.6,15.9,1.6
"Michael Pineda",12,"SP",9300,"NYY","HOU","55%",3.55,6,0.338,"15.9%",4.88,"26.0%",3.18,3.07,"R",0.31,0.31,"0%","3%","1%",24.8,21.9,21.9,10.4,33.5,15.9,1.7,18.8,2
"Gerrit Cole",3,"SP",9000,"PIT","@ARI","45%",4.48,6.5,0.306,"23.6%",4.76,"22.7%",3.58,3.45,"R",0.302,0.288,"-6%","-1%","0%",23.6,18.3,18.3,7.9,28.6,18.4,2,16.9,1.9
"Jason Vargas",3,"SP",9000,"KC","@TB","47%",3.89,6,0.321,"24.2%",4.26,"19.4%",4.1,4.17,"L",0.32,0.302,"5%","0%","0%",22.9,23,23,12.7,33.3,18.3,2,25.4,2.8
"Marco Estrada",2,"SP",8500,"TOR","SEA","59%",3.83,5.5,0.314,"20.4%",5,"21.0%",4.37,4.69,"R",0.285,0.305,"-2%","4%","0%",22.2,18.6,18.6,10.7,26.5,16.3,1.9,25.3,3
"Eduardo Rodriguez",4,"SP",8400,"BOS","@MIL","57%",3.9,6.5,0.306,"27.4%",5.03,"21.3%",4.21,4.31,"L",0.339,0.302,"2%","2%","0%",19,19,19,11,27,19.1,2.3,19.7,2.3
"Dylan Bundy",NA,"SP",7500,"BAL","@WAS","48%",4.35,4,0.319,"22.1%",6.12,"20.3%",4.35,4.62,"R",0.312,0.313,"0%","10%","2%",17.4,18.2,18.2,10,26.4,14.1,1.9,0,0
"Jimmy Nelson",1,"SP",7000,"MIL","BOS","42%",4.6,4.5,0.307,"20.8%",4.53,"18.5%",4.51,4.48,"R",0.354,0.309,"-1%","4%","0%",8.2,10.7,10.7,-0.9,22.4,12,1.7,26.2,3.7
"A.J. Cole",3,"SP",6900,"WAS","BAL","52%",4.15,NA,0.308,"23.3%",4.47,"21.2%",4.32,4.85,"R",NA,NA,"0%","6%","1%",13.5,13.5,13.5,13.5,13.5,14.8,2.1,0,0
"J.C. Ramirez",5,"SP",6800,"LAA","DET","53%",3.65,NA,0.317,"19.0%",5.06,"18.7%",3.98,4.18,"R",0.314,0.326,"3%","3%","0%",17.2,17.2,17.2,6.6,27.8,13.1,1.9,8.4,1.2
"Chase De Jong",1,"SP",6500,"SEA","@TOR","41%",4.67,NA,0.315,"21.4%",3.7,"",NA,NA,"R",NA,NA,"-6%","4%","0%",2.3,2.3,2.3,-15.9,20.4,11.8,1.8,-4.8,-0.7
"Hyun-Jin Ryu",NA,"SP",6500,"LAD","@COL","55%",5.18,NA,0.328,"19.5%",4.79,"24.3%",3.6,3.49,"L",0.317,0.305,"-24%","4%","0%",15.2,15.2,15.2,7.2,23.1,11.2,1.7,-2,-0.3
"Martin Perez",1,"SP",6000,"TEX","SD","56%",4.2,NA,0.304,"19.1%",3.59,"12.9%",4.87,4.58,"L",0.294,0.339,"-3%","1%","0%",6.6,9.4,9.4,1.2,17.6,11.1,1.8,10.8,1.8
"Phil Hughes",0,"SP",5800,"MIN","@CWS","47%",4.4,NA,0.311,"20.8%",3.97,"14.1%",4.59,4.59,"R",0.326,0.341,"4%","4%","0%",10.9,12.1,12.1,5.9,18.4,12.3,2.1,1.7,0.3
"Bronson Arroyo",NA,"SP",5500,"CIN","@SF","49%",4.04,NA,0.312,"19.6%",3.21,"16.7%",4.7,4.78,"R",0.336,0.391,"2%","2%","0%",11.6,9.3,9.3,-1.7,20.2,11.6,2.1,11.3,2.1
"Ty Blach",NA,"SP",5300,"SF","CIN","51%",3.96,NA,0.313,"20.9%",5.21,"9.8%",5.32,5.07,"L",NA,NA,"2%","3%","0%",2.2,2.2,2.2,-14.3,18.6,10,1.9,12.2,2.3
"Derek Holland",3,"SP",5200,"CWS","MIN","53%",4.1,NA,0.327,"23.9%",4.67,"16.2%",4.77,4.87,"L",0.286,0.329,"1%","4%","0%",17.6,17.3,17.3,7.3,27.2,14.7,2.8,5.3,1
"Clayton Richard",NA,"SP",4500,"SD","@TEX","44%",4.8,NA,0.321,"20.6%",4.53,"13.7%",4.04,3.96,"L",0.27,0.366,"-9%","1%","0%",7.4,10.2,10.2,-2.7,23.1,9.6,2.1,18.1,4
