"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Robbie Ray",7,"SP",13500,"ARI","@PHI","63%",3.86,8,0.313,"20.7%",3.91,"26.9%",3.72,3.64,"L",0.298,0.321,"3%","-1%","-2%",37.6,25.1,25.1,11.9,38.3,24.1,1.8,10.8,0.8
"Yu Darvish",3,"SP",12000,"TEX","SEA","65%",4.38,6.5,0.335,"18.5%",4.74,"29.0%",3.53,3.59,"R",0.297,0.279,"-2%","-2%","0%",18.8,20.8,20.8,11.8,29.9,16.8,1.4,7.3,0.6
"Jacob deGrom",5,"SP",10600,"NYM","WAS","54%",4.32,7,0.322,"22.2%",5.52,"26.3%",3.36,3.21,"R",0.292,0.271,"2%","-1%","-3%",18.1,19.9,19.9,5.1,34.6,19.8,1.9,31,2.9
"Jason Vargas",4,"SP",9300,"KC","@LAA","51%",4.19,NA,0.315,"16.0%",4.18,"18.6%",4.42,4.55,"L",0.324,0.262,"7%","-2%","0%",19.7,20.1,20.1,9.7,30.5,14.3,1.5,11.5,1.2
"Jameson Taillon",4,"SP",8300,"PIT","CHC","51%",4.45,5,0.308,"22.5%",4.74,"20.4%",3.77,3.55,"R",0.302,0.307,"0%","-3%","0%",15.1,16.1,16.1,8.1,24,17.9,2.2,5.9,0.7
"Jacob Faria",3,"SP",8100,"TB","@DET","50%",5.01,NA,0.33,"22.5%",4.95,"",NA,NA,"R",NA,NA,"-2%","-2%","0%",25.6,25.6,25.6,22.3,29,15.7,1.9,31.5,3.9
"Jimmy Nelson",11,"SP",7900,"MIL","SD","59%",4.03,6,0.298,"23.9%",3.65,"19.3%",4.38,4.33,"R",0.348,0.309,"0%","0%","0%",19.5,16.4,16.4,3.3,29.4,19.1,2.4,41.3,5.2
"Lance Lynn",1,"SP",7800,"STL","@BAL","51%",5.43,5,0.336,"20.4%",4.39,"22.6%",4.1,4.04,"R",0.336,0.253,"-1%","-2%","-1%",19.3,17.9,17.9,8.6,27.2,13.5,1.7,-0.7,-0.1
"J.A. Happ",4,"SP",7700,"TOR","CWS","65%",3.93,5.5,0.328,"21.5%",4.64,"21.2%",4.01,3.91,"L",0.323,0.298,"-2%","0%","0%",13.4,15.3,15.3,5.7,24.9,14.7,1.9,26.2,3.4
"David Price",0,"SP",7500,"BOS","@HOU","46%",4.68,5.5,0.334,"18.1%",5.4,"24.5%",3.5,3.46,"L",0.299,0.287,"6%","0%","-3%",13.4,13.4,13.4,1.2,25.7,15.4,2.1,8.1,1.1
"Tyler Chatwood",2,"SP",7400,"COL","SF","62%",4.96,NA,0.31,"18.8%",3.75,"18.4%",4.56,4.22,"R",0.315,0.308,"-8%","-3%","0%",20,15.2,15.2,3,27.5,13.4,1.8,13.5,1.8
"Mike Foltynewicz",0,"SP",7300,"ATL","MIA","50%",4.77,NA,0.312,"21.9%",4.72,"19.9%",4.28,4.38,"R",0.376,0.329,"0%","0%","0%",12.1,12.2,12.2,-2.3,26.8,14.2,1.9,12.1,1.7
"Kenta Maeda",5,"SP",7200,"LAD","@CIN","62%",4.74,NA,0.308,"24.4%",4.92,"25.0%",3.75,3.81,"R",0.323,0.262,"-3%","-2%","0%",15.4,13.8,13.8,4.9,22.7,17.3,2.4,20.3,2.8
"Joe Ross",1,"SP",6900,"WAS","@NYM","46%",4.68,4.5,0.311,"20.2%",4.88,"21.5%",3.91,3.78,"R",0.366,0.263,"6%","-2%","-4%",13.6,11.8,11.8,-4.7,28.3,13.7,2,10.9,1.6
"John Lackey",1,"SP",6800,"CHC","@PIT","49%",4.55,5,0.304,"20.5%",4.24,"21.7%",3.92,3.86,"R",0.324,0.278,"0%","-3%","0%",8.6,13.7,13.7,3.8,23.7,15.6,2.3,20.5,3
