"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Johnny Cueto",8,"SP",12600,"SF","CIN","57%",3.21,6,0.307,"21.8%",5.21,"21.4%",3.73,3.62,"R",0.271,0.284,"1%","1%","0%",15.2,16.1,16.1,5.3,27,17.4,1.4,21.2,1.7
"Clayton Kershaw",11,"SP",11300,"LAD","@COL","65%",3.95,8,0.308,"23.3%",4.74,"32.4%",2.36,2.24,"L",0.214,0.232,"-11%","0%","-1%",27.4,26.1,26.1,16.7,35.4,25.1,2.2,18.9,1.7
"Rick Porcello",12,"SP",9700,"BOS","TB","59%",3.81,6.5,0.32,"24.5%",4.47,"21.1%",3.74,3.81,"R",0.318,0.307,"-3%","3%","0%",17.8,17.6,17.6,8.3,26.9,18.9,1.9,16.1,1.7
"Lance McCullers Jr.",13,"SP",9500,"HOU","@NYY","53%",3.87,6,0.33,"19.9%",5.81,"27.3%",3.48,3.21,"R",0.292,0.314,"-2%","3%","0%",17.8,20.1,20.1,9.9,30.2,17.6,1.9,29.1,3.1
"Danny Duffy",11,"SP",8600,"KC","BAL","49%",4.06,5,0.313,"21.6%",4.52,"21.3%",4.09,4.22,"L",0.225,0.323,"-2%","1%","0%",10.9,13.4,13.4,0.9,25.9,16.5,1.9,17.8,2.1
"Ervin Santana",NA,"SP",8200,"MIN","@CLE","42%",4.63,4,0.34,"16.1%",4.33,"19.4%",4.34,4.3,"R",0.308,0.29,"-6%","5%","1%",23.9,23.4,23.4,11.4,35.5,12.8,1.6,23.6,2.9
"Patrick Corbin",4,"SP",8100,"ARI","PIT","56%",4.62,NA,0.32,"18.8%",3.62,"19.6%",4.06,3.9,"L",0.274,0.356,"-3%","-2%","0%",14.2,13.2,13.2,0.1,26.2,13.5,1.7,10.7,1.3
"Miguel Gonzalez",4,"SP",8000,"CWS","SD","53%",3.85,4.5,0.311,"22.2%",3.57,"17.0%",4.57,4.6,"R",0.326,0.314,"1%","3%","0%",14.8,15.7,15.7,2.6,28.7,16.4,2,-2,-0.3
"Matt Shoemaker",6,"SP",7900,"LAA","DET","56%",3.91,5.5,0.332,"20.3%",4.94,"20.9%",3.99,4.13,"R",0.31,0.314,"2%","2%","0%",15.1,11.6,11.6,2.2,20.9,15.4,1.9,29.1,3.7
"Scott Feldman",2,"SP",7800,"CIN","@SF","42%",3.79,3.5,0.314,"19.7%",3.29,"15.6%",4.33,4.14,"R",0.31,0.326,"2%","1%","0%",13.3,14.8,14.8,1.6,28.1,14,1.8,10.9,1.4
"Matt Garza",NA,"SP",7700,"MIL","NYM","46%",4.68,4,0.315,"21.7%",5.06,"15.8%",4.6,4.43,"R",0.334,0.312,"-1%","7%","0%",17,17,17,10.7,23.4,11.8,1.5,17.3,2.2
"Dylan Bundy",9,"SP",7500,"BAL","@KC","51%",3.94,4,0.317,"20.0%",2.94,"20.3%",4.35,4.62,"R",0.312,0.313,"-3%","1%","0%",17.4,18.2,18.2,10,26.4,16.2,2.2,22.5,3
"Mike Foltynewicz",0,"SP",7500,"ATL","@MIA","46%",4.69,4.5,0.315,"22.6%",4.52,"20.4%",4.19,4.35,"R",0.367,0.338,"4%","-1%","1%",11.7,11.7,11.7,-1.8,25.1,16.4,2.2,19.3,2.6
"Alex Cobb",NA,"SP",7400,"TB","@BOS","41%",4.69,3.5,0.327,"19.4%",4.52,"14.7%",4.45,4.27,"R",0.304,0.297,"-11%","6%","0%",10,12.6,12.6,4.2,20.9,11.7,1.6,18.1,2.4
"Mike Leake",5,"SP",7300,"STL","CHC","57%",3.85,NA,0.318,"24.6%",4.88,"16.0%",4.03,3.81,"R",0.323,0.295,"1%","2%","0%",19.6,20.3,20.3,13.6,27,15.8,2.2,14.7,2
"Josh Tomlin",2,"SP",7200,"CLE","MIN","57%",3.87,4.5,0.324,"24.8%",4.67,"17.6%",4.03,3.97,"R",0.276,0.363,"-3%","4%","1%",7.2,6.9,6.9,-5.1,18.8,12.7,1.8,25.8,3.6
"Jordan Montgomery",NA,"SP",7100,"NYY","HOU","47%",4.13,NA,0.34,"19.4%",4.85,"",NA,NA,"L",NA,NA,"-1%","5%","0%",15.2,15.2,15.2,14,16.3,12.6,1.8,14.1,2
"Andrew Cashner",NA,"SP",7000,"TEX","OAK","51%",4.68,NA,0.319,"19.9%",3.79,"19.4%",4.44,4.29,"R",0.34,0.302,"-4%","3%","0%",10.2,10.2,10.2,4.3,16,9.9,1.4,11.9,1.7
"Matt Harvey",2,"SP",6900,"NYM","@MIL","54%",4.32,5.5,0.3,"27.0%",5.09,"21.8%",3.74,3.65,"R",0.28,0.271,"-3%","4%","0%",7.5,9.8,9.8,-2.3,21.8,16.7,2.4,6,0.9
"Jesse Hahn",NA,"SP",6800,"OAK","@TEX","49%",4.82,NA,0.327,"22.7%",4.51,"15.4%",4.42,4.22,"R",0.325,0.266,"-10%","3%","0%",17,17,17,8.4,25.7,12.5,1.8,15.6,2.3
"Jose Urena",1,"SP",6700,"MIA","ATL","54%",4.31,NA,0.307,"21.5%",4.35,"13.1%",4.9,4.92,"R",0.34,0.333,"2%","-1%","2%",19.7,19.7,19.7,19.7,19.7,13.1,2,12.1,1.8
"Jhoulys Chacin",2,"SP",6600,"SD","@CWS","47%",4.15,NA,0.312,"20.0%",3.97,"18.7%",4.37,4.22,"R",0.331,0.313,"0%","3%","0%",13.2,11.4,11.4,-3.5,26.2,14.9,2.3,16.9,2.6
