"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Clayton Kershaw",12,"SP",14000,"LAD","@CWS","74%",3.24,9.5,0.329,"21.8%",4.53,"32.6%",2.45,2.32,"L",0.227,0.226,"-1%","-1%","0%",35.6,28.5,28.5,17.8,39.1,25.8,1.8,29,2.1
"Robbie Ray",14,"SP",11200,"ARI","@CIN","60%",4.23,8,0.309,"21.6%",4.78,"27.2%",3.76,3.7,"L",0.303,0.323,"2%","-2%","0%",23.4,23.8,23.8,11.4,36.1,20.4,1.8,17.3,1.5
"Brad Peacock",7,"SP",10300,"HOU","SEA","63%",4.31,NA,0.331,"17.5%",4.8,"28.0%",4.16,4.29,"R",0.332,0.264,"2%","0%","-2%",22.8,19.5,19.5,9.2,29.8,13.1,1.3,33.3,3.2
"Michael Wacha",1,"SP",9500,"STL","@NYM","52%",4.64,5,0.312,"21.4%",4.87,"20.4%",4.14,3.93,"R",0.294,0.328,"4%","-1%","-2%",17.9,14.8,14.8,5.4,24.1,14.7,1.5,42.8,4.5
"Mike Clevinger",8,"SP",9100,"CLE","@SF","56%",3.7,NA,0.314,"19.0%",3.9,"24.5%",4.55,4.49,"R",0.267,0.334,"4%","1%","0%",20,18.3,18.3,9.6,27,15.8,1.7,24.5,2.7
"J.A. Happ",NA,"SP",7800,"TOR","@BOS","55%",4.72,4.5,0.336,"20.6%",4.73,"21.1%",4.03,3.93,"L",0.313,0.302,"-6%","-2%","-3%",16.8,16,16,6.9,25.1,12.6,1.6,7,0.9
"Ivan Nova",4,"SP",7600,"PIT","MIL","59%",4.03,NA,0.312,"26.0%",4.95,"16.3%",4.2,4.07,"R",0.356,0.293,"1%","-3%","0%",13,15.6,15.6,5.7,25.5,14.6,1.9,16.9,2.2
"Vince Velasquez",3,"SP",7500,"PHI","@MIA","45%",4.76,NA,0.315,"21.7%",4.63,"26.3%",3.78,3.9,"R",0.329,0.332,"2%","0%","1%",11.3,12,12,6.7,17.2,17.5,2.3,16.5,2.2
"Antonio Senzatela",4,"SP",7200,"COL","SD","54%",5.23,NA,0.288,"25.2%",3.6,"17.6%",4.6,4.37,"R",0.335,0.302,"-8%","-3%","0%",8.9,13.1,13.1,4.7,21.6,14.6,2,9.1,1.3
"Dinelson Lamet",1,"SP",7000,"SD","@COL","46%",5.77,NA,0.314,"22.5%",5.1,"30.9%",3.48,4.01,"R",NA,NA,"-20%","-5%","0%",17.4,16.1,16.1,1.6,30.5,12.7,1.8,8.2,1.2
