Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,18,SP,14100,BOS,@PHI,71%,3.05,9,0.295,22.4%,3.97,29.9%,2.90,3.01,L,0.243,0.279,3%,0%,-1%,22.7,28.9,28.9,21.6,36.1,26.9,1.9,35.5,2.5
Rich Hill,4,SP,9600,LAD,@CLE,53%,4.59,4.5,0.328,18.6%,4.44,28.9%,3.47,3.58,L,0.259,0.248,-8%,-1%,0%,13.5,12.9,12.9,4.4,21.3,11.7,1.2,-4.2,-0.4
Gio Gonzalez,6,SP,9000,WAS,@NYM,54%,4.30,5.5,0.298,24.6%,4.89,22.3%,4.00,3.81,L,0.276,0.324,4%,1%,-2%,18.4,17.9,17.9,10.1,25.7,17.7,2.0,22.8,2.5
Jose Berrios,1,SP,8800,MIN,SEA,56%,4.66,5.5,0.331,19.0%,4.77,20.3%,4.84,5.21,R,0.341,0.371,-1%,-3%,0%,21.6,22.2,22.2,11.3,33.1,14.5,1.6,26.4,3.0
Jordan Montgomery,15,SP,8600,NYY,@OAK,52%,4.39,5.5,0.330,21.8%,4.19,23.0%,4.27,4.46,L,,0.287,5%,-1%,0%,18.6,16.6,16.6,10.2,23.1,16.1,1.9,9.9,1.2
Alex Cobb,,SP,8200,TB,@DET,40%,5.28,4.5,0.335,20.8%,4.89,16.4%,4.63,4.50,R,0.305,0.336,-2%,-2%,0%,12.6,13.0,13.0,3.1,22.9,12.3,1.5,10.4,1.3
Sonny Gray,2,SP,7700,OAK,NYY,48%,4.61,5.5,0.334,22.5%,5.81,20.1%,3.94,3.76,R,0.286,0.308,3%,-1%,0%,19.6,15.8,15.8,3.2,28.4,15.4,2.0,11.4,1.5
Justin Verlander,10,SP,7600,DET,TB,60%,4.22,6,0.320,24.3%,4.75,24.6%,3.84,4.14,R,0.285,0.294,0%,-1%,0%,9.6,13.6,13.6,2.2,25.0,17.8,2.3,17.1,2.3
Jeff Hoffman,5,SP,7500,COL,SF,61%,5.03,5,0.318,18.2%,3.64,22.5%,4.11,4.11,R,0.292,,-8%,-3%,1%,28.4,28.4,28.4,23.1,33.8,14.2,1.9,7.3,1.0
Ariel Miranda,,SP,7400,SEA,@MIN,44%,5.34,4.5,0.328,24.5%,4.82,20.0%,4.73,5.02,L,,0.296,-5%,-3%,0%,20.5,15.5,15.5,2.3,28.8,15.4,2.1,-6.2,-0.8
Zach Davies,0,SP,7300,MIL,@STL,42%,5.17,4,0.315,21.9%,4.11,18.6%,4.30,4.15,R,0.326,0.318,3%,-2%,0%,13.2,11.2,11.2,1.8,20.5,13.8,1.9,-0.1,-0.0
Josh Tomlin,1,SP,7200,CLE,LAD,47%,4.91,4.5,0.340,23.4%,4.86,17.5%,4.10,4.05,R,0.283,0.358,-4%,-2%,0%,9.1,9.4,9.4,-3.2,21.9,11.5,1.6,15.8,2.2
Ricky Nolasco,1,SP,6700,LAA,KC,51%,4.45,4,0.320,20.5%,3.89,18.5%,4.33,4.38,R,0.348,0.348,2%,0%,0%,10.6,12.8,12.8,6.2,19.4,14.1,2.1,4.3,0.6
Chris Tillman,,SP,6500,BAL,@CWS,53%,5.33,,0.310,24.2%,4.51,17.4%,4.76,4.66,R,0.315,0.341,2%,-2%,0%,-1.1,2.8,2.8,-9.8,15.5,9.8,1.5,6.8,1.0
Michael Wacha,2,SP,6300,STL,MIL,57%,4.33,5,0.296,24.9%,4.86,19.9%,4.18,3.98,R,0.292,0.329,1%,-1%,0%,8.0,13.3,13.3,5.4,21.2,13.8,2.2,5.0,0.8
Robert Gsellman,,SP,6200,NYM,WAS,46%,4.70,4,0.321,22.2%,5.52,19.0%,4.13,3.92,R,0.264,0.352,4%,2%,-3%,14.8,10.0,10.0,-0.6,20.6,12.5,2.0,-4.5,-0.7
Matt Moore,,SP,5100,SF,@COL,39%,6.47,4.5,0.318,23.6%,5.16,19.4%,4.58,4.76,L,0.346,0.322,-22%,-5%,1%,9.2,10.4,10.4,-1.4,22.3,11.4,2.2,-3.0,-0.6
Matt Strahm,6,RP,4700,KC,@LAA,49%,4.55,,0.311,18.4%,4.22,30.8%,3.97,3.95,L,,,4%,0%,0%,0.0,0.0,0.0,0.0,0.0,18.0,3.8,18.9,4.0
David Holmberg,,SP,4600,CWS,BAL,47%,5.67,,0.322,22.0%,4.38,12.5%,5.56,5.72,L,,0.394,1%,-3%,0%,8.5,8.5,8.5,1.2,15.8,9.2,2.0,10.8,2.3
Nick Pivetta,0,SP,4500,PHI,BOS,28%,4.95,,0.317,19.5%,4.78,,,,R,,,2%,1%,-4%,9.0,9.4,9.4,5.2,13.5,11.5,2.6,30.1,6.7
