"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",19,"SP",13000,"BOS","@OAK","63%",2.98,10,0.332,"20.4%",3.85,"29.9%",2.88,3.01,"L",0.226,0.275,"4%","-1%","0%",33.3,32.7,32.7,26.8,38.6,27.9,2.1,27.6,2.1
"Jacob deGrom",12,"SP",11100,"NYM","LAA","61%",3.28,7,0.302,"22.8%",4.07,"26.6%",3.26,3.12,"R",0.285,0.269,"1%","-1%","0%",19.8,21,21,10.9,31.1,21.6,1.9,33,3
"Jose Quintana",0,"SP",9700,"CWS","@SEA","49%",3.81,5,0.326,"16.1%",4.83,"21.1%",3.9,3.87,"L",0.297,0.307,"5%","1%","0%",19.4,15.1,15.1,2.5,27.6,14.9,1.5,28.8,3
"Alex Wood",16,"SP",9400,"LAD","MIA","69%",3.16,5.5,0.312,"23.9%",4.13,"21.1%",3.78,3.55,"L",0.274,0.304,"2%","0%","0%",24,21.5,21.5,10.2,32.9,20.2,2.1,23.1,2.5
"Luis Severino",17,"SP",8800,"NYY","@TB","53%",3.85,6.5,0.322,"24.9%",4.65,"22.9%",3.74,3.64,"R",0.307,0.332,"3%","0%","0%",17.5,19,19,4,34,18.7,2.1,18.4,2.1
"Charlie Morton",2,"SP",8700,"HOU","CLE","56%",3.72,5.5,0.343,"16.2%",4.31,"20.3%",3.75,3.66,"R",0.341,0.307,"1%","0%","-3%",21.8,18.8,18.8,10.5,27.1,14.6,1.7,9.5,1.1
"Gio Gonzalez",4,"SP",8600,"WAS","@ATL","61%",4.15,5,0.287,"19.1%",4.7,"22.0%",3.99,3.82,"L",0.274,0.315,"0%","-1%","0%",16.2,17.6,17.6,8.8,26.3,15.1,1.8,7.6,0.9
"Taijuan Walker",16,"SP",8400,"ARI","@SD","59%",3.85,5.5,0.295,"24.1%",3.55,"21.6%",3.89,4,"R",0.312,0.316,"4%","0%","0%",15,15.4,15.4,4.6,26.2,19.8,2.4,20.5,2.4
"Chris Tillman",NA,"SP",8300,"BAL","TOR","54%",4.32,NA,0.307,"20.8%",4.05,"17.9%",4.66,4.57,"R",0.312,0.322,"0%","-1%","0%",12.7,12.7,12.7,2.9,22.5,12.7,1.5,10.7,1.3
"Matt Moore",NA,"SP",8200,"SF","@STL","43%",4.59,4.5,0.316,"22.5%",4.53,"19.9%",4.47,4.64,"L",0.315,0.324,"1%","1%","0%",10.2,11.2,11.2,-3.1,25.6,15.6,1.9,14.7,1.8
"Nate Karns",12,"SP",8000,"KC","@MIN","48%",4.07,5.5,0.324,"24.3%",4.51,"24.4%",3.91,3.91,"R",0.31,0.333,"0%","3%","1%",20.8,18.5,18.5,8.4,28.6,18.2,2.3,12.3,1.5
"Michael Wacha",5,"SP",7800,"STL","SF","56%",3.91,5,0.311,"19.7%",3.38,"19.9%",4.11,3.91,"R",0.28,0.323,"1%","1%","0%",16.3,17.8,17.8,13.1,22.4,16.6,2.1,19.3,2.5
"Aaron Sanchez",NA,"SP",7600,"TOR","@BAL","46%",4.68,NA,0.334,"21.6%",4.71,"18.9%",4.17,3.94,"R",0.314,0.236,"2%","-1%","0%",10.9,10.9,10.9,1.9,19.9,14.6,1.9,10.1,1.3
"Trevor Bauer",0,"SP",7500,"CLE","@HOU","44%",4.28,5,0.338,"15.9%",5.15,"22.1%",4.19,4.14,"R",0.321,0.322,"8%","0%","-5%",14.5,13.2,13.2,2.4,24,11.7,1.6,28.9,3.9
"Ricky Nolasco",0,"SP",7400,"LAA","@NYM","39%",4.22,4.5,0.307,"21.5%",5,"18.6%",4.28,4.33,"R",0.336,0.35,"3%","-2%","0%",16.2,14.2,14.2,7.2,21.2,14,1.9,15.3,2.1
"Jeremy Hellickson",0,"SP",7100,"PHI","@PIT","45%",4.74,NA,0.304,"21.7%",3.7,"18.5%",4.27,4.23,"R",0.321,0.329,"0%","1%","0%",8.5,10.5,10.5,1.7,19.2,12.8,1.8,17.7,2.5
"Daniel Norris",4,"SP",7000,"DET","TEX","57%",4.09,5,0.319,"24.6%",4.73,"20.2%",4.34,4.41,"L",0.333,0.325,"0%","3%","-2%",9.7,11.2,11.2,1.4,21,14.9,2.1,12.8,1.8
"Tyler Anderson",2,"SP",6900,"COL","@CIN","50%",4.24,4.5,0.303,"21.9%",4.9,"21.3%",3.88,3.66,"L",0.296,0.352,"8%","1%","0%",14,11.1,11.1,-0.5,22.7,15.7,2.3,23.3,3.4
"Ariel Miranda",1,"SP",6700,"SEA","CWS","51%",3.69,4.5,0.326,"21.7%",4.29,"20.0%",4.49,4.8,"L",NA,0.31,"2%","1%","0%",11.4,12.4,12.4,-0.7,25.5,12.6,1.9,28.1,4.2
"Hector Santiago",1,"SP",6600,"MIN","KC","52%",3.93,4.5,0.323,"18.8%",3.26,"19.3%",4.8,5.23,"L",0.313,0.321,"-1%","4%","1%",11.4,13.3,13.3,2.8,23.8,12.7,1.9,1.8,0.3
"Kendall Graveman",0,"SP",6200,"OAK","BOS","37%",4.02,4,0.329,"19.4%",4.51,"14.6%",4.51,4.35,"R",0.323,0.32,"4%","-2%","0%",7.6,12.4,12.4,1.5,23.2,10.8,1.7,14.1,2.3
