"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",9,"SP",11800,"WAS","@BAL","61%",3.75,8,0.33,"21.5%",4.4,"31.2%",2.84,3.16,"R",0.299,0.234,"0%","1%","0%",27.3,27,27,18.5,35.5,25.2,2.1,32.4,2.7
"Carlos Carrasco",11,"SP",10600,"CLE","@TOR","63%",3.42,6.5,0.311,"19.7%",3.81,"27.4%",3.07,2.96,"R",0.293,0.273,"0%","0%","0%",23.8,23.7,23.7,16.9,30.4,22.7,2.1,31.9,3
"Justin Verlander",4,"SP",10000,"DET","@ARI","49%",4.29,6,0.308,"24.1%",4.82,"25.2%",3.69,4,"R",0.287,0.311,"-5%","1%","0%",13.4,16.1,16.1,1.6,30.5,19.5,1.9,19.5,1.9
"Jeff Samardzija",3,"SP",9400,"SF","@NYM","48%",3.58,5.5,0.303,"20.2%",5.07,"19.8%",4.06,4.04,"R",0.335,0.282,"4%","3%","0%",19.1,17.9,17.9,6.6,29.3,18.2,1.9,15.8,1.7
"Robbie Ray",3,"SP",9200,"ARI","DET","51%",4.21,6.5,0.317,"24.1%",5,"26.2%",3.72,3.62,"L",0.301,0.343,"-2%","1%","0%",22.6,21.4,21.4,14.8,28,21.2,2.3,11.3,1.2
"Ivan Nova",1,"SP",8200,"PIT","@LAD","36%",4.33,NA,0.331,"24.0%",4.74,"17.3%",3.98,3.91,"R",0.341,0.309,"7%","2%","-2%",20.8,20.9,20.9,7.6,34.1,18.5,2.3,8.8,1.1
"Drew Pomeranz",4,"SP",8100,"BOS","@MIL","54%",4.06,6.5,0.321,"26.0%",4.84,"25.7%",3.71,3.71,"L",0.266,0.29,"2%","0%","0%",19.3,19.3,19.3,13.9,24.6,19.3,2.4,-4.4,-0.5
"Julio Urias",5,"SP",8000,"LAD","PIT","64%",3.17,NA,0.321,"20.6%",3.77,"23.4%",4.19,3.97,"L",NA,0.311,"3%","1%","-1%",11.2,11.2,11.2,7.3,15.1,17.6,2.2,20.4,2.5
"A.J. Griffin",1,"SP",8000,"TEX","@SD","54%",4.05,NA,0.297,"25.8%",3.66,"22.0%",4.44,4.85,"R",0.335,0.291,"4%","1%","-1%",18.8,18.8,18.8,6.6,31,17.8,2.2,34.3,4.3
"Matt Andriese",5,"SP",7900,"TB","KC","61%",3.52,NA,0.316,"19.1%",2.73,"19.7%",3.97,4.04,"R",0.311,0.311,"1%","0%","0%",18.3,16,16,6.2,25.7,18,2.3,17.8,2.3
