"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jose Quintana",5,"SP",11600,"CHC","CIN","67%",3.63,6.5,0.307,"24.1%",4.68,"22.1%",3.86,3.82,"L",0.285,0.314,"1%","-1%","-4%",19.3,16.4,16.4,4,28.7,20.2,1.7,15.3,1.3
"Zack Greinke",10,"SP",10800,"ARI","HOU","61%",3.95,6,0.322,"20.1%",5.78,"23.8%",3.54,3.45,"R",0.274,0.264,"-3%","0%","0%",19.3,22.8,22.8,12.2,33.3,16.7,1.5,32.8,3
"Trevor Bauer",0,"SP",9200,"CLE","@BOS","52%",4.92,5,0.333,"17.6%",4.8,"22.7%",4.15,4.06,"R",0.319,0.316,"-4%","-2%","0%",18.1,15.9,15.9,4.1,27.6,12.2,1.3,29.6,3.2
"Kevin Gausman",11,"SP",8500,"BAL","@SEA","52%",4.39,NA,0.331,"18.9%",4.72,"22.1%",4.01,3.98,"R",0.312,0.351,"5%","0%","0%",25.5,11.9,11.9,-1.7,25.5,15.5,1.8,23.6,2.8
"Collin McHugh",1,"SP",8300,"HOU","@ARI","39%",5.05,5.5,0.314,"23.0%",4.97,"21.2%",3.99,4.05,"R",0.304,0.33,"-9%","0%","0%",12.2,12.2,12.2,1.9,22.6,13.8,1.7,15.9,1.9
"Jerad Eickhoff",9,"SP",8000,"PHI","@SD","48%",4.1,NA,0.296,"22.7%",3.82,"21.0%",4.17,4.26,"R",0.351,0.268,"1%","1%","0%",16,12.8,12.8,4.2,21.4,17.5,2.2,14.4,1.8
"Michael Fulmer",1,"SP",7900,"DET","@TEX","48%",5.62,5,0.327,"22.5%",4.94,"19.0%",4.17,4.02,"R",0.279,0.28,"-6%","-1%","0%",10.7,16.6,16.6,6.4,26.7,13.4,1.7,-0.8,-0.1
"Jake Odorizzi",1,"SP",7600,"TB","@TOR","49%",5.05,4.5,0.329,"19.9%",4.28,"21.1%",4.23,4.39,"R",0.283,0.331,"-6%","0%","0%",10.5,12.7,12.7,4.2,21.2,12.7,1.7,13.9,1.8
"Ty Blach",0,"SP",6900,"SF","@MIA","40%",5,NA,0.305,"22.7%",4.66,"12.3%",5.01,4.67,"L",0.258,0.323,"4%","0%","0%",16,11.9,11.9,-0.1,24,14.7,2.1,-3.7,-0.5
"Asher Wojciechowski",1,"SP",6700,"CIN","@CHC","33%",5.37,NA,0.32,"23.3%",4.7,"23.8%",4.01,4.59,"R",0.377,0.324,"2%","-1%","-5%",11.5,10.2,10.2,1.3,19,14.5,2.2,-2.3,-0.3
