Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Stephen Strasburg,6,SP,12500,WAS,ATL,69%,3.51,7.5,0.313,20.2%,4.56,29.7%,3.12,3.10,R,0.270,0.293,0%,-1%,0%,19.7,22.7,22.7,11.8,33.6,20.9,1.7,-4.6,-0.4
Luis Severino,5,SP,11500,NYY,MIL,63%,4.08,7.5,0.336,25.6%,4.93,24.2%,3.66,3.53,R,0.311,0.309,0%,-1%,-4%,18.6,20.4,20.4,8.0,32.7,19.5,1.7,24.4,2.1
Aaron Nola,5,SP,9900,PHI,SD,59%,3.61,,0.285,25.0%,3.59,23.7%,3.57,3.39,R,0.325,0.283,1%,-1%,0%,22.9,18.1,18.1,7.6,28.5,24.6,2.5,28.4,2.9
Jeff Samardzija,10,SP,9400,SF,MIA,59%,3.83,6,0.330,18.9%,4.63,20.6%,3.95,3.91,R,0.328,0.292,1%,1%,0%,15.5,18.8,18.8,8.6,29.0,16.3,1.7,11.8,1.3
Jake Arrieta,13,SP,8400,CHC,PIT,64%,3.37,5.5,0.307,20.5%,4.17,25.3%,3.45,3.25,R,0.257,0.255,1%,-1%,0%,13.7,16.2,16.2,5.7,26.7,17.2,2.0,6.8,0.8
Justin Verlander,0,SP,8300,DET,@CLE,42%,5.17,5.5,0.338,17.5%,4.80,24.5%,3.89,4.16,R,0.288,0.294,-6%,0%,1%,11.0,13.3,13.3,0.8,25.8,13.4,1.6,19.0,2.3
Marcus Stroman,1,SP,8200,TOR,HOU,55%,4.27,5,0.339,17.7%,5.74,19.5%,3.62,3.44,R,0.298,0.312,-2%,-1%,0%,16.6,16.8,16.8,5.8,27.8,12.2,1.5,24.4,3.0
Jose Quintana,2,SP,8100,CWS,@COL,43%,5.67,5.5,0.305,23.5%,4.94,21.6%,3.91,3.86,L,0.289,0.314,-18%,-3%,0%,18.8,15.2,15.2,2.8,27.7,14.9,1.8,21.8,2.7
Jeff Hoffman,0,SP,7900,COL,CWS,56%,4.83,,0.292,24.4%,4.62,19.9%,4.57,4.55,R,0.291,0.346,-8%,-3%,0%,11.9,18.1,18.1,3.3,32.8,15.3,1.9,5.8,0.7
Mike Clevinger,5,SP,7800,CLE,DET,57%,4.33,,0.332,22.2%,4.79,24.8%,4.54,4.51,R,0.270,0.343,-3%,0%,1%,16.9,17.9,17.9,8.9,27.0,14.1,1.8,22.5,2.9
Jhoulys Chacin,2,SP,7700,SD,@PHI,41%,4.39,,0.299,23.1%,3.82,19.3%,4.36,4.22,R,0.351,0.286,1%,-1%,0%,19.4,13.5,13.5,0.3,26.7,18.7,2.4,25.3,3.3
Adam Wainwright,2,SP,7600,STL,NYM,54%,4.53,4.5,0.316,20.3%,4.81,19.3%,4.26,3.98,R,0.321,0.318,1%,-3%,0%,11.3,12.2,12.2,-1.7,26.0,12.7,1.7,28.0,3.7
Mike Fiers,2,SP,7500,HOU,@TOR,45%,4.73,,0.331,20.1%,4.19,21.2%,4.13,4.14,R,0.294,0.346,-5%,0%,0%,21.3,14.5,14.5,6.2,22.7,13.3,1.8,13.5,1.8
Ian Kennedy,2,SP,7300,KC,@LAD,38%,5.08,5,0.329,24.5%,5.16,22.9%,4.12,4.40,R,0.319,0.320,10%,-2%,-2%,18.6,13.0,13.0,2.1,23.9,16.6,2.3,16.7,2.3
Tyson Ross,0,SP,7200,TEX,LAA,56%,4.82,,0.312,16.5%,4.18,24.9%,3.57,3.39,R,0.308,0.268,-4%,-1%,0%,8.5,8.5,8.5,-4.9,21.9,10.2,1.4,15.9,2.2
Alex Cobb,,SP,7100,TB,BOS,48%,4.61,4.5,0.336,17.2%,4.88,15.9%,4.73,4.62,R,0.299,0.329,3%,0%,0%,16.3,13.5,13.5,3.9,23.0,11.7,1.6,25.5,3.6
Taijuan Walker,1,SP,7000,ARI,CIN,56%,4.40,,0.312,20.8%,4.85,21.3%,4.01,4.08,R,0.310,0.320,-3%,0%,0%,17.8,16.3,16.3,6.5,26.2,14.8,2.1,3.9,0.6
Brandon McCarthy,7,SP,6900,LAD,KC,62%,3.92,4,0.303,21.1%,4.23,23.4%,4.17,4.03,R,0.310,0.304,3%,-2%,-2%,11.4,15.3,15.3,6.4,24.2,15.8,2.3,8.7,1.3
Adalberto Mejia,1,SP,6800,MIN,BAL,50%,5.47,,0.322,20.9%,4.35,17.6%,5.21,5.31,L,,0.334,-1%,-2%,0%,11.3,11.1,11.1,2.7,19.4,11.6,1.7,14.2,2.1
Julio Teheran,,SP,6700,ATL,@WAS,31%,5.49,4,0.319,20.9%,5.54,20.2%,4.31,4.40,R,0.340,0.264,0%,-3%,0%,11.4,11.0,11.0,-0.4,22.4,12.2,1.8,26.1,3.9
Ivan Nova,,SP,6600,PIT,@CHC,36%,4.63,,0.323,23.7%,4.56,16.1%,4.20,4.07,R,0.356,0.297,2%,-2%,0%,13.0,15.1,15.1,5.2,25.0,13.5,2.0,24.6,3.7
Rick Porcello,2,SP,6500,BOS,@TB,52%,4.39,6,0.321,21.2%,4.82,20.8%,3.87,3.94,R,0.314,0.321,7%,0%,0%,10.0,13.7,13.7,5.8,21.7,17.2,2.6,27.7,4.3
