"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",3,"SP",13400,"BOS","@SEA","67%",3.22,9.5,0.34,"19.3%",4.72,"30.6%",2.86,3,"L",0.243,0.274,"4%","-1%","0%",33.6,30.6,30.6,23.9,37.3,23.6,1.8,38.8,2.9
"Yu Darvish",5,"SP",12100,"TEX","MIA","67%",4.23,6.5,0.316,"17.9%",4.57,"28.7%",3.5,3.52,"R",0.305,0.272,"-2%","-2%","0%",16.8,19.9,19.9,9.5,30.2,18.6,1.5,-8.3,-0.7
"Luis Severino",0,"SP",11500,"NYY","CIN","69%",3.51,6.5,0.326,"19.7%",4.62,"24.4%",3.66,3.54,"R",0.306,0.305,"0%","-1%","0%",22.9,21,21,9.6,32.3,18.7,1.6,34.8,3
"Carlos Carrasco",10,"SP",11000,"CLE","LAA","67%",3.63,6,0.321,"17.8%",4.07,"27.6%",3.17,3.08,"R",0.287,0.283,"-2%","-1%","0%",19.2,20.4,20.4,10,30.9,17.5,1.6,15.5,1.4
"Mike Fiers",13,"SP",10200,"HOU","@PHI","51%",3.94,6,0.298,"23.9%",4.01,"21.7%",4.08,4.1,"R",0.293,0.342,"1%","-1%","-2%",23,16.4,16.4,6.8,26,18.5,1.8,11,1.1
"Gio Gonzalez",6,"SP",9700,"WAS","MIL","54%",4.28,6.5,0.323,"25.1%",4.82,"22.4%",4.04,3.86,"L",0.27,0.319,"0%","-1%","0%",20.7,19.1,19.1,11,27.3,18,1.9,24.1,2.5
"Jake Arrieta",7,"SP",9300,"CHC","@CWS","70%",3.84,5.5,0.308,"22.5%",4.42,"25.0%",3.5,3.3,"R",0.259,0.255,"0%","-2%","0%",14.8,16,16,6.1,25.9,18.3,2,22.6,2.4
"Alex Cobb",NA,"SP",8600,"TB","BAL","57%",4.08,4.5,0.339,"21.6%",4.67,"15.5%",4.71,4.53,"R",0.296,0.309,"2%","0%","0%",18.4,14.6,14.6,5.3,24,14.9,1.7,26.8,3.1
"Carlos Martinez",11,"SP",8400,"STL","COL","60%",3.77,6.5,0.323,"22.7%",5.37,"23.6%",3.77,3.59,"R",0.335,0.253,"1%","-2%","0%",11,20.2,20.2,8.3,32.1,17.6,2.1,18.1,2.2
"Jimmy Nelson",2,"SP",8000,"MIL","@WAS","46%",4.72,5.5,0.323,"20.4%",5.57,"20.4%",4.24,4.17,"R",0.344,0.304,"0%","-2%","0%",23.7,19.3,19.3,6.2,32.4,13.8,1.7,28.8,3.6
