Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Victor Martinez,,1B,3200,DET,@PIT,3.97,Williams,0.343,4%,R,S,0.307,-7%,0.153,-4%,x,x,-,0%,0%,0%,3.3,6.6,6.3,-0.2,12.7,0.0,0.0,0.0,0.0
Ryan Raburn,,OF,3200,WAS,MIA,5.42,O'Grady,,2%,L,R,0.364,6%,0.226,8%,x,x,-,0%,0%,0%,5.4,6.2,6.2,0.3,12.0,0.0,0.0,0.0,0.0
Wilmer Difo,10,2B/SS,3200,WAS,MIA,5.42,O'Grady,,2%,L,S,0.350,5%,0.203,15%,8,8,-3,-1%,-1%,0%,8.7,7.5,7.5,1.2,13.9,6.8,2.1,8.0,2.5
Caleb Joseph,,C,3200,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.290,1%,0.127,-10%,x,x,-,0%,0%,0%,7.0,6.4,6.4,-0.7,13.5,0.0,0.0,0.0,0.0
Justin Bour,,1B,3200,MIA,@WAS,3.08,Scherzer,0.303,-4%,R,L,0.360,2%,0.242,6%,x,x,-,0%,0%,0%,9.4,9.0,9.0,0.7,17.3,0.0,0.0,0.0,0.0
Victor Caratini,,C,3200,CHC,@SF,4.59,Moore,0.326,1%,L,S,,3%,,8%,x,x,-,0%,0%,0%,5.4,5.4,5.4,-1.0,11.9,0.0,0.0,0.0,0.0
Jeimer Candelario,,1B/3B,3100,DET,@PIT,3.97,Williams,0.343,4%,R,S,0.182,-2%,0.111,4%,x,x,-,0%,0%,0%,5.3,5.3,5.3,-0.9,11.4,0.0,0.0,0.0,0.0
J.T. Realmuto,1,C,3100,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.325,-1%,0.135,-8%,5,5,0,3%,-1%,0%,10.2,8.0,8.3,0.6,16.0,5.9,1.9,0.0,0.0
Chase d'Arnaud,,SS,3100,SD,@CIN,4.48,Adleman,0.339,4%,R,R,0.278,-2%,0.086,-8%,x,x,-,0%,0%,0%,3.9,3.8,3.8,-2.2,9.8,0.0,0.0,0.0,0.0
Johnny Giavotella,,2B,3100,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.302,4%,0.125,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Castro,2,C,3100,MIN,MIL,4.40,Suter,,-7%,L,L,0.269,-9%,0.113,-27%,8,8,0,0%,1%,0%,5.4,5.8,5.8,0.3,11.3,5.0,1.6,11.0,3.5
Anthony Santander,,OF,3100,BAL,@LAA,4.29,Ramirez,0.330,2%,R,S,,2%,,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Bonifacio,,OF,3100,KC,STL,4.28,Martinez,0.254,-14%,R,R,0.339,1%,0.179,2%,x,x,-,0%,0%,0%,8.0,7.4,7.4,1.3,13.6,0.0,0.0,0.0,0.0
Stephen Drew,,3B/SS,3100,WAS,MIA,5.42,O'Grady,,-5%,L,L,0.252,-10%,0.125,-25%,x,x,-,0%,0%,0%,3.8,5.8,5.8,-1.3,13.0,0.0,0.0,0.0,0.0
Nick Franklin,,OF,3100,LAA,BAL,4.71,Bundy,0.336,3%,R,S,0.301,7%,0.167,21%,x,x,-,0%,0%,0%,4.3,4.0,4.0,-1.9,9.9,0.0,0.0,0.0,0.0
Gregory Polanco,7,OF,3100,PIT,DET,5.03,Zimmermann,0.325,1%,R,L,0.325,5%,0.169,8%,6,6,0,1%,-1%,0%,5.3,6.8,6.8,0.0,13.7,8.1,2.6,7.0,2.3
Tucker Barnhart,2,C,3100,CIN,SD,5.02,Chacin,0.343,5%,R,S,0.314,7%,0.115,10%,8,x,0,1%,1%,0%,6.6,5.3,5.3,0.3,10.3,6.3,2.0,4.0,1.3
Cheslor Cuthbert,,3B,3100,KC,STL,4.28,Martinez,0.254,-14%,R,R,0.291,-2%,0.128,-2%,x,x,-,0%,0%,0%,5.1,4.0,4.0,-1.0,9.0,0.0,0.0,0.0,0.0
Pablo Sandoval,,3B,3100,SF,CHC,3.41,Arrieta,0.259,-13%,R,S,0.314,11%,0.163,37%,5,5,-1,-8%,-1%,0%,2.7,5.3,5.3,-0.9,11.5,5.5,1.8,7.0,2.3
Kole Calhoun,6,OF,3100,LAA,BAL,4.71,Bundy,0.336,3%,R,L,0.324,0%,0.159,1%,4,4,1,-5%,0%,0%,7.2,7.2,6.8,0.4,13.3,7.0,2.3,2.0,0.6
Stephen Vogt,,C,3100,MIL,@MIN,4.60,Santana,0.310,-2%,R,L,0.331,5%,0.189,10%,x,x,-,0%,0%,0%,8.5,5.9,5.9,-0.6,12.5,0.0,0.0,0.0,0.0
Derek Dietrich,0,3B,3100,MIA,@WAS,3.08,Scherzer,0.303,-4%,R,L,0.344,4%,0.178,7%,6,6,0,0%,-1%,0%,10.7,6.2,6.2,-0.4,12.8,6.8,2.2,5.0,1.6
John Hicks,,1B/C,3000,DET,@PIT,3.97,Williams,0.317,0%,R,R,0.262,-3%,0.127,-1%,x,x,-,0%,0%,0%,9.5,9.9,9.9,2.3,17.6,0.0,0.0,0.0,0.0
Luis Urias,,2B,3000,SD,@CIN,4.48,Adleman,0.339,4%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy Mercer,,SS,3000,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.286,-8%,0.106,-16%,x,x,-,0%,0%,0%,3.8,6.7,6.4,0.3,12.5,0.0,0.0,0.0,0.0
Christian Bethancourt,,C,3000,SD,@CIN,4.48,Adleman,0.339,4%,R,R,0.254,-4%,0.129,5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Orlando,,OF,3000,KC,STL,4.28,Martinez,0.254,-14%,R,R,0.292,-3%,0.109,-14%,x,x,-,0%,0%,0%,3.0,3.2,3.2,-0.8,7.3,0.0,0.0,0.0,0.0
David Washington,,1B,3000,BAL,@LAA,4.29,Ramirez,0.330,2%,R,L,,2%,,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Burns,,OF,3000,KC,STL,4.28,Martinez,0.336,4%,R,S,0.277,-4%,0.080,-4%,x,x,-,0%,0%,0%,2.5,2.5,2.5,-1.0,6.0,0.0,0.0,0.0,0.0
Byron Buxton,3,OF,3000,MIN,MIL,4.40,Suter,0.295,-2%,L,R,0.273,0%,0.124,-2%,6,6,1,2%,1%,0%,5.9,5.8,5.6,-0.7,12.0,6.8,2.3,7.0,2.3
Martin Prado,,3B,3000,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.300,-10%,0.102,-18%,x,x,-,0%,0%,0%,2.9,5.6,5.6,0.9,10.4,0.0,0.0,0.0,0.0
Max Kepler,,OF,3000,MIN,MIL,4.40,Suter,,-7%,L,L,0.223,-16%,0.083,-35%,x,x,-,0%,0%,0%,3.5,6.9,7.1,-0.4,14.5,0.0,0.0,0.0,0.0
Dixon Machado,1,2B/SS,3000,DET,@PIT,3.97,Williams,0.317,0%,R,R,0.314,0%,0.070,-9%,8,8,-2,-2%,-1%,0%,6.6,5.6,5.6,0.5,10.7,5.4,1.8,0.0,0.0
Joe Panik,,2B,3000,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,0.331,2%,0.157,18%,2,7,3,-1%,-1%,0%,5.9,6.3,6.5,0.2,12.8,6.5,2.2,8.0,2.7
Ehire Adrianza,1,2B/SS,2900,MIN,MIL,4.40,Suter,0.295,-2%,L,S,0.268,0%,0.101,3%,7,7,0,2%,1%,0%,7.0,6.9,6.9,1.1,12.6,6.1,2.1,5.0,1.7
Hector Sanchez,2,C,2900,SD,@CIN,4.48,Adleman,0.360,8%,R,S,0.312,2%,0.224,14%,x,x,-,0%,0%,0%,10.9,6.9,6.9,-1.5,15.2,0.0,0.0,0.0,0.0
Michael Reed,,OF,2900,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Bader,,OF,2900,STL,@KC,4.72,Kennedy,0.319,0%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,4.7,4.7,4.7,-0.4,9.7,0.0,0.0,0.0,0.0
Denard Span,2,OF,2900,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,0.350,12%,0.157,36%,1,1,0,-2%,-1%,0%,4.7,7.7,7.7,0.6,14.8,7.0,2.4,2.0,0.7
JaCoby Jones,,OF,2900,DET,@PIT,3.97,Williams,0.317,0%,R,R,0.266,-2%,0.093,-2%,x,x,-,0%,0%,0%,0.8,3.8,3.8,-2.7,10.2,0.0,0.0,0.0,0.0
Jose Peraza,,2B/SS,2900,CIN,SD,5.02,Chacin,0.282,-8%,R,R,0.285,-1%,0.073,-7%,x,x,-,0%,0%,0%,5.2,5.7,5.9,-0.1,11.9,0.0,0.0,0.0,0.0
Danny Ortiz,,OF,2900,PIT,DET,5.03,Zimmermann,0.325,1%,R,L,,2%,,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvador Perez,,C,2900,KC,STL,4.28,Martinez,0.254,-14%,R,R,0.325,3%,0.197,5%,x,x,-,0%,0%,0%,6.1,8.0,7.9,0.3,15.5,0.0,0.0,0.0,0.0
Kevin Newman,,SS,2900,PIT,DET,5.03,Zimmermann,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Parker,,OF,2900,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,0.389,6%,0.229,12%,3,8,3,-5%,-1%,0%,7.5,6.8,6.8,-1.7,15.3,4.8,1.7,10.0,3.4
Jedd Gyorko,1,3B,2900,STL,@KC,4.72,Kennedy,0.319,0%,R,R,0.319,-2%,0.201,3%,x,x,-,0%,0%,0%,3.4,7.6,7.7,0.6,14.8,0.0,0.0,0.0,0.0
Jim Adduci,,OF,2800,DET,@PIT,3.97,Williams,0.343,4%,R,L,0.345,2%,0.197,8%,x,x,-,0%,0%,0%,4.7,7.1,7.1,0.0,14.2,0.0,0.0,0.0,0.0
Scott Van Slyke,,1B/OF,2800,CIN,SD,5.02,Chacin,0.282,-8%,R,R,0.260,-10%,0.121,-13%,x,x,-,0%,0%,0%,4.6,3.9,3.9,-1.4,9.3,0.0,0.0,0.0,0.0
Kirk Nieuwenhuis,,OF,2800,MIL,@MIN,4.60,Santana,0.310,-2%,R,L,0.309,4%,0.183,8%,x,x,-,0%,0%,0%,5.2,5.2,5.2,-0.8,11.1,0.0,0.0,0.0,0.0
Albert Almora Jr.,2,OF,2800,CHC,@SF,4.59,Moore,0.326,1%,L,R,0.386,8%,0.223,19%,6,8,0,-7%,-1%,0%,6.9,6.1,6.1,0.3,11.8,6.1,2.2,8.0,2.9
Craig Gentry,,OF,2800,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.228,-4%,0.065,-2%,x,x,-,0%,0%,0%,5.8,6.1,6.1,-1.2,13.4,0.0,0.0,0.0,0.0
Tyler Collins,,OF,2800,DET,@PIT,3.97,Williams,0.343,4%,R,L,0.314,5%,0.159,9%,x,x,-,0%,0%,0%,6.4,5.8,5.8,-2.4,14.0,0.0,0.0,0.0,0.0
Alex Gordon,1,OF,2800,KC,STL,4.28,Martinez,0.336,4%,R,L,0.305,-5%,0.151,-4%,8,8,0,-1%,-1%,0%,5.8,5.6,5.3,-0.1,10.8,6.0,2.1,0.0,0.0
Mark Zagunis,,OF,2800,CHC,@SF,4.59,Moore,0.326,1%,L,R,,3%,,8%,x,x,-,0%,0%,0%,2.8,2.8,2.8,-0.2,5.7,0.0,0.0,0.0,0.0
Erick Aybar,,SS,2800,SD,@CIN,4.48,Adleman,0.360,8%,R,S,0.285,2%,0.091,3%,x,x,-,0%,0%,0%,5.7,5.5,5.5,-0.3,11.3,0.0,0.0,0.0,0.0
Kelby Tomlinson,,3B/SS,2800,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.302,-3%,0.063,-10%,x,x,-,0%,0%,0%,4.9,5.5,5.5,0.3,10.7,0.0,0.0,2.0,0.7
Andrew Susac,,C,2800,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,0.254,-6%,0.137,-2%,9,x,0,5%,1%,0%,0.0,0.0,0.0,0.0,0.0,5.0,1.8,0.0,0.0
Christian Arroyo,,3B/SS,2800,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.232,-5%,0.135,1%,x,x,-,0%,0%,0%,4.0,5.4,5.4,0.3,10.5,0.0,0.0,0.0,0.0
J.J. Hardy,,SS,2700,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.272,-3%,0.113,-10%,x,x,-,0%,0%,0%,4.8,4.7,4.7,-0.7,10.2,0.0,0.0,0.0,0.0
Jose Lobaton,,C,2700,WAS,MIA,5.42,O'Grady,,2%,L,S,0.242,-2%,0.070,-12%,x,x,-,0%,0%,0%,5.8,4.5,4.5,-1.8,10.8,0.0,0.0,0.0,0.0
Francisco Cervelli,2,C,2700,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.321,-2%,0.092,-7%,8,7,-1,-2%,-1%,0%,2.5,6.4,6.4,0.2,12.6,5.8,2.1,11.0,4.1
Brandon Crawford,1,SS,2700,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,0.318,1%,0.181,12%,6,3,-1,-3%,-1%,0%,5.7,6.2,6.6,0.3,12.8,5.5,2.0,5.0,1.9
Greg Garcia,1,2B/3B,2700,STL,@KC,4.72,Kennedy,0.321,0%,R,L,0.335,3%,0.111,9%,9,x,-1,2%,-1%,0%,7.9,5.5,5.5,0.4,10.6,5.8,2.1,8.0,3.0
Patrick Kivlehan,,OF,2700,CIN,SD,5.02,Chacin,0.282,-8%,R,R,0.265,-4%,0.148,0%,x,x,-,0%,0%,0%,6.4,6.5,6.5,-2.0,15.0,0.0,0.0,22.0,8.1
Andrew Romine,2,2B/OF,2700,DET,@PIT,3.97,Williams,0.343,4%,R,S,0.278,-2%,0.094,10%,2,x,7,4%,-1%,0%,3.9,6.1,6.1,0.2,11.9,7.7,2.9,2.0,0.7
Ryan O'Hearn,,1B,2700,KC,STL,4.28,Martinez,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mac Williamson,,OF,2700,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.285,-2%,0.135,-1%,x,x,-,0%,0%,0%,4.9,4.9,4.9,-0.7,10.5,0.0,0.0,0.0,0.0
Manny Pina,,C,2700,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,0.337,0%,0.183,11%,x,x,-,0%,0%,0%,5.3,7.0,7.0,0.1,13.8,0.0,0.0,5.0,1.9
Hunter Dozier,,3B,2600,KC,STL,4.28,Martinez,0.254,-14%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy La Stella,,2B/3B,2600,CHC,@SF,4.59,Moore,0.357,6%,L,L,0.362,-4%,0.130,-19%,x,x,-,0%,0%,0%,5.0,5.8,5.8,-1.0,12.5,0.0,0.0,2.0,0.8
Eric Sogard,2,2B/SS,2600,MIL,@MIN,4.60,Santana,0.310,-2%,R,L,0.299,3%,0.073,-1%,x,x,-,0%,0%,0%,1.8,7.6,7.6,0.4,14.7,0.0,0.0,0.0,0.0
Terrance Gore,,OF,2600,KC,STL,4.28,Martinez,0.254,-14%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Diaz,,C,2600,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.288,-2%,0.113,-2%,x,x,-,0%,0%,0%,3.7,7.0,7.0,-0.8,14.7,0.0,0.0,0.0,0.0
Magneuris Sierra,,OF,2600,STL,@KC,4.72,Kennedy,0.321,0%,R,L,0.313,1%,0.000,-3%,x,x,-,0%,0%,0%,7.9,8.2,8.2,2.6,13.7,0.0,0.0,0.0,0.0
Jacob Nottingham,,C,2600,MIL,@MIN,4.60,Santana,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Polanco,1,SS,2600,MIN,MIL,4.40,Suter,0.295,-2%,L,S,0.278,1%,0.136,12%,9,9,0,2%,1%,0%,3.9,5.9,5.9,1.1,10.7,5.9,2.3,18.0,6.9
Chris Bostick,,2B,2600,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,1.0,1.0,1.0,-0.4,2.4,0.0,0.0,0.0,0.0
Sean Rodriguez,1,1B/2B,2600,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.314,-3%,0.188,1%,7,x,0,-4%,-1%,0%,5.4,5.6,5.6,0.3,11.0,6.2,2.4,0.0,0.0
Ramon Torres,,SS,2600,KC,STL,4.28,Martinez,0.336,4%,R,S,0.286,1%,0.048,0%,x,x,-,0%,0%,0%,3.7,5.3,5.3,-0.7,11.2,0.0,0.0,0.0,0.0
Phil Gosselin,,2B,2600,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.309,-1%,0.122,10%,x,x,-,0%,0%,0%,2.1,2.1,2.1,-0.9,5.1,0.0,0.0,0.0,0.0
A.J. Ellis,,C,2600,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.290,-4%,0.107,-8%,x,x,-,0%,0%,0%,5.5,5.2,5.2,0.0,10.5,0.0,0.0,0.0,0.0
Jabari Blash,,OF,2500,SD,@CIN,4.48,Adleman,0.339,4%,R,R,0.303,-2%,0.115,-5%,x,x,-,0%,0%,0%,7.8,6.8,6.8,0.3,13.2,0.0,0.0,0.0,0.0
David Fletcher,,SS,2500,LAA,BAL,4.71,Bundy,0.311,-2%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gimenez,1,C,2500,MIN,MIL,4.40,Suter,0.295,-2%,L,R,0.328,5%,0.214,18%,x,x,-,0%,0%,0%,3.4,5.5,5.5,-0.7,11.8,0.0,0.0,0.0,0.0
Stephen Piscotty,1,OF,2500,STL,@KC,4.72,Kennedy,0.319,0%,R,R,0.329,-3%,0.161,-6%,x,x,-,0%,0%,0%,2.3,6.5,6.5,0.3,12.7,0.0,0.0,0.0,0.0
Devin Mesoraco,,C,2500,CIN,SD,5.02,Chacin,0.282,-8%,R,R,0.270,-6%,0.119,-7%,x,x,-,0%,0%,0%,1.9,5.8,5.8,-0.9,12.5,0.0,0.0,0.0,0.0
Corey Ray,,OF,2500,MIL,@MIN,4.60,Santana,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ichiro Suzuki,,OF,2500,MIA,@WAS,3.08,Scherzer,0.303,-4%,R,L,0.264,-10%,0.059,-19%,x,x,-,0%,0%,0%,6.2,4.9,4.9,-1.5,11.3,0.0,0.0,2.0,0.8
Allen Cordoba,,OF/SS,2500,SD,@CIN,4.48,Adleman,0.339,4%,R,R,0.301,-1%,0.105,-5%,x,x,-,0%,0%,0%,4.4,4.9,4.9,-0.8,10.6,0.0,0.0,0.0,0.0
Tyler Moore,,1B/OF,2500,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.276,0%,0.182,6%,x,x,-,0%,0%,0%,2.4,6.6,6.6,-2.8,16.0,0.0,0.0,0.0,0.0
Jett Bandy,,C,2500,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,0.273,-6%,0.126,-13%,x,x,-,0%,0%,0%,2.4,5.8,5.8,-0.7,12.3,0.0,0.0,0.0,0.0
Jacob Stallings,,C,2500,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,6.0,6.0,6.0,-2.5,14.5,0.0,0.0,0.0,0.0
Destin Hood,,OF,2500,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Heisey,,OF,2500,WAS,MIA,5.42,O'Grady,,2%,L,R,0.301,2%,0.199,5%,x,x,-,0%,0%,0%,4.8,5.9,5.9,0.0,11.8,0.0,0.0,0.0,0.0
Carson Kelly,,C,2500,STL,@KC,4.72,Kennedy,0.319,0%,R,R,,-1%,,2%,x,x,-,0%,0%,0%,6.0,6.0,6.0,1.4,10.6,0.0,0.0,0.0,0.0
Tomas Telis,,C,2400,MIA,@WAS,3.08,Scherzer,0.303,-4%,R,S,0.217,-2%,0.098,1%,7,x,0,4%,-1%,0%,4.3,4.3,4.3,-1.1,9.6,5.0,2.1,7.0,2.9
Luis Torrens,,C,2400,SD,@CIN,4.48,Adleman,0.339,4%,R,R,0.197,-7%,0.014,-13%,x,x,-,0%,0%,0%,4.4,3.4,3.4,-0.3,7.0,0.0,0.0,0.0,0.0
Aaron Hill,,2B/3B,2400,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.289,-4%,0.122,-4%,x,x,-,0%,0%,0%,3.4,3.7,3.7,-0.7,8.1,0.0,0.0,0.0,0.0
Nolan Fontana,,2B,2400,LAA,BAL,4.71,Bundy,0.336,3%,R,L,,2%,,6%,x,x,-,0%,0%,0%,1.4,1.4,1.4,-1.7,4.5,0.0,0.0,0.0,0.0
Eric Fryer,,C,2400,STL,@KC,4.72,Kennedy,0.319,0%,R,R,0.281,-3%,0.064,-15%,x,x,-,0%,0%,0%,3.7,3.1,3.1,0.3,5.9,0.0,0.0,0.0,0.0
Gift Ngoepe,,2B/SS,2400,PIT,DET,5.03,Zimmermann,0.320,0%,R,R,0.302,-2%,0.093,-2%,x,x,-,0%,0%,0%,3.5,5.4,5.4,-0.8,11.5,0.0,0.0,0.0,0.0
Franchy Cordero,,OF,2400,SD,@CIN,4.48,Adleman,0.360,8%,R,L,0.303,1%,0.197,9%,x,x,-,0%,0%,0%,2.1,6.6,6.6,-1.6,14.9,0.0,0.0,0.0,0.0
Matt Wieters,11,C,2400,WAS,MIA,5.42,O'Grady,,2%,L,S,0.335,6%,0.208,20%,7,7,0,1%,-1%,0%,5.1,6.3,6.3,-0.4,13.1,6.9,2.9,5.0,2.1
Gorkys Hernandez,,OF,2400,SF,CHC,3.41,Arrieta,0.252,-15%,R,R,0.281,-3%,0.081,-9%,x,x,-,0%,0%,0%,6.2,5.6,5.6,0.7,10.5,0.0,0.0,0.0,0.0
Pedro Severino,,C,2400,WAS,MIA,5.42,O'Grady,,2%,L,R,,3%,,8%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raul Mondesi,,2B,2300,KC,STL,4.28,Martinez,0.336,4%,R,S,0.210,-5%,0.111,1%,x,x,-,0%,0%,0%,4.5,4.1,4.1,-1.6,9.8,0.0,0.0,0.0,0.0
Martin Maldonado,,C,2300,LAA,BAL,4.71,Bundy,0.311,-2%,R,R,0.270,-4%,0.128,-5%,8,8,0,-3%,0%,0%,3.2,5.6,5.4,-0.9,11.7,5.2,2.3,0.0,0.0
Steve Lombardozzi,,2B/OF,2300,MIA,@WAS,3.08,Scherzer,0.303,-4%,R,S,0.265,0%,0.040,-5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Jaso,,1B/OF,2300,PIT,DET,5.03,Zimmermann,0.325,1%,R,L,0.338,4%,0.166,10%,x,x,-,0%,0%,0%,1.6,5.0,5.0,-0.4,10.5,0.0,0.0,16.0,7.0
Max Moroff,,2B/SS,2300,PIT,DET,5.03,Zimmermann,0.325,1%,R,S,0.204,-1%,0.073,1%,x,x,-,0%,0%,0%,2.5,3.4,3.4,-1.3,8.1,0.0,0.0,0.0,0.0
Cliff Pennington,,2B/3B,2300,LAA,BAL,4.71,Bundy,0.336,3%,R,S,0.277,1%,0.090,8%,x,x,-,0%,0%,0%,4.2,4.9,4.9,0.2,9.6,0.0,0.0,0.0,0.0
Yadiel Rivera,,2B/SS,2300,MIL,@MIN,4.60,Santana,0.299,-5%,R,R,0.180,-6%,0.038,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Pena,,C,2300,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.266,-2%,0.265,6%,x,x,-,0%,0%,0%,13.0,13.0,13.0,-0.2,26.2,0.0,0.0,0.0,0.0
Kaleb Cowart,3,2B/3B,2300,LAA,BAL,4.71,Bundy,0.336,3%,R,S,0.274,-1%,0.156,6%,9,9,-1,-4%,0%,0%,8.3,9.0,9.0,2.4,15.6,5.7,2.5,7.0,3.0
Christian Colon,,2B/3B,2300,MIA,@WAS,3.08,Scherzer,0.208,-24%,R,R,0.260,-5%,0.045,-18%,x,x,-,0%,0%,0%,3.1,2.8,2.8,0.2,5.3,0.0,0.0,0.0,0.0
Ryan Flaherty,,2B/SS,2300,BAL,@LAA,4.29,Ramirez,0.330,2%,R,L,0.277,1%,0.136,0%,x,x,-,0%,0%,0%,5.7,5.7,5.7,-1.0,12.4,0.0,0.0,0.0,0.0
Daniel Palka,,1B/OF,2300,MIN,MIL,4.40,Suter,,-7%,L,L,,-7%,,-22%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Recker,,C,2300,MIN,MIL,4.40,Suter,0.295,-2%,L,R,0.284,1%,0.191,15%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Sardinas,,3B/SS,2300,BAL,@LAA,4.29,Ramirez,0.330,2%,R,S,0.218,-8%,0.036,-26%,x,x,-,0%,0%,0%,3.2,3.1,3.1,-0.2,6.3,0.0,0.0,0.0,0.0
Rafael Bautista,,OF,2300,WAS,MIA,5.42,O'Grady,,2%,L,R,,3%,,8%,x,x,-,0%,0%,0%,2.5,2.5,2.5,-1.0,6.0,0.0,0.0,0.0,0.0
Conor Gillaspie,,3B,2300,SF,CHC,3.41,Arrieta,0.259,-13%,R,L,0.282,6%,0.152,12%,x,x,-,0%,0%,0%,3.9,3.7,3.7,-1.0,8.4,0.0,0.0,0.0,0.0
Paul Janish,,3B/SS,2300,BAL,@LAA,4.29,Ramirez,0.308,-3%,R,R,0.200,-5%,0.035,-7%,x,x,-,0%,0%,0%,1.6,1.6,1.6,-0.8,3.9,0.0,0.0,0.0,0.0
Luis Valbuena,5,1B/3B,2300,LAA,BAL,4.71,Bundy,0.336,3%,R,L,0.334,5%,0.216,14%,6,6,-1,-5%,0%,0%,7.2,6.1,6.1,-1.0,13.3,6.5,2.8,0.0,0.0
Drew Butera,,C,2300,KC,STL,4.28,Martinez,0.254,-14%,R,R,0.308,1%,0.137,1%,9,9,0,1%,-1%,0%,4.3,4.6,4.6,-1.5,10.8,4.3,1.9,0.0,0.0
Nick Senzel,,3B,2200,CIN,SD,5.02,Chacin,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
