"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jacob deGrom",9,"SP",12300,"NYM","@WAS","54%",4.08,6.5,0.308,"21.9%",5.52,"26.5%",3.36,3.19,"R",0.288,0.264,"-2%","-1%","0%",24.6,22.5,22.5,8.1,36.9,22.3,1.8,0,0
"Alex Wood",23,"SP",11600,"LAD","ARI","65%",3.1,7,0.292,"24.2%",5.2,"21.7%",3.72,3.49,"L",0.266,0.305,"2%","0%","-1%",25.5,23.3,23.3,14.9,31.7,23.5,2,36.8,3.2
"Michael Pineda",2,"SP",10200,"NYY","TOR","64%",3.78,5.5,0.326,"21.0%",4.12,"25.0%",3.34,3.21,"R",0.311,0.324,"0%","-2%","1%",13.4,16.9,16.9,5,28.9,17.6,1.7,-7.2,-0.7
"Ervin Santana",1,"SP",9300,"MIN","LAA","62%",4.33,4.5,0.309,"18.1%",4.21,"19.1%",4.45,4.45,"R",0.31,0.297,"-1%","-4%","0%",16.1,19.2,19.2,5.1,33.3,13.6,1.5,20.9,2.2
"Jason Vargas",1,"SP",9200,"KC","@SEA","47%",4.66,NA,0.331,"21.4%",4.81,"17.6%",4.59,4.69,"L",0.315,0.27,"8%","-2%","0%",18.2,19.4,19.4,9.7,29.1,14.5,1.6,1.8,0.2
"Sonny Gray",3,"SP",9000,"OAK","CWS","64%",3.81,6,0.311,"24.6%",4.61,"20.1%",3.96,3.76,"R",0.286,0.307,"2%","0%","0%",18,16.1,16.1,4.5,27.7,19.8,2.2,20.5,2.3
"Gerrit Cole",11,"SP",8700,"PIT","@PHI","59%",4.07,5.5,0.319,"20.8%",3.9,"21.8%",3.75,3.59,"R",0.323,0.285,"2%","0%","0%",14.1,14.3,14.3,3.8,24.8,17.4,2,24.7,2.8
"Zack Godley",8,"SP",8200,"ARI","@LAD","35%",4.4,NA,0.328,"24.6%",5.23,"20.9%",4.03,3.91,"R",0.318,0.3,"10%","0%","-1%",20.7,19.7,19.7,13.5,25.9,17.7,2.2,19.8,2.4
"Jon Gray",5,"SP",7600,"COL","CIN","57%",5,NA,0.309,"20.3%",4.82,"25.0%",3.78,3.65,"R",0.31,0.328,"-8%","-6%","0%",12.9,12.9,12.9,2.4,23.5,14.1,1.9,17.4,2.3
"Joe Musgrove",2,"SP",7300,"HOU","@ATL","55%",4.71,NA,0.318,"21.7%",4.57,"20.1%",4.3,4.34,"R",0.354,0.351,"-1%","-1%","0%",6.4,9.7,9.7,-0.9,20.3,14.1,1.9,13.8,1.9
"Trevor Bauer",13,"SP",7300,"CLE","SD","70%",3.49,6,0.306,"22.0%",3.61,"22.5%",4.17,4.11,"R",0.315,0.32,"-2%","-1%","0%",13.8,15.4,15.4,3.8,26.9,19.1,2.6,12.7,1.7
"Daniel Norris",1,"SP",7000,"DET","SF","62%",4.78,4.5,0.335,"18.8%",3.94,"21.0%",4.36,4.48,"L",0.35,0.331,"0%","-2%","0%",12.7,12.1,12.1,3.8,20.5,13.1,1.9,-3.6,-0.5
"Marco Estrada",2,"SP",6700,"TOR","@NYY","36%",5.22,5.5,0.34,"21.1%",5.65,"21.5%",4.4,4.72,"R",0.288,0.304,"1%","-3%","1%",5.7,15.1,15.1,2.2,28,11.8,1.8,3.1,0.5
"Tanner Roark",1,"SP",6600,"WAS","NYM","46%",4.42,4.5,0.316,"20.3%",4.82,"18.4%",4.36,4.24,"R",0.318,0.29,"0%","-1%","0%",1.4,11.5,11.5,0.8,22.2,11.3,1.7,0,0
"Mike Leake",7,"SP",6400,"STL","MIA","57%",3.88,4.5,0.314,"21.8%",4.59,"16.2%",4.06,3.83,"R",0.324,0.293,"1%","0%","0%",11.8,16.6,16.6,8.7,24.5,14.4,2.3,0.3,0
"Blake Snell",NA,"SP",6200,"TB","@CHC","39%",5.34,NA,0.328,"21.8%",4.56,"22.5%",4.88,4.69,"L",NA,0.342,"0%","-2%","0%",7.9,9,9,3.6,14.4,15.6,2.5,16.4,2.6
"Ariel Miranda",5,"SP",5900,"SEA","KC","53%",4.34,NA,0.323,"19.3%",4.13,"18.6%",4.93,5.22,"L",NA,0.302,"3%","-2%","0%",10.4,14.4,14.4,1.4,27.3,13.8,2.3,7,1.2
"Edinson Volquez",5,"SP",5800,"MIA","@STL","42%",4.62,4.5,0.313,"23.5%",4.57,"18.0%",4.64,4.47,"R",0.327,0.314,"0%","0%","0%",12.9,14.4,14.4,1,27.9,14.1,2.4,-1.8,-0.3
"Ty Blach",1,"SP",5700,"SF","@DET","38%",6.22,NA,0.357,"19.6%",4.78,"12.0%",5.06,4.8,"L",0.241,0.341,"-2%","-4%","0%",5.1,10.4,10.4,-3.8,24.7,7.7,1.4,11.3,2
"John Lackey",2,"SP",5600,"CHC","TB","61%",4.16,5.5,0.3,"23.8%",4.83,"21.4%",3.98,3.93,"R",0.324,0.28,"1%","-2%","0%",8.1,13,13,2.5,23.5,17,3,9.9,1.8
"Scott Feldman",1,"SP",5500,"CIN","@COL","42%",6,NA,0.311,"23.1%",5.01,"16.5%",4.33,4.11,"R",0.32,0.318,"-26%","-13%","0%",20.6,14.8,14.8,2.6,27.1,9.3,1.7,11.7,2.1
"Jaime Garcia",1,"SP",5400,"ATL","HOU","45%",5.29,4.5,0.332,"18.2%",5.59,"19.2%",3.94,3.77,"L",0.306,0.308,"0%","-2%","0%",10.7,12.7,12.7,4,21.3,11.6,2.1,7.5,1.4
"Ben Lively",1,"SP",5300,"PHI","PIT","41%",4.93,NA,0.305,"20.6%",4.16,"8.0%",6.13,6.14,"R",NA,NA,"2%","-1%","0%",7.8,8.7,8.7,3.6,13.7,13.5,2.5,9.4,1.8
"Mike Pelfrey",0,"SP",5200,"CWS","@OAK","36%",5.19,NA,0.322,"21.3%",4.28,"11.9%",4.97,4.83,"R",0.365,0.323,"7%","0%","-1%",8,9.3,9.3,0.4,18.2,8.3,1.6,4.7,0.9
"Matt Garza",1,"SP",5100,"MIL","BAL","57%",4.54,NA,0.315,"22.9%",4.44,"15.8%",4.65,4.47,"R",0.336,0.327,"-1%","-1%","1%",8.7,11.6,11.6,6.1,17.1,12.1,2.4,22.1,4.3
"Luis Perdomo",1,"SP",5000,"SD","@CLE","30%",5.51,NA,0.331,"18.3%",4.81,"17.0%",4.02,3.96,"R",0.371,0.335,"-11%","-2%","1%",11.7,11.6,11.6,1.4,21.9,8.7,1.7,15.9,3.2
"Andrew Cashner",NA,"SP",4900,"TEX","BOS","48%",5.34,NA,0.336,"17.3%",4.89,"18.3%",4.56,4.4,"R",0.353,0.315,"-7%","-2%","0%",8.7,9.2,9.2,1.9,16.6,6.1,1.2,24.1,4.9
"Doug Fister",1,"SP",4700,"BOS","@TEX","52%",5.16,NA,0.329,"22.5%",5.02,"14.8%",4.78,4.74,"R",0.351,0.303,"-2%","-1%","0%",12,12,12,9.8,14.1,10.4,2.2,0.9,0.2
"Jayson Aquino",NA,"RP",4500,"BAL","@MIL","42%",5.46,NA,0.324,"26.6%",4.86,"",NA,NA,"L",NA,NA,"-1%","-1%","1%",12.1,12.1,12.1,12.1,12.1,14.2,3.2,17,3.8
