"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Archer",12,"SP",11300,"TB","MIL","61%",3.3,9.5,0.325,"23.9%",4.67,"28.5%",3.33,3.25,"R",0.29,0.29,"1%","0%","0%",22.3,21.1,21.1,12.4,29.8,23.9,2.1,21.9,1.9
"Jon Lester",2,"SP",10200,"CHC","WAS","64%",3.99,6,0.318,"20.2%",5.47,"24.9%",3.5,3.35,"L",0.266,0.295,"1%","-1%","0%",17.5,17.2,17.2,4.8,29.6,15.8,1.5,18.8,1.8
"Luis Severino",5,"SP",9900,"NYY","@CLE","50%",3.77,6,0.34,"18.2%",4.93,"24.8%",3.63,3.5,"R",0.299,0.305,"-5%","-1%","0%",26.4,21.8,21.8,10.6,33,15.4,1.6,33.2,3.4
"Carlos Carrasco",3,"SP",9700,"CLE","NYY","50%",3.73,6.5,0.323,"20.7%",5.21,"27.4%",3.21,3.12,"R",0.293,0.284,"-2%","-1%","0%",14.7,18.8,18.8,6.8,30.7,16.6,1.7,9.9,1
"Hyun-Jin Ryu",5,"SP",9300,"LAD","@NYM","61%",3.93,5.5,0.307,"22.9%",4.75,"22.2%",4.09,3.92,"L",0.353,0.324,"1%","0%","0%",17.4,14,14,6.3,21.6,17.8,1.9,35.1,3.8
"Danny Duffy",5,"SP",9000,"KC","SEA","53%",4.37,NA,0.329,"20.1%",4.72,"21.3%",4.13,4.28,"L",0.215,0.331,"-2%","1%","0%",18.6,16.2,16.2,4.7,27.7,15.5,1.7,17.4,1.9
"Jimmy Nelson",5,"SP",8600,"MIL","@TB","39%",4.2,6.5,0.329,"21.4%",4.55,"20.7%",4.19,4.11,"R",0.344,0.3,"4%","0%","0%",20.6,19.9,19.9,7.3,32.6,15.5,1.8,28.6,3.3
"Jeff Samardzija",3,"SP",8500,"SF","ARI","49%",4.04,6,0.321,"23.5%",5.02,"20.6%",3.94,3.9,"R",0.333,0.288,"1%","0%","0%",14.6,17.9,17.9,7.5,28.2,18.7,2.2,13.4,1.6
"Marcus Stroman",0,"SP",8300,"TOR","@HOU","50%",4.51,5,0.337,"17.3%",5.93,"19.5%",3.68,3.49,"R",0.298,0.31,"6%","0%","-5%",17.9,17.1,17.1,6.9,27.3,12.5,1.5,15.2,1.8
"Mike Fiers",0,"SP",8200,"HOU","TOR","50%",4.49,5.5,0.328,"18.8%",4.26,"21.6%",4.11,4.15,"R",0.297,0.345,"2%","0%","-4%",18.1,15.3,15.3,5.4,25.3,13.5,1.6,12.1,1.5
"Jameson Taillon",6,"SP",8000,"PIT","SD","63%",3.65,NA,0.292,"26.0%",3.81,"20.8%",3.79,3.53,"R",0.337,0.314,"0%","0%","0%",7.3,13,13,0.2,25.9,19.4,2.4,22.1,2.8
"Patrick Corbin",3,"SP",7800,"ARI","@SF","51%",3.96,5,0.31,"22.6%",3.98,"20.1%",4.08,3.92,"L",0.304,0.362,"4%","0%","0%",14.3,13.1,13.1,2.5,23.8,16.2,2.1,22.1,2.8
"Sean Manaea",NA,"SP",7700,"OAK","@LAA","45%",4.76,NA,0.318,"15.3%",4.26,"21.7%",4.11,4.07,"L",0.24,0.325,"2%","-1%","0%",11.6,15.9,15.9,6.3,25.5,13.5,1.8,-5.3,-0.7
"Adam Wainwright",0,"SP",7600,"STL","@CIN","50%",4.49,4.5,0.315,"21.8%",4.54,"19.1%",4.25,3.98,"R",0.321,0.311,"-1%","-1%","1%",19.4,13.3,13.3,0.1,26.4,15,2,-2.7,-0.4
"Ricky Nolasco",1,"SP",7500,"LAA","OAK","55%",4.24,NA,0.321,"24.7%",4.3,"18.4%",4.41,4.43,"R",0.344,0.352,"2%","-1%","0%",6.9,12.5,12.5,0.9,24.1,14.8,2,1.8,0.2
"Jose Berrios",2,"SP",7300,"MIN","TEX","56%",4.89,NA,0.332,"23.0%",4.92,"20.0%",4.71,4.96,"R",0.337,0.337,"-1%","-1%","0%",11,17.6,17.6,6.2,29,14.5,2,12.4,1.7
"Steven Matz",NA,"SP",6400,"NYM","LAD","39%",5.07,4.5,0.326,"22.4%",5.08,"21.5%",3.81,3.63,"L",0.308,0.315,"3%","0%","0%",-1.1,8.6,8.6,-3.7,20.8,11.8,1.8,11.2,1.7
"Aaron Nola",2,"SP",6200,"PHI","@COL","50%",5.53,NA,0.313,"23.1%",5.3,"24.3%",3.54,3.37,"R",0.316,0.282,"-19%","0%","0%",24.5,20,20,9.5,30.4,16.1,2.6,20.9,3.4
"Jose Urena",NA,"SP",6000,"MIA","@ATL","48%",4.86,NA,0.318,"21.1%",4.59,"14.6%",5.01,5.1,"R",0.338,0.321,"-3%","-2%","0%",11.9,13.2,13.2,4.8,21.6,10.5,1.8,19.1,3.2
"Jeff Hoffman",NA,"SP",5900,"COL","PHI","50%",5.47,NA,0.3,"22.3%",4.01,"17.9%",4.89,4.94,"R",0.31,0.372,"-9%","0%","0%",3.2,12.3,12.3,-2.5,27.2,12.6,2.1,26.8,4.5
"Ubaldo Jimenez",1,"SP",5500,"BAL","DET","57%",4.77,NA,0.313,"22.5%",4.85,"20.4%",4.41,4.33,"R",0.354,0.321,"0%","-1%","0%",10.1,8.2,8.2,-5.4,21.8,13.5,2.5,19.6,3.6
"Clayton Richard",0,"SP",5400,"SD","@PIT","37%",4.85,NA,0.321,"19.1%",4.27,"14.7%",4.13,3.98,"L",0.3,0.371,"0%","0%","0%",5.4,10.1,10.1,-1.7,21.8,11.1,2.1,19.3,3.6
"Erick Fedde",NA,"SP",5300,"WAS","@CHC","36%",5.51,NA,0.32,"24.5%",4.72,"",NA,NA,"R",NA,NA,"3%","-1%","0%",-2.2,-2.2,-2.2,-2.2,-2.2,13.1,2.5,10.8,2
"Anibal Sanchez",NA,"SP",5200,"DET","@BAL","42%",5.73,NA,0.335,"23.1%",4.63,"20.4%",4.24,4.4,"R",0.303,0.372,"0%","-1%","0%",12.6,13.5,13.5,5.8,21.2,12.1,2.3,-11.9,-2.3
"Doug Fister",4,"SP",5000,"BOS","CWS","67%",4.27,NA,0.299,"23.4%",4.31,"14.8%",4.85,4.8,"R",0.354,0.302,"-4%","-2%","0%",9,9,9,-1.3,19.3,13.1,2.6,21.4,4.3
"Marco Gonzales",NA,"SP",4800,"SEA","@KC","47%",4.63,NA,0.321,"18.5%",4.31,"",NA,NA,"L",NA,NA,"-9%","1%","0%",-2.1,-2.1,-2.1,-2.1,-2.1,11,2.3,4.2,0.9
"Lucas Sims",5,"SP",4500,"ATL","MIA","52%",4.64,NA,0.302,"20.5%",4.75,"",NA,NA,"R",NA,NA,"0%","-1%","0%",9.3,9.3,9.3,9.3,9.3,21,4.7,6.1,1.4
"Homer Bailey",0,"SP",4400,"CIN","STL","50%",4.51,NA,0.319,"23.8%",4.39,"15.1%",4.77,4.61,"R",0.362,0.375,"0%","-1%","1%",8,4.5,4.5,-8.4,17.5,13.3,3,-14.9,-3.4
"Mike Pelfrey",NA,"SP",4200,"CWS","@BOS","33%",6.23,NA,0.327,"19.1%",4.75,"12.1%",5.04,4.9,"R",0.372,0.325,"-20%","-5%","0%",5.5,8.2,8.2,0,16.4,5,1.2,-2.5,-0.6
"Nick Martinez",NA,"SP",4000,"TEX","@MIN","44%",5.61,NA,0.315,"22.0%",4.51,"12.3%",5.22,5.31,"R",0.352,0.36,"0%","-1%","0%",5.4,7.8,7.8,-1.7,17.2,8.9,2.2,4.8,1.2
