Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Corey Kluber,19,SP,12600,CLE,CWS,73%,3.29,8,0.318,23.0%,4.44,27.2%,3.25,3.28,R,0.306,0.258,-2%,0%,-1%,24.5,20.9,20.9,5.4,36.3,22.0,1.7,22.1,1.8
Ervin Santana,1,SP,11000,MIN,@SF,47%,4.14,4.5,0.313,18.9%,3.52,19.1%,4.46,4.42,R,0.308,0.288,3%,1%,0%,16.4,20.5,20.5,6.1,34.9,16.6,1.5,36.3,3.3
Tanner Roark,1,SP,8200,WAS,TEX,64%,4.03,5,0.307,23.3%,4.75,18.6%,4.27,4.18,R,0.310,0.284,0%,0%,0%,15.3,15.7,15.7,6.9,24.5,16.0,2.0,9.1,1.1
Rich Hill,9,SP,8100,LAD,CIN,65%,3.51,5.5,0.303,21.1%,5.16,29.0%,3.42,3.55,L,0.266,0.249,3%,1%,0%,9.9,11.7,11.7,3.1,20.2,16.3,2.0,20.3,2.5
Brad Peacock,11,SP,7900,HOU,LAA,62%,3.67,6,0.308,18.1%,4.00,28.5%,3.71,4.02,R,0.335,0.245,1%,-1%,-2%,22.4,22.4,22.4,16.1,28.8,14.6,1.8,-5.8,-0.7
Jordan Montgomery,5,SP,7600,NYY,BAL,61%,4.17,5.5,0.314,22.6%,4.54,22.3%,4.40,4.67,L,,0.291,0%,-1%,-4%,15.8,15.5,15.5,10.1,20.9,14.5,1.9,28.1,3.7
German Marquez,0,SP,7500,COL,@CHC,44%,4.81,,0.321,23.4%,4.71,19.7%,4.15,4.06,R,0.355,0.356,12%,-2%,0%,20.3,15.1,15.1,1.4,28.9,16.4,2.2,11.2,1.5
Michael Wacha,7,SP,7300,STL,PHI,63%,3.83,5.5,0.304,23.7%,4.11,20.1%,4.15,3.96,R,0.296,0.327,1%,0%,0%,8.8,13.3,13.3,5.0,21.6,15.4,2.1,13.3,1.8
Alex Cobb,1,SP,7200,TB,OAK,56%,4.21,5,0.326,21.1%,4.19,16.2%,4.58,4.40,R,0.308,0.337,2%,0%,0%,11.8,12.2,12.2,2.3,22.2,14.9,2.1,21.9,3.0
Julio Teheran,0,SP,7100,ATL,NYM,47%,5.14,4.5,0.316,20.5%,4.93,20.5%,4.23,4.34,R,0.344,0.259,0%,0%,0%,10.0,10.8,10.8,-1.2,22.8,12.3,1.7,13.3,1.9
