Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,19,SP,12900,LAD,@CLE,63%,3.19,7.5,0.328,18.5%,4.43,32.3%,2.43,2.29,L,0.220,0.228,-5%,-1%,0%,28.5,26.5,26.5,16.0,36.9,22.3,1.7,18.9,1.5
Zack Greinke,3,SP,12200,ARI,@DET,52%,4.43,,0.334,20.9%,4.87,23.6%,3.52,3.43,R,0.278,0.256,3%,-1%,-1%,25.1,24.0,24.0,12.3,35.8,18.4,1.5,16.6,1.4
David Price,10,SP,10100,BOS,PHI,73%,3.50,6,0.315,21.2%,3.97,24.5%,3.48,3.44,L,0.300,0.287,-2%,-2%,-2%,13.0,13.0,13.0,-1.9,28.0,19.1,1.9,14.7,1.5
Jon Lester,9,SP,8800,CHC,@NYM,56%,3.98,6,0.302,21.9%,4.90,24.7%,3.49,3.34,L,0.278,0.290,3%,-2%,0%,15.0,15.9,15.9,4.2,27.6,17.9,2.0,34.1,3.9
CC Sabathia,5,SP,8700,NYY,@LAA,54%,4.04,4.5,0.311,18.3%,4.26,19.3%,4.24,4.16,L,0.266,0.337,5%,1%,0%,25.6,15.9,15.9,4.5,27.3,15.9,1.8,14.6,1.7
Jimmy Nelson,0,SP,8400,MIL,@STL,47%,4.62,5.5,0.317,21.8%,4.07,19.4%,4.37,4.32,R,0.344,0.310,3%,-2%,-1%,23.4,17.3,17.3,4.1,30.5,16.5,2.0,5.0,0.6
Jason Vargas,5,SP,8300,KC,@SF,48%,3.84,,0.306,19.5%,3.68,18.4%,4.41,4.57,L,0.334,0.260,3%,0%,0%,14.4,19.6,19.6,8.9,30.3,15.4,1.9,26.1,3.1
Marco Estrada,9,SP,8000,TOR,TB,59%,3.83,6.5,0.317,24.8%,4.70,21.8%,4.28,4.61,R,0.284,0.296,-1%,-1%,0%,17.7,18.8,18.8,7.2,30.3,18.1,2.3,-7.7,-1.0
Brad Peacock,9,SP,7900,HOU,TEX,64%,4.02,,0.328,20.2%,4.77,27.1%,3.98,4.24,R,0.337,0.265,1%,0%,-4%,15.4,15.4,15.4,0.3,30.4,13.0,1.6,24.9,3.2
Tyler Chatwood,3,SP,7700,COL,@PIT,50%,4.26,4.5,0.304,20.4%,4.22,18.3%,4.57,4.22,R,0.317,0.306,10%,0%,-1%,18.4,15.1,15.1,2.3,27.8,15.9,2.1,17.3,2.2
Jacob Faria,2,SP,7500,TB,@TOR,41%,4.67,,0.333,20.6%,4.29,,,,R,,,-4%,-1%,0%,23.3,23.3,23.3,23.3,23.3,16.7,2.2,28.1,3.7
Zack Wheeler,1,SP,7300,NYM,CHC,44%,4.52,5.5,0.318,24.5%,4.60,21.2%,4.39,4.08,R,0.327,0.310,2%,-2%,0%,16.0,15.0,15.0,10.0,19.9,17.5,2.4,-11.6,-1.6
Joe Ross,7,SP,7200,WAS,ATL,64%,4.44,,0.301,22.2%,4.40,21.9%,3.84,3.72,R,0.363,0.257,0%,-2%,0%,14.5,13.6,13.6,-3.4,30.6,15.3,2.1,-0.4,-0.1
Scott Feldman,2,SP,7000,CIN,@SD,49%,4.28,,0.294,25.1%,3.50,15.9%,4.35,4.14,R,0.320,0.325,3%,1%,0%,11.9,13.4,13.4,0.4,26.4,14.1,2.0,9.3,1.3
Buck Farmer,2,RP,6900,DET,ARI,48%,4.57,,0.325,21.5%,5.15,18.5%,4.67,4.93,R,0.399,0.325,0%,-3%,-3%,31.9,31.9,31.9,24.4,39.5,11.1,1.6,-4.1,-0.6
Gerrit Cole,3,SP,6800,PIT,COL,50%,4.24,5,0.331,23.5%,5.26,22.0%,3.69,3.55,R,0.322,0.289,1%,0%,-1%,5.5,13.2,13.2,2.1,24.3,14.6,2.1,20.1,3.0
Christian Bergman,,SP,6700,SEA,@MIN,50%,5.49,,0.319,21.8%,4.59,15.0%,4.50,4.69,R,0.314,0.413,-8%,-6%,0%,14.6,12.5,12.5,-6.9,32.0,9.7,1.4,-12.0,-1.8
Ty Blach,4,SP,6600,SF,KC,52%,3.66,,0.303,19.2%,3.82,11.2%,4.91,4.63,L,,0.307,1%,1%,0%,19.1,12.7,12.7,-1.1,26.5,14.6,2.2,0.2,0.0
Jharel Cotton,2,SP,6400,OAK,@MIA,46%,4.96,,0.306,22.4%,4.56,19.9%,4.65,4.94,R,0.281,0.318,2%,0%,1%,13.9,12.0,12.0,2.4,21.6,16.4,2.6,5.9,0.9
Trevor Bauer,2,SP,6200,CLE,LAD,37%,4.31,5.5,0.343,22.7%,4.83,22.7%,4.15,4.09,R,0.319,0.320,-3%,-2%,0%,16.7,14.7,14.7,1.9,27.5,13.9,2.2,13.4,2.2
Kyle Gibson,1,SP,6100,MIN,SEA,50%,5.51,,0.331,21.3%,4.59,16.7%,4.50,4.30,R,0.336,0.323,-2%,-4%,0%,11.3,6.7,6.7,-1.6,15.1,11.2,1.8,6.3,1.0
Derek Holland,,SP,5600,CWS,BAL,47%,5.42,,0.319,21.8%,4.39,16.4%,4.86,4.95,L,0.268,0.360,1%,-1%,0%,8.4,12.6,12.6,-0.7,25.8,12.0,2.1,19.5,3.5
R.A. Dickey,,SP,5400,ATL,@WAS,36%,6.06,,0.319,23.5%,5.37,15.1%,4.90,4.83,R,0.311,0.335,0%,-4%,0%,8.3,9.7,9.7,0.3,19.1,11.9,2.2,1.8,0.3
J.C. Ramirez,,SP,5300,LAA,NYY,46%,4.46,,0.344,22.3%,5.88,17.7%,4.10,4.24,R,0.315,0.322,4%,1%,0%,11.9,14.0,14.0,4.2,23.8,12.4,2.3,20.2,3.8
Jose Urena,1,SP,5100,MIA,OAK,54%,4.54,,0.306,24.3%,4.24,13.6%,5.03,5.11,R,0.341,0.343,2%,0%,1%,9.4,11.3,11.3,2.7,19.9,12.4,2.4,20.5,4.0
Clayton Richard,1,SP,5000,SD,CIN,51%,4.22,,0.304,22.1%,5.11,14.7%,3.96,3.82,L,0.277,0.355,2%,1%,0%,14.7,12.5,12.5,1.2,23.9,13.9,2.8,24.9,5.0
Ben Lively,,SP,4800,PHI,@BOS,27%,6.00,,0.333,18.7%,4.77,,,,R,,,-13%,-5%,-5%,11.1,11.1,11.1,8.4,13.7,9.4,2.0,7.2,1.5
Alec Asher,0,SP,4700,BAL,@CWS,53%,5.08,,0.309,22.0%,4.39,14.8%,4.85,5.20,R,0.343,0.332,3%,-1%,0%,9.4,9.4,9.4,-3.7,22.5,10.6,2.3,-4.1,-0.9
Marco Gonzales,0,SP,4500,STL,MIL,53%,4.38,,0.308,27.4%,4.89,,,,L,,,1%,-2%,-1%,0.0,0.0,0.0,0.0,0.0,16.1,3.6,-2.1,-0.5
