"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Johnny Cueto",7,"SP",12100,"SF","@PHI","59%",3.83,6.5,0.321,"21.4%",4.02,"21.7%",3.72,3.59,"R",0.275,0.294,"2%","0%","0%",20.8,17.2,17.2,7.8,26.6,18.9,1.6,20.7,1.7
"Carlos Carrasco",7,"SP",11700,"CLE","@KC","63%",3.63,6,0.32,"20.1%",3.42,"27.3%",3.11,3.03,"R",0.281,0.278,"-1%","-1%","0%",18.9,21.7,21.7,12.5,30.8,19.8,1.7,1.6,0.1
"Ervin Santana",4,"SP",11600,"MIN","@LAA","52%",3.9,5,0.303,"16.7%",4.02,"19.2%",4.42,4.37,"R",0.307,0.283,"7%","2%","0%",18.8,23.1,23.1,11.1,35,16.5,1.4,-7.6,-0.7
"Lance McCullers Jr.",8,"SP",10800,"HOU","@TEX","62%",4.11,6,0.33,"20.8%",4.8,"27.1%",3.47,3.19,"R",0.285,0.305,"-5%","1%","0%",23.6,21.6,21.6,13.1,30,18.7,1.7,14.9,1.4
"Jon Lester",3,"SP",10600,"CHC","STL","60%",3.8,5.5,0.323,"22.4%",4.16,"24.8%",3.45,3.31,"L",0.276,0.289,"1%","-2%","0%",20.6,17,17,4.6,29.5,19.6,1.8,10.1,1
"Matt Shoemaker",12,"SP",9600,"LAA","MIN","48%",4.1,5.5,0.324,"23.2%",4.6,"21.2%",3.97,4.12,"R",0.312,0.327,"2%","1%","0%",17.8,14.9,14.9,4.4,25.3,17.7,1.8,19.4,2
"Rich Hill",3,"SP",8800,"LAD","@MIL","60%",4.01,5.5,0.308,"27.3%",5.04,"29.1%",3.36,3.49,"L",0.265,0.245,"-4%","0%","0%",11.8,11.8,11.8,2.3,21.4,18.5,2.1,10.8,1.2
"David Price",6,"SP",8500,"BOS","@BAL","53%",4.13,5.5,0.317,"22.5%",4.54,"24.6%",3.45,3.4,"L",0.299,0.286,"2%","0%","0%",9.7,9.7,9.7,9.7,9.7,21.2,2.5,29.4,3.5
"Mike Leake",0,"SP",8400,"STL","@CHC","40%",4.7,4.5,0.321,"23.6%",4.62,"16.2%",4.02,3.8,"R",0.324,0.29,"2%","-3%","0%",18,19.7,19.7,13.6,25.8,15.7,1.9,9.6,1.1
"Joe Ross",2,"SP",8200,"WAS","@OAK","50%",4.48,NA,0.325,"21.7%",3.96,"21.1%",3.91,3.79,"R",0.359,0.258,"4%","0%","-1%",11,11,11,-3.2,25.2,15.3,1.9,0,0
"Alex Cobb",0,"SP",7700,"TB","@SEA","49%",4.55,NA,0.326,"20.9%",4.38,"16.5%",4.44,4.28,"R",0.308,0.302,"3%","1%","0%",17,14.3,14.3,7,21.6,16.2,2.1,-10.3,-1.3
