"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Stephen Strasburg",3,"SP",12100,"WAS","SD","71%",3.05,7.5,0.291,"23.9%",3.49,"29.2%",3.08,3.05,"R",0.273,0.304,"0%","0%","0%",19.1,21,21,12.8,29.2,25.8,2.1,0,0
"Zack Greinke",1,"SP",11900,"ARI","@MIL","55%",4.02,7.5,0.295,"26.2%",5.11,"22.9%",3.55,3.46,"R",0.287,0.272,"2%","1%","0%",30.5,25.2,25.2,12.7,37.7,24.3,2,0,0
"Yu Darvish",1,"SP",11600,"TEX","@TOR","52%",3.69,6.5,0.313,"21.0%",4.21,"29.6%",3.35,3.34,"R",0.298,0.276,"0%","0%","0%",23.3,21.7,21.7,11.9,31.6,21.1,1.8,0,0
"Dallas Keuchel",10,"SP",11000,"HOU","BAL","65%",3.34,5.5,0.318,"23.2%",4.6,"22.4%",3.23,3.06,"L",0.257,0.293,"1%","0%","-2%",24.6,24.7,24.7,17.7,31.7,19.2,1.7,0,0
"Danny Salazar",3,"SP",10200,"CLE","KC","61%",3.53,6.5,0.317,"19.2%",3.33,"27.2%",3.56,3.56,"R",0.302,0.312,"-1%","0%","0%",14,17,17,9.2,24.9,16.4,1.6,0,0
"Gerrit Cole",7,"SP",9900,"PIT","NYM","56%",3.95,5.5,0.316,"21.2%",5.04,"22.6%",3.58,3.45,"R",0.304,0.287,"1%","1%","0%",16.4,16.3,16.3,5.5,27.1,17.6,1.8,0,0
"Marco Estrada",1,"SP",9500,"TOR","TEX","48%",3.81,6,0.32,"23.8%",4.73,"21.2%",4.36,4.68,"R",0.284,0.306,"-1%","0%","0%",22,20.4,20.4,10.2,30.6,18.8,2,0,0
"Michael Fulmer",NA,"SP",8600,"DET","@CWS","52%",4.41,5,0.31,"23.3%",4.53,"20.9%",3.96,3.89,"R",0.255,0.304,"1%","0%","0%",20.2,20,20,12.2,27.7,20.4,2.4,0,0
"Jharel Cotton",NA,"SP",8200,"OAK","@NYY","42%",5.17,NA,0.334,"21.0%",5.48,"20.5%",4.27,4.54,"R",NA,0.323,"-4%","0%","0%",10.7,12,12,0.4,23.6,13.6,1.7,0,0
"Mike Foltynewicz",2,"SP",8200,"ATL","@SF","49%",3.81,NA,0.305,"19.9%",3.39,"20.3%",4.18,4.33,"R",0.367,0.334,"1%","1%","0%",12.6,12.9,12.9,2.2,23.7,14.8,1.8,0,0
"John Lackey",4,"SP",7900,"CHC","@LAD","47%",3.87,5.5,0.322,"23.1%",4.96,"22.0%",3.82,3.74,"R",0.309,0.29,"6%","1%","-2%",15.3,15.8,15.8,5.5,26.1,16.2,2.1,0,0
"Jake Odorizzi",1,"SP",7600,"TB","@MIN","53%",4.36,5,0.312,"21.6%",4.58,"21.4%",4.06,4.2,"R",0.282,0.325,"-4%","-1%","0%",19.7,15.9,15.9,7.9,24,15.7,2.1,0,0
"Zack Wheeler",2,"SP",7600,"NYM","@PIT","44%",4.55,4.5,0.306,"20.5%",4.06,"21.6%",4.1,3.85,"R",0.334,0.276,"-1%","1%","0%",16.1,14.8,14.8,9.2,20.5,14.9,2,0,0
"Brandon McCarthy",8,"SP",7300,"LAD","CHC","53%",3.63,5,0.319,"22.5%",5.02,"25.7%",3.95,3.83,"R",0.319,0.321,"4%","1%","-2%",15,16.4,16.4,8,24.7,15.8,2.2,0,0
