"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Tony Cruz","SD","C","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Carpenter","STL","1B,2B,3B","@WSH","3.44","0.47","0.1","0.49","0.02",".218",".357","0.75","0.21","0.01","0.73","0.76",""
" ","Zack Cox","DET","3B","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Pete Kozma","NYY","2B,SS","TB","0.75","0.75","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adron Chambers","HOU","LF,CF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Erik Komatsu","WSH","RF","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Paul Goldschmidt","ARI","1B","@SF","3.78","0.48","0.1","0.67","0.14",".266",".439","1.01","0.14","0.02","1.16","1.06",""
" ","David Winfree","ARI","CF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hector Gomez","PHI","2B,3B,SS","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","DJ LeMahieu","COL","2B","SD","3.46","0.79","0.07","0.36","0.07",".403",".463","1.39","0.19","0.07","0.39","0.47",""
" ","Charlie Blackmon","COL","CF","SD","4.2","1.01","0.23","0.58","0.13",".337",".400","1.41","0.29","0.07","0.38","0.77",""
" ","Tim Federowicz","SF","C","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Sellers","SD","2B,SS","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scott Van Slyke","LAD","LF,RF","@CHC","0.3","0.04","0.01","0.03","0.01",".198",".281","0.06","0.02","0","0.03","0.07",""
" ","Yasmani Grandal","LAD","C","@CHC","3.01","0.25","0.16","0.44","0.02",".204",".314","0.61","0.06","0.01","0.48","0.85",""
" ","James Darnell","TB","LF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Forsythe","LAD","2B","@CHC","4.25","0.62","0.17","0.53","0.1",".231",".287","0.98","0.16","0.03","0.25","1.19",""
" ","Hector Sanchez","SD","C","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Stewart","PIT","C","CIN","0.09","0.01","0","0.01","0",".267",".356","0.02","0","0","0.01","0.01",""
" ","Brandon Crawford","SF","SS","ARI","3.83","0.57","0.12","0.65","0.09",".227",".295","0.87","0.17","0.1","0.34","0.86",""
" ","Charlie Culberson","LAD","2B,3B,SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Conor Gillaspie","SF","3B","ARI","0.12","0.02","0.01","0.02","0",".236",".280","0.03","0","0","0.01","0.02",""
" ","Brett Pill","DET","1B,LF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Christian","TB","LF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Graham","SF","LF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Murton","DET","LF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Snyder","WSH","3B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Norichika Aoki","HOU","LF,CF","@SEA","3.03","0.3","0.02","0.18","0.07",".317",".372","0.96","0.09","0.03","0.23","0.31",""
" ","Jason Pridie","ARI","LF,RF,CF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aaron Hicks","NYY","LF,CF,RF","TB","0.68","0.07","0.02","0.06","0.01",".242",".314","0.16","0.03","0","0.07","0.14",""
" ","Kolten Wong","STL","2B,CF","@WSH","3.22","0.33","0.04","0.26","0.09",".212",".303","0.68","0.07","0.02","0.37","0.49",""
" ","Brock Holt","BOS","3B,LF","@DET","3.6","0.42","0.06","0.46","0.04",".195",".251","0.7","0.12","0.01","0.25","1.06",""
" ","Jorge Soler","KC","LF,RF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Skipworth","CIN","C","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Sardinas","SD","SS","@COL","0.19","0.03","0","0.02","0",".304",".351","0.06","0.01","0","0.01","0.04",""
" ","Bubba Starling","KC","CF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tim Beckham","TB","1B,2B,SS","@NYY","3.26","0.55","0.16","0.27","0.07",".226",".259","0.74","0.17","0.07","0.13","1.32",""
" ","Anthony Gose","DET","CF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Irving Falu","WSH","2B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Colon","KC","2B,3B","OAK","0.09","0.01","0","0.01","0",".255",".313","0.02","0","0","0.01","0.02",""
" ","Marcus Semien","OAK","SS","@KC","3.6","0.35","0.16","0.48","0.05",".239",".307","0.86","0.15","0.02","0.34","1.08",""
" ","Chris Herrmann","ARI","C","@SF","0.33","0.05","0.01","0.03","0",".279",".354","0.09","0.01","0.01","0.04","0.07",""
" ","Pedro Florimon","PHI","SS,2B","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Williams","NYY","RF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Marisnick","HOU","LF,CF","@SEA","0.5","0.06","0.01","0.05","0.01",".224",".267","0.11","0.03","0","0.02","0.16",""
" ","Grant Green","WSH","2B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Moss","KC","1B,LF,RF","OAK","3.83","0.63","0.23","0.65","0.01",".207",".300","0.79","0.18","0.02","0.47","1.3",""
" ","Hiroyuki Nakajima","OAK","SS","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jackie Bradley","BOS","CF","@DET","0.68","0.08","0.03","0.12","0.01",".189",".265","0.13","0.02","0.01","0.06","0.27",""
" ","Andrew Lambo","OAK","RF,LF","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Olt","BOS","3B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rob Brantly","CIN","C","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ed Lucas","ARI","2B,SS,3B","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Donovan Solano","NYY","2B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yasiel Puig","LAD","RF","@CHC","3.64","0.35","0.2","0.58","0.1",".246",".303","0.9","0.15","0.04","0.25","0.97",""
" ","Josh Rutledge","BOS","3B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Javier Baez","CHC","2B,3B,SS","LAD","0.51","0.04","0.01","0.08","0.01",".282",".323","0.14","0.02","0","0.02","0.14",""
" ","Evan Gattis","HOU","C,DH","@SEA","4.32","0.56","0.17","0.64","0.01",".285",".332","1.23","0.25","0.01","0.27","1.06",""
" ","Alen Hanson","PIT","2B","CIN","0.09","0.01","0","0.01","0.01",".246",".304","0.02","0","0","0.01","0.02",""
" ","George Springer","HOU","RF","@SEA","4.18","0.73","0.17","0.69","0.05",".253",".340","1.06","0.21","0.02","0.49","1.34",""
" ","Willy Taveras","NYM","CF,RF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sandy Leon","BOS","C","@DET","3.46","0.33","0.07","0.34","0",".206",".252","0.71","0.12","0.02","0.2","1.71",""
" ","Wilfredo Tovar","STL","2B,SS","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Brown","LAD","RF,LF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Adams","STL","1B","@WSH","2.73","0.26","0.09","0.45","0.01",".214",".295","0.58","0.13","0","0.3","0.76",""
" ","Jedd Gyorko","STL","1B,2B,3B,SS","@WSH","3.68","0.44","0.16","0.59","0.01",".230",".281","0.84","0.09","0.01","0.25","0.99",""
" ","Nick Castellanos","DET","3B","BOS","4.19","0.39","0.16","0.48","0.01",".207",".242","0.87","0.16","0.07","0.18","1.54",""
" ","Adam Eaton","WSH","CF,RF","STL","4.05","0.69","0.09","0.4","0.08",".340",".404","1.38","0.24","0.04","0.37","0.77",""
" ","Billy Hamilton","CIN","CF","@PIT","4.23","0.62","0.03","0.21","0.63",".266",".328","1.12","0.2","0.03","0.4","0.94",""
" ","A.J. Pollock","ARI","CF","@SF","4.28","0.34","0.08","0.51","0.17",".201",".300","0.86","0.18","0.03","0.6","0.98",""
" ","Jonathan Singleton","HOU","1B","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Munenori Kawasaki","CHC","2B","LAD","0.09","0.01","0","0.01","0",".369",".451","0.03","0","0","0.01","0.03",""
" ","Mike Zunino","SEA","C","HOU","3.31","0.29","0.18","0.56","0",".201",".283","0.66","0.14","0","0.31","1.24",""
" ","Josh Bell","PIT","1B,RF","CIN","2.85","0.44","0.1","0.29","0.04",".262",".372","0.75","0.12","0.03","0.49","0.44",""
" ","Addison Russell","CHC","SS","LAD","4.25","0.48","0.16","0.78","0.03",".203",".273","0.86","0.15","0.02","0.36","1.41",""
" ","Albert Almora","CHC","CF","LAD","2.85","0.26","0.06","0.41","0.04",".243",".264","0.69","0.14","0.02","0.08","0.48",""
" ","Gary Sanchez","NYY","C","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Correa","HOU","SS","@SEA","4.01","0.48","0.08","0.7","0.08",".251",".325","1.01","0.19","0.02","0.43","1.12",""
" ","Alfredo Marte","PHI","LF,RF","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Austin Hedges","SD","C","@COL","3.76","0.46","0.13","0.36","0.01",".243",".290","0.91","0.23","0.02","0.23","0.82",""
" ","Blake Swihart","BOS","C,LF","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Bobby Borchering","HOU","1B","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brad Miller","TB","1B,2B,SS","@NYY","3.86","0.46","0.2","0.6","0.07",".269",".319","1.04","0.35","0.03","0.28","1.61",""
" ","Brandon Nimmo","NYM","LF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Goodwin","WSH","RF","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Bryce Brentz","BOS","LF","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cory Spangenberg","SD","2B","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dan Vogelbach","SEA","1B","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Dahl","COL","LF,CF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Garin Cecchini","KC","1B","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gregory Polanco","PIT","LF,RF","CIN","3.96","0.33","0.12","0.65","0.18",".194",".281","0.77","0.15","0.02","0.48","0.91",""
" ","Jeremy Barfield","OAK","RF","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jonathan Galvez","NYY","SS,3B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jorge Alfaro","PHI","C","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kolbrin Vitek","BOS","CF,3B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Parker","CIN","LF,RF","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Maikel Franco","PHI","3B","NYM","4.09","0.37","0.2","0.57","0.01",".268",".311","1.1","0.14","0.01","0.24","0.9",""
" ","Miles Head","OAK","3B","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nate Freiman","BOS","1B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Slade Heathcott","SF","CF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tim Wheeler","COL","CF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trevor Story","COL","SS","SD","3.82","0.75","0.29","0.74","0.07",".312",".370","1.19","0.27","0.07","0.33","1.28",""
" ","Tyler Austin","NYY","1B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yorman Rodriguez","CIN","CF,RF","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zachary Walters","CIN","LF,1B","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy Joseph","PHI","1B","NYM","3.35","0.34","0.27","0.48","0.01",".274",".316","0.92","0.14","0","0.18","1",""
" ","Jim Negrych","PHI","2B","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Jacobs","ARI","LF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Bethancourt","SD","C","@COL","0.19","0.02","0.01","0.03","0",".295",".325","0.06","0.01","0","0.01","0.04",""
" ","Jeremy Hazelbaker","ARI","LF,CF","@SF","0.09","0.01","0","0.01","0",".256",".324","0.02","0","0","0.01","0.04",""
" ","Joc Pederson","LAD","CF","@CHC","2.58","0.23","0.07","0.4","0.09",".184",".283","0.47","0.13","0.01","0.33","1.26",""
" ","Joe Panik","SF","2B","ARI","3.41","0.54","0.11","0.48","0.06",".201",".266","0.69","0.13","0.07","0.29","0.34",""
" ","Jorge Bonifacio","KC","RF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mikie Mahtook","DET","LF,CF,RF","BOS","3.67","0.35","0.1","0.29","0.05",".258",".294","0.95","0.2","0.04","0.13","1.04",""
" ","Reymond Fuentes","ARI","CF,RF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trayce Thompson","LAD","LF,CF,RF","@CHC","0.09","0.01","0","0.01","0",".200",".259","0.02","0","0","0.01","0.03",""
" ","Leon Landry","SEA","LF,3B","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Drew Vettleson","TB","RF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Deven Marrero","BOS","2B","@DET","0.7","0.05","0.01","0.06","0.02",".245",".293","0.17","0.03","0","0.04","0.28",""
" ","Greg Garcia","STL","2B,3B,SS","@WSH","0.17","0.02","0","0.01","0",".266",".388","0.05","0.01","0","0.03","0.03",""
" ","Khris Davis","OAK","LF,DH","@KC","3.86","0.48","0.34","0.68","0.01",".255",".314","0.98","0.12","0.02","0.3","1.38",""
" ","Jaff Decker","OAK","RF","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Seager","LAD","SS","@CHC","3.37","0.32","0.07","0.37","0.04",".247",".297","0.83","0.23","0.04","0.22","1.2",""
" ","Stryker Trahan","ARI","C,RF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronald Torreyes","NYY","2B,3B,SS","TB","3.17","0.43","0.04","0.28","0.06",".261",".297","0.83","0.15","0.05","0.14","0.34",""
" ","Stetson Allie","PIT","RF,1B","CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roman Quinn","PHI","LF","NYM","0.09","0.01","0","0.01","0.01",".256",".315","0.02","0","0","0.01","0.04",""
" ","Josh Phegley","OAK","C","@KC","3.29","0.39","0.09","0.52","0",".266",".319","0.87","0.18","0.01","0.22","0.64",""
" ","Teoscar Hernandez","HOU","LF,CF,RF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tucker Barnhart","CIN","C","@PIT","3.19","0.28","0.04","0.42","0.01",".247",".326","0.79","0.18","0.01","0.36","0.51",""
" ","Mallex Smith","TB","LF,CF","@NYY","3.38","0.45","0.07","0.41","0.61",".291",".354","0.98","0.19","0.04","0.32","1.21",""
" ","Lee Orr","SD","LF,RF","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Heiker Meneses","BOS","2B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Danry Vazquez","DET","OF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alonzo Harris","NYM","SS","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roderick Shoulders","CHC","1B","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Glenn","ARI","LF,CF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Julian Yan","COL","OF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zane Chavez","PIT","C","CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Renato Nunez","OAK","DH","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Robert Kral","SD","C","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Rogers","PIT","1B","CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Henry","SEA","LF","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Taylor","LAD","2B,3B,SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike O'Neill","DET","LF","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Johnson","NYM","CF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Court","ARI","3B","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Bostick","PIT","2B","CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Walker","CIN","1B","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zach Borenstein","ARI","LF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Wilson","STL","2B,3B","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gioskar Amaya","CHC","SS,C","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Oberacker","OAK","LF","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Humphries","COL","LF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Lofton","SF","LF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Darnell Sweeney","PHI","2B,LF","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mookie Betts","BOS","RF","@DET","4.14","0.57","0.17","0.71","0.13",".300",".340","1.24","0.21","0.08","0.25","0.6",""
" ","David Kandilas","COL","RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Casteel","COL","1B,C","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Angelys Nina","COL","2B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Buss","SD","LF","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Bantz","SEA","C","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kris Bryant","CHC","1B,3B,LF,RF","LAD","4.14","0.62","0.24","0.79","0.05",".276",".365","1.14","0.17","0.02","0.5","1.18",""
" ","Clint Frazier","NYY","CF,LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Austin Meadows","PIT","CF","CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Colin Moran","HOU","3B","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","D.J. Peterson","SEA","3B,1B","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dominic Smith","NYM","1B","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.P. Crawford","PHI","SS","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Phillip Ervin","CIN","CF,LF","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Ciuffo","TB","C","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aaron Judge","NYY","RF","TB","3.45","0.51","0.23","0.5","0.03",".216",".292","0.74","0.11","0.01","0.35","1.44",""
" ","Hunter Renfroe","SD","RF","@COL","3.76","0.66","0.21","0.64","0.03",".388",".422","1.46","0.33","0.03","0.22","0.6",""
" ","Billy McKinney","NYY","CF,RF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Oscar Mercado","STL","SS","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Jagielo","NYY","3B","TB","0.69","0.08","0.03","0.08","0",".201",".279","0.14","0.02","0","0.06","0.28",""
" ","Hunter Dozier","KC","RF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Pinder","OAK","2B","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cord Sandberg","PHI","CF","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacoby Jones","DET","3B","BOS","3.5","0.25","0.11","0.44","0.06",".215",".265","0.75","0.19","0.03","0.21","1.67",""
" ","Andrew Knapp","PHI","C","NYM","3.64","0.32","0.07","0.39","0.01",".231",".289","0.84","0.17","0.01","0.26","1.35",""
" ","Ryan McMahon","COL","3B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jordan Paroubeck","SD","LF","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael O'Neill","NYY","LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Rivera","STL","2B","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Martinez","STL","C","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dom Nunez","COL","C","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Williams","TB","RF,LF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Riley Unroe","TB","2B","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jan Hernandez","PHI","SS","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Ragira","SF","1B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Duffy","TB","3B,SS","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Harold Castro","DET","2B","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Arroyo","SF","SS","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Franklin","CIN","3B","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler O'Neill","SEA","LF,RF","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Drew Ward","WSH","3B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Hannemann","CHC","CF","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ivan Wilson","NYM","OF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Stuart Turner","CIN","C","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Dixon","CIN","2B","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zane Evans","KC","C","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Amalani Fukofuka","KC","RF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Thomas Milone","TB","CF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryon Healy","OAK","3B","@KC","3.95","0.43","0.21","0.63","0.01",".306",".340","1.21","0.22","0.01","0.2","1.11",""
" ","Ryder Jones","SF","3B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Victor Caratini","CHC","C","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gosuke Katoh","NYY","2B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Sweaney","PHI","C","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trey Williams","PHI","3B","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Smith","SD","CF","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Van Meter","SD","SS","@COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Bauers","TB","1B,RF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Katz","STL","2B","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sean Dwyer","COL","OF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Bednar","SF","3B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","John Wooten","WSH","1B","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Orlando Calixte","SF","SS","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steve Rodriguez","ARI","C","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scott Schebler","CIN","LF,CF,RF","@PIT","3.07","0.43","0.09","0.48","0.03",".264",".338","0.81","0.15","0.02","0.28","0.73",""
" ","Ty Kelly","NYM","3B,LF","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rylan Sandoval","NYM","2B","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Rivers","SEA","OF","HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Preston Tucker","HOU","LF,DH","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sean Halton","DET","1B","BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Kiermaier","TB","CF","@NYY","4.14","0.52","0.13","0.4","0.38",".268",".332","1.11","0.32","0.04","0.38","1.14",""
" ","Gleyber Torres","NYY","SS","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Talavera","STL","OF","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hector Linares","STL","SS","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eloy Jimenez","CHC","LF,RF","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Silviero","CIN","3B","@PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Heineman","HOU","C","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Devin Harris","SF","OF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Seratelli","NYM","SS","@PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Blash","SD","RF","@COL","0.44","0.05","0.02","0.04","0",".253",".381","0.11","0.02","0","0.08","0.15",""
" ","Wilson Amador","HOU","SS","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Terrance Gore","KC","LF,DH","OAK","0.09","0.01","0","0.01","0.02",".237",".299","0.02","0","0","0.01","0.03",""
" ","Brian Fletcher","KC","SS,LF","OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Herrera","LAD","2B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Joe Wendle","OAK","2B","@KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Lockhart","CHC","SS,2B","LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Joey Butler","WSH","LF","STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Evan Marzilli","ARI","LF,CF","@SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rafael Devers","BOS","3B","@DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Encarnacion","PHI","1B","NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
