"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Rusney Castillo","BOS","LF,DH","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy La Stella","CHC","2B,3B","MIL","0.18","0.02","0","0.02","0",".213",".289","0.04","0.01","0","0.02","0.03",""
" ","Max Stassi","HOU","C","LAA","0.09","0.01","0","0.01","0",".171",".213","0.02","0","0","0","0.04",""
" ","Guillermo Quiroz","CLE","C","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan LaMarre","LAA","LF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kenny Wilson","OAK","CF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tony Sanchez","LAA","C","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Villanueva","SD","3B","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jesus Aguilar","MIL","1B","@CHC","0.36","0.03","0.02","0.05","0",".221",".279","0.08","0.01","0","0.03","0.1",""
" ","Jose Ramirez","CLE","2B,3B,LF","@MIN","3.94","0.7","0.06","0.54","0.25",".404",".442","1.59","0.31","0.04","0.28","0.29",""
" ","Jesus Sucre","TB","C","@BOS","0.71","0.07","0.02","0.07","0",".305",".355","0.22","0.02","0","0.05","0.16",""
" ","Ji-Man Choi","NYY","1B,LF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tuffy Gosewisch","SEA","C","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ender Inciarte","ATL","LF,CF","SD","4.25","0.68","0.07","0.28","0.22",".311",".353","1.32","0.18","0.03","0.27","0.44",""
" ","Ehire Adrianza","MIN","SS","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ramon Cabrera","MIA","C","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Fields","CWS","LF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt den Dekker","MIA","CF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Fryer","STL","C","PIT","0.36","0.04","0","0.04","0",".280",".322","0.1","0.03","0","0.02","0.08",""
" ","Jorge Polanco","MIN","2B,3B,SS","CLE","3.88","0.27","0.05","0.32","0.05",".228",".282","0.88","0.25","0.04","0.28","0.92",""
" ","Danny Santana","MIN","LF,CF,RF","CLE","0.3","0.03","0","0.02","0.01",".224",".258","0.07","0.02","0","0.01","0.11",""
" ","Kennys Vargas","MIN","1B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Max Kepler","MIN","RF","CLE","4.11","0.48","0.14","0.72","0.05",".195",".274","0.8","0.18","0.03","0.42","1.39",""
" ","J.T. Realmuto","MIA","C","@SEA","4.23","0.43","0.09","0.38","0.09",".231",".281","0.98","0.25","0.02","0.27","0.97",""
" ","Shane Peterson","TB","LF,CF","@BOS","0.07","0.01","0","0.03","0",".188",".188","0.01","0","0","0","0",""
" ","Dan Butler","BOS","C","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Vazquez","BOS","C","TB","0.69","0.09","0.01","0.06","0.01",".285",".363","0.2","0.06","0.01","0.08","0.15",""
" ","Todd Cunningham","STL","LF","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.R. Murphy","MIN","C","CLE","0.09","0.01","0","0.01","0",".201",".255","0.02","0","0","0.01","0.02",""
" ","Ramon Flores","LAA","LF,CF,RF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Randal Grichuk","STL","LF,CF","PIT","3.49","0.39","0.13","0.53","0.03",".228",".262","0.79","0.25","0.05","0.14","1.41",""
" ","Rafael Ortega","SD","LF,CF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steven Souza","TB","RF","@BOS","3.6","0.47","0.11","0.43","0.1",".274",".346","0.99","0.15","0.01","0.37","1.26",""
" ","Steve Lerud","SEA","C","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Blake Lalli","ATL","1B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Carson","LAD","RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Rivero","ARI","3B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Pirela","SD","2B","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ben Gamel","SEA","RF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aledmys Diaz","STL","SS","PIT","4.14","0.55","0.14","0.67","0.03",".280",".332","1.16","0.32","0.05","0.29","0.73",""
" ","Yangervis Solarte","SD","2B,3B","@ATL","3.68","0.43","0.13","0.65","0.01",".275",".333","1.01","0.27","0.01","0.29","0.6",""
" ","Dan Robertson","CLE","SS","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jace Peterson","ATL","2B,LF","SD","0.48","0.06","0.01","0.04","0.01",".279",".348","0.13","0.03","0","0.05","0.07",""
" ","Ali Solis","CHC","C","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Peralta","ARI","RF","@LAD","4.34","0.73","0.1","0.45","0.12",".224",".290","0.97","0.23","0.06","0.38","1.43",""
" ","Justin Bour","MIA","1B","@SEA","2.67","0.22","0.14","0.32","0",".290",".362","0.77","0.14","0","0.3","0.7",""
" ","Miguel Rojas","MIA","1B,2B,3B,SS","@SEA","3.19","0.41","0.03","0.24","0.03",".267",".313","0.85","0.18","0.01","0.2","0.36",""
" ","Jackson Williams","PIT","C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Goebbert","TB","1B","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Ahmed","ARI","SS","@LAD","0.47","0.03","0.01","0.04","0.01",".166",".258","0.08","0.02","0","0.06","0.12",""
" ","Enrique Hernandez","LAD","2B,LF,CF","ARI","0.42","0.05","0.02","0.04","0",".203",".300","0.09","0.02","0","0.06","0.15",""
" ","Tyler Holt","LAD","LF,CF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Smolinski","OAK","LF,CF,RF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roberto Perez","CLE","C","@MIN","3.48","0.31","0.07","0.36","0.02",".188",".287","0.66","0.13","0.02","0.48","0.81",""
" ","Philip Gosselin","PIT","2B,3B","@STL","0.24","0.03","0","0.01","0",".268",".318","0.06","0.01","0","0.02","0.05",""
" ","Curt Casali","TB","C","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ben Paulsen","MIN","1B,LF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrew Susac","MIL","C","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Lamb","ARI","3B","@LAD","3.81","0.71","0.17","0.7","0.09",".219",".343","0.83","0.21","0.04","0.71","1.59",""
" ","Matt McBride","OAK","C","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tomas Telis","MIA","C","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andy Wilkins","MIL","1B,3B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Dominguez","CHC","LF,1B","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shawn O'Malley","SEA","2B,SS,LF,RF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Doug Bernier","TEX","2B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Xavier Scruggs","MIA","1B","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy Pham","STL","LF,CF","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Elias Diaz","PIT","C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Willy Garcia","CWS","RF,CF","@NYY","0.25","0","0","0","0",".266",".266","0.07","0.03","0","0","0",""
" ","Giovanny Urshela","CLE","3B","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin O'Conner","TB","C","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Brett","TB","2B","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Drury","ARI","2B,3B,LF,RF","@LAD","3.41","0.36","0.08","0.36","0.02",".228",".314","0.78","0.26","0.01","0.42","0.93",""
" ","Socrates Brito","ARI","CF,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevan Smith","CWS","C","@NYY","3.29","0.35","0.07","0.29","0",".146",".201","0.48","0.06","0","0.2","0.99",""
" ","Rey Navarro","LAA","2B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jett Bandy","MIL","C","@CHC","3.29","0.29","0.15","0.35","0.04",".206",".258","0.68","0.08","0","0.15","0.73",""
" ","Carlos Perez","LAA","C","@HOU","2.82","0.24","0.06","0.34","0.01",".198",".235","0.56","0.16","0","0.13","0.53",""
" ","Austin Barnes","LAD","C","ARI","0.4","0.04","0.01","0.04","0.01",".210",".312","0.08","0.02","0","0.06","0.09",""
" ","Tyler Ladendorf","CWS","2B","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Travis Shaw","MIL","1B,3B","@CHC","3.77","0.35","0.07","0.52","0.04",".235",".307","0.88","0.26","0.02","0.37","1.13",""
" ","Kyle Kubitza","ATL","3B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hanser Alberto","TEX","3B,SS","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ed Easley","PIT","C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yadiel Rivera","MIL","2B,3B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Dickerson","SD","LF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yasmany Tomas","ARI","LF,RF","@LAD","3.38","0.27","0.13","0.51","0.03",".196",".254","0.66","0.19","0.01","0.26","1.05",""
" ","Oscar Hernandez","ARI","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mark Canha","OAK","1B","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jung-Ho Kang","PIT","3B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rob Refsnyder","NYY","1B,2B,RF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Robertson","TB","LF","@BOS","0.69","0.06","0.01","0.05","0",".255",".329","0.18","0.03","0.01","0.07","0.15",""
" ","Boog Powell","SEA","CF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yoan Moncada","CWS","3B","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronald Guzman","TEX","1B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Schwarber","CHC","C,LF","MIL","4.05","0.67","0.29","0.66","0.07",".234",".340","0.95","0.14","0.02","0.62","1.45",""
" ","Alex Jackson","ATL","RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Keon Broxton","MIL","CF","@CHC","2.67","0.21","0.14","0.23","0.38",".183",".266","0.49","0.07","0.03","0.28","1.37",""
" ","Mel Rojas","ATL","CF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Stephen Piscotty","STL","CF,RF","PIT","3.06","0.31","0.07","0.47","0.03",".251",".307","0.77","0.2","0.02","0.2","0.94",""
" ","Kyle Farmer","LAD","C","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Olson","OAK","RF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Greg Bird","NYY","1B","CWS","3.56","0.38","0.17","0.57","0.01",".308",".366","1.1","0.19","0.01","0.31","1.08",""
" ","Adam Brett Walker","ATL","OF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dian Toscano","LAD","LF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adonis Garcia","ATL","3B","SD","4.07","0.48","0.19","0.51","0.03",".302",".327","1.23","0.23","0.01","0.13","0.56",""
" ","Daniel Castro","ATL","2B,3B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dusty Coleman","SD","3B","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jefry Marte","LAA","1B,3B,LF","@HOU","2.73","0.43","0.18","0.43","0.03",".262",".322","0.71","0.15","0","0.22","0.57",""
" ","Matt Duffy","TEX","3B,1B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Strausborger","MIN","LF,RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Travis Jankowski","SD","LF,CF,RF","@ATL","0.36","0.03","0","0.02","0.02",".179",".231","0.06","0.01","0","0.02","0.13",""
" ","Rico Noel","LAD","DH","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carson Blair","CWS","C","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rocky Gale","SD","C","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steve Baron","SEA","C","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cody Decker","MIL","1B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Garcia","STL","RF,C","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mpho' Ngoepe","PIT","IF","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Charlie Tilson","CWS","CF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Manuel Margot","SD","CF","@ATL","4","0.41","0.09","0.33","0.3",".273",".313","1.09","0.29","0.04","0.22","0.76",""
" ","Taylor Motter","SEA","SS,LF","MIA","3.46","0.4","0.09","0.38","0.05",".182",".268","0.63","0.2","0","0.39","0.62",""
" ","Marco Hernandez","BOS","2B","TB","3.4","0.36","0.05","0.49","0.09",".406",".443","1.38","0.16","0.04","0.22","1.11",""
" ","Brett Eibner","LAD","LF,CF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Naquin","CLE","CF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","James Ramsey","SEA","LF,CF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nomar Mazara","TEX","LF,RF","@OAK","4.21","0.49","0.14","0.6","0.01",".244",".313","1.03","0.15","0.03","0.39","0.86",""
" ","Alfredo Gonzalez","CWS","C","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nolan Fontana","LAA","SS","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Max Moroff","PIT","SS,2B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Willson Contreras","CHC","C,LF","MIL","3.06","0.43","0.22","0.47","0.03",".309",".379","0.95","0.2","0.03","0.31","0.73",""
" ","Jeimer Candelario","CHC","3B","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Esch","SD","IF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Byung-ho Park","MIN","1B,DH","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Colin Walsh","OAK","2B,3B","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Cave","NYY","CF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Gordon","MIN","SS","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","A.J. Reed","HOU","1B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dansby Swanson","ATL","SS","SD","4.16","0.47","0.12","0.52","0.08",".328",".376","1.36","0.24","0.03","0.31","0.81",""
" ","Bradley Zimmer","CLE","CF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brett Phillips","MIL","CF,RF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Franklin Barreto","OAK","SS","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jorge Mateo","NYY","SS","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrew Benintendi","BOS","LF,CF","TB","4.06","0.35","0.1","0.42","0.15",".332",".409","1.35","0.27","0.05","0.51","1.23",""
" ","Alex Bregman","HOU","3B","LAA","4.06","0.68","0.31","0.69","0.06",".270",".314","1.1","0.23","0.07","0.22","1.12",""
" ","Sam Travis","BOS","1B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Kemp","HOU","LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ozhaino Albies","ATL","SS,2B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ruddy Giron","SD","SS","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Nottingham","MIL","C","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Verdugo","LAD","RF,CF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael De Leon","TEX","SS","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cole Tucker","PIT","SS","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Padlo","TB","3B","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Willy Adames","TB","SS","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Wade","NYY","SS","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jamie Westbrook","ARI","2B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Isan Diaz","MIL","SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Willi Castro","CLE","SS","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Francisco Mejia","CLE","C","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yairo Munoz","OAK","3B,SS","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Bobby Bradley","CLE","1B","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jack Reinheimer","ARI","SS","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Franmil Reyes","SD","LF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Tucker","HOU","RF,CF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ian Happ","CHC","2B,LF","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daz Cameron","HOU","CF,LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Javier Guerra","SD","SS","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Austin Riley","ATL","3B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Derek Fisher","HOU","RF,CF,LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Garrett Whitley","TB","LF,CF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yusniel Diaz","LAD","OF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Clint Coulter","MIL","RF,C","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Plummer","STL","CF","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Newman","PIT","SS","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cody Bellinger","LAD","1B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Magneuris Sierra","STL","CF","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilkerman Garcia","NYY","SS","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lucius Fox","TB","SS","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Naylor","SD","1B","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Guillermo Heredia","SEA","LF,RF","MIA","3.68","0.5","0.08","0.51","0.05",".273",".347","1.01","0.17","0.01","0.38","0.62",""
" ","Kevin Garcia","MIN","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronnie Freeman","ARI","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Asuaje","SD","2B","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Taylor Ward","LAA","C","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brent Cordell","TEX","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gerson Montilla","CWS","IF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dan Rohlfing","MIN","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jack Murphy","LAD","C","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gabriel Noriega","MIL","SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Vinny Rottino","CWS","1B,LF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steven Lerud","TEX","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Deibinson Romero","NYY","3B","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Sacaria","MIA","OF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Santiago Nessy","NYY","C","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hunter Redman","SD","C","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Marcus Littlewood","SEA","C","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Martinson","TEX","SS,3B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Smith","SEA","IF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Hagerty","SD","C","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dario Pizzano","SEA","OF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.D. Davis","HOU","3B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roberto Baldoquin","LAA","SS","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Hinshaw","LAA","CF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Omar Narvaez","CWS","C","@NYY","2.99","0.36","0.07","0.34","0.01",".308",".375","0.92","0.13","0","0.32","0.39",""
" ","Alex Yarbrough","LAA","2B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jon Kemmer","HOU","OF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rio Ruiz","ATL","3B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kellin Deglan","TEX","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Omir Santos","CLE","C","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kade Scivicque","ATL","C","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Higashioka","NYY","C","CWS","0.5","0.07","0.02","0.06","0",".225",".265","0.11","0.02","0","0.03","0.08",""
" ","Dustin Fowler","NYY","CF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Reynaldo Rodriguez","MIN","C,1B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Swim","MIN","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Francisco Diaz","NYY","C","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Engelb Vielma","MIN","SS","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steve Bean","STL","C","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alberto Rosario","STL","C","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Todd Glaesmann","CHC","RF","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Cruz","STL","C","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mark Thomas","ARI","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.T. Riddle","MIA","2B,3B,SS","@SEA","0.37","0.03","0.02","0.05","0",".221",".240","0.08","0.01","0","0.01","0.08",""
" ","Sharif Othman","MIA","C","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yefri Perez","MIA","SS","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Patrick Leonard","TB","1B,3B","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Lyon","TEX","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yhoxian Medina","CLE","IF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","River Stevens","SD","IF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dayron Varona","TB","CF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Danny Black","MIA","IF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Johnny Field","TB","LF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brady Shoemaker","MIA","LF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Argenis Raga","OAK","C","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake DePew","BOS","C","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Medina","CLE","OF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrew Velazquez","TB","SS","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jermaine Curtis","OAK","3B,LF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler White","HOU","1B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adam Engel","CWS","CF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Lucas","CLE","C","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mitch Garver","MIN","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dan Gamache","MIN","3B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adam Frazier","PIT","2B,LF,RF","@STL","3.37","0.49","0.05","0.26","0.11",".281",".349","0.95","0.22","0.04","0.33","0.63",""
" ","Eric Stamets","CLE","SS","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Taylor Davis","CHC","C","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adam Weisenburger","MIL","C","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carson Kelly","STL","C","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jantzen Witte","BOS","IF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Patrick Wisdom","STL","3B","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
