"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Rymer Liriano","CWS","RF","DET","0.68","0.08","0.02","0.07","0.01",".236",".290","0.16","0.03","0","0.04","0.25",""
" ","Hector Sanchez","SD","C","@LAD","0.09","0.01","0","0.02","0",".246",".310","0.02","0","0","0.01","0.02",""
" ","Domingo Santana","MIL","RF","COL","3.56","0.58","0.14","0.41","0.05",".283",".383","1.01","0.22","0.01","0.55","0.97",""
" ","Brandon Crawford","SF","SS","@ARI","3.56","0.29","0.09","0.39","0.04",".269",".321","0.96","0.12","0.06","0.24","1.45",""
" ","Charlie Culberson","LAD","2B,3B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Conor Gillaspie","SF","3B","@ARI","0.09","0.01","0","0.01","0",".298",".339","0.03","0","0","0.01","0.03",""
" ","Brett Pill","DET","1B,LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Christian","TB","LF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Graham","SF","LF,RF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Murton","DET","LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Norichika Aoki","HOU","LF,CF","SEA","3.73","0.43","0.03","0.23","0.1",".288",".343","1.07","0.22","0.05","0.27","0.33",""
" ","Jason Pridie","ARI","LF,RF,CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aaron Hicks","NYY","LF,CF,RF","@TB","0.09","0.01","0","0.01","0",".247",".295","0.02","0","0","0.01","0.02",""
" ","Kolten Wong","STL","2B,CF","CHC","3.63","0.32","0.06","0.3","0.09",".208",".286","0.76","0.08","0.06","0.34","0.86",""
" ","Dorssys Paulino","CLE","LF,SS","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Sardinas","SD","SS","@LAD","3.53","0.31","0.03","0.23","0.08",".178",".216","0.63","0.11","0.01","0.16","0.81",""
" ","Tim Beckham","TB","1B,2B,SS","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Gose","DET","CF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Delino DeShields","TEX","LF,CF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yan Gomes","CLE","C","@TEX","3.75","0.46","0.08","0.54","0.01",".258",".299","0.97","0.18","0.02","0.19","0.72",""
" ","Matt Davidson","CWS","DH","DET","0.68","0.07","0.03","0.08","0",".211",".270","0.14","0.02","0","0.05","0.29",""
" ","Leury Garcia","CWS","CF","DET","0.71","0.06","0.01","0.07","0.03",".219",".256","0.16","0.03","0.01","0.03","0.27",""
" ","Marcus Semien","OAK","SS","LAA","3.59","0.26","0.13","0.41","0.08",".246",".301","0.88","0.11","0.02","0.27","1.32",""
" ","Chris Herrmann","ARI","C","SF","0.09","0.01","0","0.01","0",".263",".317","0.02","0","0","0.01","0.03",""
" ","Mason Williams","NYY","RF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kole Calhoun","LAA","RF","@OAK","3.78","0.65","0.12","0.59","0.03",".279",".357","1.05","0.17","0.04","0.45","0.73",""
" ","Jake Marisnick","HOU","LF,CF","SEA","0.09","0.01","0","0.01","0",".201",".240","0.02","0","0","0","0.03",""
" ","Hiroyuki Nakajima","OAK","SS","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Francisco Lindor","CLE","SS","@TEX","3.96","0.58","0.1","0.64","0.1",".385",".422","1.52","0.13","0.03","0.26","0.41",""
" ","Andrew Lambo","OAK","RF,LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jurickson Profar","TEX","1B,2B,3B,SS,LF","CLE","3.69","0.46","0.16","0.42","0.04",".333",".371","1.23","0.1","0.03","0.2","0.48",""
" ","Chris Colabello","CLE","1B,LF,RF","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrelton Simmons","LAA","SS","@OAK","3.67","0.38","0.06","0.29","0.04",".310",".344","1.14","0.31","0.03","0.18","0.27",""
" ","Ed Lucas","ARI","2B,SS,3B","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Donovan Solano","NYY","2B","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yasiel Puig","LAD","RF","SD","3.69","0.38","0.16","0.41","0.05",".237",".297","0.87","0.16","0.03","0.27","0.95",""
" ","Jose Abreu","CWS","1B","DET","3.87","0.37","0.18","0.65","0",".247",".305","0.95","0.18","0.01","0.26","0.9",""
" ","Javier Baez","CHC","2B,3B,SS","@STL","0.1","0.01","0","0.01","0",".247",".278","0.02","0.01","0","0","0.02",""
" ","Evan Gattis","HOU","C,DH","SEA","0.09","0.01","0.01","0.01","0",".211",".268","0.02","0","0","0.01","0.03",""
" ","George Springer","HOU","RF","SEA","3.74","0.49","0.28","0.47","0.06",".258",".328","0.97","0.15","0.03","0.34","0.91",""
" ","Wilfredo Tovar","STL","2B,SS","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Brown","LAD","RF,LF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Adams","STL","1B","CHC","0.09","0.01","0","0.02","0",".213",".281","0.02","0","0","0.01","0.03",""
" ","Jedd Gyorko","STL","1B,2B,3B,SS","CHC","0.09","0.01","0","0.02","0",".185",".241","0.02","0","0","0.01","0.03",""
" ","Nick Castellanos","DET","3B","@CWS","4.12","0.43","0.16","0.56","0.01",".233",".269","0.96","0.24","0.03","0.19","1.51",""
" ","Nick Franklin","TB","1B,2B,SS,LF,RF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","A.J. Pollock","ARI","CF","SF","4.05","0.53","0.1","0.48","0.16",".267",".312","1.08","0.2","0.07","0.26","0.73",""
" ","Andrew Brown","LAA","LF,RF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jonathan Singleton","HOU","1B","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Munenori Kawasaki","CHC","2B","@STL","0.09","0.01","0","0.01","0",".461",".500","0.04","0","0","0.01","0.02",""
" ","Mike Zunino","SEA","C","@HOU","3.54","0.33","0.15","0.5","0",".246",".340","0.87","0.28","0.02","0.42","1.23",""
" ","Kensuke Tanaka","TEX","LF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Addison Russell","CHC","SS","@STL","3.78","0.37","0.08","0.68","0.05",".278",".345","1.05","0.26","0.03","0.35","0.83",""
" ","Albert Almora","CHC","CF","@STL","0.1","0.01","0","0.01","0",".351",".372","0.04","0.01","0","0","0.01",""
" ","Gary Sanchez","NYY","C","@TB","3.69","0.44","0.18","0.6","0.06",".239",".295","0.88","0.16","0.01","0.27","0.85",""
" ","Carlos Correa","HOU","SS","SEA","3.78","0.41","0.26","0.61","0.11",".263",".332","0.99","0.22","0.03","0.38","0.92",""
" ","Austin Hedges","SD","C","@LAD","3.66","0.28","0.1","0.46","0.02",".236",".267","0.86","0.14","0.01","0.14","1.06",""
" ","Bobby Borchering","HOU","1B","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brad Miller","TB","1B,SS","NYY","3.59","0.37","0.13","0.62","0.05",".216",".270","0.78","0.21","0.04","0.26","1.11",""
" ","C.J. Cron","LAA","1B","@OAK","0.09","0.01","0","0.02","0",".284",".334","0.03","0.01","0","0.01","0.01",""
" ","Carlos Sanchez","CWS","2B","DET","0.71","0.04","0.02","0.06","0.01",".158",".201","0.11","0.03","0","0.03","0.33",""
" ","Cory Spangenberg","SD","2B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Courtney Hawkins","CWS","LF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dan Vogelbach","SEA","1B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Dahl","COL","LF,CF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Barfield","OAK","RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Joey Gallo","TEX","3B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jonathan Galvez","NYY","SS,3B","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kaleb Cowart","LAA","2B,3B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Miles Head","OAK","3B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Richie Shaffer","CLE","1B","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scooter Gennett","MIL","2B","COL","0.09","0.01","0","0.01","0",".317",".366","0.03","0.01","0","0.01","0.02",""
" ","Slade Heathcott","SF","CF,RF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tim Wheeler","COL","CF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trevor Story","COL","SS","@MIL","3.87","0.45","0.26","0.78","0.12",".203",".251","0.79","0.19","0.06","0.22","1.24",""
" ","Tyler Austin","NYY","1B","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Jacobs","ARI","LF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Bethancourt","SD","C","@LAD","0.09","0.01","0","0.01","0",".276",".296","0.02","0","0","0","0.03",""
" ","Jeremy Hazelbaker","ARI","LF,CF","SF","0.09","0.01","0","0.01","0",".294",".336","0.03","0","0","0.01","0.03",""
" ","Joc Pederson","LAD","CF","SD","3.48","0.38","0.17","0.69","0.08",".188",".282","0.65","0.14","0.01","0.42","0.98",""
" ","Joe Panik","SF","2B","@ARI","3.78","0.35","0.07","0.49","0.04",".290",".334","1.1","0.12","0.08","0.24","0.89",""
" ","Jonathan Villar","MIL","2B,3B,SS","COL","3.78","0.72","0.11","0.48","0.41",".300",".387","1.14","0.25","0.03","0.53","1.3",""
" ","Mikie Mahtook","DET","LF,CF,RF","@CWS","3.73","0.41","0.09","0.38","0.07",".331",".367","1.23","0.34","0.02","0.16","1.02",""
" ","Nick Delmonico","MIL","1B,3B","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Reymond Fuentes","ARI","CF,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rougned Odor","TEX","2B","CLE","4.04","0.52","0.36","0.55","0.07",".302",".326","1.22","0.16","0.03","0.1","0.7",""
" ","Trayce Thompson","LAD","LF,CF,RF","SD","0.09","0.01","0.01","0.01","0",".262",".310","0.02","0.01","0","0.01","0.02",""
" ","Tyler Saladino","CWS","2B,3B,SS","DET","4.26","0.56","0.16","0.6","0.12",".233",".261","0.99","0.11","0.02","0.14","1.19",""
" ","Vincent Catricala","MIL","3B","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leon Landry","SEA","LF,3B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Drew Vettleson","TB","RF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Greg Garcia","STL","2B,3B,SS","CHC","0.09","0.01","0","0.01","0",".206",".315","0.02","0","0","0.01","0.02",""
" ","A.J. Jimenez","TEX","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Khris Davis","OAK","LF,DH","LAA","3.73","0.31","0.22","0.68","0.03",".280",".319","1.05","0.1","0.02","0.18","1.46",""
" ","Cody Asche","CWS","LF","DET","3.65","0.24","0.15","0.32","0.04",".193",".235","0.71","0.2","0.01","0.18","1.46",""
" ","Jaff Decker","OAK","RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Seager","LAD","SS","SD","3.91","0.45","0.21","0.67","0.03",".249",".297","0.97","0.19","0.03","0.24","0.97",""
" ","Stryker Trahan","ARI","C,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronald Torreyes","NYY","2B,3B,SS","@TB","3.53","0.32","0.04","0.37","0.09",".273",".320","0.97","0.14","0.08","0.22","0.52",""
" ","Nick Noonan","MIL","SS","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lewis Brinson","MIL","CF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Phegley","OAK","C","LAA","0.09","0.01","0","0.02","0",".332",".368","0.03","0","0","0","0.02",""
" ","Teoscar Hernandez","HOU","LF,CF,RF","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mallex Smith","TB","LF,CF","NYY","0.09","0.01","0","0.01","0.01",".212",".291","0.02","0","0","0.01","0.03",""
" ","Lee Orr","SD","LF,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Danry Vazquez","DET","OF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Orlando Arcia","MIL","SS","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roderick Shoulders","CHC","1B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Glenn","ARI","LF,CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Julian Yan","COL","OF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Vick","CLE","LF","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Hernandez","LAA","3B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Renato Nunez","OAK","DH","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Robert Kral","SD","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Henry","SEA","LF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Taylor","LAD","2B,3B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Snyder","LAA","1B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike O'Neill","DET","LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Court","ARI","3B","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zach Borenstein","ARI","LF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Wilson","STL","2B,3B","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gioskar Amaya","CHC","SS,C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Oberacker","OAK","LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Reed","MIL","CF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Humphries","COL","LF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Lofton","SF","LF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Kandilas","COL","RF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Casteel","COL","1B,C","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Angelys Nina","COL","2B","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Buss","SD","LF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Bantz","SEA","C","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kris Bryant","CHC","1B,3B,LF,RF","@STL","3.83","0.73","0.15","0.73","0.05",".302",".384","1.16","0.34","0.03","0.44","0.79",""
" ","Clint Frazier","NYY","CF,LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Colin Moran","HOU","3B","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","D.J. Peterson","SEA","3B,1B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Ciuffo","TB","C","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aaron Judge","NYY","RF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tim Anderson","CWS","SS","DET","4.25","0.64","0.1","0.36","0.09",".251",".272","1.07","0.2","0.06","0.11","1.42",""
" ","Hunter Renfroe","SD","RF","@LAD","3.81","0.34","0.13","0.53","0.06",".246",".278","0.94","0.16","0.02","0.15","1.3",""
" ","Billy McKinney","NYY","CF,RF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Oscar Mercado","STL","SS","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Jagielo","NYY","3B","@TB","0.09","0.01","0","0.01","0",".194",".265","0.02","0","0","0.01","0.04",""
" ","Chad Pinder","OAK","2B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacoby Jones","DET","3B","@CWS","3.36","0.31","0.1","0.39","0.07",".281",".322","0.94","0.23","0.01","0.18","1.31",""
" ","Ryan McMahon","COL","3B","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jordan Paroubeck","SD","LF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael O'Neill","NYY","LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Rivera","STL","2B","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Martinez","STL","C","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dom Nunez","COL","C","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Williams","TB","RF,LF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zack Collins","CWS","C","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Riley Unroe","TB","2B","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Ragira","SF","1B","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Duffy","TB","3B,SS","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Harold Castro","DET","2B","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yu-Cheng Chang","CLE","SS","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Arroyo","SF","SS","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tucker Neuhaus","MIL","SS","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler O'Neill","SEA","LF,RF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Hannemann","CHC","CF","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob May","CWS","CF","DET","2.72","0.22","0.04","0.25","0.13",".183",".220","0.5","0.11","0.01","0.11","1.06",""
" ","Thomas Milone","TB","CF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryon Healy","OAK","3B","LAA","3.71","0.34","0.13","0.49","0.01",".320",".346","1.19","0.18","0.01","0.14","1.09",""
" ","Ryder Jones","SF","3B","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Victor Caratini","CHC","C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gosuke Katoh","NYY","2B","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Smith","SD","CF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Van Meter","SD","SS","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Bauers","TB","1B,RF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Katz","STL","2B","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sean Dwyer","COL","OF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Bednar","SF","3B","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Orlando Calixte","SF","SS","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steve Rodriguez","ARI","C","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Rua","TEX","1B,LF","CLE","0.09","0.01","0","0.01","0",".217",".281","0.02","0","0","0.01","0.04",""
" ","Kevin Rivers","SEA","OF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Preston Tucker","HOU","LF,DH","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Sean Halton","DET","1B","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Denson","MIL","OF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Kiermaier","TB","CF","NYY","4","0.5","0.11","0.49","0.13",".234",".312","0.94","0.26","0.05","0.43","0.61",""
" ","Gleyber Torres","NYY","SS","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Micker Zapata","CWS","OF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Talavera","STL","OF","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hector Linares","STL","SS","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eloy Jimenez","CHC","LF,RF","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Heineman","HOU","C","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Lowery","CLE","C","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Devin Harris","SF","OF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Blash","SD","RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilson Amador","HOU","SS","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Herrera","LAD","2B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Joe Wendle","OAK","2B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Lockhart","CHC","SS,2B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Evan Marzilli","ARI","LF,CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ketel Marte","ARI","SS","SF","0.09","0.01","0","0.01","0",".356",".376","0.03","0","0","0","0.02",""
" ","Starlin Rodriguez","STL","2B","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Rathjen","LAD","LF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","O'Koyea Dickson","LAD","LF,1B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrew Aplin","HOU","CF","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Rondon","SD","SS","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Aliotti","OAK","1B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Centeno","HOU","C","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Max Muncy","OAK","1B,2B,3B,RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Erik Gonzalez","CLE","SS","@TEX","0.1","0.01","0","0.01","0",".261",".292","0.03","0","0","0","0.02",""
" ","Dae-Ho Lee","SEA","1B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Raimel Tapia","COL","CF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dawel Lugo","ARI","SS,3B","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy La Stella","CHC","2B,3B","@STL","0.09","0.01","0","0.01","0",".256",".324","0.02","0.01","0","0.01","0.02",""
" ","Max Stassi","HOU","C","SEA","0.09","0.01","0","0.01","0",".206",".248","0.02","0","0","0","0.04",""
" ","Guillermo Quiroz","CLE","C","@TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan LaMarre","LAA","LF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kenny Wilson","OAK","CF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tony Sanchez","LAA","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Villanueva","SD","3B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jesus Aguilar","MIL","1B","COL","0.09","0.01","0","0.01","0",".256",".324","0.02","0","0","0.01","0.02",""
" ","Jose Ramirez","CLE","3B,LF","@TEX","3.73","0.5","0.06","0.35","0.08",".294",".354","1.1","0.21","0.03","0.35","0.38",""
" ","Jesus Sucre","TB","C","NYY","0.1","0.01","0","0.01","0",".258",".289","0.03","0","0","0","0.02",""
" ","Ji-Man Choi","NYY","1B,LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tuffy Gosewisch","SEA","C","@HOU","0.09","0.01","0","0.01","0",".287",".355","0.03","0.01","0","0.01","0.02",""
" ","Juan Perez","DET","LF,CF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Fields","CWS","LF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steven Moya","DET","LF,RF","@CWS","0.72","0.06","0.04","0.13","0",".271",".296","0.2","0.04","0.01","0.02","0.26",""
" ","Michael Almanzar","DET","3B","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Fryer","STL","C","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Efren Navarro","DET","1B,LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Cristhian Adames","COL","2B,3B,SS","@MIL","0.09","0.01","0","0.01","0",".241",".300","0.02","0","0","0.01","0.01",""
" ","Rosell Herrera","COL","SS","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shane Peterson","TB","LF,CF,RF","NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Todd Cunningham","STL","LF","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jim Adduci","DET","LF,RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ramon Flores","LAA","LF,CF,RF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Randal Grichuk","STL","CF","CHC","3.81","0.48","0.12","0.57","0.09",".168",".218","0.64","0.17","0.04","0.22","1.3",""
" ","Rafael Ortega","SD","LF,CF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steven Souza","TB","RF","NYY","3.59","0.35","0.16","0.48","0.06",".289",".339","1.04","0.16","0.01","0.24","1.45",""
" ","Steve Lerud","SEA","C","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Carson","LAD","RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Rivero","ARI","3B","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Pirela","SD","2B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ben Gamel","SEA","RF","@HOU","0.09","0.01","0","0.01","0",".337",".408","0.03","0.01","0","0.01","0.03",""
" ","Aledmys Diaz","STL","SS","CHC","3.73","0.48","0.1","0.59","0.08",".236",".295","0.88","0.22","0.02","0.27","0.68",""
" ","Tyler Collins","DET","LF,CF,RF","@CWS","0.69","0.05","0.02","0.08","0.01",".210",".257","0.14","0.03","0.01","0.04","0.26",""
" ","Yangervis Solarte","SD","2B,3B","@LAD","3.54","0.23","0.1","0.62","0.01",".194",".273","0.69","0.15","0.01","0.36","0.57",""
