"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936550052,"ffro89",0,293,"SF Devin Booker SG Jimmy Butler PG Eric Bledsoe PF Derrick Favors C Zach Randolph G Dwyane Wade UTIL Gary Harris F Willie Cauley-Stein",NA,"Tim Frazier","PG","81.36%",9.25
2,936325866,"Thoflich (1/5)",0,292.25,"PF LeBron James F Kevin Love SG Eric Bledsoe C Taj Gibson SF Denzel Valentine G Justin Holiday PG Tim Frazier UTIL Kenneth Faried",NA,"Bradley Beal","SG","75.14%",21
2,936334361,"Thoflich (5/5)",0,292.25,"PF LeBron James F Kevin Love SG Eric Bledsoe C Taj Gibson SF Denzel Valentine G Justin Holiday PG Tim Frazier UTIL Kenneth Faried",NA,"Willie Cauley-Stein","F","53.47%",23.5
4,936531823,"punew44",0,287.5,"SG Bradley Beal G Jimmy Butler PF Kevin Love UTIL Eric Bledsoe F Derrick Favors C Willie Cauley-Stein SF Joe Ingles PG Tyus Jones",NA,"Denzel Valentine","SF","52.40%",24.5
5,936237802,"UndisputablE",0,286.5,"SG Jimmy Butler UTIL Kevin Love PF Lauri Markkanen G Eric Bledsoe F Derrick Favors SF Dion Waiters C Willie Cauley-Stein PG Tim Frazier",NA,"Giannis Antetokounmpo","PF","43.07%",57.25
6,936167127,"Lonster1308 (2/4)",0,285.25,"SF LeBron James SG Jimmy Butler G Donovan Mitchell F Otto Porter C Robin Lopez PF Alex Len UTIL Kelly Oubre Jr. PG Tyus Jones",NA,"Eric Bledsoe","UTIL","39.50%",42.25
6,936245619,"pktmi (2/2)",0,285.25,"PF Giannis Antetokounmpo C Kevin Love SF Otto Porter UTIL James Johnson F Taj Gibson SG Dwyane Wade G Malcolm Brogdon PG Frank Mason III",NA,"Markieff Morris","PF","38.85%",7
8,936549302,"1Bennystrongbone",0,284.5,"F Devin Booker SG Bradley Beal UTIL Kevin Love PG Eric Bledsoe PF Derrick Favors C Marcin Gortat G Malcolm Brogdon SF Jeff Green",NA,"Nikola Jokic","C","36.72%",27
9,936227740,"suckitt (1/15)",0,282.75,"F Giannis Antetokounmpo G Eric Bledsoe SF Otto Porter SG Kris Dunn UTIL Justin Holiday PF Willie Cauley-Stein C Marcin Gortat PG Tim Frazier",NA,"Joe Ingles","F","36.72%",18
9,936227748,"suckitt (2/15)",0,282.75,"F Giannis Antetokounmpo G Eric Bledsoe SF Otto Porter SG Kris Dunn UTIL Justin Holiday PF Willie Cauley-Stein C Marcin Gortat PG Tim Frazier",NA,"Marcin Gortat","UTIL","35.68%",19.25
9,936227801,"suckitt (3/15)",0,282.75,"F Giannis Antetokounmpo G Eric Bledsoe SF Otto Porter SG Kris Dunn UTIL Justin Holiday PF Willie Cauley-Stein C Marcin Gortat PG Tim Frazier",NA,"Otto Porter","PF","32.17%",33.5
9,936227833,"suckitt (4/15)",0,282.75,"F Giannis Antetokounmpo G Eric Bledsoe SF Otto Porter SG Kris Dunn UTIL Justin Holiday PF Willie Cauley-Stein C Marcin Gortat PG Tim Frazier",NA,"Gary Harris","UTIL","26.58%",26.25
9,936227842,"suckitt (5/15)",0,282.75,"F Giannis Antetokounmpo G Eric Bledsoe SF Otto Porter SG Kris Dunn UTIL Justin Holiday PF Willie Cauley-Stein C Marcin Gortat PG Tim Frazier",NA,"Kevin Love","C","25.26%",56.75
9,936227860,"suckitt (6/15)",0,282.75,"F Giannis Antetokounmpo G Eric Bledsoe SF Otto Porter SG Kris Dunn UTIL Justin Holiday PF Willie Cauley-Stein C Marcin Gortat PG Tim Frazier",NA,"Will Barton","SF","22.56%",14.5
